,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown
SmartXray Offshore-Growth,0.4486832540000001,0.12683414915681546,0.08647115962092314,1.4089570406008023,0.1092897512555035
Benchmark Offshore-Growth,0.19282976400000007,0.05845134218191972,0.07065250737534697,0.7565385032686143,0.1383767276021899
