Unnamed: 0,PRICE_BID,PRICE_ASK,PRICE_LAST
2017-05-08,30.073,30.109,30.091
2017-05-09,30.215,30.241,30.228
2017-05-10,30.225,30.253,30.239
2017-05-11,30.164,30.197,30.181
2017-05-12,30.121,30.152,30.137
2017-05-15,30.066,30.101,30.084
2017-05-16,29.996,30.029,30.013
2017-05-17,30.063,30.096,30.08
2017-05-18,30.184,30.213,30.199
2017-05-19,30.172,30.21,30.191
2017-05-22,29.881,29.908,29.895
2017-05-23,30.066,30.095,30.081
2017-05-24,30.164,30.198,30.181
2017-05-25,29.979,30.016,29.998
2017-05-26,30.087,30.124,30.106
2017-05-29,30.135,30.16800000000001,30.152
2017-05-30,30.167,30.21,30.189
2017-05-31,30.08,30.097,30.089
2017-06-01,30.097,30.125,30.111
2017-06-02,30.122,30.147,30.135
2017-06-05,30.076,30.106,30.091
2017-06-06,30.025,30.054,30.04
2017-06-07,30.089,30.113000000000003,30.101
2017-06-08,30.097,30.122,30.11
2017-06-09,30.11,30.149,30.13
2017-06-12,30.142,30.178,30.16
2017-06-13,30.219,30.264,30.242
2017-06-14,30.222,30.252,30.237
2017-06-15,30.217,30.245,30.231
2017-06-16,30.436,30.479,30.458
2017-06-19,30.324,30.36,30.342
2017-06-20,30.353,30.38300000000001,30.368
2017-06-21,30.488000000000003,30.522,30.505
2017-06-22,30.4,30.432,30.416
2017-06-23,30.349,30.386,30.368
2017-06-26,30.286,30.323,30.305
2017-06-27,30.31900000000001,30.362,30.341
2017-06-28,30.412,30.445,30.429
2017-06-29,30.349,30.389,30.369
2017-06-30,30.432,30.461,30.447
2017-07-03,30.442,30.472,30.457
2017-07-04,30.568,30.602,30.585
2017-07-05,30.494,30.523000000000003,30.509
2017-07-06,30.596,30.626,30.611
2017-07-07,30.631,30.66800000000001,30.65
2017-07-10,30.511,30.542,30.527
2017-07-11,30.54,30.566,30.553
2017-07-12,30.436,30.461,30.449
2017-07-13,30.269,30.29300000000001,30.281
2017-07-14,30.363000000000003,30.388,30.376
2017-07-17,30.338,30.366,30.352
2017-07-18,30.311,30.334,30.323
2017-07-19,30.344,30.384,30.364
2017-07-20,30.423,30.465,30.44400000000001
2017-07-21,30.365,30.398000000000003,30.382
2017-07-24,30.305,30.335,30.32
2017-07-25,30.248,30.278,30.263
2017-07-26,30.336,30.376,30.356
2017-07-27,30.074,30.138,30.106
2017-07-28,30.159,30.198,30.179
2017-07-31,30.126,30.179,30.153
2017-08-01,30.121,30.164,30.143
2017-08-02,30.19,30.233,30.212
2017-08-03,30.192,30.232,30.212
2017-08-04,30.082,30.125,30.104
2017-08-07,30.117,30.147,30.132
2017-08-08,30.081,30.108,30.095
2017-08-09,30.161,30.195,30.178
2017-08-10,30.274,30.31,30.292
2017-08-11,30.323,30.356,30.34
2017-08-14,30.248,30.29,30.269
2017-08-15,30.2,30.232,30.216
2017-08-16,30.281,30.31900000000001,30.3
2017-08-17,30.227,30.267,30.247
2017-08-18,30.271,30.311,30.291
2017-08-21,30.271,30.309,30.29
2017-08-22,30.211,30.252,30.232
2017-08-23,30.204,30.247,30.226
2017-08-24,30.163,30.20300000000001,30.183000000000003
2017-08-25,30.156,30.192,30.174
2017-08-28,30.003,30.03,30.017
2017-08-29,30.064,30.101,30.083
2017-08-30,30.024,30.062,30.04300000000001
2017-08-31,30.065,30.105,30.085
2017-09-01,30.007,30.04,30.024
2017-09-04,29.95300000000001,30.002,29.978
2017-09-05,29.913,29.959,29.936
2017-09-06,29.954,30.004,29.979
2017-09-07,29.893,29.936,29.915
2017-09-08,29.756,29.798000000000002,29.777
2017-09-11,29.867,29.916,29.892
2017-09-12,29.899,29.931,29.915
2017-09-13,29.917,29.959,29.938
2017-09-14,30.011,30.046,30.029
2017-09-15,29.96,29.994,29.977
2017-09-18,29.921,29.963,29.942
2017-09-19,30.058000000000003,30.091,30.075
2017-09-20,29.996,30.048,30.022
2017-09-21,30.107,30.146,30.127
2017-09-22,30.123,30.165,30.144
2017-09-25,30.074,30.122,30.09800000000001
2017-09-26,30.15,30.188,30.169
2017-09-27,30.242,30.308000000000003,30.275
2017-09-28,30.41,30.45,30.43
2017-09-29,30.316,30.375,30.346
2017-10-02,30.361,30.398000000000003,30.38
2017-10-03,30.436,30.496,30.466
2017-10-04,30.321,30.366,30.344
2017-10-05,30.324,30.384,30.354
2017-10-06,30.324,30.378,30.351
2017-10-09,30.324,30.37,30.347
2017-10-10,30.274,30.31900000000001,30.297
2017-10-11,30.24,30.271,30.256
2017-10-12,30.159,30.19400000000001,30.177
2017-10-13,30.095,30.129,30.112
2017-10-16,30.057,30.106,30.082
2017-10-17,30.122,30.162,30.142
2017-10-18,30.13,30.162,30.146
2017-10-19,30.186,30.226,30.206
2017-10-20,30.207,30.238000000000003,30.22300000000001
2017-10-23,30.225,30.262,30.244
2017-10-24,30.189,30.231,30.21
2017-10-25,30.2,30.243,30.222
2017-10-26,30.184,30.219,30.202
2017-10-27,30.214,30.259,30.237
2017-10-30,30.108,30.146,30.127
2017-10-31,30.073,30.102,30.088
2017-11-01,30.07800000000001,30.121,30.1
2017-11-02,30.11,30.147,30.129
2017-11-03,30.13,30.16800000000001,30.149
2017-11-06,30.143,30.187,30.165
2017-11-07,30.075,30.114,30.095
2017-11-08,30.135,30.177,30.156
2017-11-09,30.111,30.143,30.127
2017-11-10,30.114,30.144,30.129
2017-11-13,30.108,30.144,30.126
2017-11-14,30.085,30.126,30.106
2017-11-15,30.062,30.104,30.083
2017-11-16,29.992,30.031,30.012
2017-11-17,29.908,29.951999999999998,29.93
2017-11-20,29.951999999999998,29.989,29.971
2017-11-21,29.896,29.932,29.914
2017-11-22,29.741,29.785,29.763
2017-11-23,29.801,29.845,29.823
2017-11-24,29.824,29.866,29.845
2017-11-27,29.863000000000003,29.915,29.889
2017-11-28,29.91,29.943,29.927
2017-11-29,29.845,29.88300000000001,29.864
2017-11-30,29.914,29.94,29.927
2017-12-01,29.905,29.942,29.924
2017-12-04,29.927,29.978,29.95300000000001
2017-12-05,29.876,29.914,29.895
2017-12-06,29.934,29.999,29.967
2017-12-07,29.958,29.995,29.977
2017-12-08,29.938,29.977,29.958
2017-12-11,29.895,29.934,29.915
2017-12-12,29.927,29.971,29.949
2017-12-13,29.912,29.959,29.936
2017-12-14,29.853,29.901,29.877
2017-12-15,29.889,29.933000000000003,29.911
2017-12-18,29.909,29.943,29.926
2017-12-19,29.868,29.907,29.888
2017-12-20,29.79300000000001,29.832,29.813
2017-12-21,29.806,29.858,29.832
2017-12-22,29.778,29.822,29.8
2017-12-26,29.747,29.785,29.766
2017-12-27,29.756,29.791,29.774
2017-12-28,29.628,29.648000000000003,29.638
2017-12-29,29.533,29.559,29.546
2018-01-02,29.44400000000001,29.483,29.464
2018-01-03,29.471,29.501,29.486
2018-01-04,29.503,29.532,29.518
2018-01-05,29.435,29.465,29.45
2018-01-08,29.41,29.439,29.425
2018-01-09,29.42,29.45300000000001,29.437
2018-01-10,29.563,29.582,29.573
2018-01-11,29.562,29.594,29.57800000000001
2018-01-12,29.54300000000001,29.575,29.559
2018-01-15,29.428,29.461,29.445
2018-01-16,29.456,29.488000000000003,29.472
2018-01-17,29.509,29.541,29.525
2018-01-18,29.49,29.52,29.505
2018-01-19,29.276,29.292,29.284
2018-01-22,29.06900000000001,29.101,29.085
2018-01-23,29.063,29.093000000000004,29.07800000000001
2018-01-24,29.135,29.166,29.151
2018-01-25,28.877,28.907,28.892
2018-01-26,29.012,29.044,29.028
2018-01-29,29.054,29.088,29.071
2018-01-30,29.146,29.174,29.16
2018-01-31,29.041,29.072,29.057
2018-02-01,29.048,29.07800000000001,29.063
2018-02-02,29.219,29.249,29.234
2018-02-05,29.22300000000001,29.254,29.239
2018-02-06,29.291,29.322,29.307
2018-02-07,29.095,29.114,29.105
2018-02-08,29.227,29.262,29.245
2018-02-09,29.306,29.338,29.322
2018-02-12,29.186,29.22,29.20300000000001
2018-02-13,29.118,29.147,29.13300000000001
2018-02-14,29.016,29.059,29.038
2018-02-15,28.869,28.903,28.886
2018-02-16,28.79,28.868,28.829
2018-02-19,28.912,28.947,28.93
2018-02-20,28.97300000000001,29.001,28.987
2018-02-21,29.07800000000001,29.123,29.101
2018-02-22,29.173,29.218000000000004,29.196
2018-02-23,29.153,29.185,29.169
2018-02-26,29.084,29.116,29.1
2018-02-27,29.076,29.114,29.095
2018-02-28,29.17,29.215,29.193
2018-03-01,29.213,29.257,29.235
2018-03-02,29.222,29.265,29.244
2018-03-05,29.19,29.292,29.241
2018-03-06,29.171,29.192,29.182
2018-03-07,29.123,29.154,29.139
2018-03-08,29.16,29.187,29.174
2018-03-09,29.222,29.253,29.238000000000003
2018-03-12,29.19400000000001,29.215,29.205
2018-03-13,29.19,29.209,29.2
2018-03-14,29.172,29.195,29.184
2018-03-15,29.125,29.157,29.141
2018-03-16,28.964,28.987,28.976
2018-03-19,29.042,29.071,29.057
2018-03-20,28.991,29.014,29.003
2018-03-21,29.045,29.066,29.056
2018-03-22,29.033,29.057,29.045
2018-03-23,29.061,29.088,29.075
2018-03-26,28.97,29.0,28.985
2018-03-27,28.905,28.931,28.91800000000001
2018-03-28,29.046,29.071,29.059
2018-03-29,29.039,29.064,29.052
2018-04-02,29.005,29.04300000000001,29.024
2018-04-03,29.018,29.051,29.035
2018-04-04,29.046,29.076,29.061
2018-04-05,29.089,29.121,29.105
2018-04-06,29.177,29.229,29.20300000000001
2018-04-09,29.13300000000001,29.157,29.145
2018-04-10,29.136,29.166,29.151
2018-04-11,29.114,29.134,29.124
2018-04-12,29.227,29.248,29.238000000000003
2018-04-13,29.311,29.332,29.322
2018-04-16,29.394,29.415,29.405
2018-04-17,29.32800000000001,29.349,29.339
2018-04-18,29.28,29.303,29.292
2018-04-19,29.241,29.263,29.252
2018-04-20,29.314,29.335,29.325
2018-04-23,29.463,29.487,29.475
2018-04-24,29.528,29.549,29.539
2018-04-25,29.646,29.669,29.658
2018-04-26,29.648000000000003,29.673000000000002,29.661
2018-04-27,29.549,29.576999999999998,29.563
2018-04-30,29.51,29.533,29.522
2018-05-01,29.547,29.587,29.567
2018-05-02,29.791,29.814,29.803
2018-05-03,29.66800000000001,29.691,29.68
2018-05-04,29.634,29.655,29.645
2018-05-07,29.708,29.73,29.719
2018-05-08,29.683000000000003,29.711,29.697
2018-05-09,29.851,29.872,29.862
2018-05-10,29.783,29.803,29.79300000000001
2018-05-11,29.64,29.661,29.651
2018-05-14,29.669,29.691,29.68
2018-05-15,29.803,29.823,29.813
2018-05-16,29.825,29.847,29.836
2018-05-17,29.84800000000001,29.868,29.858
2018-05-18,29.87,29.895,29.88300000000001
2018-05-21,29.898000000000003,29.923000000000002,29.911
2018-05-22,29.841,29.871,29.856
2018-05-23,29.847,29.867,29.857
2018-05-24,29.902,29.923000000000002,29.913
2018-05-25,29.89,29.911,29.901
