Date,20,30,40,50,60,70,80
2012-01-02,1,1,1,1,1,1,1
2012-01-03,0.998042588,0.998042554,0.998050497,0.99806982,0.998070136,0.998062646,0.998061944
2012-01-04,0.99722137,0.996906759,0.996829223,0.996658733,0.996566117,0.996382287,0.996209372
2012-01-05,0.996922802,0.995939792,0.995183969,0.994435454,0.993656643,0.992764693,0.991925836
2012-01-06,0.995107909,0.993539869,0.992754787,0.991773194,0.990599587,0.989303986,0.988087648
2012-01-09,0.995419812,0.994518173,0.994407555,0.994152657,0.993553707,0.992985445,0.992477754
2012-01-10,0.998994807,0.999531184,1.001020668,1.001952233,1.002513773,1.003299253,1.004107455
2012-01-11,0.999617632,1.000322928,1.001365331,1.002022951,1.002332271,1.002848371,1.003413013
2012-01-12,1.000562648,1.001481445,1.002497692,1.003276742,1.003778008,1.004491442,1.005260046
2012-01-13,0.999269958,0.999422097,0.999830478,0.999805366,0.999461438,0.999264294,0.999151002
2012-01-17,1.001293186,1.002306733,1.00411245,1.00478851,1.005057515,1.005648717,1.006299708
2012-01-18,1.004168399,1.006516366,1.00925949,1.010877958,1.012467517,1.014375244,1.016284346
2012-01-19,1.006046967,1.009448297,1.013303925,1.01584408,1.018428383,1.02139781,1.024332445
2012-01-20,1.007277312,1.010837434,1.014985149,1.017782003,1.020603492,1.023844913,1.027042171
2012-01-23,1.008881207,1.012810886,1.017237239,1.020218299,1.023309245,1.026826846,1.030275657
2012-01-24,1.008712461,1.012427408,1.016790864,1.0195029,1.022244819,1.025451707,1.028605976
2012-01-25,1.011734621,1.016964868,1.022165461,1.025573345,1.029190452,1.033281818,1.037282809
2012-01-26,1.011946879,1.017444441,1.022241213,1.025235582,1.028431166,1.032081944,1.035662339
2012-01-27,1.012856,1.018479841,1.023844167,1.02696144,1.030311084,1.034152778,1.037925358
2012-01-30,1.011097627,1.016109117,1.020268266,1.0226208,1.025162635,1.028087955,1.030970917
2012-01-31,1.012510551,1.01790858,1.022450485,1.024689035,1.027110957,1.029975289,1.03280694
2012-02-01,1.014788662,1.021267998,1.026660054,1.029819728,1.033531552,1.037685886,1.04176722
2012-02-02,1.015549061,1.022822154,1.028964534,1.032650582,1.036768211,1.0414336,1.046008813
2012-02-03,1.01786378,1.026604573,1.034213808,1.03915558,1.044728601,1.050903812,1.056925619
2012-02-06,1.01768176,1.026097709,1.033430599,1.038097037,1.043314243,1.049093058,1.054712387
2012-02-07,1.01899489,1.027601102,1.034810469,1.039519038,1.044997015,1.05094378,1.056713623
2012-02-08,1.019512158,1.028606526,1.036526661,1.041783677,1.047641403,1.054128181,1.060436201
2012-02-09,1.020016084,1.029110627,1.037112492,1.042429855,1.048364444,1.054919457,1.061292691
2012-02-10,1.017146478,1.02474594,1.031580067,1.03596171,1.04066454,1.045948369,1.0511044
2012-02-13,1.01979795,1.028496204,1.035963396,1.040912112,1.046369386,1.052439771,1.058347474
2012-02-14,1.018153339,1.026659388,1.034054997,1.038798504,1.043988874,1.04975648,1.055370765
2012-02-15,1.018937837,1.02723217,1.034977657,1.039696637,1.044781422,1.050511596,1.056090037
2012-02-16,1.021047509,1.030499704,1.039216556,1.044825217,1.051055359,1.057897779,1.064540185
2012-02-17,1.021237273,1.03073789,1.039857974,1.045750821,1.052315842,1.059495309,1.066459544
2012-02-21,1.021998609,1.031871885,1.04153164,1.047649533,1.054380705,1.061735508,1.068863996
2012-02-22,1.022884981,1.033121029,1.042252695,1.048200093,1.054622007,1.061761234,1.068677175
2012-02-23,1.024356083,1.035468369,1.044944563,1.051293616,1.05821387,1.06580708,1.073151591
2012-02-24,1.02744979,1.03905797,1.048681867,1.05518414,1.062216748,1.070021802,1.077559026
2012-02-27,1.027210438,1.038829384,1.047410064,1.05350364,1.060009318,1.067273029,1.074289431
2012-02-28,1.028769542,1.041161555,1.050564159,1.057198397,1.064383628,1.072372178,1.080097793
2012-02-29,1.026702001,1.037994008,1.046170352,1.051768926,1.057821279,1.064686536,1.071322143
2012-03-01,1.028772254,1.040983454,1.04988133,1.056254641,1.063279546,1.07111564,1.078684088
2012-03-02,1.028946983,1.040787997,1.049119537,1.054915791,1.061075669,1.068157987,1.07501296
2012-03-05,1.025870569,1.0368692,1.044359102,1.049824812,1.055619341,1.062231835,1.068638549
2012-03-06,1.019723246,1.027686277,1.03295999,1.036520591,1.040040701,1.044235565,1.04831679
2012-03-07,1.021484115,1.030487791,1.036510583,1.04073539,1.045146474,1.050217997,1.055141166
2012-03-08,1.025154188,1.03606181,1.043653151,1.049213121,1.055213051,1.061955163,1.0684894
2012-03-09,1.025539248,1.036717016,1.044829628,1.05058528,1.056643975,1.063499791,1.070159955
2012-03-12,1.025317858,1.036384229,1.043896713,1.049285418,1.054997651,1.061425656,1.06766894
2012-03-13,1.028680374,1.041480142,1.050620554,1.057368368,1.064628719,1.072723644,1.080581316
2012-03-14,1.025464079,1.036717666,1.045104263,1.051273053,1.058067219,1.065487263,1.072699028
2012-03-15,1.025873346,1.037472986,1.046224869,1.052950247,1.060476111,1.068608074,1.076516168
2012-03-16,1.02660845,1.038630071,1.04777053,1.055104421,1.063220754,1.071974911,1.080467568
2012-03-19,1.027557776,1.039700578,1.049049057,1.056720924,1.065229727,1.074323038,1.083136533
2012-03-20,1.02576516,1.036877152,1.044960577,1.051639134,1.059102512,1.067039567,1.074747288
2012-03-21,1.025388947,1.036332501,1.044476088,1.05090944,1.058055962,1.065716931,1.07317799
2012-03-22,1.024009803,1.034113002,1.040285404,1.045620777,1.051463374,1.057790408,1.063978591
