,SPBDUB3T Index,SBMMTB3 Index
,PX_LAST,PX_LAST
date,,
2015-05-20,215.905,622.6248
2015-05-21,215.906,622.6251
2015-05-22,215.907,622.6254
2015-05-23,215.907,622.6254
2015-05-24,215.907,622.6254
2015-05-25,215.907,622.6263
2015-05-26,215.906,622.6266
2015-05-27,215.907,622.6268
2015-05-28,215.908,622.6271
2015-05-29,215.908,622.628
2015-05-30,215.908,622.628
2015-05-31,215.908,622.628
2015-06-01,215.908,622.6282
2015-06-02,215.908,622.6285
2015-06-03,215.907,622.6287
2015-06-04,215.907,622.6289
2015-06-05,215.906,622.6292
2015-06-06,215.906,622.6292
2015-06-07,215.906,622.6292
2015-06-08,215.907,622.6298
2015-06-09,215.907,622.6301
2015-06-10,215.907,622.6303
2015-06-11,215.908,622.6306
2015-06-12,215.908,622.6308
2015-06-13,215.908,622.6308
2015-06-14,215.908,622.6308
2015-06-15,215.909,622.6315
2015-06-16,215.91,622.6317
2015-06-17,215.909,622.632
2015-06-18,215.91,622.6321
2015-06-19,215.91,622.6324
2015-06-20,215.91,622.6324
2015-06-21,215.91,622.6324
2015-06-22,215.91,622.6331
2015-06-23,215.91,622.6333
2015-06-24,215.91,622.6335
2015-06-25,215.912,622.6338
2015-06-26,215.911,622.634
2015-06-27,215.911,622.634
2015-06-28,215.911,622.634
2015-06-29,215.912,622.6347
2015-06-30,215.91,622.6349
2015-07-01,215.91,622.6351
2015-07-02,215.909,622.6353
2015-07-03,215.909,622.6354
2015-07-04,215.909,622.6354
2015-07-05,215.909,622.6354
2015-07-06,215.909,622.636
2015-07-07,215.909,622.6361
2015-07-08,215.908,622.6363
2015-07-09,215.907,622.6365
2015-07-10,215.907,622.6367
2015-07-11,215.907,622.6367
2015-07-12,215.907,622.6367
2015-07-13,215.908,622.6371
2015-07-14,215.91,622.6373
2015-07-15,215.91,622.6375
2015-07-16,215.909,622.6377
2015-07-17,215.909,622.6379
2015-07-18,215.909,622.6379
2015-07-19,215.909,622.6379
2015-07-20,215.907,622.6384
2015-07-21,215.907,622.6385
2015-07-22,215.907,622.6387
2015-07-23,215.907,622.6389
2015-07-24,215.907,622.6391
2015-07-25,215.907,622.6391
2015-07-26,215.907,622.6391
2015-07-27,215.906,622.6396
2015-07-28,215.905,622.6398
2015-07-29,215.905,622.64
2015-07-30,215.903,622.6401
2015-07-31,215.906,622.6403
2015-08-01,215.906,622.6403
2015-08-02,215.906,622.6403
2015-08-03,215.906,622.6418
2015-08-04,215.905,622.6423
2015-08-05,215.907,622.6428
2015-08-06,215.91,622.6433
2015-08-07,215.909,622.6439
2015-08-08,215.909,622.6439
2015-08-09,215.909,622.6439
2015-08-10,215.909,622.6454
2015-08-11,215.909,622.6459
2015-08-12,215.909,622.6464
2015-08-13,215.909,622.6469
2015-08-14,215.911,622.6474
2015-08-15,215.911,622.6474
2015-08-16,215.911,622.6474
2015-08-17,215.915,622.6489
2015-08-18,215.915,622.6494
2015-08-19,215.917,622.6499
2015-08-20,215.92,622.6505
2015-08-21,215.921,622.6509
2015-08-22,215.921,622.6509
2015-08-23,215.921,622.6509
2015-08-24,215.921,622.6525
2015-08-25,215.92,622.653
2015-08-26,215.921,622.6535
2015-08-27,215.922,622.654
2015-08-28,215.922,622.6545
2015-08-29,215.922,622.6545
2015-08-30,215.922,622.6545
2015-08-31,215.925,622.656
2015-09-01,215.924,622.6566
2015-09-02,215.924,622.6571
2015-09-03,215.924,622.6576
2015-09-04,215.923,622.6581
2015-09-05,215.923,622.6581
2015-09-06,215.923,622.6581
2015-09-07,215.923,622.6598
2015-09-08,215.921,622.6603
2015-09-09,215.922,622.6608
2015-09-10,215.922,622.6614
2015-09-11,215.92,622.6619
2015-09-12,215.92,622.6619
2015-09-13,215.92,622.6619
2015-09-14,215.921,622.6635
2015-09-15,215.92,622.6641
2015-09-16,215.923,622.6646
2015-09-17,215.927,622.6651
2015-09-18,215.929,622.6656
2015-09-19,215.929,622.6656
2015-09-20,215.929,622.6656
2015-09-21,215.93,622.6673
2015-09-22,215.928,622.6678
2015-09-23,215.928,622.6683
2015-09-24,215.927,622.6689
2015-09-25,215.926,622.6694
2015-09-26,215.926,622.6694
2015-09-27,215.926,622.6694
2015-09-28,215.926,622.671
2015-09-29,215.926,622.6716
2015-09-30,215.93,622.6721
2015-10-01,215.929,622.6725
2015-10-02,215.927,622.673
2015-10-03,215.927,622.673
2015-10-04,215.927,622.673
2015-10-05,215.927,622.6745
2015-10-06,215.928,622.675
2015-10-07,215.927,622.6755
2015-10-08,215.925,622.6759
2015-10-09,215.923,622.6764
2015-10-10,215.923,622.6764
2015-10-11,215.923,622.6764
2015-10-12,215.923,622.6779
2015-10-13,215.925,622.6783
2015-10-14,215.926,622.6788
2015-10-15,215.925,622.6793
2015-10-16,215.924,622.6797
2015-10-17,215.924,622.6797
2015-10-18,215.924,622.6797
2015-10-19,215.92,622.6812
2015-10-20,215.922,622.6816
2015-10-21,215.923,622.6821
2015-10-22,215.923,622.6826
2015-10-23,215.923,622.6831
2015-10-24,215.923,622.6831
2015-10-25,215.923,622.6831
2015-10-26,215.922,622.6845
2015-10-27,215.923,622.685
2015-10-28,215.918,622.6855
2015-10-29,215.917,622.686
2015-10-30,215.916,622.687
2015-10-31,215.916,622.687
2015-11-01,215.916,622.687
2015-11-02,215.916,622.688
2015-11-03,215.917,622.6887
2015-11-04,215.915,622.6892
2015-11-05,215.919,622.6898
2015-11-06,215.917,622.6904
2015-11-07,215.917,622.6904
2015-11-08,215.917,622.6904
2015-11-09,215.918,622.6921
2015-11-10,215.917,622.6926
2015-11-11,215.917,622.6932
2015-11-12,215.917,622.6938
2015-11-13,215.921,622.6943
2015-11-14,215.921,622.6943
2015-11-15,215.921,622.6943
2015-11-16,215.922,622.696
2015-11-17,215.922,622.6967
2015-11-18,215.922,622.6972
2015-11-19,215.924,622.6978
2015-11-20,215.925,622.6984
2015-11-21,215.925,622.6984
2015-11-22,215.925,622.6984
2015-11-23,215.923,622.7001
2015-11-24,215.917,622.7006
2015-11-25,215.915,622.7012
2015-11-26,215.915,622.7018
2015-11-27,215.917,622.7023
2015-11-28,215.917,622.7023
2015-11-29,215.917,622.7023
2015-11-30,215.92,622.704
2015-12-01,215.919,622.7056
2015-12-02,215.919,622.7072
2015-12-03,215.918,622.7087
2015-12-04,215.92,622.7103
2015-12-05,215.92,622.7103
2015-12-06,215.92,622.7103
2015-12-07,215.915,622.7149
2015-12-08,215.91,622.7165
2015-12-09,215.913,622.718
2015-12-10,215.917,622.7195
2015-12-11,215.924,622.7211
2015-12-12,215.924,622.7211
2015-12-13,215.924,622.7211
2015-12-14,215.924,622.7258
2015-12-15,215.924,622.7274
2015-12-16,215.924,622.7289
2015-12-17,215.924,622.7304
2015-12-18,215.932,622.732
2015-12-19,215.932,622.732
2015-12-20,215.932,622.732
2015-12-21,215.935,622.7366
2015-12-22,215.937,622.7382
2015-12-23,215.938,622.7397
2015-12-24,215.944,622.7413
2015-12-25,215.944,622.7413
2015-12-26,215.944,622.7413
2015-12-27,215.944,622.7413
2015-12-28,215.944,622.7475
2015-12-29,215.944,622.749
2015-12-30,215.954,622.7506
2015-12-31,215.955,622.7521
2016-01-01,215.955,622.7521
2016-01-02,215.955,622.7521
2016-01-03,215.955,622.7521
2016-01-04,215.947,622.7621
2016-01-05,215.947,622.7646
2016-01-06,215.942,622.7672
2016-01-07,215.941,622.7697
2016-01-08,215.947,622.7722
2016-01-09,215.947,622.7722
2016-01-10,215.947,622.7722
2016-01-11,215.944,622.7797
2016-01-12,215.944,622.7822
2016-01-13,215.944,622.7847
2016-01-14,215.942,622.7872
2016-01-15,215.954,622.7897
2016-01-16,215.954,622.7897
2016-01-17,215.954,622.7897
2016-01-18,215.954,622.7972
2016-01-19,215.951,622.7997
2016-01-20,215.949,622.8022
2016-01-21,215.947,622.8047
2016-01-22,215.951,622.8072
2016-01-23,215.951,622.8072
2016-01-24,215.951,622.8072
2016-01-25,215.95,622.8147
2016-01-26,215.95,622.8172
2016-01-27,215.951,622.8197
2016-01-28,215.954,622.8222
2016-01-29,215.963,622.8297
2016-01-30,215.963,622.8297
2016-01-31,215.963,622.8297
2016-02-01,215.965,622.8336
2016-02-02,215.967,622.8375
2016-02-03,215.967,622.8413
2016-02-04,215.974,622.8452
2016-02-05,215.98,622.8491
2016-02-06,215.98,622.8491
2016-02-07,215.98,622.8491
2016-02-08,215.982,622.8607
2016-02-09,215.98,622.8645
2016-02-10,215.98,622.8684
2016-02-11,215.982,622.8723
2016-02-12,215.991,622.8761
2016-02-13,215.991,622.8761
2016-02-14,215.991,622.8761
2016-02-15,215.991,622.8877
2016-02-16,215.991,622.8915
2016-02-17,215.989,622.8954
2016-02-18,215.991,622.8993
2016-02-19,215.998,622.9031
2016-02-20,215.998,622.9031
2016-02-21,215.998,622.9031
2016-02-22,215.996,622.9147
2016-02-23,215.997,622.9186
2016-02-24,215.999,622.9225
2016-02-25,216.003,622.9263
2016-02-26,216.01,622.9302
2016-02-27,216.01,622.9302
2016-02-28,216.01,622.9302
2016-02-29,216.008,622.9418
2016-03-01,216.01,622.9465
2016-03-02,216.013,622.9512
2016-03-03,216.02,622.9559
2016-03-04,216.026,622.9606
2016-03-05,216.026,622.9606
2016-03-06,216.026,622.9606
2016-03-07,216.025,622.9746
2016-03-08,216.028,622.9792
2016-03-09,216.028,622.9839
2016-03-10,216.028,622.9886
2016-03-11,216.032,622.9933
2016-03-12,216.032,622.9933
2016-03-13,216.032,622.9933
2016-03-14,216.031,623.0074
2016-03-15,216.03,623.0121
2016-03-16,216.035,623.0167
2016-03-17,216.036,623.0214
2016-03-18,216.043,623.0261
2016-03-19,216.043,623.0261
2016-03-20,216.043,623.0261
2016-03-21,216.042,623.0402
2016-03-22,216.044,623.0449
2016-03-23,216.047,623.0496
2016-03-24,216.057,623.0542
2016-03-25,216.057,623.0589
2016-03-26,216.057,623.0589
2016-03-27,216.057,623.0589
2016-03-28,216.066,623.0729
2016-03-29,216.077,623.0776
2016-03-30,216.087,623.0823
2016-03-31,216.083,623.087
2016-04-01,216.082,623.0919
2016-04-02,216.082,623.0919
2016-04-03,216.082,623.0919
2016-04-04,216.085,623.1066
2016-04-05,216.084,623.1115
2016-04-06,216.084,623.1165
2016-04-07,216.085,623.1213
2016-04-08,216.09,623.1263
2016-04-09,216.09,623.1263
2016-04-10,216.09,623.1263
2016-04-11,216.088,623.141
2016-04-12,216.087,623.1459
2016-04-13,216.089,623.1508
2016-04-14,216.092,623.1557
2016-04-15,216.098,623.1606
2016-04-16,216.098,623.1606
2016-04-17,216.098,623.1606
2016-04-18,216.1,623.1753
2016-04-19,216.101,623.1802
2016-04-20,216.1,623.1851
2016-04-21,216.103,623.19
2016-04-22,216.108,623.1949
2016-04-23,216.108,623.1949
2016-04-24,216.108,623.1949
2016-04-25,216.106,623.2097
2016-04-26,216.106,623.2145
2016-04-27,216.109,623.2194
2016-04-28,216.114,623.2244
2016-04-29,216.122,623.2341
2016-04-30,216.122,623.2341
2016-05-01,216.122,623.2341
2016-05-02,216.127,623.2427
2016-05-03,216.125,623.2469
2016-05-04,216.125,623.2512
2016-05-05,216.123,623.2555
2016-05-06,216.126,623.2598
2016-05-07,216.126,623.2598
2016-05-08,216.126,623.2598
2016-05-09,216.121,623.2726
2016-05-10,216.115,623.2769
2016-05-11,216.115,623.2811
2016-05-12,216.116,623.2854
2016-05-13,216.124,623.2897
2016-05-14,216.124,623.2897
2016-05-15,216.124,623.2897
2016-05-16,216.124,623.3025
2016-05-17,216.123,623.3068
2016-05-18,216.123,623.311
2016-05-19,216.124,623.3153
2016-05-20,216.131,623.3196
2016-05-21,216.131,623.3196
2016-05-22,216.131,623.3196
2016-05-23,216.127,623.3324
2016-05-24,216.127,623.3367
2016-05-25,216.131,623.3409
2016-05-26,216.142,623.3452
2016-05-27,216.145,623.3495
2016-05-28,216.145,623.3495
2016-05-29,216.145,623.3495
2016-05-30,216.145,623.3623
2016-05-31,216.145,623.3666
2016-06-01,216.157,623.3707
2016-06-02,216.165,623.3749
2016-06-03,216.166,623.379
2016-06-04,216.166,623.379
2016-06-05,216.166,623.379
2016-06-06,216.165,623.3915
2016-06-07,216.165,623.3956
2016-06-08,216.167,623.3998
2016-06-09,216.167,623.4039
2016-06-10,216.172,623.4081
2016-06-11,216.172,623.4081
2016-06-12,216.172,623.4081
2016-06-13,216.168,623.4206
2016-06-14,216.168,623.4247
2016-06-15,216.173,623.4289
2016-06-16,216.174,623.433
2016-06-17,216.18,623.4372
2016-06-18,216.18,623.4372
2016-06-19,216.18,623.4372
2016-06-20,216.177,623.4497
2016-06-21,216.178,623.4539
2016-06-22,216.179,623.458
2016-06-23,216.177,623.4622
2016-06-24,216.189,623.4663
2016-06-25,216.189,623.4663
2016-06-26,216.189,623.4663
2016-06-27,216.192,623.4788
2016-06-28,216.195,623.4829
2016-06-29,216.197,623.4871
2016-06-30,216.198,623.4912
2016-07-01,216.199,623.4957
2016-07-02,216.199,623.4957
2016-07-03,216.199,623.4957
2016-07-04,216.199,623.5091
2016-07-05,216.198,623.5135
2016-07-06,216.199,623.5181
2016-07-07,216.199,623.5225
2016-07-08,216.204,623.527
2016-07-09,216.204,623.527
2016-07-10,216.204,623.527
2016-07-11,216.203,623.5404
2016-07-12,216.202,623.5449
2016-07-13,216.201,623.5493
2016-07-14,216.201,623.5538
2016-07-15,216.208,623.5583
2016-07-16,216.208,623.5583
2016-07-17,216.208,623.5583
2016-07-18,216.212,623.5717
2016-07-19,216.214,623.5762
2016-07-20,216.216,623.5806
2016-07-21,216.219,623.5851
2016-07-22,216.224,623.5895
2016-07-23,216.224,623.5895
2016-07-24,216.224,623.5895
2016-07-25,216.226,623.603
2016-07-26,216.23,623.6074
2016-07-27,216.234,623.6119
2016-07-28,216.244,623.6164
2016-07-29,216.245,623.6298
2016-07-30,216.245,623.6298
2016-07-31,216.245,623.6298
2016-08-01,216.248,623.6346
2016-08-02,216.25,623.6393
2016-08-03,216.252,623.6441
2016-08-04,216.257,623.6489
2016-08-05,216.256,623.6537
2016-08-06,216.256,623.6537
2016-08-07,216.256,623.6537
2016-08-08,216.255,623.668
2016-08-09,216.255,623.6728
2016-08-10,216.255,623.6776
2016-08-11,216.252,623.6824
2016-08-12,216.259,623.6871
2016-08-13,216.259,623.6871
2016-08-14,216.259,623.6871
2016-08-15,216.26,623.7015
2016-08-16,216.262,623.7063
2016-08-17,216.262,623.7111
2016-08-18,216.266,623.7158
2016-08-19,216.269,623.7206
2016-08-20,216.269,623.7206
2016-08-21,216.269,623.7206
2016-08-22,216.272,623.735
2016-08-23,216.274,623.7397
2016-08-24,216.275,623.7446
2016-08-25,216.279,623.7493
2016-08-26,216.282,623.7541
2016-08-27,216.282,623.7541
2016-08-28,216.282,623.7541
2016-08-29,216.284,623.7684
2016-08-30,216.289,623.7733
2016-08-31,216.29,623.778
2016-09-01,216.29,623.783
2016-09-02,216.296,623.788
2016-09-03,216.296,623.788
2016-09-04,216.296,623.788
2016-09-05,216.296,623.8029
2016-09-06,216.298,623.8079
2016-09-07,216.299,623.8129
2016-09-08,216.301,623.8179
2016-09-09,216.305,623.8228
2016-09-10,216.305,623.8228
2016-09-11,216.305,623.8228
2016-09-12,216.304,623.8378
2016-09-13,216.307,623.8428
2016-09-14,216.309,623.8477
2016-09-15,216.32,623.8527
2016-09-16,216.328,623.8577
2016-09-17,216.328,623.8577
2016-09-18,216.328,623.8577
2016-09-19,216.335,623.8726
2016-09-20,216.338,623.8776
2016-09-21,216.348,623.8826
2016-09-22,216.359,623.8876
2016-09-23,216.358,623.8925
2016-09-24,216.358,623.8925
2016-09-25,216.358,623.8925
2016-09-26,216.356,623.9075
2016-09-27,216.351,623.9125
2016-09-28,216.354,623.9174
2016-09-29,216.358,623.9224
2016-09-30,216.351,623.9274
2016-10-01,216.351,623.9274
2016-10-02,216.351,623.9274
2016-10-03,216.343,623.9426
2016-10-04,216.336,623.9477
2016-10-05,216.337,623.9528
2016-10-06,216.343,623.9578
2016-10-07,216.349,623.9629
2016-10-08,216.349,623.9629
2016-10-09,216.349,623.9629
2016-10-10,216.349,623.9781
2016-10-11,216.35,623.9832
2016-10-12,216.355,623.9882
2016-10-13,216.361,623.9933
2016-10-14,216.363,623.9984
2016-10-15,216.363,623.9984
2016-10-16,216.363,623.9984
2016-10-17,216.365,624.0135
2016-10-18,216.366,624.0186
2016-10-19,216.37,624.0237
2016-10-20,216.374,624.0287
2016-10-21,216.378,624.0338
2016-10-22,216.378,624.0338
2016-10-23,216.378,624.0338
2016-10-24,216.38,624.049
2016-10-25,216.383,624.0541
2016-10-26,216.385,624.0591
2016-10-27,216.39,624.0642
2016-10-28,216.396,624.0693
2016-10-29,216.396,624.0693
2016-10-30,216.396,624.0693
2016-10-31,216.396,624.0845
2016-11-01,216.391,624.0898
2016-11-02,216.392,624.0952
2016-11-03,216.393,624.1006
2016-11-04,216.398,624.106
2016-11-05,216.398,624.106
2016-11-06,216.398,624.106
2016-11-07,216.39,624.122
2016-11-08,216.39,624.1274
2016-11-09,216.389,624.1328
2016-11-10,216.391,624.1381
2016-11-11,216.391,624.1435
2016-11-12,216.391,624.1435
2016-11-13,216.391,624.1435
2016-11-14,216.388,624.1595
2016-11-15,216.393,624.1649
2016-11-16,216.4,624.1703
2016-11-17,216.406,624.1757
2016-11-18,216.412,624.181
2016-11-19,216.412,624.181
2016-11-20,216.412,624.181
2016-11-21,216.415,624.1971
2016-11-22,216.415,624.2025
2016-11-23,216.419,624.2078
2016-11-24,216.419,624.2132
2016-11-25,216.426,624.2186
2016-11-26,216.426,624.2186
2016-11-27,216.426,624.2186
2016-11-28,216.429,624.2347
2016-11-29,216.434,624.24
2016-11-30,216.435,624.2454
2016-12-01,216.442,624.2516
2016-12-02,216.444,624.2579
2016-12-03,216.444,624.2579
2016-12-04,216.444,624.2579
2016-12-05,216.446,624.2766
2016-12-06,216.444,624.2828
2016-12-07,216.446,624.2891
2016-12-08,216.445,624.2953
2016-12-09,216.447,624.3015
2016-12-10,216.447,624.3015
2016-12-11,216.447,624.3015
2016-12-12,216.45,624.3203
2016-12-13,216.447,624.3265
2016-12-14,216.448,624.3327
2016-12-15,216.457,624.3389
2016-12-16,216.464,624.3452
2016-12-17,216.464,624.3452
2016-12-18,216.464,624.3452
2016-12-19,216.466,624.3639
2016-12-20,216.467,624.3701
2016-12-21,216.474,624.3763
2016-12-22,216.479,624.3826
2016-12-23,216.487,624.3889
2016-12-24,216.487,624.3889
2016-12-25,216.487,624.3889
2016-12-26,216.487,624.3889
2016-12-27,216.487,624.4138
2016-12-28,216.491,624.42
2016-12-29,216.499,624.4263
2016-12-30,216.506,624.4388
2016-12-31,216.506,624.4388
2017-01-01,216.506,624.4388
2017-01-02,216.506,624.4388
2017-01-03,216.505,624.4612
2017-01-04,216.507,624.4687
2017-01-05,216.51,624.4762
2017-01-06,216.518,624.4836
2017-01-07,216.518,624.4836
2017-01-08,216.518,624.4836
2017-01-09,216.522,624.5061
2017-01-10,216.524,624.5136
2017-01-11,216.527,624.5211
2017-01-12,216.529,624.5286
2017-01-13,216.538,624.536
2017-01-14,216.538,624.536
2017-01-15,216.538,624.536
2017-01-16,216.538,624.5585
2017-01-17,216.54,624.566
2017-01-18,216.547,624.5734
2017-01-19,216.553,624.5809
2017-01-20,216.563,624.5884
2017-01-21,216.563,624.5884
2017-01-22,216.563,624.5884
2017-01-23,216.565,624.6108
2017-01-24,216.568,624.6183
2017-01-25,216.573,624.6259
2017-01-26,216.576,624.6333
2017-01-27,216.583,624.6408
2017-01-28,216.583,624.6408
2017-01-29,216.583,624.6408
2017-01-30,216.586,624.6633
2017-01-31,216.59,624.6707
2017-02-01,216.591,624.6794
2017-02-02,216.597,624.6882
2017-02-03,216.604,624.6969
2017-02-04,216.604,624.6969
2017-02-05,216.604,624.6969
2017-02-06,216.603,624.7231
2017-02-07,216.602,624.7318
2017-02-08,216.607,624.7405
2017-02-09,216.609,624.7493
2017-02-10,216.618,624.758
2017-02-11,216.618,624.758
2017-02-12,216.618,624.758
2017-02-13,216.622,624.7841
2017-02-14,216.623,624.7928
2017-02-15,216.626,624.8016
2017-02-16,216.632,624.8103
2017-02-17,216.642,624.819
2017-02-18,216.642,624.819
2017-02-19,216.642,624.819
2017-02-20,216.642,624.8452
2017-02-21,216.646,624.8539
2017-02-22,216.655,624.8627
2017-02-23,216.661,624.8714
2017-02-24,216.667,624.8801
2017-02-25,216.667,624.8801
2017-02-26,216.667,624.8801
2017-02-27,216.669,624.9063
2017-02-28,216.672,624.915
2017-03-01,216.655,624.924
2017-03-02,216.651,624.9331
2017-03-03,216.648,624.9421
2017-03-04,216.648,624.9421
2017-03-05,216.648,624.9421
2017-03-06,216.647,624.9692
2017-03-07,216.645,624.9782
2017-03-08,216.653,624.9872
2017-03-09,216.655,624.9963
2017-03-10,216.66,625.0053
2017-03-11,216.66,625.0053
2017-03-12,216.66,625.0053
2017-03-13,216.647,625.0324
2017-03-14,216.65,625.0414
2017-03-15,216.671,625.0505
2017-03-16,216.678,625.0595
2017-03-17,216.688,625.0686
2017-03-18,216.688,625.0686
2017-03-19,216.688,625.0686
2017-03-20,216.685,625.0957
2017-03-21,216.689,625.1047
2017-03-22,216.694,625.1138
2017-03-23,216.698,625.1228
2017-03-24,216.709,625.1318
2017-03-25,216.709,625.1318
2017-03-26,216.709,625.1318
2017-03-27,216.71,625.1589
2017-03-28,216.714,625.168
2017-03-29,216.721,625.177
2017-03-30,216.727,625.186
2017-03-31,216.74,625.1951
2017-04-01,216.74,625.1951
2017-04-02,216.74,625.1951
2017-04-03,216.743,625.2268
2017-04-04,216.748,625.2374
2017-04-05,216.747,625.248
2017-04-06,216.75,625.2585
2017-04-07,216.762,625.2692
2017-04-08,216.762,625.2692
2017-04-09,216.762,625.2692
2017-04-10,216.77,625.3009
2017-04-11,216.774,625.3115
2017-04-12,216.777,625.3221
2017-04-13,216.795,625.3326
2017-04-14,216.795,625.3433
2017-04-15,216.795,625.3433
2017-04-16,216.795,625.3433
2017-04-17,216.799,625.375
2017-04-18,216.806,625.3856
2017-04-19,216.812,625.3962
2017-04-20,216.819,625.4067
2017-04-21,216.831,625.4174
2017-04-22,216.831,625.4174
2017-04-23,216.831,625.4174
2017-04-24,216.833,625.4491
2017-04-25,216.84,625.4597
2017-04-26,216.845,625.4703
2017-04-27,216.854,625.4808
2017-04-28,216.868,625.5126
2017-04-29,216.868,625.5126
2017-04-30,216.868,625.5126
2017-05-01,216.869,625.5248
2017-05-02,216.87,625.537
2017-05-03,216.869,625.5493
2017-05-04,216.878,625.5615
2017-05-05,216.888,625.5737
2017-05-06,216.888,625.5737
2017-05-07,216.888,625.5737
2017-05-08,216.89,625.6104
2017-05-09,216.895,625.6226
2017-05-10,216.906,625.6348
2017-05-11,216.919,625.647
2017-05-12,216.933,625.6592
2017-05-13,216.933,625.6592
2017-05-14,216.933,625.6592
2017-05-15,216.933,625.6959
2017-05-16,216.936,625.7081
2017-05-17,216.94,625.7203
2017-05-18,216.945,625.7325
2017-05-19,216.945,625.7448
2017-05-20,216.945,625.7448
2017-05-21,216.945,625.7448
2017-05-22,216.964,625.7814
2017-05-23,216.966,625.7936
2017-05-24,216.97,625.8058
2017-05-25,216.975,625.8181
2017-05-26,216.99,625.8303
2017-05-27,216.99,625.8303
2017-05-28,216.99,625.8303
2017-05-29,216.99,625.867
2017-05-30,216.99,625.8792
2017-05-31,216.991,625.8914
2017-06-01,216.995,625.9062
2017-06-02,217.01,625.921
2017-06-03,217.01,625.921
2017-06-04,217.01,625.921
2017-06-05,217.015,625.9652
2017-06-06,217.019,625.98
2017-06-07,217.024,625.9948
2017-06-08,217.032,626.0095
2017-06-09,217.047,626.0243
2017-06-10,217.047,626.0243
2017-06-11,217.047,626.0243
2017-06-12,217.05,626.0686
2017-06-13,217.053,626.0834
2017-06-14,217.055,626.0981
2017-06-15,217.065,626.1129
2017-06-16,217.082,626.1276
2017-06-17,217.082,626.1276
2017-06-18,217.082,626.1276
2017-06-19,217.089,626.1719
2017-06-20,217.101,626.1867
2017-06-21,217.109,626.2015
2017-06-22,217.124,626.2162
2017-06-23,217.141,626.231
2017-06-24,217.141,626.231
2017-06-25,217.141,626.231
2017-06-26,217.144,626.2753
2017-06-27,217.14,626.2901
2017-06-28,217.143,626.3049
2017-06-29,217.154,626.3196
2017-06-30,217.165,626.3344
2017-07-01,217.165,626.3344
2017-07-02,217.165,626.3344
2017-07-03,217.169,626.3832
2017-07-04,217.169,626.3994
2017-07-05,217.173,626.4156
2017-07-06,217.184,626.4319
2017-07-07,217.2,626.4482
2017-07-08,217.2,626.4482
2017-07-09,217.2,626.4482
2017-07-10,217.207,626.4969
2017-07-11,217.214,626.5132
2017-07-12,217.221,626.5295
2017-07-13,217.23,626.5457
2017-07-14,217.248,626.562
2017-07-15,217.248,626.562
2017-07-16,217.248,626.562
2017-07-17,217.251,626.6107
2017-07-18,217.255,626.627
2017-07-19,217.255,626.6432
2017-07-20,217.26,626.6595
2017-07-21,217.276,626.6758
2017-07-22,217.276,626.6758
2017-07-23,217.276,626.6758
2017-07-24,217.283,626.7245
2017-07-25,217.288,626.7408
2017-07-26,217.293,626.7571
2017-07-27,217.301,626.7733
2017-07-28,217.32,626.7896
2017-07-29,217.32,626.7896
2017-07-30,217.32,626.7896
2017-07-31,217.326,626.8384
2017-08-01,217.32,626.8563
2017-08-02,217.338,626.8741
2017-08-03,217.345,626.892
2017-08-04,217.363,626.9099
2017-08-05,217.363,626.9099
2017-08-06,217.363,626.9099
2017-08-07,217.369,626.9634
2017-08-08,217.375,626.9813
2017-08-09,217.382,626.9991
2017-08-10,217.391,627.017
2017-08-11,217.407,627.0349
2017-08-12,217.407,627.0349
2017-08-13,217.407,627.0349
2017-08-14,217.416,627.0885
2017-08-15,217.422,627.1063
2017-08-16,217.428,627.1242
2017-08-17,217.437,627.1421
2017-08-18,217.452,627.16
2017-08-19,217.452,627.16
2017-08-20,217.452,627.16
2017-08-21,217.461,627.2136
2017-08-22,217.465,627.2314
2017-08-23,217.466,627.2493
2017-08-24,217.471,627.2672
2017-08-25,217.489,627.285
2017-08-26,217.489,627.285
2017-08-27,217.489,627.285
2017-08-28,217.501,627.3387
2017-08-29,217.509,627.3565
2017-08-30,217.519,627.3744
2017-08-31,217.519,627.3923
2017-09-01,217.533,627.4103
2017-09-02,217.533,627.4103
2017-09-03,217.533,627.4103
2017-09-04,217.533,627.4644
2017-09-05,217.537,627.4824
2017-09-06,217.549,627.5004
2017-09-07,217.566,627.5185
2017-09-08,217.583,627.5365
2017-09-09,217.583,627.5365
2017-09-10,217.583,627.5365
2017-09-11,217.587,627.5906
2017-09-12,217.594,627.6086
2017-09-13,217.599,627.6266
2017-09-14,217.606,627.6447
2017-09-15,217.625,627.6627
2017-09-16,217.625,627.6627
2017-09-17,217.625,627.6627
2017-09-18,217.634,627.7169
2017-09-19,217.64,627.7349
2017-09-20,217.646,627.7529
2017-09-21,217.654,627.7709
2017-09-22,217.673,627.789
2017-09-23,217.673,627.789
2017-09-24,217.673,627.789
2017-09-25,217.681,627.8431
2017-09-26,217.685,627.8611
2017-09-27,217.69,627.8792
2017-09-28,217.698,627.8972
2017-09-29,217.714,627.9333
2017-09-30,217.714,627.9333
2017-10-01,217.714,627.9333
2017-10-02,217.725,627.9698
2017-10-03,217.732,627.9882
2017-10-04,217.735,628.0064
2017-10-05,217.738,628.0247
2017-10-06,217.759,628.043
2017-10-07,217.759,628.043
2017-10-08,217.759,628.043
2017-10-09,217.759,628.0978
2017-10-10,217.759,628.1161
2017-10-11,217.769,628.1344
2017-10-12,217.787,628.1527
2017-10-13,217.804,628.171
2017-10-14,217.804,628.171
