date,equity,bond
2016-10-10,417.829,478.1027
2016-10-11,413.07,476.2978
2016-10-12,411.892,474.8762
2016-10-13,410,476.3777
2016-10-14,411.209,474.735
2016-10-15,411.209,474.735
2016-10-16,411.209,474.735
2016-10-17,409.823,475.0127
2016-10-18,413.388,475.7328
2016-10-19,414.85,476.5575
2016-10-20,414.268,475.449
2016-10-21,413.537,474.7669
2016-10-22,413.537,474.7669
2016-10-23,413.537,474.7669
2016-10-24,414.998,474.2674
2016-10-25,413.902,473.7454
2016-10-26,413.236,473.7498
2016-10-27,411.833,471.5582
2016-10-28,410.943,471.0249
2016-10-29,410.943,471.0249
2016-10-30,410.943,471.0249
2016-10-31,411.015,472.1983
2016-11-01,409.384,473.3608
2016-11-02,406.352,476.1862
2016-11-03,404.832,475.9575
2016-11-04,403.096,477.0822
2016-11-05,403.096,477.0822
2016-11-06,403.096,477.0822
2016-11-07,409.345,474.0615
2016-11-08,411.057,473.6363
2016-11-09,410.94,470.4136
2016-11-10,411.751,465.7588
2016-11-11,409.472,464.7749
2016-11-12,409.472,464.7749
2016-11-13,409.472,464.7749
2016-11-14,407.945,459.3821
2016-11-15,410.128,459.6123
2016-11-16,409.68,458.457
2016-11-17,411.531,458.225
2016-11-18,409.316,454.4528
2016-11-19,409.316,454.4528
2016-11-20,409.316,454.4528
2016-11-21,412.299,455.3825
2016-11-22,413.367,455.1067
2016-11-23,412.565,452.2243
2016-11-24,413.134,452.5491
2016-11-25,414.96,453.1416
2016-11-26,414.96,453.1416
2016-11-27,414.96,453.1416
2016-11-28,413.64,454.723
2016-11-29,413.928,455.1626
2016-11-30,413.43,453.4371
2016-12-01,412.46,452.0236
2016-12-02,412.25,454.1503
2016-12-03,412.25,454.1503
2016-12-04,412.25,454.1503
2016-12-05,414.273,454.3799
2016-12-06,416.754,454.5506
2016-12-07,421.701,455.9841
2016-12-08,423.084,452.9879
2016-12-09,424.556,450.58
2016-12-10,424.556,450.58
2016-12-11,424.556,450.58
2016-12-12,424.297,450.704
2016-12-13,427.519,451.7514
2016-12-14,425.073,452.3371
2016-12-15,422.364,444.9332
2016-12-16,422.298,445.2187
2016-12-17,422.298,445.2187
2016-12-18,422.298,445.2187
2016-12-19,422.906,447.6256
2016-12-20,423.479,445.9816
2016-12-21,423.183,447.5361
2016-12-22,422.253,447.5022
2016-12-23,422.49,447.943
2016-12-24,422.49,447.943
2016-12-25,422.49,447.943
2016-12-26,422.39,447.898
2016-12-27,422.951,447.3991
2016-12-28,421.11,447.4896
2016-12-29,422.018,450.2676
2016-12-30,421.839,451.3539
2016-12-31,421.839,451.3539
2017-01-01,421.839,451.3539
2017-01-02,422.223,451.3539
2017-01-03,423.615,447.6795
2017-01-04,427.214,449.2481
2017-01-05,429.572,453.2239
2017-01-06,429.679,451.2591
2017-01-07,429.679,451.2591
2017-01-08,429.679,451.2591
2017-01-09,428.215,451.2168
2017-01-10,429.166,452.5786
2017-01-11,428.904,450.3213
2017-01-12,430.55,455.0898
2017-01-13,431.549,453.4327
2017-01-14,431.549,453.4327
2017-01-15,431.549,453.4327
2017-01-16,430.233,453.6642
2017-01-17,430.333,457.0817
2017-01-18,431.1,455.8461
2017-01-19,428.841,451.9063
2017-01-20,430.221,452.4924
2017-01-21,430.221,452.4924
2017-01-22,430.221,452.4924
2017-01-23,430.399,456.3374
2017-01-24,432.703,455.7355
2017-01-25,436.169,454.2552
2017-01-26,435.959,452.311
2017-01-27,435.84,452.9716
2017-01-28,435.84,452.9716
2017-01-29,435.84,452.9716
2017-01-30,433.252,453.6275
2017-01-31,433.128,456.4424
2017-02-01,433.534,454.6625
2017-02-02,434.019,456.4589
2017-02-03,436.45,456.0482
2017-02-04,436.45,456.0482
2017-02-05,436.45,456.0482
2017-02-06,435.086,455.9965
2017-02-07,434.725,455.8376
2017-02-08,435.893,457.6687
2017-02-09,437.232,456.0426
2017-02-10,439.012,454.7178
2017-02-11,439.012,454.7178
2017-02-12,439.012,454.7178
2017-02-13,441.144,454.0941
2017-02-14,441.136,452.7071
2017-02-15,443.671,452.1708
2017-02-16,444.517,455.3099
2017-02-17,444.165,455.3888
2017-02-18,444.165,455.3888
2017-02-19,444.165,455.3888
2017-02-20,444.46,455.1535
2017-02-21,445.918,453.6028
2017-02-22,446.044,454.3409
2017-02-23,446.746,456.6924
2017-02-24,445.322,457.9365
2017-02-25,445.322,457.9365
2017-02-26,445.322,457.9365
2017-02-27,445.325,458.2317
2017-02-28,444.503,458.5996
2017-03-01,448.414,454.3167
2017-03-02,446.689,452.9148
2017-03-03,446.448,453.031
2017-03-04,446.448,453.031
2017-03-05,446.448,453.031
2017-03-06,445.911,454.0115
2017-03-07,444.913,453.4359
2017-03-08,443.571,451.3871
2017-03-09,443.208,450.3559
2017-03-10,445.524,450.8889
2017-03-11,445.524,450.8889
2017-03-12,445.524,450.8889
2017-03-13,447.052,451.3048
2017-03-14,445.61,451.2138
2017-03-15,448.2,452.6923
2017-03-16,451.359,455.4165
2017-03-17,451.259,455.9895
2017-03-18,451.259,455.9895
2017-03-19,451.259,455.9895
2017-03-20,451.059,456.7125
2017-03-21,448.049,458.5283
2017-03-22,446.925,459.988
2017-03-23,447.478,459.5674
2017-03-24,447.72,460.0817
2017-03-25,447.72,460.0817
2017-03-26,447.72,460.0817
2017-03-27,447.403,462.0172
2017-03-28,450.599,461.6485
2017-03-29,450.223,460.1979
2017-03-30,450.785,459.8636
2017-03-31,448.866,459.3044
2017-04-01,448.866,459.3044
2017-04-02,448.866,459.3044
2017-04-03,448.198,459.9534
2017-04-04,448.425,460.4436
2017-04-05,447.755,459.923
2017-04-06,447.589,460.2706
2017-04-07,447.26,459.692
2017-04-08,447.26,459.692
2017-04-09,447.26,459.692
2017-04-10,447.358,459.3192
2017-04-11,447.412,461.7165
2017-04-12,446.55,462.0967
2017-04-13,444.664,463.4017
2017-04-14,444.357,463.4894
2017-04-15,444.357,463.4894
2017-04-16,444.357,463.4894
2017-04-17,447.46,464.0689
2017-04-18,445.308,465.7677
2017-04-19,444.565,465.3775
2017-04-20,447.353,465.2455
2017-04-21,446.536,464.396
2017-04-22,446.536,464.396
2017-04-23,446.536,464.396
2017-04-24,453.406,465.3356
2017-04-25,456.225,464.4018
2017-04-26,456.305,463.4999
2017-04-27,455.879,464.1774
2017-04-28,455.173,464.4815
2017-04-29,455.173,464.4815
2017-04-30,455.173,464.4815
2017-05-01,456.174,464.3188
2017-05-02,457.397,464.0443
2017-05-03,456.621,463.9348
2017-05-04,457.051,463.2525
2017-05-05,459.171,463.8958
2017-05-06,459.171,463.8958
2017-05-07,459.171,463.8958
2017-05-08,459.646,462.7584
2017-05-09,459.087,460.7707
2017-05-10,459.859,460.8293
2017-05-11,459.113,460.838
2017-05-12,459.596,462.9301
2017-05-13,459.596,462.9301
2017-05-14,459.596,462.9301
2017-05-15,461.868,463.2954
2017-05-16,463.106,465.2506
2017-05-17,457.687,468.8578
2017-05-18,456.288,468.6972
2017-05-19,459.64,469.2205
2017-05-20,459.64,469.2205
2017-05-21,459.64,469.2205
2017-05-22,462.237,470.1335
2017-05-23,462.662,469.5991
2017-05-24,462.931,468.571
2017-05-25,464.882,469.547
2017-05-26,464.496,469.7129
2017-05-27,464.496,469.7129
2017-05-28,464.496,469.7129
2017-05-29,464.292,469.664
