,portfolio_value_0.2,portfolio_value_0.3,portfolio_value_0.4,portfolio_value_0.5,portfolio_value_0.6,portfolio_value_0.7,portfolio_value_0.8
2015-07-03,1.1202435,1.14197507,1.16298488,1.18189821,1.19734627,1.21213379,1.22771006
2015-07-06,1.12439403,1.14544818,1.16574922,1.18430073,1.19996882,1.21515418,1.23094187
2015-07-07,1.11480734,1.13171721,1.14766088,1.16200754,1.17384602,1.18519257,1.19676101
2015-07-08,1.09844763,1.10979693,1.11987495,1.12793255,1.1331277,1.13747474,1.14176614
2015-07-09,1.11540614,1.13238273,1.14839332,1.16272945,1.17441149,1.18555711,1.19697325
2015-07-10,1.13323196,1.15558255,1.17725137,1.1974487,1.21501576,1.23227723,1.25016617
2015-07-13,1.14726747,1.1735807,1.19940684,1.22361122,1.24489206,1.26588942,1.28785062
2015-07-14,1.14608426,1.17175806,1.19689724,1.22015974,1.24028838,1.25998096,1.28064179
2015-07-15,1.13374165,1.15518551,1.17587747,1.19474424,1.21072604,1.22619973,1.24230301
2015-07-16,1.14342404,1.1649813,1.18577266,1.20462102,1.22045911,1.23575311,1.25171479
2015-07-17,1.15393127,1.18033866,1.20624001,1.2303029,1.25136461,1.27204392,1.29370297
2015-07-20,1.15663331,1.18383522,1.21056636,1.23536652,1.25708055,1.2783797,1.30072143
2015-07-21,1.15835154,1.18600856,1.21321505,1.23841571,1.26040123,1.28194423,1.30458577
2015-07-22,1.15936131,1.18706368,1.21431236,1.23946361,1.26132957,1.28271489,1.30521911
2015-07-23,1.16707894,1.19741169,1.22742723,1.25539382,1.28011219,1.30444007,1.33004505
2015-07-24,1.1632951,1.19196986,1.22023604,1.24635609,1.26918086,1.29152957,1.31506407
2015-07-27,1.1402427,1.15953476,1.17790932,1.19367202,1.20579328,1.2169821,1.22882936
2015-07-28,1.13722747,1.15550765,1.17282243,1.18759188,1.19882489,1.20914583,1.22004994
2015-07-29,1.14604805,1.167264,1.187666,1.2055439,1.21986807,1.23336193,1.24762597
2015-07-30,1.13910395,1.15723359,1.17438208,1.18889472,1.19985798,1.20987508,1.22047544
2015-07-31,1.13808984,1.15592774,1.1727725,1.18702241,1.19770751,1.20744798,1.21775202
2015-08-03,1.13676225,1.15359632,1.16939128,1.18275011,1.19265778,1.20166823,1.21114889
2015-08-04,1.14604157,1.1663584,1.18581805,1.20288634,1.21650867,1.22933681,1.24285589
2015-08-05,1.14148287,1.16031198,1.17820343,1.19360112,1.20544978,1.21641221,1.22799009
2015-08-06,1.13999967,1.15800757,1.17503281,1.18953366,1.20048889,1.21052714,1.22113172
2015-08-07,1.14728151,1.16753688,1.18692361,1.20379715,1.21713835,1.22962506,1.24281685
2015-08-10,1.15965636,1.18442645,1.2085666,1.23033492,1.24870855,1.2664148,1.28508127
2015-08-11,1.15790026,1.18247339,1.2064057,1.227894,1.24592802,1.26326195,1.28157028
2015-08-12,1.15226793,1.17507554,1.19714911,1.21670252,1.2327909,1.24810942,1.26429108
2015-08-13,1.15601455,1.17996552,1.20323929,1.22396224,1.24123579,1.25776933,1.27524248
2015-08-14,1.15685001,1.1808615,1.20419741,1.22497543,1.24230177,1.25888581,1.27641046
2015-08-17,1.15803278,1.18220725,1.20571069,1.22657479,1.2438947,1.26044783,1.2779816
2015-08-18,1.13921929,1.15619105,1.17210943,1.18519537,1.19464298,1.20305311,1.21199668
2015-08-19,1.14315917,1.16190887,1.1797007,1.1947057,1.2061058,1.21653819,1.22761588
2015-08-20,1.13562036,1.15105828,1.16535863,1.17674427,1.18445991,1.19106232,1.19810751
2015-08-21,1.12278726,1.13318703,1.14218246,1.14814555,1.1503367,1.15122611,1.1522439
2015-08-24,1.10221863,1.10417307,1.10426536,1.10091094,1.09343346,1.08424719,1.07472532
2015-08-25,1.08811768,1.08460355,1.07893557,1.06963049,1.05606321,1.040563,1.02443371
2015-08-26,1.09122562,1.08823871,1.08313167,1.07459753,1.0618936,1.04734755,1.0321881
2015-08-27,1.10431247,1.10606662,1.10595765,1.10272854,1.09564104,1.08697725,1.07793065
2015-08-28,1.11482225,1.12001559,1.12352258,1.12392823,1.12045878,1.11551,1.11039831
2015-08-31,1.11214164,1.11637773,1.11888282,1.11840408,1.11421668,1.10858662,1.1026793
2015-09-01,1.10700015,1.10899999,1.10915408,1.10637924,1.10002651,1.09222126,1.08395367
2015-09-02,1.10834388,1.11019343,1.11018892,1.107287,1.10078972,1.0928536,1.08444891
2015-09-07,1.10400091,1.10364243,1.10130265,1.09582464,1.08649846,1.07555474,1.06405745
2015-09-08,1.11273007,1.11511235,1.11565661,1.11315662,1.10681897,1.09895965,1.09070959
2015-09-09,1.11905113,1.12327832,1.12576214,1.12523736,1.12085938,1.1150143,1.10889708
2015-09-10,1.11692889,1.12034096,1.12196683,1.12060053,1.1154353,1.10878425,1.10179375
2015-09-11,1.11670903,1.11991374,1.12131834,1.11967701,1.11419926,1.10720611,1.09987269
2015-09-14,1.10956102,1.11023056,1.10897279,1.10478275,1.09699545,1.08769686,1.07783538
2015-09-15,1.10075147,1.09884597,1.09487977,1.08791576,1.07730152,1.06507501,1.05213386
2015-09-16,1.11399223,1.11634188,1.11685325,1.11446028,1.10839703,1.10086698,1.09290326
2015-09-17,1.10971587,1.11017352,1.10868868,1.10419338,1.09593902,1.08611571,1.07574835
2015-09-18,1.11224404,1.11338948,1.11262781,1.10887479,1.101338,1.09224989,1.08266209
2015-09-21,1.11943422,1.12271288,1.12419302,1.12268824,1.11729865,1.1103932,1.10314083
2015-09-22,1.12128228,1.12523827,1.12743175,1.12667205,1.1220874,1.11602463,1.1096432
2015-09-23,1.11695082,1.11938028,1.11996393,1.11749471,1.11110521,1.1031422,1.09478088
2015-09-24,1.11934661,1.1224905,1.12382555,1.1221216,1.11646535,1.10925338,1.10169211
2015-09-25,1.11596827,1.11737257,1.11687494,1.11333626,1.10590267,1.09687133,1.0873597
2015-09-28,1.11909898,1.12165994,1.12237769,1.12002298,1.11366438,1.10570909,1.09737006
2015-09-29,1.11705185,1.11844317,1.11792532,1.11425478,1.10651993,1.09712021,1.08728027
2015-09-30,1.1186896,1.12046863,1.1203593,1.11712887,1.10988895,1.10102124,1.09173422
2015-10-08,1.12658651,1.13070427,1.13305591,1.13235756,1.12765482,1.12141711,1.11491227
2015-10-09,1.12953233,1.13463,1.13801379,1.13840592,1.13485693,1.1298254,1.12456923
2015-10-12,1.1383214,1.14620991,1.15253125,1.15595836,1.15548952,1.15364877,1.15174655
2015-10-13,1.13985862,1.14814447,1.15488083,1.15867616,1.15854438,1.15703265,1.15549848
2015-10-14,1.13788464,1.14489532,1.15028573,1.15267993,1.15109779,1.14807831,1.14495795
2015-10-15,1.14416267,1.15344275,1.16122229,1.16607379,1.16700958,1.16659833,1.16621784
2015-10-16,1.14757537,1.15779329,1.16655908,1.17242505,1.17442745,1.17513036,1.17591212
2015-10-19,1.1478478,1.1581039,1.16691061,1.17283957,1.17493338,1.17573914,1.1766259
2015-10-20,1.15116158,1.16238916,1.17221602,1.17916049,1.1822543,1.18407757,1.18603971
2015-10-21,1.14162767,1.14950089,1.15579976,1.15924225,1.15892723,1.15726571,1.15548294
2015-10-22,1.14846321,1.15852633,1.16712668,1.17283757,1.17460157,1.17504275,1.17554437
2015-10-23,1.15408714,1.16638246,1.17733237,1.18542066,1.18956879,1.19246372,1.1955704
2015-10-26,1.15660474,1.16905274,1.18016079,1.18842422,1.19279465,1.19593249,1.19929064
2015-10-27,1.15788813,1.17060636,1.18199708,1.19052653,1.19514934,1.1985444,1.20218106
2015-10-28,1.1534427,1.16386838,1.17284127,1.17886357,1.18095914,1.181738,1.18261948
2015-10-29,1.15501309,1.16602241,1.17560986,1.18224711,1.18491791,1.18628502,1.18780877
2015-10-30,1.15573519,1.167063,1.17698622,1.18398485,1.18707031,1.18887022,1.19083528
2015-11-02,1.15167984,1.16188196,1.17061994,1.17636202,1.17815395,1.17860252,1.17916184
2015-11-03,1.15105505,1.1609392,1.16934129,1.17472435,1.1761481,1.17620962,1.1763632
2015-11-04,1.16256627,1.17690672,1.19000571,1.2003036,1.20679148,1.21212754,1.2178022
2015-11-05,1.16512685,1.18030072,1.19428085,1.20558673,1.21329803,1.21995769,1.22695446
2015-11-06,1.17241517,1.18977535,1.20605544,1.2197514,1.22994684,1.23918482,1.24886747
2015-11-09,1.17446598,1.19332344,1.21118298,1.22651393,1.2384362,1.24947006,1.26102696
2015-11-10,1.17407619,1.19295338,1.21083128,1.22612263,1.23801993,1.24901448,1.2605395
2015-11-11,1.17657981,1.19608536,1.21461916,1.23049124,1.2428869,1.25435793,1.26641738
2015-11-12,1.17599579,1.19517115,1.21335549,1.22882619,1.24067486,1.25155039,1.26302399
2015-11-13,1.1692687,1.18624383,1.20211346,1.21522036,1.22478129,1.23331133,1.24229017
2015-11-16,1.17176317,1.18958244,1.20633788,1.22029719,1.23068097,1.24003699,1.24989835
2015-11-17,1.16962248,1.18684333,1.20297106,1.21631873,1.22618562,1.2350391,1.24435174
2015-11-18,1.16507524,1.18140782,1.19660501,1.20902533,1.21795821,1.22585075,1.23414625
2015-11-19,1.17231959,1.19036674,1.20736298,1.22160133,1.23235279,1.2421129,1.25238093
2015-11-20,1.17430575,1.19254739,1.20974262,1.2241248,1.23503144,1.24493183,1.25535021
2015-11-23,1.17185572,1.1893881,1.20583714,1.21944726,1.2295795,1.23867518,1.24823987
2015-11-24,1.17413079,1.19190473,1.20860327,1.2224195,1.23269217,1.24191559,1.25164002
2015-11-25,1.17923993,1.19830784,1.21636418,1.23152919,1.24307072,1.25358036,1.26468745
2015-11-26,1.17874639,1.19714946,1.21450276,1.22893422,1.23976776,1.24954579,1.25987952
2015-11-27,1.16210667,1.17531229,1.18719634,1.19597343,1.20101013,1.20477701,1.2088059
2015-11-30,1.16467423,1.1784672,1.19096747,1.20036723,1.20601596,1.21041029,1.21510463
2015-12-01,1.16585809,1.17994254,1.19275207,1.20251106,1.20848335,1.21321349,1.21826101
2015-12-02,1.17168934,1.18768822,1.20252291,1.21460329,1.22319753,1.23074215,1.23864888
2015-12-03,1.17625133,1.19333288,1.20930125,1.22247418,1.23210424,1.2406888,1.24971152
2015-12-04,1.17187131,1.18746377,1.20186061,1.21329962,1.22103029,1.22760862,1.2345831
2015-12-07,1.17425781,1.19054823,1.20567731,1.21783386,1.22626371,1.23354942,1.24128492
2015-12-08,1.16962247,1.18437196,1.19787749,1.20835315,1.21511923,1.22067463,1.22657056
2015-12-09,1.16949208,1.18443217,1.19813837,1.20880231,1.21585131,1.221712,1.22792217
2015-12-10,1.16763822,1.18212488,1.19535511,1.20552943,1.21206474,1.21739441,1.2230498
2015-12-11,1.1659183,1.17973966,1.19227077,1.20173513,1.20751298,1.21206528,1.21691349
2015-12-14,1.17229174,1.18797469,1.20246658,1.21401455,1.2220056,1.22888204,1.23613545
2015-12-15,1.17242074,1.18818591,1.20276084,1.21430148,1.2222074,1.22895983,1.23612447
2015-12-16,1.17365755,1.18944062,1.20403023,1.21555983,1.22345611,1.23018088,1.2373129
2015-12-17,1.18053606,1.1984106,1.21519888,1.22895571,1.23907502,1.24808467,1.25763463
2015-12-18,1.18225617,1.20019117,1.21704163,1.23088586,1.24112239,1.25026734,1.25995376
2015-12-21,1.19069965,1.21072454,1.22977875,1.24604057,1.25884049,1.27069873,1.28319959
2015-12-22,1.19283608,1.21307928,1.23235954,1.24881966,1.2617689,1.27377113,1.28644563
2015-12-23,1.19155429,1.21120803,1.22986975,1.24575486,1.25814926,1.26959677,1.28166669
2015-12-24,1.19106658,1.21035568,1.22862948,1.24406266,1.25596192,1.26687221,1.27838978
2015-12-25,1.19259784,1.21201889,1.23042941,1.24600627,1.25809216,1.26920124,1.28091448
2015-12-28,1.18545418,1.20229665,1.21798884,1.23067592,1.23965475,1.24750495,1.25584318
2015-12-29,1.18913071,1.20706674,1.22391023,1.23779762,1.24800992,1.25714351,1.26682985
2015-12-30,1.19138796,1.20988729,1.22731992,1.24176824,1.25255352,1.26226424,1.27256223
2015-12-31,1.18802682,1.20530781,1.22145813,1.23459694,1.24408855,1.25246971,1.26135888
2016-01-04,1.16405902,1.17384267,1.18233007,1.18781225,1.18974817,1.19053245,1.19164173
2016-01-05,1.16226409,1.17179176,1.18002467,1.18532138,1.18715726,1.18784876,1.18884954
2016-01-06,1.16826185,1.17934376,1.18916236,1.19600977,1.19935938,1.20157031,1.20414498
2016-01-07,1.1464263,1.15035154,1.15285502,1.15240648,1.14856709,1.14354955,1.1387131
2016-01-08,1.15232484,1.15738658,1.1610518,1.16178484,1.15913735,1.15531907,1.15171128
2016-01-11,1.1371784,1.13701695,1.13534053,1.13071174,1.12275308,1.11359215,1.10452737
2016-01-12,1.1393816,1.13942032,1.13794904,1.13354804,1.12580064,1.1168526,1.10800374
2016-01-13,1.13506584,1.13301949,1.12941562,1.12291477,1.11316129,1.10219613,1.09125757
2016-01-14,1.14333162,1.14349904,1.14215389,1.13786346,1.13020614,1.12134453,1.11259211
2016-01-15,1.13406631,1.13183324,1.12803395,1.1212732,1.11115555,1.09981921,1.08853322
2016-01-18,1.13546349,1.13413849,1.13126751,1.12540987,1.11612472,1.10562484,1.09521205
2016-01-19,1.14301188,1.14461269,1.14473542,1.14188368,1.13557316,1.12806754,1.12072182
2016-01-20,1.13724194,1.13782228,1.13690015,1.13293257,1.1254565,1.11677673,1.10826444
2016-01-21,1.12676958,1.12447925,1.12062749,1.11378779,1.10355055,1.09209884,1.08070996
2016-01-22,1.1297762,1.12829839,1.12527704,1.11926949,1.10987078,1.09926221,1.08873686
2016-01-25,1.13171216,1.13082354,1.12840397,1.12298372,1.11412793,1.10406481,1.09411552
2016-01-26,1.11387796,1.1081603,1.10080589,1.09044814,1.07672645,1.06177266,1.04681931
2016-01-27,1.11066132,1.10461762,1.09693505,1.08629153,1.07233894,1.05715751,1.04194422
2016-01-28,1.10217652,1.09414034,1.08442583,1.07178778,1.0559086,1.03879471,1.02158587
2016-01-29,1.11194593,1.10647042,1.09937247,1.08935868,1.07607389,1.06156761,1.04702408
2016-02-01,1.10900908,1.1030346,1.09542638,1.08486643,1.07094728,1.05580327,1.04064886
2016-02-02,1.11620605,1.11247577,1.10715969,1.09886576,1.0871321,1.07418355,1.06129285
2016-02-03,1.11629393,1.11245761,1.10703004,1.09857593,1.08662279,1.07345034,1.06036392
2016-02-04,1.12204772,1.11929935,1.11498054,1.10761811,1.09670259,1.08456955,1.07255367
2016-02-05,1.12042793,1.11710365,1.11219649,1.10425005,1.09274467,1.08001866,1.06739492
2016-02-15,1.12029364,1.11672417,1.11156302,1.1033181,1.09144237,1.07833989,1.06535252
2016-02-16,1.12975919,1.12861495,1.12593101,1.12016681,1.1107487,1.10011597,1.0896503
2016-02-17,1.13260517,1.13182219,1.1295042,1.12408919,1.1150323,1.10476036,1.09466599
2016-02-18,1.1315402,1.13004527,1.12699884,1.12086588,1.11112928,1.10017377,1.08937109
2016-02-19,1.1318582,1.13036985,1.12732845,1.12117941,1.1114021,1.10040397,1.08956858
2016-02-22,1.13943578,1.13956965,1.13818613,1.13372962,1.12567676,1.11641252,1.10733142
2016-02-23,1.13818375,1.13777436,1.13583264,1.13078374,1.12209786,1.11219477,1.10248531
2016-02-24,1.13793474,1.13753196,1.13559942,1.13058031,1.1219776,1.11216065,1.10253196
2016-02-25,1.11769824,1.11199693,1.10465152,1.09422593,1.08031009,1.06515308,1.0500432
2016-02-26,1.11994619,1.11459747,1.10761438,1.09759502,1.08414642,1.06946158,1.05481314
2016-02-29,1.10952233,1.10169768,1.09219132,1.07973873,1.064072,1.04716319,1.030161
2016-03-01,1.11507685,1.10848322,1.1002342,1.08904385,1.07462103,1.05896278,1.04324674
2016-03-02,1.12827572,1.12473231,1.11959944,1.11153578,1.10020544,1.08765595,1.07513365
2016-03-03,1.12845566,1.12499866,1.11995525,1.11199965,1.10081115,1.08840577,1.07602001
2016-03-04,1.12746376,1.12413195,1.11922751,1.11158665,1.10101294,1.08923598,1.07736223
2016-03-07,1.13054352,1.12762566,1.12313739,1.1158253,1.10546374,1.09389448,1.08229634
2016-03-08,1.13151318,1.12890041,1.12472363,1.11771626,1.10763486,1.09634566,1.0850321
2016-03-09,1.12814797,1.12482053,1.11991631,1.11222156,1.10150763,1.08958455,1.07758918
2016-03-10,1.12383551,1.11922233,1.11300138,1.10394056,1.09178701,1.07841534,1.06498795
2016-03-11,1.12407253,1.11936249,1.11304195,1.1038896,1.09167273,1.07823679,1.06473104
2016-03-14,1.13102661,1.12768173,1.12275062,1.1149266,1.10391966,1.0916942,1.07946822
2016-03-15,1.13189719,1.12873718,1.12399719,1.11641224,1.10571903,1.09381033,1.08186818
2016-03-16,1.13148052,1.12816763,1.12327453,1.11560379,1.1049664,1.09311611,1.0811666
2016-03-17,1.13795609,1.13608169,1.13265303,1.12636839,1.11694287,1.1063053,1.09566298
2016-03-18,1.14530942,1.14486476,1.14289063,1.13798549,1.12981301,1.12042931,1.11112493
2016-03-21,1.1521755,1.15353615,1.15340777,1.15038418,1.14416069,1.13673695,1.1293987
2016-03-22,1.1514977,1.15240666,1.15181405,1.14830217,1.14155282,1.13359852,1.12573743
2016-03-23,1.15290736,1.15402043,1.15363416,1.15030531,1.14371729,1.13592296,1.12823538
2016-03-24,1.14855268,1.14868134,1.14729011,1.14295057,1.13531505,1.12646958,1.11773052
2016-03-25,1.15133154,1.15189193,1.15094071,1.14704534,1.13984661,1.13143935,1.1231473
2016-03-28,1.14959758,1.14983074,1.14854323,1.14427641,1.13665644,1.12782576,1.11913969
2016-03-29,1.14485226,1.14401034,1.14162721,1.13629315,1.12766156,1.11781626,1.10807085
2016-03-30,1.15351464,1.15492217,1.15483626,1.15179756,1.14544474,1.13788874,1.1304784
2016-03-31,1.1535974,1.15520737,1.15532847,1.1524847,1.14630028,1.13891386,1.1316928
2016-04-01,1.15303451,1.15439206,1.15425681,1.15118432,1.14482891,1.13727177,1.12985218
2016-04-05,1.15922318,1.16183159,1.1629686,1.16110534,1.15587371,1.14944132,1.14321221
2016-04-06,1.16016266,1.16309443,1.16456133,1.16301293,1.15803688,1.15186171,1.1459219
2016-04-07,1.15553706,1.1573503,1.15767478,1.15497779,1.14885391,1.14152453,1.13440371
2016-04-08,1.15306172,1.15417587,1.15378512,1.150358,1.14350252,1.13543732,1.1275736
2016-04-11,1.15901736,1.16161728,1.16274241,1.16079665,1.15534157,1.14868112,1.14227734
2016-04-12,1.1567913,1.15898159,1.15969015,1.1573492,1.15154507,1.14453563,1.13776006
2016-04-13,1.15975453,1.16284968,1.16448403,1.16308621,1.15825954,1.15223334,1.14644333
2016-04-14,1.16073287,1.16444135,1.1667034,1.16592702,1.16170849,1.15629485,1.15114196
2016-04-15,1.15967178,1.16326009,1.16540154,1.1645298,1.16026089,1.15479832,1.14957449
2016-04-18,1.15540872,1.15800659,1.15913675,1.15725657,1.15199447,1.14553435,1.13928897
2016-04-19,1.15583504,1.15876579,1.16023671,1.15869214,1.15375629,1.14762484,1.14172331
2016-04-20,1.14639661,1.14703021,1.14616172,1.14238926,1.13543904,1.12728957,1.11923667
2016-04-21,1.1434086,1.14375567,1.14259888,1.13857334,1.13140207,1.12303439,1.114742
2016-04-22,1.14456991,1.14627226,1.1465032,1.14385769,1.13803275,1.13102154,1.12413098
2016-04-25,1.14314005,1.1447014,1.14478865,1.14199146,1.13600544,1.12883282,1.12178174
2016-04-26,1.144321,1.14668567,1.14759462,1.14560378,1.1403938,1.13400245,1.12776595
2016-04-27,1.14449917,1.14663062,1.14729938,1.1450563,1.13957689,1.13291352,1.12641253
2016-04-28,1.14470905,1.14663163,1.14708506,1.14461989,1.13892788,1.13204947,1.12532738
2016-04-29,1.14559139,1.14759471,1.14812945,1.14573313,1.14007931,1.13323892,1.12657582
2016-05-03,1.15521802,1.15934614,1.16204688,1.16176971,1.15810986,1.15327106,1.14871347
2016-05-04,1.15611045,1.15989079,1.16223309,1.16158402,1.15754513,1.15232206,1.14737085
2016-05-05,1.15725692,1.16119429,1.16369482,1.16318368,1.15926384,1.15415849,1.14933585
2016-05-06,1.14819867,1.14958201,1.14947355,1.14637067,1.13992283,1.13227609,1.12482813
2016-05-09,1.14106002,1.14074768,1.13890907,1.13410148,1.12599787,1.11669048,1.10753953
2016-05-10,1.14325104,1.14313558,1.1414952,1.13686859,1.12891126,1.11974919,1.11076872
2016-05-11,1.14501644,1.14541541,1.14430121,1.1402081,1.13277608,1.12414462,1.11572164
2016-05-12,1.1456336,1.1462443,1.145347,1.14148192,1.13429926,1.12591832,1.11773636
2016-05-13,1.14373974,1.14385217,1.14244501,1.13806322,1.13038242,1.12149975,1.11279747
2016-05-16,1.14825219,1.14908218,1.14840398,1.14471307,1.13764979,1.12938432,1.12134678
2016-05-17,1.14731179,1.14792467,1.14702615,1.14312372,1.13581764,1.12730746,1.11901054
2016-05-18,1.14179398,1.14110821,1.13888792,1.1337366,1.1253278,1.11571353,1.10622445
2016-05-19,1.14065672,1.13999316,1.13779541,1.13265306,1.12425102,1.11464357,1.10516499
2016-05-20,1.14296555,1.14285767,1.14122682,1.13664524,1.12879666,1.11974512,1.1108425
2016-05-23,1.14682944,1.14733935,1.14633541,1.14233728,1.13499169,1.12644191,1.11808664
2016-05-24,1.14331846,1.14302523,1.14120105,1.13637848,1.12823205,1.11887744,1.10969381
2016-05-25,1.14154891,1.14103519,1.13898806,1.13396453,1.12566208,1.11615201,1.10678688
2016-05-26,1.14251908,1.14235233,1.14065966,1.13598409,1.12800902,1.11882786,1.10980827
2016-05-27,1.14221814,1.14189443,1.14004065,1.13519991,1.12707226,1.11773724,1.10856115
2016-05-30,1.14281864,1.14250223,1.14065722,1.13585752,1.12781639,1.11856879,1.1094547
2016-05-31,1.15464072,1.15721201,1.15831562,1.15646277,1.15133743,1.14501939,1.13890601
2016-06-01,1.15500868,1.15765084,1.15882403,1.15699489,1.15181686,1.14544327,1.13930794
2016-06-02,1.157055,1.15995941,1.16139687,1.15980133,1.15482981,1.14866094,1.14275014
2016-06-03,1.16031373,1.16447813,1.16720583,1.1669301,1.16326368,1.15841068,1.15384678
2016-06-06,1.16147397,1.16575378,1.16859538,1.16838768,1.16474298,1.15990866,1.15539426
2016-06-07,1.16162522,1.16613254,1.16920724,1.16923651,1.16582083,1.16121717,1.15693747
2016-06-08,1.15957661,1.16340226,1.16578046,1.16512039,1.1610597,1.15580716,1.15084825
2016-06-13,1.14927203,1.15037112,1.14996437,1.14652623,1.13975511,1.13177927,1.12402393
2016-06-14,1.15231476,1.15423767,1.15467156,1.15207047,1.14610949,1.13894828,1.1320399
2016-06-15,1.15928108,1.16294042,1.16514358,1.16425339,1.15989872,1.15434848,1.14913295
2016-06-16,1.15879289,1.16203813,1.16381533,1.16247824,1.15767205,1.15166534,1.14598731
2016-06-17,1.16236774,1.16640366,1.16898853,1.16846674,1.16442987,1.15919759,1.15432654
2016-06-20,1.16289752,1.1670018,1.16965514,1.16919383,1.1652383,1.16008629,1.15528954
2016-06-21,1.16016742,1.16349625,1.1653603,1.16414812,1.15950581,1.15366549,1.14813758
2016-06-22,1.16440625,1.16848922,1.17112148,1.17066843,1.16676167,1.16165866,1.15689016
2016-06-23,1.16296267,1.16678239,1.16914527,1.16841232,1.16423662,1.15886274,1.15381544
2016-06-24,1.16053841,1.16358284,1.16515048,1.16358759,1.15855279,1.15231245,1.14639303
2016-06-27,1.16839317,1.17315538,1.17647369,1.17662837,1.17323735,1.16864632,1.16444544
2016-06-28,1.16985129,1.17500209,1.17871858,1.1792813,1.176271,1.17206288,1.1682485
2016-06-29,1.17022962,1.1756424,1.17962838,1.18048521,1.17782114,1.17396273,1.1704836
2016-06-30,1.17085617,1.1762008,1.18011769,1.18091695,1.17819024,1.17426976,1.17073239
2016-07-01,1.1714352,1.17661633,1.18035705,1.18103681,1.17818231,1.17411605,1.17043569
2016-07-04,1.17805595,1.1847437,1.18998446,1.19214226,1.1907194,1.18806259,1.18580298
2016-07-05,1.17956127,1.18655211,1.19208862,1.19449829,1.19336842,1.19101064,1.18904986
2016-07-06,1.18354015,1.19147394,1.19796501,1.20128614,1.20103207,1.1995469,1.19845738
2016-07-07,1.18437063,1.19215129,1.19849939,1.20174506,1.20132543,1.1996566,1.19838589
2016-07-08,1.18280533,1.19013628,1.19602925,1.19883959,1.19799081,1.1958933,1.19419863
2016-07-11,1.18398924,1.1916602,1.1978764,1.20111864,1.20070195,1.1989954,1.19768079
2016-07-12,1.19252071,1.20239478,1.21081952,1.21628929,1.21803197,1.21844088,1.21922963
2016-07-13,1.19256956,1.20238321,1.21073369,1.2161346,1.21781311,1.21815505,1.21889072
2016-07-14,1.19228106,1.20179478,1.20983669,1.2148933,1.21627454,1.21633248,1.21678687
2016-07-15,1.1926482,1.20237049,1.21061598,1.21593342,1.21755073,1.21782344,1.21849296
2016-07-18,1.19184047,1.20118852,1.20906102,1.21406569,1.2153402,1.21525796,1.21556959
2016-07-19,1.19045028,1.19897299,1.20602297,1.21010035,1.21046575,1.20951777,1.20898519
2016-07-20,1.19022669,1.19852451,1.20535093,1.20916229,1.20927361,1.20808717,1.20732187
2016-07-21,1.19238676,1.20094079,1.20801241,1.21214767,1.21254596,1.21161479,1.21110598
2016-07-22,1.18785098,1.19521789,1.20109547,1.20404485,1.2032976,1.20123849,1.1996067
2016-07-25,1.18846583,1.19603584,1.20211711,1.20531442,1.20478788,1.20293301,1.20150197
2016-07-26,1.19352708,1.20272248,1.2104359,1.2152896,1.21636073,1.21607042,1.21619595
2016-07-27,1.18612491,1.19311894,1.19858843,1.20158072,1.20079608,1.19856643,1.19672751
2016-07-28,1.18787402,1.19543597,1.20148317,1.20501462,1.20472612,1.20299528,1.20166539
2016-07-29,1.1863955,1.19374419,1.19957668,1.20290736,1.20241987,1.20049002,1.19896381
2016-08-01,1.18201365,1.1881732,1.19279873,1.19499907,1.19341657,1.19038707,1.1877634
2016-08-02,1.18407459,1.19033123,1.19505332,1.19729086,1.19573821,1.19275177,1.19018394
2016-08-03,1.1851565,1.19149353,1.19629308,1.19860605,1.19712771,1.19421287,1.19171819
2016-08-04,1.186478,1.19282191,1.19762969,1.19984248,1.19829767,1.19534684,1.19282539
2016-08-05,1.18530259,1.1913278,1.1958031,1.19776372,1.19597805,1.19276639,1.18997907
2016-08-08,1.18925855,1.19598104,1.20115319,1.20378967,1.2026464,1.20006887,1.19792262
2016-08-09,1.19268978,1.20018288,1.20612878,1.20953717,1.20916685,1.20734926,1.20594774
2016-08-10,1.19208553,1.19924347,1.20486173,1.20790425,1.20719403,1.20505396,1.20332223
2016-08-11,1.19064316,1.19730842,1.20241489,1.20506878,1.20400088,1.20147156,1.19933469
2016-08-12,1.19464147,1.20236388,1.20850125,1.21232152,1.21237766,1.21091003,1.20983586
2016-08-15,1.20375535,1.21388453,1.22242132,1.22868988,1.23112491,1.23197867,1.23322036
2016-08-16,1.20312145,1.21300233,1.22130407,1.22709443,1.22908998,1.22958188,1.23049649
2016-08-17,1.20340632,1.21340305,1.22182561,1.22768279,1.22976129,1.23035123,1.23136439
2016-08-18,1.2028065,1.21228113,1.22017898,1.22547586,1.22701068,1.22707406,1.22756897
2016-08-19,1.20323966,1.21268423,1.22055375,1.22585209,1.22734105,1.22734972,1.22779719
2016-08-22,1.20027345,1.20917065,1.21650291,1.2213286,1.22233261,1.22184987,1.2217901
2016-08-23,1.20064805,1.20980727,1.21740442,1.22246264,1.22370445,1.22346599,1.22365211
2016-08-24,1.19944248,1.20851359,1.21603595,1.22093964,1.22202791,1.22166477,1.22173359
2016-08-25,1.19801287,1.20655444,1.2135498,1.21791238,1.21847339,1.21759602,1.21715017
2016-08-26,1.19891775,1.20742035,1.2143832,1.21866453,1.21912875,1.21816901,1.21764895
