,MSEUACWF INDEX,LEGATRUU INDEX
,PX_LAST,PX_LAST
date,,
14/5/2017,459.596,462.9301
15/5/2017,461.868,463.2954
16/5/2017,463.106,465.2506
17/5/2017,457.687,468.8578
18/5/2017,456.288,468.6972
19/5/2017,459.64,469.2205
20/5/2017,459.64,469.2205
21/5/2017,459.64,469.2205
22/5/2017,462.237,470.1335
23/5/2017,462.662,469.5991
24/5/2017,462.931,468.571
25/5/2017,464.882,469.547
26/5/2017,464.496,469.7129
27/5/2017,464.496,469.7129
28/5/2017,464.496,469.7129
29/5/2017,464.292,469.664
30/5/2017,463.729,470.4072
31/5/2017,463.794,471.6692
1/6/2017,466.404,470.5491
2/6/2017,469.355,472.3699
3/6/2017,469.355,472.3699
4/6/2017,469.355,472.3699
5/6/2017,468.734,472.1562
6/6/2017,467.424,473.8157
7/6/2017,467.632,473.5998
8/6/2017,467.189,472.2309
9/6/2017,466.84,471.1594
10/6/2017,466.84,471.1594
11/6/2017,466.84,471.1594
12/6/2017,465.48,471.9396
13/6/2017,467.687,472.0689
14/6/2017,468.273,475.2388
15/6/2017,464.736,471.646
16/6/2017,466.156,472.3949
17/6/2017,466.156,472.3949
18/6/2017,466.156,472.3949
19/6/2017,469.526,471.3986
20/6/2017,466.293,470.9039
21/6/2017,465.632,471.293
22/6/2017,466.086,471.8474
23/6/2017,466.982,472.5923
24/6/2017,466.982,472.5923
25/6/2017,466.982,472.5923
26/6/2017,467.9,472.796
27/6/2017,465.639,471.9443
28/6/2017,468.45,472.7661
29/6/2017,465.937,472.0236
30/6/2017,465.088,471.2553
1/7/2017,465.088,471.2553
2/7/2017,465.088,471.2553
3/7/2017,466.161,469.5328
4/7/2017,465.408,469.5076
5/7/2017,465.878,469.1902
6/7/2017,463.25,468.9149
7/7/2017,463.958,467.756
8/7/2017,463.958,467.756
9/7/2017,463.958,467.756
10/7/2017,465.157,468.2762
11/7/2017,465.309,468.2045
12/7/2017,469.618,470.4729
13/7/2017,471.058,470.04
14/7/2017,473.784,471.8371
15/7/2017,473.784,471.8371
16/7/2017,473.784,471.8371
17/7/2017,474.127,472.4878
18/7/2017,474.445,475.3047
19/7/2017,476.72,475.0504
20/7/2017,477.705,476.2512
21/7/2017,476.768,477.7639
22/7/2017,476.768,477.7639
23/7/2017,476.768,477.7639
24/7/2017,476.133,477.6552
25/7/2017,477.238,476.0251
26/7/2017,477.551,475.9422
27/7/2017,478.25,476.783
28/7/2017,477.245,478.3136
29/7/2017,477.245,478.3136
30/7/2017,477.245,478.3136
31/7/2017,477.583,479.1785
1/8/2017,479.727,480.7408
2/8/2017,479.757,480.878
3/8/2017,479.111,481.9366
4/8/2017,479.072,479.121
5/8/2017,479.072,479.121
6/8/2017,479.072,479.121
7/8/2017,480.353,479.8282
8/8/2017,479.452,478.6701
9/8/2017,477.89,480.0857
10/8/2017,472.581,480.9676
11/8/2017,471.334,481.8518
12/8/2017,471.334,481.8518
13/8/2017,471.334,481.8518
14/8/2017,475.095,481.3625
15/8/2017,474.316,478.8272
16/8/2017,475.753,479.0089
17/8/2017,472.097,480.5666
18/8/2017,470.627,481.7055
19/8/2017,470.627,481.7055
20/8/2017,470.627,481.7055
21/8/2017,471.233,482.9284
22/8/2017,474.482,481.292
23/8/2017,473.989,482.6578
24/8/2017,473.807,482.2187
25/8/2017,475.017,483.545
26/8/2017,475.017,483.545
27/8/2017,475.017,483.545
28/8/2017,475.371,483.8018
29/8/2017,474.906,486.5625
30/8/2017,475.793,483.7137
31/8/2017,478.406,483.9256
1/9/2017,479.898,483.5568
2/9/2017,479.898,483.5568
3/9/2017,479.898,483.5568
4/9/2017,478.949,484.4369
5/9/2017,477.162,486.6727
6/9/2017,478.042,486.5538
7/9/2017,479.57,488.7231
8/9/2017,479.615,489.2351
9/9/2017,479.615,489.2351
10/9/2017,479.615,489.2351
11/9/2017,483.787,487.1727
12/9/2017,485.305,485.0551
13/9/2017,484.828,483.7333
14/9/2017,484.136,483.0991
15/9/2017,485.181,484.0585
16/9/2017,485.181,484.0585
17/9/2017,485.181,484.0585
18/9/2017,486.356,483.1876
19/9/2017,487.371,483.3446
20/9/2017,488.056,483.621
21/9/2017,486.054,481.6082
22/9/2017,486.661,482.7848
23/9/2017,486.661,482.7848
24/9/2017,486.661,482.7848
25/9/2017,484.749,482.5304
26/9/2017,483.071,480.5813
27/9/2017,484.013,478.4765
28/9/2017,484.63,478.8218
29/9/2017,486.879,479.5665
30/9/2017,486.879,479.5665
1/10/2017,486.879,479.5665
2/10/2017,487.831,478.2394
3/10/2017,489.629,478.2844
4/10/2017,490.162,478.6356
5/10/2017,491.33,477.6643
6/10/2017,490.89,477.1737
7/10/2017,490.89,477.1737
8/10/2017,490.89,477.1737
9/10/2017,490.555,477.6662
10/10/2017,493.001,479.6054
11/10/2017,493.894,479.617
12/10/2017,493.924,480.067
13/10/2017,495.087,481.4125
14/10/2017,495.087,481.4125
15/10/2017,495.087,481.4125
16/10/2017,495.799,481.091
17/10/2017,494.935,480.1354
18/10/2017,495.661,479.3782
19/10/2017,495.755,480.9336
20/10/2017,496.393,478.2015
21/10/2017,496.393,478.2015
22/10/2017,496.393,478.2015
23/10/2017,495.008,477.9781
24/10/2017,495.158,477.1479
25/10/2017,493.498,477.4239
26/10/2017,493.664,476.0441
27/10/2017,495.69,475.3124
28/10/2017,495.69,475.3124
29/10/2017,495.69,475.3124
30/10/2017,495.964,477.5862
31/10/2017,496.625,477.752
1/11/2017,498.077,477.1207
2/11/2017,498.439,478.204
3/11/2017,498.859,477.3245
4/11/2017,498.859,477.3245
5/11/2017,498.859,477.3245
6/11/2017,499.397,477.8821
7/11/2017,499.576,478.1868
8/11/2017,500.428,478.427
9/11/2017,498.586,478.0005
10/11/2017,497.857,477.6617
11/11/2017,497.857,477.6617
12/11/2017,497.857,477.6617
13/11/2017,496.608,477.1835
14/11/2017,495.525,478.4154
15/11/2017,492.815,479.8691
16/11/2017,496.737,479.6962
17/11/2017,496.748,480.3809
18/11/2017,496.748,480.3809
19/11/2017,496.748,480.3809
20/11/2017,497.279,480.1205
21/11/2017,500.511,480.3637
22/11/2017,501.434,482.4124
23/11/2017,501.905,483.4522
24/11/2017,503.349,484.1248
25/11/2017,503.349,484.1248
26/11/2017,503.349,484.1248
27/11/2017,502.02,484.4232
28/11/2017,504.454,483.3671
29/11/2017,504.117,482.2822
30/11/2017,505.442,483.0576
1/12/2017,503.471,483.1435
2/12/2017,503.471,483.1435
3/12/2017,503.471,483.1435
4/12/2017,503.919,482.5219
5/12/2017,502.33,482.6474
6/12/2017,500.299,482.8203
7/12/2017,501.417,481.9914
8/12/2017,504.079,480.8521
9/12/2017,504.079,480.8521
10/12/2017,504.079,480.8521
11/12/2017,506.234,481.6414
12/12/2017,506.306,480.3093
13/12/2017,506.844,481.8168
14/12/2017,505.506,482.7336
15/12/2017,507.081,482.5277
16/12/2017,507.081,482.5277
17/12/2017,507.081,482.5277
18/12/2017,511.679,483.1712
19/12/2017,510.121,481.0876
20/12/2017,509.963,480.8781
21/12/2017,511.189,480.6802
22/12/2017,511.286,480.5906
23/12/2017,511.286,480.5906
24/12/2017,511.286,480.5906
25/12/2017,511.363,480.6389
26/12/2017,511.097,481.0666
27/12/2017,512.233,482.7924
28/12/2017,513.511,483.3046
29/12/2017,513.026,484.7313
30/12/2017,513.026,484.7313
31/12/2017,513.026,484.7313
1/1/2018,512.983,484.7313
2/1/2018,516.757,484.5562
3/1/2018,519.15,484.6262
4/1/2018,523.265,485.0252
5/1/2018,526.686,484.2558
6/1/2018,526.686,484.2558
7/1/2018,526.686,484.2558
8/1/2018,527.285,483.9385
9/1/2018,528.016,482.4828
10/1/2018,527.725,483.5477
11/1/2018,529.739,484.2147
12/1/2018,533.235,485.8057
13/1/2018,533.235,485.8057
14/1/2018,533.235,485.8057
15/1/2018,535.221,488.1343
16/1/2018,534.405,487.9661
17/1/2018,537.136,487.7791
18/1/2018,536.704,487.1504
19/1/2018,539.266,486.921
20/1/2018,539.266,486.921
21/1/2018,539.266,486.921
22/1/2018,542.501,487.2227
23/1/2018,545.173,488.6689
24/1/2018,545.99,490.4864
25/1/2018,546.684,492.866
26/1/2018,550.317,491.3893
27/1/2018,550.317,491.3893
28/1/2018,550.317,491.3893
29/1/2018,546.888,489.2632
30/1/2018,541.496,489.6726
31/1/2018,541.673,490.5078
1/2/2018,541.209,489.757
2/2/2018,531.462,486.9252
3/2/2018,531.462,486.9252
4/2/2018,531.462,486.9252
5/2/2018,515.735,487.2256
6/2/2018,512.965,487.2055
7/2/2018,513.297,485.7454
8/2/2018,500.704,484.6396
9/2/2018,500.907,484.7485
10/2/2018,500.907,484.7485
11/2/2018,500.907,484.7485
12/2/2018,506.837,485.0042
13/2/2018,508.445,486.7431
14/2/2018,514.952,487.2347
15/2/2018,521.253,488.9776
16/2/2018,522.6,489.6281
17/2/2018,522.6,489.6281
18/2/2018,522.6,489.6281
19/2/2018,522.245,488.3508
20/2/2018,519.812,487.0179
21/2/2018,518.917,485.8814
22/2/2018,518.202,486.5568
23/2/2018,524.119,487.5038
24/2/2018,524.119,487.5038
25/2/2018,524.119,487.5038
26/2/2018,528.397,487.4655
27/2/2018,523.832,485.6445
28/2/2018,518.079,486.1554
1/3/2018,511.904,486.3173
2/3/2018,511.338,488.331
3/3/2018,511.338,488.331
4/3/2018,511.338,488.331
5/3/2018,514.623,488.1695
6/3/2018,517.965,488.8362
7/3/2018,517.331,488.9785
8/3/2018,519.647,488.4201
9/3/2018,525.445,487.3794
10/3/2018,525.445,487.3794
11/3/2018,525.445,487.3794
12/3/2018,527.295,488.2593
13/3/2018,525.306,489.4608
14/3/2018,522.867,490.0053
15/3/2018,522.487,489.5393
16/3/2018,522.474,488.805
17/3/2018,522.474,488.805
18/3/2018,522.474,488.805
19/3/2018,516.89,489.8298
20/3/2018,517.332,488.2325
21/3/2018,516.946,487.9799
22/3/2018,508.48,490.7492
23/3/2018,499.363,491.7777
24/3/2018,499.363,491.7777
25/3/2018,499.363,491.7777
26/3/2018,506.9,492.5075
27/3/2018,504.134,492.2391
28/3/2018,501.272,491.5671
29/3/2018,505.44,491.3567
30/3/2018,505.808,491.33
31/3/2018,505.808,491.33
1/4/2018,505.808,491.33
2/4/2018,499.649,491.7352
3/4/2018,501.891,490.688
4/4/2018,503.816,491.0568
5/4/2018,508.552,488.6648
6/4/2018,502.315,490.1544
7/4/2018,502.315,490.1544
8/4/2018,502.315,490.1544
9/4/2018,504.181,490.8767
10/4/2018,511.041,491.1385
11/4/2018,509.432,492.4578
12/4/2018,511.292,490.5831
13/4/2018,510.523,490.6302
14/4/2018,510.523,490.6302
15/4/2018,510.523,490.6302
16/4/2018,512.491,491.312
17/4/2018,516.119,491.5766
18/4/2018,518.316,491.1374
19/4/2018,517.052,489.6231
20/4/2018,512.736,487.1324
21/4/2018,512.736,487.1324
22/4/2018,512.736,487.1324
23/4/2018,511.67,485.0536
24/4/2018,508.082,484.2531
25/4/2018,506.321,482.9298
26/4/2018,509.911,482.9567
27/4/2018,511.314,483.6274
28/4/2018,511.314,483.6274
29/4/2018,511.314,483.6274
30/4/2018,509.694,483.4603
1/5/2018,509.001,481.3556
2/5/2018,506.899,480.5777
3/5/2018,505.039,481.6919
4/5/2018,508.834,481.2526
5/5/2018,508.834,481.2526
6/5/2018,508.834,481.2526
7/5/2018,510.608,481.1617
8/5/2018,510.387,479.5899
9/5/2018,513.618,479.0849
10/5/2018,517.233,479.8789
11/5/2018,519.462,481.117
12/5/2018,519.462,481.117
13/5/2018,519.462,481.117
14/5/2018,520.584,480.8114
15/5/2018,516.14,477.2541
16/5/2018,517.037,476.2707
17/5/2018,517.012,475.4707
18/5/2018,515.656,475.8816
19/5/2018,515.656,475.8816
20/5/2018,515.656,475.8816
21/5/2018,517.722,475.1567
22/5/2018,517.598,475.7028
23/5/2018,515.862,476.4672
24/5/2018,514.856,478.1864
25/5/2018,513.448,477.8386
26/5/2018,513.448,477.8386
27/5/2018,513.448,477.8386
28/5/2018,512.682,477.8124
29/5/2018,506.987,478.5862
30/5/2018,509.961,478.3621
31/5/2018,508.769,479.7931
1/6/2018,512.767,478.1469
2/6/2018,512.767,478.1469
3/6/2018,512.767,478.1469
4/6/2018,516.377,478.2795
5/6/2018,515.719,477.8668
6/6/2018,519.747,477.5316
7/6/2018,519.898,478.1125
8/6/2018,519.154,477.84
9/6/2018,519.154,477.84
10/6/2018,519.154,477.84
11/6/2018,520.758,477.769
12/6/2018,521.071,477.319
13/6/2018,519.697,477.1897
14/6/2018,519.54,476.7544
15/6/2018,517.205,476.4225
16/6/2018,517.205,476.4225
17/6/2018,517.205,476.4225
18/6/2018,514.993,476.2669
19/6/2018,510.78,476.4247
20/6/2018,512.581,476.0342
21/6/2018,509.337,476.5508
22/6/2018,511.682,476.9355
23/6/2018,511.682,476.9355
24/6/2018,511.682,476.9355
25/6/2018,504.489,477.6958
26/6/2018,504.911,477.0641
27/6/2018,501.466,476.6022
28/6/2018,501.879,476.1314
29/6/2018,505.198,477.6598
30/6/2018,505.198,477.6598
1/7/2018,505.198,477.6598
2/7/2018,503.096,476.6358
3/7/2018,503.001,477.8838
4/7/2018,502.937,477.9358
5/7/2018,505.839,478.7874
6/7/2018,509.899,479.9466
7/7/2018,509.899,479.9466
8/7/2018,509.899,479.9466
9/7/2018,514.483,479.6585
10/7/2018,515.519,478.6614
11/7/2018,510.92,478.832
12/7/2018,514.122,477.609
13/7/2018,515.217,477.8767
14/7/2018,515.217,477.8767
15/7/2018,515.217,477.8767
16/7/2018,514.535,477.9756
17/7/2018,515.716,477.5105
18/7/2018,516.473,476.7224
19/7/2018,514.447,476.5427
20/7/2018,515.889,477.8044
21/7/2018,515.889,477.8044
22/7/2018,515.889,477.8044
23/7/2018,515.915,476.6843
24/7/2018,518.999,477.321
25/7/2018,521.744,477.5149
26/7/2018,521.801,476.8212
27/7/2018,520.73,476.852
28/7/2018,520.73,476.852
29/7/2018,520.73,476.852
30/7/2018,518.929,476.972
31/7/2018,519.818,476.8624
1/8/2018,518.988,475.2855
2/8/2018,517.54,474.7979
3/8/2018,519.534,475.5552
4/8/2018,519.534,475.5552
5/8/2018,519.534,475.5552
6/8/2018,519.823,475.354
7/8/2018,522.338,475.4413
8/8/2018,522.185,475.6205
9/8/2018,521.602,475.7249
10/8/2018,515.61,475.0492
11/8/2018,515.61,475.0492
12/8/2018,515.61,475.0492
13/8/2018,511.92,474.2843
14/8/2018,513.993,473.5753
15/8/2018,508.317,473.4372
16/8/2018,511.497,474.1372
17/8/2018,513.08,474.7163
18/8/2018,513.08,474.7163
19/8/2018,513.08,474.7163
20/8/2018,515.192,475.8826
21/8/2018,517.175,476.8428
22/8/2018,518.418,477.8228
23/8/2018,516.84,476.7504
24/8/2018,519.596,477.3262
25/8/2018,519.596,477.3262
26/8/2018,519.596,477.3262
27/8/2018,524.555,477.4566
28/8/2018,525.182,477.6736
29/8/2018,526.94,476.9748
30/8/2018,524.28,477.1919
31/8/2018,522.881,477.3626
1/9/2018,522.881,477.3626
2/9/2018,522.881,477.3626
3/9/2018,521.948,476.9733
4/9/2018,519.302,475.0545
5/9/2018,516.135,475.6934
6/9/2018,514.078,476.9066
7/9/2018,512.966,475.3188
8/9/2018,512.966,475.3188
9/9/2018,512.966,475.3188
10/9/2018,513.392,475.7536
11/9/2018,514.028,474.6688
12/9/2018,515.169,475.834
13/9/2018,518.023,476.1824
14/9/2018,519.461,475.4138
15/9/2018,519.461,475.4138
16/9/2018,519.461,475.4138
17/9/2018,517.497,475.9377
18/9/2018,520.187,475.1969
19/9/2018,521.983,474.3057
20/9/2018,526.136,475.5828
21/9/2018,527.863,475.7063
22/9/2018,527.863,475.7063
23/9/2018,527.863,475.7063
24/9/2018,525.866,475.506
25/9/2018,526.088,474.7219
26/9/2018,525.28,474.986
27/9/2018,525.443,474.085
28/9/2018,524.253,473.2476
29/9/2018,524.253,473.2476
30/9/2018,524.253,473.2476
1/10/2018,525.061,472.2264
2/10/2018,523.361,472.3337
3/10/2018,523.46,470.5799
4/10/2018,518.209,469.2029
5/10/2018,514.686,468.3003
6/10/2018,514.686,468.3003
7/10/2018,514.686,468.3003
8/10/2018,512.718,468.2465
9/10/2018,511.545,468.4447
10/10/2018,500.545,469.2764
11/10/2018,489.405,470.9419
12/10/2018,494.759,471.0905
13/10/2018,494.759,471.0905
14/10/2018,494.759,471.0905
15/10/2018,492.515,471.511
16/10/2018,500.94,471.692
17/10/2018,500.524,471.0466
18/10/2018,494.472,469.9348
19/10/2018,494.047,469.5249
20/10/2018,494.047,469.5249
21/10/2018,494.047,469.5249
22/10/2018,492.779,469.0925
23/10/2018,487.369,469.8927
24/10/2018,477.291,469.499
25/10/2018,480.831,469.2303
26/10/2018,475.106,470.8234
27/10/2018,475.106,470.8234
28/10/2018,475.106,470.8234
29/10/2018,473.521,470.1202
