datetime,US_Growth
2010-05-13,0.06008236862757155
2010-05-14,0.034223318519153834
2010-05-15,0.034223318519153834
2010-05-16,0.034223318519153834
2010-05-17,0.024674360708570653
2010-05-18,0.011064750571883275
2010-05-19,-0.007322725882100034
2010-05-20,-0.05399859857398914
2010-05-21,-0.03163547665353883
2010-05-22,-0.03163547665353883
2010-05-23,-0.03163547665353883
2010-05-24,-0.042241876006697376
2010-05-25,-0.04531131146995371
2010-05-26,-0.040081715679931795
2010-05-27,0.004491694956980874
2010-05-28,-0.006706287178017689
2010-05-29,-0.006706287178017689
2010-05-30,-0.006706287178017689
2010-05-31,-0.006706287178017689
2010-06-01,-0.02494896225277976
2010-06-02,0.008447896497551621
2010-06-03,0.019541345793834042
2010-06-04,-0.02410293689580345
2010-06-05,-0.02410293689580345
2010-06-06,-0.02410293689580345
2010-06-07,-0.044979471174292796
2010-06-08,-0.04227523163629476
2010-06-09,-0.03998472084623228
2010-06-10,-0.005931003903245857
2010-06-11,0.010573381541380433
2010-06-12,0.010573381541380433
2010-06-13,0.010573381541380433
2010-06-14,0.018021314527251642
2010-06-15,0.04330454644046555
2010-06-16,0.04166574754958274
2010-06-17,0.03515299242639025
2010-06-18,0.03931041876452612
2010-06-19,0.03931041876452612
2010-06-20,0.03931041876452612
2010-06-21,0.03101694524589571
2010-06-22,0.012594593545899757
2010-06-23,0.012852296013498021
2010-06-24,-0.002345418149824141
2010-06-25,0.00971498037621532
2010-06-26,0.00971498037621532
2010-06-27,0.00971498037621532
2010-06-28,0.006604227271149066
2010-06-29,-0.034758061384428385
2010-06-30,-0.047671669662602056
2010-07-01,-0.0545925828203675
2010-07-02,-0.05805689743853071
2010-07-03,-0.05805689743853071
2010-07-04,-0.05805689743853071
2010-07-05,-0.05805689743853071
2010-07-06,-0.05994241478181428
2010-07-07,-0.026893396166637995
2010-07-08,-0.017962968602125762
2010-07-09,-0.00551320070518313
2010-07-10,-0.00551320070518313
2010-07-11,-0.00551320070518313
2010-07-12,-0.01717637028743413
2010-07-13,0.006389340393244902
2010-07-14,0.0072912926733665895
2010-07-15,0.0003192072799202972
2010-07-16,-0.034618101338957374
2010-07-17,-0.034618101338957374
2010-07-18,-0.034618101338957374
2010-07-19,-0.031198363339507873
2010-07-20,-0.009375917622243768
2010-07-21,-0.02521600549836822
2010-07-22,0.0031181109482820712
2010-07-23,0.01655288242439501
2010-07-24,0.01655288242439501
2010-07-25,0.01655288242439501
2010-07-26,0.03564456630222157
2010-07-27,0.027043029377467054
2010-07-28,0.013708615486022868
2010-07-29,0.017248930745382474
2010-07-30,0.01941174798667622
2010-07-31,0.01941174798667622
2010-08-01,0.01941174798667622
2010-08-02,0.04173138957098099
2010-08-03,0.030103882207887178
2010-08-04,0.037579000987961964
2010-08-05,0.030690355878133735
2010-08-06,0.028624980408880285
2010-08-07,0.028624980408880285
2010-08-08,0.028624980408880285
2010-08-09,0.03431463248729916
2010-08-10,0.019699743043434692
2010-08-11,-0.011602898735887046
2010-08-12,-0.01530859286524111
2010-08-13,-0.019775568418425427
2010-08-14,-0.019775568418425427
2010-08-15,-0.019775568418425427
2010-08-16,-0.01326098433927414
2010-08-17,-0.0015922781415319553
2010-08-18,-0.000359117519925678
2010-08-19,-0.018508730085487146
2010-08-20,-0.021065867351785394
2010-08-21,-0.021065867351785394
2010-08-22,-0.021065867351785394
2010-08-23,-0.03496846263639741
2010-08-24,-0.05475218986114039
2010-08-25,-0.0509622075292111
2010-08-26,-0.058412315535011694
2010-08-27,-0.03581007631905475
2010-08-28,-0.03581007631905475
2010-08-29,-0.03581007631905475
2010-08-30,-0.05277659529922418
2010-08-31,-0.0528039437120712
2010-09-01,-0.020735197009888018
2010-09-02,-0.006626127543220339
2010-09-03,0.009369126914769543
2010-09-04,0.009369126914769543
2010-09-05,0.009369126914769543
2010-09-06,0.009369126914769543
2010-09-07,-0.0075099440376454885
2010-09-08,8.978066789722128e-05
2010-09-09,-0.001473713848890168
2010-09-10,0.0036021281283775686
2010-09-11,0.0036021281283775686
2010-09-12,0.0036021281283775686
2010-09-13,0.024497976266457444
2010-09-14,0.02498945088902671
2010-09-15,0.02464828019162546
2010-09-16,0.022186066943001848
2010-09-17,0.024319189136307484
2010-09-18,0.024319189136307484
2010-09-19,0.024319189136307484
2010-09-20,0.04478947343036044
2010-09-21,0.03967874814957395
2010-09-22,0.03259221572151061
2010-09-23,0.02568627266874257
2010-09-24,0.051867652021728494
2010-09-25,0.051867652021728494
2010-09-26,0.051867652021728494
2010-09-27,0.053709616453473386
2010-09-28,0.06499046864173952
2010-09-29,0.07363164936632982
2010-09-30,0.06989380611693097
2010-10-01,0.07578250680892262
2010-10-02,0.07578250680892262
2010-10-03,0.07578250680892262
2010-10-04,0.06138030587120147
2010-10-05,0.09286991849675563
2010-10-06,0.08166427661708053
2010-10-07,0.08648199927878353
2010-10-08,0.0985121843796064
2010-10-09,0.0985121843796064
2010-10-10,0.0985121843796064
2010-10-11,0.10404383111041882
2010-10-12,0.10876158792817447
2010-10-13,0.12224233076267055
2010-10-14,0.11891951556736924
2010-10-15,0.11819766470725623
2010-10-16,0.11819766470725623
2010-10-17,0.11819766470725623
2010-10-18,0.12264659940126998
2010-10-19,0.08975143205530567
2010-10-20,0.10407801451326426
2010-10-21,0.09851529486014776
2010-10-22,0.10989122385290462
2010-10-23,0.10989122385290462
2010-10-24,0.10989122385290462
2010-10-25,0.11685927484384684
2010-10-26,0.11590816455076824
2010-10-27,0.11389131206537062
2010-10-28,0.10475221396323975
2010-10-29,0.11413262178289263
2010-10-30,0.11413262178289263
2010-10-31,0.11413262178289263
2010-11-01,0.10774821844869731
2010-11-02,0.12488793187224778
2010-11-03,0.13221078021556876
2010-11-04,0.1662602156971369
2010-11-05,0.17130112727532798
2010-11-06,0.17130112727532798
2010-11-07,0.17130112727532798
2010-11-08,0.17922336953424
2010-11-09,0.162079660296661
2010-11-10,0.1748060216999039
2010-11-11,0.17435850868154468
2010-11-12,0.15257090044412047
2010-11-13,0.15257090044412047
2010-11-14,0.15257090044412047
2010-11-15,0.1526743346264623
2010-11-16,0.13228998701710526
2010-11-17,0.13708772779018075
2010-11-18,0.16066577214806288
2010-11-19,0.1711356060503042
2010-11-20,0.1711356060503042
2010-11-21,0.1711356060503042
2010-11-22,0.18040741565467378
2010-11-23,0.16081008022959065
2010-11-24,0.18927562661696573
2010-11-25,0.18927562661696573
2010-11-26,0.17935185913564666
2010-11-27,0.17935185913564666
2010-11-28,0.17935185913564666
2010-11-29,0.17164084410089986
2010-11-30,0.1594182287174537
2010-12-01,0.18995406620864808
2010-12-02,0.21390096705154105
2010-12-03,0.2274058557394263
2010-12-04,0.2274058557394263
2010-12-05,0.2274058557394263
2010-12-06,0.23520497120193573
2010-12-07,0.23461777663342254
2010-12-08,0.23096153567046285
2010-12-09,0.2406727280622427
2010-12-10,0.2555638769912252
2010-12-11,0.2555638769912252
2010-12-12,0.2555638769912252
2010-12-13,0.2529868086536098
2010-12-14,0.2502699805520707
2010-12-15,0.24789888290668438
2010-12-16,0.25748690856839174
2010-12-17,0.26733899700642305
2010-12-18,0.26733899700642305
2010-12-19,0.26733899700642305
2010-12-20,0.2738504950738332
2010-12-21,0.28926507101302246
2010-12-22,0.28689650694974533
2010-12-23,0.2824860758142007
2010-12-24,0.2824860758142007
2010-12-25,0.2824860758142007
2010-12-26,0.2824860758142007
2010-12-27,0.2821918833891284
2010-12-28,0.2739375463996443
2010-12-29,0.27666782528647027
2010-12-30,0.27613351263338837
2010-12-31,0.26942350832380546
2011-01-01,0.26942350832380546
2011-01-02,0.26942350832380546
2011-01-03,0.2842276318604917
2011-01-04,0.26383744744876103
2011-01-05,0.2684639389479717
2011-01-06,0.2638717282341525
2011-01-07,0.2633055156570956
2011-01-08,0.2633055156570956
2011-01-09,0.2633055156570956
2011-01-10,0.26809250279644137
2011-01-11,0.275990781448906
2011-01-12,0.29291039081882286
2011-01-13,0.2893920879885099
2011-01-14,0.308881869219622
2011-01-15,0.308881869219622
2011-01-16,0.308881869219622
2011-01-17,0.308881869219622
2011-01-18,0.3158571620024382
2011-01-19,0.28398103701926414
2011-01-20,0.27432448116598573
2011-01-21,0.2710948082875366
2011-01-22,0.2710948082875366
2011-01-23,0.2710948082875366
2011-01-24,0.28811895335492443
2011-01-25,0.2794299475198596
2011-01-26,0.30858919860965406
2011-01-27,0.3189358215563709
2011-01-28,0.2913855336792808
2011-01-29,0.2913855336792808
2011-01-30,0.2913855336792808
2011-01-31,0.3034675495393744
2011-02-01,0.33768708851394247
2011-02-02,0.3415077614557225
2011-02-03,0.3475817131561567
2011-02-04,0.35621154017287804
2011-02-05,0.35621154017287804
2011-02-06,0.35621154017287804
2011-02-07,0.36166691933593564
2011-02-08,0.3721386065210721
2011-02-09,0.35831071383799884
2011-02-10,0.3657066776225768
2011-02-11,0.38109893396245087
2011-02-12,0.38109893396245087
2011-02-13,0.38109893396245087
2011-02-14,0.39098462011923196
2011-02-15,0.3791723715877562
2011-02-16,0.39416190657625827
2011-02-17,0.39790174594628014
2011-02-18,0.3966363214354065
2011-02-19,0.3966363214354065
2011-02-20,0.3966363214354065
2011-02-21,0.3966363214354065
2011-02-22,0.35805668662617207
2011-02-23,0.3467572816584814
2011-02-24,0.35513133135964225
2011-02-25,0.38252809004169097
2011-02-26,0.38252809004169097
2011-02-27,0.38252809004169097
2011-02-28,0.3873223259096965
2011-03-01,0.3643160672498913
2011-03-02,0.3793663276850321
2011-03-03,0.4172724856964507
2011-03-04,0.4119750128783175
2011-03-05,0.4119750128783175
2011-03-06,0.4119750128783175
2011-03-07,0.38799792558397894
2011-03-08,0.39906757574277174
2011-03-09,0.3876958063941316
2011-03-10,0.34722461863763465
2011-03-11,0.35631474064164115
2011-03-12,0.35631474064164115
2011-03-13,0.35631474064164115
2011-03-14,0.35432339970838833
2011-03-15,0.3391463284061873
2011-03-16,0.319015757598172
2011-03-17,0.33167603977531845
2011-03-18,0.34642885753597596
2011-03-19,0.34642885753597596
2011-03-20,0.34642885753597596
2011-03-21,0.37331182826897713
2011-03-22,0.36800360261776244
2011-03-23,0.37645211515104804
2011-03-24,0.39986659505901856
2011-03-25,0.40631458198659653
2011-03-26,0.40631458198659653
2011-03-27,0.40631458198659653
2011-03-28,0.407764400982527
2011-03-29,0.42468501749503185
2011-03-30,0.44067481096878325
2011-03-31,0.43933735888535064
2011-04-01,0.44646784978414766
2011-04-02,0.44646784978414766
2011-04-03,0.44646784978414766
2011-04-04,0.44894604024281604
2011-04-05,0.45224223602784974
2011-04-06,0.4539639140736007
2011-04-07,0.4396822925039525
2011-04-08,0.4376494009386809
2011-04-09,0.4376494009386809
2011-04-10,0.4376494009386809
2011-04-11,0.42586619396382885
2011-04-12,0.40995068403703594
2011-04-13,0.4184050498132945
2011-04-14,0.42062207274864405
2011-04-15,0.43199549106181223
2011-04-16,0.43199549106181223
2011-04-17,0.43199549106181223
2011-04-18,0.41133388485793576
2011-04-19,0.4263015793232352
2011-04-20,0.4613180641578609
2011-04-21,0.4729329215475768
2011-04-22,0.4729329215475768
2011-04-23,0.4729329215475768
2011-04-24,0.4729329215475768
2011-04-25,0.47147609602777174
2011-04-26,0.4861128127205112
2011-04-27,0.4887498754571191
2011-04-28,0.48096660810375313
2011-04-29,0.48061251884939993
2011-04-30,0.48061251884939993
2011-05-01,0.48061251884939993
2011-05-02,0.4706476561728943
2011-05-03,0.4555133767022046
2011-05-04,0.4484227650562971
2011-05-05,0.4516564342903313
2011-05-06,0.46766164038659763
2011-05-07,0.46766164038659763
2011-05-08,0.46766164038659763
2011-05-09,0.48815629224128676
2011-05-10,0.511013597391317
2011-05-11,0.4785202580808996
2011-05-12,0.4868179341872019
2011-05-13,0.4633043424215668
2011-05-14,0.4633043424215668
2011-05-15,0.4633043424215668
2011-05-16,0.4477691641679482
2011-05-17,0.44893208887670033
2011-05-18,0.47499924871784915
2011-05-19,0.47603454120907496
2011-05-20,0.46033485557272735
2011-05-21,0.46033485557272735
2011-05-22,0.46033485557272735
2011-05-23,0.43745896209532975
2011-05-24,0.43276507230185257
2011-05-25,0.4482343460773006
2011-05-26,0.45937256961928186
2011-05-27,0.47422673483678524
2011-05-28,0.47422673483678524
2011-05-29,0.47422673483678524
2011-05-30,0.47422673483678524
2011-05-31,0.4909928553600591
2011-06-01,0.4495964489051112
2011-06-02,0.45236713219186253
2011-06-03,0.43023515512802457
2011-06-04,0.43023515512802457
2011-06-05,0.43023515512802457
2011-06-06,0.40454584978597463
2011-06-07,0.41708048380437357
2011-06-08,0.3983737980677877
2011-06-09,0.41390845494832096
2011-06-10,0.3916427633490396
2011-06-11,0.3916427633490396
2011-06-12,0.3916427633490396
2011-06-13,0.3818291491488781
2011-06-14,0.41161667068299246
2011-06-15,0.387041918699508
2011-06-16,0.37977817949209847
2011-06-17,0.3826237002332433
2011-06-18,0.3826237002332433
2011-06-19,0.3826237002332433
2011-06-20,0.39754159654886356
2011-06-21,0.4321361367994099
2011-06-22,0.4213484006133761
2011-06-23,0.43881207987206516
2011-06-24,0.4230533376211125
2011-06-25,0.4230533376211125
2011-06-26,0.4230533376211125
2011-06-27,0.4434291117250442
2011-06-28,0.46739749540130604
2011-06-29,0.4796277473263588
2011-06-30,0.48462361360357464
2011-07-01,0.5087501386287623
2011-07-02,0.5087501386287623
2011-07-03,0.5087501386287623
2011-07-04,0.5087501386287623
2011-07-05,0.515412375200897
2011-07-06,0.5144753570830711
2011-07-07,0.53782741758518
2011-07-08,0.5297637514827005
2011-07-09,0.5297637514827005
2011-07-10,0.5297637514827005
2011-07-11,0.4883296587102852
2011-07-12,0.4728630747988709
2011-07-13,0.488275405942421
2011-07-14,0.47435318154188755
2011-07-15,0.48773895025277936
2011-07-16,0.48773895025277936
2011-07-17,0.48773895025277936
2011-07-18,0.4725769201673309
2011-07-19,0.5079230682947418
2011-07-20,0.5105474464829045
2011-07-21,0.5228773951957422
2011-07-22,0.5312805961710303
2011-07-23,0.5312805961710303
2011-07-24,0.5312805961710303
2011-07-25,0.5183749477162176
2011-07-26,0.5060387151917387
2011-07-27,0.46741256400285724
2011-07-28,0.46948941869415983
2011-07-29,0.46848867288933604
2011-07-30,0.46848867288933604
2011-07-31,0.46848867288933604
2011-08-01,0.468176523771765
2011-08-02,0.42128046989368273
2011-08-03,0.4268171253865858
2011-08-04,0.327894183573306
2011-08-05,0.3186842011469526
2011-08-06,0.3186842011469526
2011-08-07,0.3186842011469526
2011-08-08,0.20896049867195599
2011-08-09,0.2882078585534602
2011-08-10,0.2556707408512229
2011-08-11,0.3221084226236208
2011-08-12,0.33167911345821044
2011-08-13,0.33167911345821044
2011-08-14,0.33167911345821044
2011-08-15,0.3656796701663607
2011-08-16,0.3362915773014048
2011-08-17,0.3314946922333881
2011-08-18,0.24981921793117912
2011-08-19,0.22796190937548566
2011-08-20,0.22796190937548566
2011-08-21,0.22796190937548566
2011-08-22,0.22840132425305137
2011-08-23,0.2867882920734879
2011-08-24,0.2970976129721561
2011-08-25,0.27003992480120087
2011-08-26,0.3077370701648505
2011-08-27,0.3077370701648505
2011-08-28,0.3077370701648505
2011-08-29,0.35775959458214923
2011-08-30,0.3661312590807293
2011-08-31,0.36509691367226704
2011-09-01,0.34287617170150053
2011-09-02,0.30576635597260626
2011-09-03,0.30576635597260626
2011-09-04,0.30576635597260626
2011-09-05,0.30576635597260626
2011-09-06,0.30416633649447955
2011-09-07,0.35228184016701536
2011-09-08,0.33045668020840147
2011-09-09,0.2903121572509202
2011-09-10,0.2903121572509202
2011-09-11,0.2903121572509202
2011-09-12,0.2946493061389699
2011-09-13,0.31554199610288114
2011-09-14,0.33565429236109656
2011-09-15,0.34969999743698565
2011-09-16,0.35697093850955364
2011-09-17,0.35697093850955364
2011-09-18,0.35697093850955364
2011-09-19,0.33534845078683406
2011-09-20,0.3215866592698131
2011-09-21,0.2767355676125296
2011-09-22,0.21719017183794254
2011-09-23,0.22890416547891035
2011-09-24,0.22890416547891035
2011-09-25,0.22890416547891035
2011-09-26,0.24436006532937982
2011-09-27,0.26636904700902253
2011-09-28,0.21878404674797092
2011-09-29,0.2148250264086422
2011-09-30,0.17519537559988518
2011-10-01,0.17519537559988518
2011-10-02,0.17519537559988518
2011-10-03,0.12025122572834412
2011-10-04,0.15935085308417274
2011-10-05,0.19414954987269062
2011-10-06,0.23145496475703897
2011-10-07,0.21779980281170075
2011-10-08,0.21779980281170075
2011-10-09,0.21779980281170075
2011-10-10,0.2756149908872525
2011-10-11,0.2831936211031585
2011-10-12,0.30681249050965964
2011-10-13,0.3133021498546231
2011-10-14,0.33628620825746935
2011-10-15,0.33628620825746935
2011-10-16,0.33628620825746935
2011-10-17,0.3047845753976617
2011-10-18,0.31187770093696976
2011-10-19,0.27910654647355293
2011-10-20,0.27915240606047864
2011-10-21,0.3045162952993219
2011-10-22,0.3045162952993219
2011-10-23,0.3045162952993219
2011-10-24,0.3520905214027892
2011-10-25,0.3062442157588092
2011-10-26,0.3264508284138625
2011-10-27,0.3929734637318112
2011-10-28,0.40420796802891457
2011-10-29,0.40420796802891457
2011-10-30,0.40420796802891457
2011-10-31,0.36531517652143286
2011-11-01,0.32966721838922597
2011-11-02,0.35829811082317997
2011-11-03,0.3927227329668499
2011-11-04,0.3911101333855007
2011-11-05,0.3911101333855007
2011-11-06,0.3911101333855007
2011-11-07,0.3902558959628024
2011-11-08,0.40583232230924193
2011-11-09,0.3492452137110371
2011-11-10,0.3462570439522963
2011-11-11,0.3808341110530393
2011-11-12,0.3808341110530393
2011-11-13,0.3808341110530393
2011-11-14,0.3632317640323872
2011-11-15,0.3776064297465367
2011-11-16,0.35059597329752545
2011-11-17,0.31972624427325624
2011-11-18,0.31002550985005617
2011-11-19,0.31002550985005617
2011-11-20,0.31002550985005617
2011-11-21,0.2777085755608846
2011-11-22,0.2714889935968703
2011-11-23,0.2348224157107277
2011-11-24,0.2348224157107277
2011-11-25,0.22404507745733593
2011-11-26,0.22404507745733593
2011-11-27,0.22404507745733593
2011-11-28,0.27494288825827895
2011-11-29,0.27358368347858564
2011-11-30,0.3336567731716671
2011-12-01,0.3361676456630369
2011-12-02,0.34677667777760246
2011-12-03,0.34677667777760246
2011-12-04,0.34677667777760246
2011-12-05,0.36550324346061225
2011-12-06,0.35948234969540604
2011-12-07,0.35454543502754454
2011-12-08,0.31793572470617515
2011-12-09,0.35024269250383155
2011-12-10,0.35024269250383155
2011-12-11,0.35024269250383155
2011-12-12,0.32453587841240594
2011-12-13,0.2984319116148788
2011-12-14,0.27167567679177385
2011-12-15,0.27821527924528633
2011-12-16,0.29187172084979385
2011-12-17,0.29187172084979385
2011-12-18,0.29187172084979385
2011-12-19,0.26699635662901056
2011-12-20,0.3200240754364694
2011-12-21,0.318196030667401
2011-12-22,0.33236851690548996
2011-12-23,0.34127346237738587
2011-12-24,0.34127346237738587
2011-12-25,0.34127346237738587
2011-12-26,0.34127346237738587
2011-12-27,0.34074008159888103
2011-12-28,0.3123495041855646
2011-12-29,0.32712444696468745
2011-12-30,0.32559834098557583
2011-12-31,0.32559834098557583
2012-01-01,0.32559834098557583
2012-01-02,0.32559834098557583
2012-01-03,0.35353924618262766
2012-01-04,0.3640719664900103
2012-01-05,0.3769491071592821
2012-01-06,0.3798506593023985
2012-01-07,0.3798506593023985
2012-01-08,0.3798506593023985
2012-01-09,0.3940840001479853
2012-01-10,0.42560197824291235
2012-01-11,0.43226982940839265
2012-01-12,0.43884288608921507
2012-01-13,0.43972571076619604
2012-01-14,0.43972571076619604
2012-01-15,0.43972571076619604
2012-01-16,0.43972571076619604
2012-01-17,0.4513436270949909
2012-01-18,0.4689336493558771
2012-01-19,0.47461203193111134
2012-01-20,0.4662574472892176
2012-01-21,0.4662574472892176
2012-01-22,0.4662574472892176
2012-01-23,0.4680988555207861
2012-01-24,0.4699663893722601
2012-01-25,0.5029996817684688
2012-01-26,0.5011736920921481
2012-01-27,0.5160680160161111
2012-01-28,0.5160680160161111
2012-01-29,0.5160680160161111
2012-01-30,0.5076867367398483
2012-01-31,0.5108818303966618
2012-02-01,0.5365312359613925
2012-02-02,0.5396324357131281
2012-02-03,0.5627287420294724
2012-02-04,0.5627287420294724
2012-02-05,0.5627287420294724
2012-02-06,0.5646553450688152
2012-02-07,0.5652382910477443
2012-02-08,0.5617498802122096
2012-02-09,0.558571013395859
2012-02-10,0.5400753659832542
2012-02-11,0.5400753659832542
2012-02-12,0.5400753659832542
2012-02-13,0.5560967951354157
2012-02-14,0.5597560289132821
2012-02-15,0.5488698705039097
2012-02-16,0.5757288164059449
2012-02-17,0.5632148343826016
2012-02-18,0.5632148343826016
2012-02-19,0.5632148343826016
2012-02-20,0.5632148343826016
2012-02-21,0.5633123989106796
2012-02-22,0.5638362990695733
2012-02-23,0.5774592353636732
2012-02-24,0.5769565698698675
2012-02-25,0.5769565698698675
2012-02-26,0.5769565698698675
2012-02-27,0.5748778918121162
2012-02-28,0.578481663580793
2012-02-29,0.5657895129765773
2012-03-01,0.5892213975811587
2012-03-02,0.5744557545814348
2012-03-03,0.5744557545814348
2012-03-04,0.5744557545814348
2012-03-05,0.5582842641814045
2012-03-06,0.5215768249558037
2012-03-07,0.5392381332811105
2012-03-08,0.5643078794403737
2012-03-09,0.5742694526254231
2012-03-10,0.5742694526254231
2012-03-11,0.5742694526254231
2012-03-12,0.5689840839843405
2012-03-13,0.5930921063051713
2012-03-14,0.5787562882433082
2012-03-15,0.5916928968920803
2012-03-16,0.5908964142852386
2012-03-17,0.5908964142852386
2012-03-18,0.5908964142852386
2012-03-19,0.6001879444014666
2012-03-20,0.5856658014332403
2012-03-21,0.595433188836856
2012-03-22,0.578324333537835
2012-03-23,0.5924966371707101
2012-03-24,0.5924966371707101
2012-03-25,0.5924966371707101
2012-03-26,0.6180122120983453
2012-03-27,0.6051357205800663
2012-03-28,0.5905231346125368
2012-03-29,0.5871190708496699
2012-03-30,0.5962769002646047
2012-03-31,0.5962769002646047
2012-04-01,0.5962769002646047
2012-04-02,0.610973434981402
2012-04-03,0.6099116068382957
2012-04-04,0.5819256543299716
2012-04-05,0.589825856420013
2012-04-06,0.589825856420013
2012-04-07,0.589825856420013
2012-04-08,0.589825856420013
2012-04-09,0.5760365227624049
2012-04-10,0.5324860701965182
2012-04-11,0.5481256105990291
2012-04-12,0.567146432265085
2012-04-13,0.5547729442901816
2012-04-14,0.5547729442901816
2012-04-15,0.5547729442901816
2012-04-16,0.5390835295787906
2012-04-17,0.562288473892228
2012-04-18,0.5651611386867246
2012-04-19,0.5600168606814577
2012-04-20,0.5568718778497976
2012-04-21,0.5568718778497976
2012-04-22,0.5568718778497976
2012-04-23,0.5371178845769871
2012-04-24,0.5252740426884073
2012-04-25,0.5614599220874765
2012-04-26,0.5758249018180548
2012-04-27,0.582740752269665
2012-04-28,0.582740752269665
2012-04-29,0.582740752269665
2012-04-30,0.5617223313582771
2012-05-01,0.5731557564072285
2012-05-02,0.5872287862303696
2012-05-03,0.5585833053850939
2012-05-04,0.526447096107612
2012-05-05,0.526447096107612
2012-05-06,0.526447096107612
2012-05-07,0.5213554814582622
2012-05-08,0.5108262775985215
2012-05-09,0.5073412087515907
2012-05-10,0.5142896700821522
2012-05-11,0.5200011469020467
2012-05-12,0.5200011469020467
2012-05-13,0.5200011469020467
2012-05-14,0.49662292836295974
2012-05-15,0.49130568961444476
2012-05-16,0.4881598153592477
