date,HKD,CNY
2013-07-17,7.7573,6.135
2013-07-18,7.7582,6.141
2013-07-19,7.7581,6.1385
2013-07-22,7.7587,6.1413
2013-07-23,7.7576,6.1374
2013-07-24,7.7577,6.1359
2013-07-25,7.7574,6.1348
2013-07-26,7.7572,6.1316
2013-07-29,7.7573,6.1324
2013-07-30,7.7553,6.1315
2013-07-31,7.7558,6.1289
2013-08-01,7.7564,6.1304
2013-08-02,7.7562999999999995,6.1298
2013-08-05,7.7569,6.1247
2013-08-06,7.7565,6.1216
2013-08-07,7.7569,6.1195
2013-08-08,7.7562,6.1206
2013-08-09,7.7558,6.122
2013-08-12,7.756,6.1221
2013-08-13,7.7552,6.1217
2013-08-14,7.7555,6.1195
2013-08-15,7.7545,6.113
2013-08-16,7.7541,6.1143
2013-08-19,7.7546,6.1227
2013-08-20,7.7548,6.1248
2013-08-21,7.7545,6.124
2013-08-22,7.7556,6.1213
2013-08-23,7.7548,6.122
2013-08-26,7.7559000000000005,6.1207
2013-08-27,7.7565,6.1213
2013-08-28,7.7559000000000005,6.1198
2013-08-29,7.7555,6.1204
2013-08-30,7.755,6.1203
2013-09-02,7.7544,6.12
2013-09-03,7.7547,6.1204
2013-09-04,7.7553,6.119
2013-09-05,7.7554,6.1186
2013-09-06,7.755,6.1195
2013-09-09,7.7548,6.121
2013-09-10,7.7547,6.1205
2013-09-11,7.7545,6.119
2013-09-12,7.754,6.118
2013-09-13,7.7544,6.1187
2013-09-16,7.7542,6.1202
2013-09-17,7.754,6.121
2013-09-18,7.7538,6.121
2013-09-19,7.7538,6.1212
2013-09-20,7.7531,6.1205
2013-09-23,7.7533,6.1207
2013-09-24,7.7537,6.1194
2013-09-25,7.7539,6.1195
2013-09-26,7.7541,6.1206
2013-09-27,7.7542,6.1186
2013-09-30,7.756,6.1209
2013-10-01,7.754,6.1216
2013-10-02,7.7545,6.1212
2013-10-03,7.7543,6.1207
2013-10-04,7.7546,6.124
2013-10-07,7.7544,6.1218
2013-10-08,7.7542,6.1216
2013-10-09,7.7545,6.1199
2013-10-10,7.7548,6.1161
2013-10-11,7.7541,6.1185
2013-10-14,7.7546,6.1115
2013-10-15,7.7547,6.1025
2013-10-16,7.7547,6.1002
2013-10-17,7.7541,6.0971
2013-10-18,7.7531,6.0964
2013-10-21,7.7524,6.0943
2013-10-22,7.7526,6.0933
2013-10-23,7.7532,6.0859
2013-10-24,7.7543,6.0816
2013-10-25,7.7537,6.0836
2013-10-28,7.7534,6.0859
2013-10-29,7.7535,6.0906
2013-10-30,7.7534,6.0946
2013-10-31,7.7532,6.0938
2013-11-01,7.7521,6.0992
2013-11-04,7.7518,6.098
2013-11-05,7.7518,6.1005
2013-11-06,7.7516,6.0936
2013-11-07,7.7516,6.0915
2013-11-08,7.7517,6.0908
2013-11-11,7.7526,6.0914
2013-11-12,7.753,6.0916
2013-11-13,7.7532,6.0915
2013-11-14,7.7537,6.0926
2013-11-15,7.7539,6.0925
2013-11-18,7.7522,6.092
2013-11-19,7.7516,6.0933
2013-11-20,7.7516,6.0932
2013-11-21,7.7524999999999995,6.0928
2013-11-22,7.7531,6.0936
2013-11-25,7.7526,6.0932
2013-11-26,7.7523,6.0919
2013-11-27,7.753,6.0929
2013-11-28,7.7529,6.0925
2013-11-29,7.7528,6.094
2013-12-02,7.752,6.0933
2013-12-03,7.7523,6.0923
2013-12-04,7.7529,6.0909
2013-12-05,7.7539,6.0917
2013-12-06,7.7545,6.0827
2013-12-09,7.7532,6.0727
2013-12-10,7.7536000000000005,6.0712
2013-12-11,7.7543,6.0719
2013-12-12,7.7537,6.0714
2013-12-13,7.7538,6.0717
2013-12-16,7.7535,6.0722
2013-12-17,7.7526,6.0711
2013-12-18,7.7524,6.0709
2013-12-19,7.7536000000000005,6.0713
2013-12-20,7.7545,6.0706
2013-12-23,7.7537,6.0708
2013-12-24,7.7547,6.0714
2013-12-25,7.7549,6.0715
2013-12-26,7.7552,6.0733
2013-12-27,7.755,6.0693
2013-12-30,7.7548,6.0622
2013-12-31,7.754,6.0543
2014-01-01,7.7541,6.0552
2014-01-02,7.754,6.0508
2014-01-03,7.754,6.0517
2014-01-06,7.7546,6.0525
2014-01-07,7.7544,6.0512
2014-01-08,7.754,6.0511
2014-01-09,7.7544,6.0554
2014-01-10,7.7543,6.0521
2014-01-13,7.7544,6.044
2014-01-14,7.7543,6.0406
2014-01-15,7.7542,6.0462
2014-01-16,7.7547,6.056
2014-01-17,7.7551,6.0498
2014-01-20,7.7566,6.0528
2014-01-21,7.7571,6.0502
2014-01-22,7.758,6.0515
2014-01-23,7.7588,6.0522
2014-01-24,7.7627,6.0484
2014-01-27,7.7663,6.0472
2014-01-28,7.7652,6.0509
2014-01-29,7.764,6.0549
2014-01-30,7.7672,6.0603
2014-01-31,7.765,6.0612
2014-02-03,7.7673,6.0606
2014-02-04,7.7637,6.0613
2014-02-05,7.7617,6.0602
2014-02-06,7.7596,6.0622
2014-02-07,7.7586,6.0639
2014-02-10,7.7574,6.0603
2014-02-11,7.7562,6.0602
2014-02-12,7.7569,6.0627
2014-02-13,7.7558,6.0639
2014-02-14,7.7555,6.0662
2014-02-17,7.7551,6.064
2014-02-18,7.7544,6.0675
2014-02-19,7.7551,6.0764
2014-02-20,7.7556,6.0845
2014-02-21,7.7553,6.0912
2014-02-24,7.7584,6.0976
2014-02-25,7.7608,6.1234
2014-02-26,7.7613,6.1244
2014-02-27,7.7616,6.1283
2014-02-28,7.7602,6.1451
2014-03-03,7.7620000000000005,6.1457
2014-03-04,7.7612,6.1431000000000004
2014-03-05,7.7609,6.1286
2014-03-06,7.7608,6.1187
2014-03-07,7.7608,6.1274
2014-03-10,7.7613,6.1402
2014-03-11,7.7623999999999995,6.1401
2014-03-12,7.766,6.1456
2014-03-13,7.7652,6.1373
2014-03-14,7.7672,6.1499
2014-03-17,7.7667,6.1775
2014-03-18,7.7669,6.195
2014-03-19,7.7656,6.1943
2014-03-20,7.7642,6.2286
2014-03-21,7.7581,6.2258
2014-03-24,7.7576,6.1943
2014-03-25,7.7562999999999995,6.2009
2014-03-26,7.7582,6.2087
2014-03-27,7.7582,6.2131
2014-03-28,7.7577,6.2125
2014-03-31,7.7568,6.2171
2014-04-01,7.7564,6.2068
2014-04-02,7.7562,6.2055
2014-04-03,7.7569,6.2114
2014-04-04,7.757,6.2123
2014-04-07,7.7553,6.2134
2014-04-08,7.7542,6.1967
2014-04-09,7.7535,6.2
2014-04-10,7.753,6.2125
2014-04-11,7.7528,6.2104
2014-04-14,7.7534,6.2195
2014-04-15,7.754,6.221
2014-04-16,7.7542,6.222
2014-04-17,7.7544,6.2187
2014-04-18,7.7544,6.2243
2014-04-21,7.7538,6.2276
2014-04-22,7.753,6.237
2014-04-23,7.7527,6.2379999999999995
2014-04-24,7.7532,6.2504
2014-04-25,7.7534,6.2527
2014-04-28,7.753,6.2524
2014-04-29,7.7535,6.2578
2014-04-30,7.7528,6.2595
2014-05-01,7.7527,6.2598
2014-05-02,7.7526,6.2594
2014-05-05,7.7522,6.2443
2014-05-06,7.752,6.2265
2014-05-07,7.7527,6.2354
2014-05-08,7.7518,6.2278
2014-05-09,7.7517,6.2275
2014-05-12,7.7517,6.2369
2014-05-13,7.7517,6.2288
2014-05-14,7.7518,6.2287
2014-05-15,7.752,6.2296
2014-05-16,7.7523,6.2334
2014-05-19,7.7521,6.2373
2014-05-20,7.7529,6.2378
2014-05-21,7.7527,6.2338000000000005
2014-05-22,7.7538,6.2353
2014-05-23,7.7531,6.2361
2014-05-26,7.7535,6.2392
2014-05-27,7.7533,6.2479
2014-05-28,7.7537,6.2553
2014-05-29,7.7527,6.2397
2014-05-30,7.7529,6.2471
2014-06-02,7.754,6.2481
2014-06-03,7.7528,6.2544
2014-06-04,7.7528,6.2504
2014-06-05,7.7526,6.2545
2014-06-06,7.7524999999999995,6.2506
2014-06-09,7.7515,6.2401
2014-06-10,7.7516,6.2253
2014-06-11,7.7517,6.2281
2014-06-12,7.7516,6.2191
2014-06-13,7.7516,6.2108
2014-06-16,7.7512,6.2244
2014-06-17,7.7513,6.2262
2014-06-18,7.7511,6.2311
2014-06-19,7.7507,6.2293
2014-06-20,7.7518,6.2255
2014-06-23,7.7511,6.2264
2014-06-24,7.7516,6.2309
2014-06-25,7.7518,6.2346
2014-06-26,7.7519,6.2249
2014-06-27,7.7513,6.2181
2014-06-30,7.7504,6.2031
2014-07-01,7.7501,6.2013
2014-07-02,7.75,6.2103
2014-07-03,7.7501,6.2127
2014-07-04,7.7501,6.205
2014-07-07,7.7501999999999995,6.2035
2014-07-08,7.7501,6.202
2014-07-09,7.75,6.199
2014-07-10,7.75,6.2021
2014-07-11,7.75,6.2036999999999995
2014-07-14,7.7501,6.2059
2014-07-15,7.75,6.2079
2014-07-16,7.7508,6.2049
2014-07-17,7.7509,6.2042
2014-07-18,7.7511,6.2079
2014-07-21,7.7517,6.2092
2014-07-22,7.7514,6.2036999999999995
2014-07-23,7.7505,6.1986
2014-07-24,7.7501,6.1943
2014-07-25,7.75,6.1919
2014-07-28,7.75,6.1874
2014-07-29,7.7501,6.1816
2014-07-30,7.75,6.172
2014-07-31,7.7501,6.1738
2014-08-01,7.75,6.1795
2014-08-04,7.75,6.1793
2014-08-05,7.7501,6.1708
2014-08-06,7.7506,6.1634
2014-08-07,7.751,6.1609
2014-08-08,7.7515,6.1564
2014-08-11,7.7513,6.1542
2014-08-12,7.7513,6.1581
2014-08-13,7.751,6.1542
2014-08-14,7.7508,6.1531
2014-08-15,7.7503,6.1472
2014-08-18,7.7506,6.1437
2014-08-19,7.7508,6.1417
2014-08-20,7.7508,6.1408
2014-08-21,7.7501999999999995,6.152
2014-08-22,7.7501999999999995,6.1528
2014-08-25,7.7501,6.154
2014-08-26,7.7506,6.1531
2014-08-27,7.7501,6.1434
2014-08-28,7.7501,6.1438
2014-08-29,7.7501999999999995,6.1436
2014-09-01,7.7501999999999995,6.1433
2014-09-02,7.7503,6.1476
2014-09-03,7.7501999999999995,6.1414
2014-09-04,7.7505,6.1386
2014-09-05,7.7501999999999995,6.1411
2014-09-08,7.7501,6.1414
2014-09-09,7.7506,6.1368
2014-09-10,7.7507,6.1298
2014-09-11,7.7503,6.1303
2014-09-12,7.7506,6.1350999999999996
2014-09-15,7.7512,6.1414
2014-09-16,7.7511,6.1463
2014-09-17,7.7507,6.1397
2014-09-18,7.7509,6.1414
2014-09-19,7.7512,6.1409
2014-09-22,7.7513,6.1407
2014-09-23,7.7518,6.1384
2014-09-24,7.7519,6.1342
2014-09-25,7.7541,6.1365
2014-09-26,7.7576,6.1267
2014-09-29,7.7693,6.1533
2014-09-30,7.7652,6.1394
2014-10-01,7.7646,6.1396
2014-10-02,7.7618,6.1378
2014-10-03,7.7615,6.1395
2014-10-06,7.7553,6.1383
2014-10-07,7.7548,6.1401
2014-10-08,7.7572,6.1387
2014-10-09,7.7561,6.1305
2014-10-10,7.7585,6.131
2014-10-13,7.7576,6.1263
2014-10-14,7.7572,6.1248
2014-10-15,7.7566,6.1263
2014-10-16,7.7585,6.1233
2014-10-17,7.7576,6.1252
2014-10-20,7.7576,6.1241
2014-10-21,7.7562999999999995,6.123
2014-10-22,7.7573,6.1181
2014-10-23,7.7573,6.1197
2014-10-24,7.7573,6.1165
2014-10-27,7.7573,6.1162
2014-10-28,7.7575,6.1143
2014-10-29,7.7547,6.1114
2014-10-30,7.7549,6.1154
2014-10-31,7.755,6.113
2014-11-03,7.7532,6.1192
2014-11-04,7.7523,6.1162
2014-11-05,7.7517,6.1145
2014-11-06,7.7529,6.1126
2014-11-07,7.7527,6.1224
2014-11-10,7.7558,6.1199
2014-11-11,7.7549,6.1251
2014-11-12,7.7544,6.1263
2014-11-13,7.7549,6.1261
2014-11-14,7.7545,6.13
2014-11-17,7.7547,6.127
2014-11-18,7.755,6.1213
2014-11-19,7.7552,6.1212
2014-11-20,7.7567,6.1261
2014-11-21,7.7585,6.1248
2014-11-24,7.7557,6.1424
2014-11-25,7.7545,6.1373
2014-11-26,7.7541,6.1385
2014-11-27,7.7528,6.1386
2014-11-28,7.754,6.145
2014-12-01,7.7555,6.1506
2014-12-02,7.7548,6.15
2014-12-03,7.7533,6.1502
2014-12-04,7.7513,6.1549
2014-12-05,7.7511,6.1523
2014-12-08,7.7513,6.1715
2014-12-09,7.7529,6.1879
2014-12-10,7.7511,6.1754999999999995
2014-12-11,7.752,6.1889
2014-12-12,7.7512,6.1884
2014-12-15,7.753,6.1934
2014-12-16,7.7542,6.1906
2014-12-17,7.756,6.1972
2014-12-18,7.7562999999999995,6.2156
2014-12-19,7.7533,6.2211
2014-12-22,7.7552,6.2228
2014-12-23,7.7567,6.2257
2014-12-24,7.7621,6.2161
2014-12-25,7.76,6.2009
2014-12-26,7.76,6.213
2014-12-29,7.7583,6.2245
2014-12-30,7.7571,6.2029
2014-12-31,7.7551,6.2055
2015-01-01,7.7552,6.2077
2015-01-02,7.7566,6.2077
2015-01-05,7.7559000000000005,6.2201
2015-01-06,7.7543,6.2134
2015-01-07,7.7549,6.2128
2015-01-08,7.7545,6.2141
2015-01-09,7.7531,6.2087
2015-01-12,7.753,6.2039
2015-01-13,7.753,6.1996
2015-01-14,7.7542,6.1969
2015-01-15,7.7528,6.1883
2015-01-16,7.7511,6.2078
2015-01-19,7.7522,6.2204
2015-01-20,7.7526,6.2137
2015-01-21,7.7507,6.2123
2015-01-22,7.7529,6.209
2015-01-23,7.752,6.2287
2015-01-26,7.7518,6.2556
2015-01-27,7.7521,6.2432
2015-01-28,7.7519,6.2473
2015-01-29,7.752,6.2467
2015-01-30,7.7519,6.2506
2015-02-02,7.7528,6.2599
2015-02-03,7.7539,6.2582
2015-02-04,7.7524,6.2481
2015-02-05,7.7524,6.2529
2015-02-06,7.753,6.2446
2015-02-09,7.7537,6.2473
2015-02-10,7.7535,6.2417
2015-02-11,7.7544,6.2425
2015-02-12,7.754,6.2455
2015-02-13,7.7556,6.2405
2015-02-16,7.7592,6.2493
2015-02-17,7.7596,6.2548
2015-02-18,7.7585,6.2554
2015-02-19,7.7582,6.2549
2015-02-20,7.7585,6.2562
2015-02-23,7.7569,6.2565
2015-02-24,7.7571,6.2559000000000005
2015-02-25,7.757,6.2599
2015-02-26,7.7547,6.2587
2015-02-27,7.7555,6.2694
2015-03-02,7.7555,6.2729
2015-03-03,7.7554,6.2747
2015-03-04,7.7556,6.271
2015-03-05,7.7558,6.2661999999999995
2015-03-06,7.7569,6.2631
2015-03-09,7.7600999999999996,6.2646
2015-03-10,7.7614,6.2619
2015-03-11,7.7708,6.2625
2015-03-12,7.7695,6.2625
2015-03-13,7.7657,6.2589
2015-03-16,7.7647,6.2620000000000005
2015-03-17,7.7626,6.2497
2015-03-18,7.7594,6.2294
2015-03-19,7.7598,6.1959
2015-03-20,7.7577,6.2046
2015-03-23,7.7564,6.2144
2015-03-24,7.7564,6.2056000000000004
2015-03-25,7.7548,6.2129
2015-03-26,7.7547,6.2114
2015-03-27,7.7535,6.2157
2015-03-30,7.755,6.2078
2015-03-31,7.7524,6.1997
2015-04-01,7.7524999999999995,6.1982
2015-04-02,7.7527,6.197
2015-04-03,7.7523,6.1944
2015-04-06,7.7524999999999995,6.1944
2015-04-07,7.752,6.1981
2015-04-08,7.7504,6.203
2015-04-09,7.7501,6.2059
2015-04-10,7.7501,6.2087
