Date,000016.SH,000905.SH,CBA00101.CS,CCFI.WI,CCCI.FMM,H11025.CSI,885009.WI
2007-03-07,2129.48,2580.597,116.5412,1268.8948,,1023.135,1066.6469
2007-03-08,2150.153,2634.879,116.5075,1292.4388,,1023.1973,1066.7118
2007-03-09,2144.218,2638.047,116.4756,1281.9158,,1023.2551,1066.7721
2007-03-12,2140.528,2696.497,116.4921,1288.5926,,1023.4319,1066.9562
2007-03-13,2149.972,2727.455,116.4808,1301.5404,,1023.4892,1067.0159
2007-03-14,2100.56,2708.687,116.473,1291.7021,,1023.5473,1067.0765
2007-03-15,2138.05,2760.844,116.47,1305.3023,,1023.6082,1067.14
2007-03-16,2107.627,2710.861,116.4427,1336.1844,,1023.6672,1067.2015
2007-03-19,2176.152,2751.477,116.4169,1323.903,,1023.8532,1067.3951
2007-03-20,2175.131,2810.714,116.3965,1340.5686,,1023.9151,1067.4595
2007-03-21,2192.931,2859.006,116.364,1324.3021,,1023.9774,1067.5243
2007-03-22,2208.47,2861.146,116.3499,1334.4667,,1024.0411,1067.5906
2007-03-23,2200.042,2897.999,116.3304,1353.025,,1024.1015,1067.6535
2007-03-26,2230.004,2989.051,116.3586,1357.7918,,1024.2872,1067.8467
2007-03-27,2237.22,3039.534,116.3667,1359.343,,1024.351,1067.9131
2007-03-28,2277.965,3004.295,116.3753,1349.3449,,1024.4202,1067.985
2007-03-29,2301.483,2894.779,116.393,1344.4889,,1024.4796,1068.0468
2007-03-30,2288.263,2926.064,116.4069,1368.0029,,1024.5391,1068.1088
2007-04-02,2342.525,2993.63,116.4321,1367.3412,,1024.7075,1068.0875
2007-04-03,2362.982,3042.461,116.421,1380.338,,1024.765,1068.1473
2007-04-04,2372.657,3078.901,116.4294,1405.9098,,1024.8208,1068.2055
2007-04-05,2392.64,3133.142,116.4441,1412.8816,,1024.8747,1068.2618
2007-04-06,2390.642,3182.797,116.4257,1437.4095,,1024.9472,1068.337
2007-04-09,2442.926,3240.302,116.3992,1474.9026,,1025.1305,1068.5278
2007-04-10,2473.758,3261.527,116.3664,1499.3914,,1025.1935,1068.5934
2007-04-11,2508.472,3309.745,116.3584,1491.0505,,1025.2562,1068.6586
2007-04-12,2535.098,3387.412,116.3757,1534.6077,,1025.3146,1068.7194
2007-04-13,2517.789,3358.632,116.3626,1498.0028,,1025.3792,1068.7866
2007-04-16,2585.343,3458.067,116.3733,1531.9298,,1025.5619,1068.9768
2007-04-17,2577.015,3558.216,116.3256,1514.2912,,1025.6291,1069.0467
2007-04-18,2558.519,3649.714,116.2506,1568.4322,,1025.6987,1069.119
2007-04-19,2452.547,3435.78,116.2297,1525.6932,,1025.7742,1069.1972
2007-04-20,2547.501,3614.391,116.1978,1514.2318,,1025.8566,1069.2826
2007-04-23,2651.43,3782.256,116.2215,1498.8427,,1026.125,1069.5583
2007-04-24,2659.213,3821.416,116.2218,1517.6041,,1026.2006,1069.6368
2007-04-25,2679.083,3805.046,116.213,1471.6699,,1026.2802,1069.7191
2007-04-26,2702.128,3853.269,116.2478,1482.512,,1026.3576,1069.7992
2007-04-27,2681.3,3845.813,116.2626,1436.3683,,1026.4332,1069.8776
2007-04-30,2757.827,3903.689,116.3546,1479.9921,,1026.6288,1070.084
2007-05-08,2831.262,4091.133,116.4212,1509.3429,,1027.1576,1070.6346
2007-05-09,2860.312,4099.126,116.426,1517.4826,,1027.2176,1070.6969
2007-05-10,2885.717,4128.081,116.3841,1506.9791,,1027.2839,1070.7658
2007-05-11,2867.972,4109.403,116.3323,1453.0662,,1027.3494,1070.8339
2007-05-14,2885.505,4133.826,116.2772,1446.8067,,1027.5284,1071.0204
2007-05-15,2770.655,3998.777,116.168,1406.8915,,1027.5911,1071.0857
2007-05-16,2828.525,4118.139,116.1472,1421.775,,1027.6704,1071.1679
2007-05-17,2872.787,4221.913,116.1306,1367.5942,,1027.7288,1071.2288
2007-05-18,2854.318,4235.185,116.1047,1323.9662,,1027.7922,1071.2947
2007-05-21,2864.699,4364.156,115.9565,1377.3028,,1027.9717,1071.4817
2007-05-22,2882.665,4459.813,115.8913,1371.2077,,1028.0306,1071.543
2007-05-23,2919.943,4582.306,115.867,1340.4318,,1028.0949,1071.609
2007-05-24,2906.815,4571.714,115.89,1361.2936,,1028.1556,1071.6722
2007-05-25,2942.513,4649.857,115.897,1331.5873,,1028.213,1071.7319
2007-05-28,2998.859,4761.701,115.9195,1359.3802,,1028.3894,1071.9153
2007-05-29,3050.437,4853.643,115.9454,1357.6527,,1028.4539,1071.9824
2007-05-30,2857.002,4456.279,115.9513,1347.0138,,1028.5178,1072.0485
2007-05-31,2940.374,4267.781,115.9633,1377.4836,,1028.5816,1072.1149
2007-06-01,2906.588,3960.442,115.9657,1391.9478,,1028.6458,1072.1821
2007-06-04,2695.765,3618.688,115.9723,1380.0304,,1028.8317,1072.375
2007-06-05,2778.658,3659.941,115.9789,1413.3843,,1028.8958,1072.4417
2007-06-06,2781.319,3736.931,115.9701,1407.8921,,1028.9604,1072.509
2007-06-07,2856.539,3936.766,115.9516,1382.2283,,1029.0225,1072.5736
2007-06-08,2856.019,4002.868,115.91,1362.502,,1029.0798,1072.6332
2007-06-11,2918.305,4104.551,115.8358,1348.8287,,1029.2538,1072.8131
2007-06-12,2982.901,4218.436,115.7158,1337.7224,,1029.3148,1072.8767
2007-06-13,3045.944,4372.53,115.6531,1335.5983,,1029.3889,1072.9539
2007-06-14,3010.165,4311.975,115.5923,1341.7563,,1029.4572,1073.0249
2007-06-15,3035.778,4316.53,115.5589,1336.5684,,1029.5339,1073.1045
2007-06-18,3133.531,4439.185,115.5317,1367.0687,,1029.8341,1073.409
2007-06-19,3132.305,4529.033,115.4463,1352.9533,,1029.9393,1073.5197
2007-06-20,3059.16,4396.218,115.4322,1354.6159,,1030.0594,1073.6454
2007-06-21,3109.915,4374.488,115.3102,1356.202,,1030.1617,1073.7529
2007-06-22,3037.509,4123.215,115.3307,1346.8436,,1030.2516,1073.8479
2007-06-25,2942.286,3851.944,115.3242,1327.1499,,1030.4681,1074.0762
2007-06-26,2966.244,3928.703,115.319,1318.5482,,1030.5272,1074.1374
2007-06-27,3057.337,4022.313,115.2924,1280.0493,,1030.5939,1074.2057
2007-06-28,2969.494,3757.978,115.2273,1311.8153,,1030.654,1074.2687
2007-06-29,2915.882,3585.486,115.1973,1334.4011,,1030.7437,1074.3636
2007-07-02,2910.886,3644.79,115.2315,1340.2767,,1031.0909,1074.7349
2007-07-03,2955.207,3704.706,115.2439,1376.0047,,1031.2047,1074.8513
2007-07-04,2877.802,3622.518,115.2598,1361.2346,,1031.3249,1074.9747
2007-07-05,2745.974,3380.179,115.2484,1371.441,,1031.4321,1075.0862
2007-07-06,2860.735,3591.377,115.2413,1357.1112,,1031.5453,1075.2017
2007-07-09,2939.097,3711.714,115.233,1381.2518,,1031.8488,1075.5054
2007-07-10,2936.938,3606.187,115.1949,1375.1544,,1031.9279,1075.5892
2007-07-11,2937.598,3653.311,115.167,1352.548,,1032.0323,1075.7011
2007-07-12,2969.573,3671.175,115.149,1364.1225,,1032.1473,1075.8227
2007-07-13,2970.342,3655.845,115.1395,1348.4805,,1032.2676,1075.9498
2007-07-16,2878.356,3532.064,115.1658,1354.3861,,1032.6472,1076.3452
2007-07-17,2956.496,3610.382,115.1576,1342.0592,,1032.7466,1076.4458
2007-07-18,2978.901,3624.341,115.1604,1347.1094,,1032.823,1076.5237
2007-07-19,2972.502,3640.282,115.1586,1370.1742,,1032.884,1076.5872
2007-07-20,3102.789,3788.744,115.1555,1410.8386,,1032.9469,1076.6525
2007-07-23,3225.639,3984.788,115.176,1436.3019,,1033.1412,1076.8536
2007-07-24,3226.958,3993.019,115.1619,1397.9124,,1033.2139,1076.929
2007-07-25,3304.747,4106.826,115.3356,1398.137,,1033.2882,1077.0059
2007-07-26,3315.022,4190.881,115.4538,1406.5687,,1033.3665,1077.0869
2007-07-27,3293.38,4269.767,115.4881,1394.6637,,1033.4462,1077.1696
2007-07-30,3359.707,4353.092,115.5281,1401.8673,,1033.6708,1077.3999
2007-07-31,3391.858,4403.584,115.5274,1421.8103,,1033.7437,1077.4753
2007-08-01,3281.34,4161.135,115.5638,1399.4476,,1033.8224,1077.5566
2007-08-02,3362.457,4336.811,115.5912,1403.9039,,1033.9056,1077.6425
2007-08-03,3520.144,4408.047,115.5986,1405.4877,,1033.9829,1077.7224
2007-08-06,3595.033,4504.344,115.6218,1367.9159,,1034.1968,1077.9446
2007-08-07,3612.701,4470.142,115.615,1375.143,,1034.2725,1078.0227
2007-08-08,3596.282,4395.427,115.6153,1373.1039,,1034.3457,1078.099
2007-08-09,3704.584,4442.06,115.6313,1376.8068,,1034.4278,1078.1846
2007-08-10,3707.916,4348.811,115.662,1348.4507,,1034.4929,1078.252
2007-08-13,3740.566,4329.765,115.6705,1367.3189,,1034.6984,1078.4651
2007-08-14,3787.108,4436.206,115.69,1358.888,,1034.7589,1078.5277
2007-08-15,3799.237,4412.795,115.7329,1344.7279,,1034.8165,1078.5873
2007-08-16,3698.951,4438.959,115.7403,1341.7696,,1034.8763,1078.6491
2007-08-17,3606.528,4390.883,115.7583,1290.7448,,1034.9409,1078.7161
2007-08-20,3831.053,4570.571,115.8109,1323.7406,,1035.1313,1078.914
2007-08-21,3903.66,4625.28,115.8485,1318.6097,,1035.1935,1078.9786
2007-08-22,3949.827,4685.058,115.8837,1322.9836,,1035.2565,1079.0441
2007-08-23,4013.344,4733.839,115.9216,1358.3643,,1035.322,1079.1117
2007-08-24,4104.658,4742.953,115.9681,1347.6196,,1035.3936,1079.1861
2007-08-27,4134.695,4724.544,116.0549,1367.6991,,1035.5954,1079.3959
2007-08-28,4147.86,4729.791,116.0528,1355.3835,,1035.6603,1079.4633
2007-08-29,4080.079,4701.439,116.0243,1339.7518,,1035.7293,1079.5343
2007-08-30,4111.29,4843.707,116.0412,1361.0172,,1035.7964,1079.6036
2007-08-31,4150.167,4897.636,116.0693,1371.9351,,1035.867,1079.677
2007-09-03,4240.643,5008.833,116.1151,1361.2843,,1036.0907,1079.9093
2007-09-04,4166.852,4980.529,116.1125,1361.9076,,1036.1688,1079.9901
2007-09-05,4147.747,5010.729,116.1054,1360.137,,1036.2347,1080.0582
2007-09-06,4204.797,5065.515,116.1062,1353.9285,,1036.3016,1080.1276
2007-09-07,4111.931,4939.231,116.0818,1360.8956,,1036.3847,1080.214
2007-09-10,4172.815,5038.941,116.0951,1349.5064,,1036.6964,1080.5365
2007-09-11,3992.034,4718.312,116.0233,1359.8435,,1036.821,1080.6681
2007-09-12,4035.72,4770.769,115.9653,1370.629,,1036.9667,1080.8225
2007-09-13,4143.115,4872.661,115.9605,1368.7985,,1037.1125,1080.9766
2007-09-14,4165.566,4936.694,115.4944,1376.2768,,1037.2706,1081.1448
2007-09-17,4237.923,5047.597,115.3324,1385.5809,,1038.0055,1081.912
2007-09-18,4204.701,5096.239,115.3568,1383.4801,,1038.2732,1082.1897
2007-09-19,4161.587,5029.101,115.4215,1400.6916,,1038.5326,1082.4633
2007-09-20,4222.419,5079.078,115.4285,1401.7855,,1038.8327,1082.7757
2007-09-21,4197.038,5028.843,115.5217,1401.4502,,1039.1736,1083.1306
2007-09-24,4231.75,5054.73,115.5714,1407.9963,,1040.2642,1084.2645
2007-09-25,4193.062,5013.06,115.6197,1416.927,,1040.565,1084.5777
2007-09-26,4140.323,4932.521,115.7092,1406.8075,,1040.9219,1084.948
2007-09-27,4189.122,4972.716,115.8156,1408.1491,,1041.2285,1085.2665
2007-09-28,4307.417,5083.65,115.9239,1419.2826,,1041.438,1085.4822
2007-10-08,4401.282,5088.596,116.1099,1410.1544,,1042.941,1087.0333
2007-10-09,4425.702,5141.892,116.121,1386.9839,,1043.0031,1087.0977
2007-10-10,4445.956,5109.1,116.1344,1400.0939,,1043.0801,1087.1775
2007-10-11,4577.884,5005.498,116.1583,1402.3262,,1043.1354,1087.2354
2007-10-12,4578.686,4891.386,116.1677,1401.7471,,1043.1905,1087.2928
2007-10-15,4694.314,4890.596,116.1724,1418.9699,,1043.362,1087.4718
2007-10-16,4731.826,4943.559,116.1608,1416.9922,,1043.4187,1087.5311
2007-10-17,4684.106,4929.536,116.0257,1399.6615,,1043.4974,1087.6126
2007-10-18,4508.662,4814.462,116.0022,1397.061,,1043.5589,1087.6766
2007-10-19,4494.561,4813.952,115.9589,1394.3498,,1043.6249,1087.7454
2007-10-22,4390.267,4688.292,115.9141,1367.1429,,1043.8094,1087.9383
2007-10-23,4475.44,4688.722,115.8735,1374.9474,,1043.9174,1088.053
2007-10-24,4550.561,4596.635,115.8552,1363.3283,,1044.0887,1088.2303
2007-10-25,4364.123,4251.497,115.889,1364.1328,,1044.3218,1088.4735
2007-10-26,4429.979,4228.946,115.8534,1380.963,,1044.6308,1088.7959
2007-10-29,4527.122,4288.789,115.9778,1398.1172,,1045.6759,1089.8839
2007-10-30,4592.329,4388.327,116.0057,1374.7323,,1046.0004,1090.2191
2007-10-31,4627.776,4550.183,116.0087,1373.6029,,1046.2504,1090.4776
2007-11-01,4607.219,4431.099,115.9979,1361.9396,,1046.422,1090.6562
2007-11-02,4543.163,4329.631,115.9633,1346.7774,,1046.5357,1090.774
2007-11-05,4410.966,4361.872,115.9157,1330.3351,,1046.8347,1091.0843
2007-11-06,4344.886,4395.011,115.841,1345.3659,,1046.9316,1091.1846
2007-11-07,4383.631,4385.856,115.7463,1347.4213,,1047.0179,1091.2741
2007-11-08,4154.969,4205.65,115.6296,1319.2074,,1047.0908,1091.3499
2007-11-09,4139.572,4153.236,115.5613,1325.0771,,1047.1575,1091.4195
2007-11-12,4107.336,4098.556,115.5281,1278.7224,,1047.3442,1091.6145
2007-11-13,4071.299,4114.509,115.5256,1269.9895,,1047.4092,1091.683
2007-11-14,4247.162,4263.995,115.4701,1279.1412,,1047.4819,1091.7593
2007-11-15,4201.794,4210.704,115.4926,1278.2747,,1047.554,1091.8353
2007-11-16,4133.351,4217.228,115.443,1246.9339,,1047.641,1091.9264
2007-11-19,4086.383,4313.28,115.4519,1230.98,,1047.9539,1092.2534
2007-11-20,4136.078,4371.676,115.4615,1199.7274,,1048.0808,1092.3861
2007-11-21,4064.782,4308.422,115.477,1165.7706,,1048.2378,1092.55
2007-11-22,3895.945,4113.309,115.4602,1188.2937,,1048.4214,1092.7494
2007-11-23,3961.369,4193.98,115.5126,1206.0939,,1048.5966,1092.9314
2007-11-26,3910.457,4151.876,115.5643,1193.3662,,1049.1011,1093.4553
2007-11-27,3829.728,4108.951,115.6316,1190.9719,,1049.22,1093.5786
2007-11-28,3784.279,4078.041,115.6466,1206.7786,,1049.2955,1093.6574
2007-11-29,3975.709,4185.267,115.6573,1233.3916,,1049.3675,1093.7326
2007-11-30,3880.339,4122.932,115.6872,1247.1188,,1049.441,1093.8101
2007-12-03,3910.129,4170.263,115.7043,1237.7713,,1049.6742,1094.0553
2007-12-04,3963.187,4194.015,115.7231,1211.3346,,1049.8256,1094.2131
2007-12-05,4070.822,4273.045,115.7386,1234.7657,,1049.995,1094.3891
2007-12-06,4070.157,4291.068,115.7743,1221.5456,,1050.1751,1094.5764
2007-12-07,4122.062,4362.22,115.7827,1228.7976,,1050.3684,1094.7764
2007-12-10,4165.864,4483.831,115.81,1237.1642,,1050.915,1095.3429
2007-12-11,4159.432,4534.937,115.8432,1235.5474,,1051.0361,1095.4694
2007-12-12,4083.594,4544.681,115.8598,1195.6242,,1051.1517,1095.5908
2007-12-13,3948.737,4402.636,115.8356,1210.4142,,1051.2943,1095.7402
2007-12-14,4008.878,4499.53,115.8986,1197.542,,1051.4796,1095.9348
2007-12-17,3876.139,4506.042,115.9594,1198.8154,,1052.1411,1096.6216
2007-12-18,3849.147,4467.812,115.99,1174.2651,,1052.331,1096.8194
2007-12-19,3953.055,4565.622,116.0113,1194.8974,,1052.5008,1096.9957
2007-12-20,4040.036,4621.393,116.024,1218.3082,,1052.5957,1097.0952
2007-12-21,4081.005,4691.533,116.0219,1253.3736,,1052.67,1097.1725
2007-12-24,4172.444,4772.638,116.1035,1287.6888,,1052.8381,1097.3515
2007-12-25,4162.079,4815.209,116.1045,1277.4102,,1052.9028,1097.419
2007-12-26,4175.555,4912.841,116.1241,1295.3163,,1052.9659,1097.485
2007-12-27,4258.549,4963.453,116.1756,1285.1825,,1053.0241,1097.5459
2007-12-28,4226.756,4947.603,116.1805,1262.5262,,1053.0893,1097.6141
2008-01-02,4219.686,5123.934,116.2405,1262.8403,,1053.4775,1098.0742
2008-01-03,4230.418,5230.749,116.2225,1281.9838,,1053.545,1098.1447
2008-01-04,4282.686,5243.032,116.2379,1317.5596,,1053.6076,1098.2103
2008-01-07,4330.275,5347.806,116.2869,1304.8822,,1053.8083,1098.4201
2008-01-08,4358.095,5200.552,116.3248,1317.5439,,1053.8746,1098.4899
2008-01-09,4405.921,5356.482,116.3383,1351.4446,,1053.9409,1098.5593
2008-01-10,4431.461,5382.326,116.3411,1331.3585,,1054.0091,1098.6303
2008-01-11,4481.487,5376.797,116.3099,1359.5697,,1054.0782,1098.7025
2008-01-14,4499.139,5445.102,116.3179,1357.8326,,1054.2646,1098.8977
2008-01-15,4440.819,5487.088,116.3315,1336.7939,,1054.3323,1098.9684
2008-01-16,4274.021,5412.911,116.3374,1305.7648,,1054.4063,1099.0456
2008-01-17,4178.709,5270.956,116.3499,1322.2,,1054.471,1099.1139
2008-01-18,4195.954,5317.448,116.3811,1310.6233,,1054.5455,1099.1915
2008-01-21,3975.71,5097.226,116.4254,1321.1431,,1054.7448,1099.4011
2008-01-22,3679.014,4661.826,116.4285,1280.7437,,1054.8121,1099.4722
2008-01-23,3822.816,4912.058,116.5554,1288.764,,1054.9028,1099.5683
2008-01-24,3818.332,5080.926,116.6711,1306.1194,,1055.0374,1099.7102
2008-01-25,3875.578,5096.69,116.7207,1315.2403,,1055.2253,1099.9067
2008-01-28,3597.264,4740.501,116.8056,1294.3449,,1055.8787,1100.5875
2008-01-29,3611.978,4840.636,116.8181,1323.5221,,1056.0817,1100.7997
2008-01-30,3541.082,4851.426,116.892,1323.8099,,1056.2494,1100.9734
2008-01-31,3497.922,4663.415,116.9878,1334.9522,,1056.376,1101.1044
2008-02-01,3500.053,4456.927,117.2049,1340.1836,,1056.4644,1101.1962
2008-02-04,3796.13,4820.387,117.3052,1357.993,,1056.6665,1101.4073
2008-02-05,3766.163,4838.995,117.3378,1365.5114,,1056.7396,1101.4837
2008-02-13,3660.157,4813.581,117.4416,1379.9216,,1057.3347,1102.1116
2008-02-14,3706.966,4910.358,117.4503,1394.1268,,1057.4128,1102.1938
2008-02-15,3646.176,4886.016,117.4524,1391.694,,1057.4937,1102.2782
2008-02-18,3709.071,5043.144,117.4638,1416.4807,,1057.716,1102.5106
2008-02-19,3787.029,5133.361,117.3944,1424.9381,,1057.7931,1102.5912
2008-02-20,3676.474,5089.439,117.4245,1425.2311,,1057.8592,1102.6607
2008-02-21,3620.846,5153.601,117.4513,1454.9443,,1057.9348,1102.7405
2008-02-22,3466.204,5029.198,117.5012,1462.8512,,1058.0391,1102.8494
2008-02-25,3331.99,4869.654,117.5611,1498.2764,,1058.3629,1103.1877
2008-02-26,3363.701,4868.814,117.5956,1437.786,,1058.4756,1103.3054
2008-02-27,3459.782,4977.335,117.6368,1462.9791,,1058.589,1103.4233
2008-02-28,3435.455,4989.412,117.6636,1478.2384,,1058.6841,1103.5223
2008-02-29,3470.602,5057.617,117.6717,1483.3638,,1058.745,1103.5847
2008-03-03,3539.431,5227.732,117.6986,1502.0478,,1058.9843,1103.8342
2008-03-04,3424.791,5192.593,117.6829,1496.8564,,1059.0579,1103.911
2008-03-05,3380.654,5214.238,117.6797,1466.504,,1059.1495,1104.0066
2008-03-06,3445.748,5223.82,117.695,1492.4501,,1059.2195,1104.0799
2008-03-07,3395.606,5115.916,117.6995,1481.6483,,1059.2961,1104.1599
2008-03-10,3256.444,4948.353,117.7438,1460.8192,,1059.5246,1104.3985
2008-03-11,3264.566,5015.932,117.7445,1451.9876,,1059.5932,1104.4703
2008-03-12,3164.785,4881.03,117.7834,1422.8589,,1059.6651,1104.5454
2008-03-13,3111.837,4688.679,117.8056,1426.5472,,1059.7411,1104.6247
2008-03-14,3084.449,4662.316,117.838,1440.3891,,1059.8133,1104.7002
2008-03-17,2984.056,4302.614,117.8858,1443.976,,1060.0416,1104.9378
2008-03-18,2869.614,3986.319,117.9095,1383.7667,,1060.112,1105.0114
2008-03-19,2945.229,4176.486,117.9613,1380.9606,,1060.1943,1105.097
2008-03-20,3011.785,4347.743,118.0004,1337.6323,,1060.264,1105.1699
2008-03-21,3021.58,4405.856,118.0393,1363.085,,1060.342,1105.2512
2008-03-24,2869.284,4314.581,118.1061,1358.735,,1060.5648,1105.4837
2008-03-25,2884.623,4367.341,118.1919,1376.2468,,1060.6382,1105.5603
2008-03-26,2896.689,4352.053,118.2403,1373.4492,,1060.714,1105.6394
2008-03-27,2760.451,4119.785,118.288,1379.3258,,1060.7867,1105.7157
2008-03-28,2910.511,4241.452,118.3007,1393.7082,,1060.8658,1105.7983
2008-03-31,2823.975,4044.098,118.3451,1394.5317,,1061.0912,1106.0339
2008-04-01,2713.487,3704.273,118.3346,1352.8363,,1061.1763,1106.1225
2008-04-02,2744.651,3500.522,118.3326,1371.5572,,1061.2571,1106.2067
2008-04-03,2828.626,3588.762,118.3619,1385.6451,,1061.3285,1106.2815
2008-04-07,2954.229,3822.371,118.4149,1399.399,,1061.6151,1106.5815
2008-04-08,2969.609,3908.802,118.4261,1380.1264,,1061.7021,1106.6724
2008-04-09,2803.154,3695.306,118.4458,1381.2624,,1061.8054,1106.78
2008-04-10,2840.552,3803.456,118.4608,1391.7001,,1061.8921,1106.8702
2008-04-11,2865.45,3862.363,118.4785,1375.1349,,1061.9804,1106.9623
2008-04-14,2685.013,3607.218,118.5319,1362.6503,,1062.2458,1107.2389
2008-04-15,2715.74,3723.267,118.5582,1370.1935,,1062.3467,1107.3438
2008-04-16,2654.902,3633.675,118.5733,1366.1024,,1062.4502,1107.4514
2008-04-17,2588.758,3511.914,118.5905,1373.6121,,1062.5448,1107.5498
2008-04-18,2511.362,3338.274,118.6313,1365.4658,,1062.634,1107.6427
2008-04-21,2545.522,3314.506,118.6646,1357.5129,,1062.9019,1107.9217
2008-04-22,2595.693,3266.383,118.6769,1359.6548,,1062.9904,1108.014
2008-04-23,2718.253,3409.774,118.6889,1371.6745,,1063.0757,1108.1029
2008-04-24,2981.186,3723.071,118.6447,1382.0243,,1063.1577,1108.1885
2008-04-25,2984.963,3756.33,118.6394,1369.0699,,1063.2475,1108.2821
2008-04-28,2918.611,3729.562,118.6629,1387.5595,,1063.4975,1108.5436
2008-04-29,2960.893,3759.545,118.6609,1378.4661,,1063.5919,1108.6453
2008-04-30,3125.533,3903.178,118.6539,1376.3605,,1063.6756,1108.7326
2008-05-05,3169.079,4040.159,118.7385,1364.9262,,1064.1093,1109.1863
2008-05-06,3128.807,4024.99,118.7459,1373.5171,,1064.2155,1109.2965
2008-05-07,2979.817,3850.226,118.5767,1361.2493,,1064.3013,1109.3858
2008-05-08,3037.504,3985.197,118.6207,1363.4881,,1064.3971,1109.4854
2008-05-09,2978.189,3986.24,118.6563,1348.0135,,1064.4945,1109.5868
2008-05-12,2991.32,4069.145,118.6779,1338.471,,1064.7561,1109.8662
2008-05-13,2924.958,4078.877,118.684,1351.9418,,1064.8525,1109.9665
2008-05-14,3027.382,4168.486,118.6958,1344.9178,,1064.9384,1110.0561
2008-05-15,3005.653,4131.252,118.7151,1336.0272,,1065.0284,1110.1499
2008-05-16,3009.207,4071.91,118.7204,1360.7575,,1065.1213,1110.2466
2008-05-19,2978.656,4070.049,118.736,1357.7622,,1065.3835,1110.5201
2008-05-20,2835.825,3813.935,118.7414,1358.3271,,1065.4822,1110.6227
2008-05-21,2892.086,3908.772,118.7514,1345.2158,,1065.5866,1110.7311
2008-05-22,2841.154,3871.553,118.7633,1358.5108,,1065.6963,1110.8449
2008-05-23,2838.055,3829.645,118.7836,1348.8067,,1065.7832,1110.9324
2008-05-26,2745.086,3728.751,118.8083,1361.017,,1066.0382,1111.2005
2008-05-27,2754.122,3743.539,118.8219,1355.8713,,1066.1418,1111.3083
2008-05-28,2836.263,3847.258,118.8514,1357.0432,,1066.231,1111.4014
2008-05-29,2765.949,3749.216,118.8696,1338.8236,,1066.3364,1111.5113
2008-05-30,2800.791,3755.631,118.8861,1317.2083,,1066.4224,1111.601
2008-06-02,2814.297,3788.153,118.9172,1309.147,,1066.6695,1111.8705
2008-06-03,2804.067,3771.097,118.9387,1319.4288,,1066.7613,1111.9661
2008-06-04,2736.826,3704.078,118.9482,1304.1554,,1066.8442,1112.0526
2008-06-05,2722.407,3657.487,118.9672,1311.3081,,1066.93,1112.1421
2008-06-06,2701.789,3629.923,118.9731,1324.8108,,1067.013,1112.2286
2008-06-10,2480.763,3312.794,118.8788,1316.6373,,1067.3582,1112.5853
2008-06-11,2446.776,3226.923,118.7606,1321.3612,,1067.4552,1112.6863
2008-06-12,2387.758,3197.545,118.7831,1321.5087,,1067.5407,1112.7756
2008-06-13,2322.792,3045.105,118.7809,1328.4896,,1067.6292,1112.8679
2008-06-16,2323.689,2977.818,118.8408,1340.1421,,1067.8754,1113.1252
2008-06-17,2262.282,2791.289,118.8402,1351.8418,,1067.9626,1113.2156
2008-06-18,2368.71,2951.844,118.8554,1352.0308,,1068.0523,1113.3091
2008-06-19,2201.34,2702.801,118.8679,1367.8059,,1068.1374,1113.3978
2008-06-20,2273.707,2764.28,118.7653,1365.133,,1068.2234,1113.4875
2008-06-23,2220.083,2717.969,118.7534,1368.4636,,1068.4701,1113.745
2008-06-24,2256.116,2806.774,118.7672,1356.2357,,1068.5766,1113.8555
2008-06-25,2334.403,2966.895,118.7721,1361.8886,,1068.6788,1113.9617
2008-06-26,2326.9,3003.302,118.6827,1362.0528,,1068.7659,1114.0527
2008-06-27,2206.317,2792.705,118.5838,1366.2562,,1068.8548,1114.1453
2008-06-30,2175.611,2813.716,118.6127,1383.2175,,1069.1109,1114.4127
2008-07-01,2081.054,2765.064,118.5803,1380.1133,100,1069.1977,1114.5033
2008-07-02,2062.927,2811.225,118.5098,1390.7566,100.31,1069.2903,1114.5996
2008-07-03,2088.969,2941.521,118.5134,1389.2808,100.27,1069.3707,1114.6836
2008-07-04,2077.234,2941.085,118.5078,1373.504,100.27,1069.4536,1114.7701
2008-07-07,2190.304,3094.845,118.5394,1371.2711,100.75,1069.7134,1115.0411
2008-07-08,2193.207,3142.32,118.571,1369.1255,100.53,1069.8066,1115.1382
2008-07-09,2289.675,3226.147,118.6108,1355.8577,99.95,1069.893,1115.2284
2008-07-10,2259.26,3152.489,118.6747,1356.4284,99.94,1069.9814,1115.3205
2008-07-11,2245.464,3132.733,118.7242,1373.9438,100.27,1070.0688,1115.413
2008-07-14,2259.162,3198.352,118.7748,1368.3673,101.26,1070.3266,1115.6834
2008-07-15,2157.91,3106.326,118.7907,1362.5838,101.26,1070.4237,1115.7844
2008-07-16,2088.777,2948.526,118.8343,1353.6972,101.11,1070.5104,1115.8748
2008-07-17,2073.327,2918.369,118.8473,1352.4132,101.12,1070.5974,1115.9655
2008-07-18,2158.7,3015.798,118.8641,1351.765,101.01,1070.6829,1116.0546
2008-07-21,2228.446,3139.509,118.9099,1348.1086,101.13,1070.9452,1116.328
2008-07-22,2217.827,3150.015,118.9238,1350.748,100.97,1071.0385,1116.4251
2008-07-23,2213.147,3122.687,118.934,1340.0585,100.66,1071.1291,1116.5195
2008-07-24,2299.571,3200.735,118.9347,1333.2164,100.57,1071.2289,1116.6233
2008-07-25,2265.683,3172.168,118.9329,1329.8623,100.53,1071.3167,1116.7148
