MSCI Index Code,BBG Ticker,Bloomberg Index Name,Size,Style,Variant,Currency,Extra Info
650250,MLGLUSAG,MSCI USA Large Growth Loc Gross,Large,Growth,Gross,Local,
650250,MLGLUSAN,MSCI USA Large Growth Loc Net,Large,Growth,Net,Local,
650250,MLGUUSA,MSCI USA Large Growth USD,Large,Growth,Price,USD,
650250,MLGUUSAG,MSCI USA Large Growth USD Gross,Large,Growth,Gross,USD,
650250,MLGUUSAN,MSCI USA Large Growth USD Net,Large,Growth,Net,USD,
650251,MLGLWXA,MSCI World Ex Australia Large Growth Loc,Large,Growth,Price,Local,
650251,MLGLWXAG,MSCI World Ex Australia Large Growth Loc Gross,Large,Growth,Gross,Local,
650251,MLGLWXAN,MSCI World Ex Australia Large Growth Loc Net,Large,Growth,Net,Local,
650251,MLGUWXA,MSCI World Ex Australia Large Growth USD,Large,Growth,Price,USD,
650251,MLGUWXAG,MSCI World Ex Australia Large Growth USD Gross,Large,Growth,Gross,USD,
650251,MLGUWXAN,MSCI World Ex Australia Large Growth USD Net,Large,Growth,Net,USD,
650252,MLGLWXM,MSCI World Ex EMU Large Growth Loc,Large,Growth,Price,Local,
650252,MLGLWXMG,MSCI World Ex EMU Large Growth Loc Gross,Large,Growth,Gross,Local,
650252,MLGLWXMN,MSCI World Ex EMU Large Growth Loc Net,Large,Growth,Net,Local,
650252,MLGUWXM,MSCI World Ex EMU Large Growth USD,Large,Growth,Price,USD,
650252,MLGUWXMG,MSCI World Ex EMU Large Growth USD Gross,Large,Growth,Gross,USD,
650252,MLGUWXMN,MSCI World Ex EMU Large Growth USD Net,Large,Growth,Net,USD,
650253,MLGLWXE,MSCI World Ex Europe Large Growth Loc,Large,Growth,Price,Local,
650253,MLGLWXEG,MSCI World Ex Europe Large Growth Loc Gross,Large,Growth,Gross,Local,
650253,MLGLWXEN,MSCI World Ex Europe Large Growth Loc Net,Large,Growth,Net,Local,
650253,MLGUWXE,MSCI World Ex Europe Large Growth USD,Large,Growth,Price,USD,
650253,MLGUWXEG,MSCI World Ex Europe Large Growth USD Gross,Large,Growth,Gross,USD,
650253,MLGUWXEN,MSCI World Ex Europe Large Growth USD Net,Large,Growth,Net,USD,
650254,MLGLWXK,MSCI World Ex UK Large Growth Loc,Large,Growth,Price,Local,
650254,MLGLWXKG,MSCI World Ex UK Large Growth Loc Gross,Large,Growth,Gross,Local,
650254,MLGLWXKN,MSCI World Ex UK Large Growth Loc Net,Large,Growth,Net,Local,
650254,MLGUWXK,MSCI World Ex UK Large Growth USD,Large,Growth,Price,USD,
650254,MLGUWXKG,MSCI World Ex UK Large Growth USD Gross,Large,Growth,Gross,USD,
650254,MLGUWXKN,MSCI World Ex UK Large Growth USD Net,Large,Growth,Net,USD,
650255,MLGLWXU,MSCI World Ex USA Large Growth Loc,Large,Growth,Price,Local,
650255,MLGLWXUG,MSCI World Ex USA Large Growth Loc Gross,Large,Growth,Gross,Local,
650255,MLGLWXUN,MSCI World Ex USA Large Growth Loc Net,Large,Growth,Net,Local,
650255,MLGUWXU,MSCI World Ex USA Large Growth USD,Large,Growth,Price,USD,
650255,MLGUWXUG,MSCI World Ex USA Large Growth USD Gross,Large,Growth,Gross,USD,
650255,MLGUWXUN,MSCI World Ex USA Large Growth USD Net,Large,Growth,Net,USD,
650256,MLGLAAM,MSCI AC Americas Large Growth Loc,Large,Growth,Price,Local,
650256,MLGLAAMG,MSCI AC Americas Large Growth Loc Gross,Large,Growth,Gross,Local,
650256,MLGLAAMN,MSCI AC Americas Large Growth Loc Net,Large,Growth,Net,Local,
650256,MLGUAAM,MSCI AC Americas Large Growth USD,Large,Growth,Price,USD,
650256,MLGUAAMG,MSCI AC Americas Large Growth USD Gross,Large,Growth,Gross,USD,
650256,MLGUAAMN,MSCI AC Americas Large Growth USD Net,Large,Growth,Net,USD,
650257,MLGLAAS,MSCI AC Asia Large Growth Loc,Large,Growth,Price,Local,
650257,MLGLAASG,MSCI AC Asia Large Growth Loc Gross,Large,Growth,Gross,Local,
650257,MLGLAASN,MSCI AC Asia Large Growth Loc Net,Large,Growth,Net,Local,
650257,MLGUAAS,MSCI AC Asia Large Growth USD,Large,Growth,Price,USD,
650257,MLGUAASG,MSCI AC Asia Large Growth USD Gross,Large,Growth,Gross,USD,
650257,MLGUAASN,MSCI AC Asia Large Growth USD Net,Large,Growth,Net,USD,
650258,MLGLAAJ,MSCI AC Asia Ex Japan Large Growth Loc,Large,Growth,Price,Local,
650258,MLGLAAJG,MSCI AC Asia Ex Japan Large Growth Loc Gross,Large,Growth,Gross,Local,
650258,MLGLAAJN,MSCI AC Asia Ex Japan Large Growth Loc Net,Large,Growth,Net,Local,
650258,MLGUAAJ,MSCI AC Asia Ex Japan Large Growth USD,Large,Growth,Price,USD,
650258,MLGUAAJG,MSCI AC Asia Ex Japan Large Growth USD Gross,Large,Growth,Gross,USD,
650258,MLGUAAJN,MSCI AC Asia Ex Japan Large Growth USD Net,Large,Growth,Net,USD,
650259,MLGLAAP,MSCI AC Asia Pacific Large Growth Loc,Large,Growth,Price,Local,
650259,MLGLAAPG,MSCI AC Asia Pacific Large Growth Loc Gross,Large,Growth,Gross,Local,
650259,MLGLAAPN,MSCI AC Asia Pacific Large Growth Loc Net,Large,Growth,Net,Local,
650259,MLGUAAP,MSCI AC Asia Pacific Large Growth USD,Large,Growth,Price,USD,
650259,MLGUAAPG,MSCI AC Asia Pacific Large Growth USD Gross,Large,Growth,Gross,USD,
650259,MLGUAAPN,MSCI AC Asia Pacific Large Growth USD Net,Large,Growth,Net,USD,
650260,MLGLASJ,MSCI AC Asia Pacific Ex Japan Large Growth Loc,Large,Growth,Price,Local,
650260,MLGLASJG,MSCI AC Asia Pacific Ex Japan Large Growth Loc Gross,Large,Growth,Gross,Local,
650260,MLGLASJN,MSCI AC Asia Pacific Ex Japan Large Growth Loc Net,Large,Growth,Net,Local,
650260,MLGUASJ,MSCI AC Asia Pacific Ex Japan Large Growth USD,Large,Growth,Price,USD,
650260,MLGUASJG,MSCI AC Asia Pacific Ex Japan Large Growth USD Gross,Large,Growth,Gross,USD,
650260,MLGUASJN,MSCI AC Asia Pacific Ex Japan Large Growth USD Net,Large,Growth,Net,USD,
650261,MLGLACE,MSCI AC Europe Large Growth Loc,Large,Growth,Price,Local,
650261,MLGLACEG,MSCI AC Europe Large Growth Loc Gross,Large,Growth,Gross,Local,
650261,MLGLACEN,MSCI AC Europe Large Growth Loc Net,Large,Growth,Net,Local,
650261,MLGUACE,MSCI AC Europe Large Growth USD,Large,Growth,Price,USD,
650261,MLGUACEG,MSCI AC Europe Large Growth USD Gross,Large,Growth,Gross,USD,
650261,MLGUACEN,MSCI AC Europe Large Growth USD Net,Large,Growth,Net,USD,
650262,MLGLAEM,MSCI AC Europe Middle East Large Growth Loc,Large,Growth,Price,Local,
650262,MLGLAEMG,MSCI AC Europe Middle East Large Growth Loc Gross,Large,Growth,Gross,Local,
650262,MLGLAEMN,MSCI AC Europe Middle East Large Growth Loc Net,Large,Growth,Net,Local,
650262,MLGUAEM,MSCI AC Europe Middle East Large Growth USD,Large,Growth,Price,USD,
650262,MLGUAEMG,MSCI AC Europe Middle East Large Growth USD Gross,Large,Growth,Gross,USD,
650262,MLGUAEMN,MSCI AC Europe Middle East Large Growth USD Net,Large,Growth,Net,USD,
650263,MLGLAFE,MSCI AC Far East Large Growth Loc,Large,Growth,Price,Local,
650263,MLGLAFEG,MSCI AC Far East Large Growth Loc Gross,Large,Growth,Gross,Local,
650263,MLGLAFEN,MSCI AC Far East Large Growth Loc Net,Large,Growth,Net,Local,
650263,MLGUAFE,MSCI AC Far East Large Growth USD,Large,Growth,Price,USD,
650263,MLGUAFEG,MSCI AC Far East Large Growth USD Gross,Large,Growth,Gross,USD,
650263,MLGUAFEN,MSCI AC Far East Large Growth USD Net,Large,Growth,Net,USD,
650264,MLGLAFJ,MSCI AC Far East Ex Japan Large Growth Loc,Large,Growth,Price,Local,
650264,MLGLAFJG,MSCI AC Far East Ex Japan Large Growth Loc Gross,Large,Growth,Gross,Local,
650264,MLGLAFJN,MSCI AC Far East Ex Japan Large Growth Loc Net,Large,Growth,Net,Local,
650264,MLGUAFJ,MSCI AC Far East Ex Japan Large Growth USD,Large,Growth,Price,USD,
650264,MLGUAFJG,MSCI AC Far East Ex Japan Large Growth USD Gross,Large,Growth,Gross,USD,
650264,MLGUAFJN,MSCI AC Far East Ex Japan Large Growth USD Net,Large,Growth,Net,USD,
650265,MLGLAPA,MSCI AC Pacific Large Growth Loc,Large,Growth,Price,Local,
650265,MLGLAPAG,MSCI AC Pacific Large Growth Loc Gross,Large,Growth,Gross,Local,
650265,MLGLAPAN,MSCI AC Pacific Large Growth Loc Net,Large,Growth,Net,Local,
650265,MLGUAPA,MSCI AC Pacific Large Growth USD,Large,Growth,Price,USD,
650265,MLGUAPAG,MSCI AC Pacific Large Growth USD Gross,Large,Growth,Gross,USD,
650265,MLGUAPAN,MSCI AC Pacific Large Growth USD Net,Large,Growth,Net,USD,
650266,MLGLAPJ,MSCI AC Pacific Ex Japan Large Growth Loc,Large,Growth,Price,Local,
650266,MLGLAPJG,MSCI AC Pacific Ex Japan Large Growth Loc Gross,Large,Growth,Gross,Local,
650266,MLGLAPJN,MSCI AC Pacific Ex Japan Large Growth Loc Net,Large,Growth,Net,Local,
650266,MLGUAPJ,MSCI AC Pacific Ex Japan Large Growth USD,Large,Growth,Price,USD,
650266,MLGUAPJG,MSCI AC Pacific Ex Japan Large Growth USD Gross,Large,Growth,Gross,USD,
650266,MLGUAPJN,MSCI AC Pacific Ex Japan Large Growth USD Net,Large,Growth,Net,USD,
650267,MLGLAWO,MSCI AC World Index Large Growth Loc,Large,Growth,Price,Local,
650267,MLGLAWOG,MSCI AC World Index Large Growth Loc Gross,Large,Growth,Gross,Local,
650267,MLGLAWON,MSCI AC World Index Large Growth Loc Net,Large,Growth,Net,Local,
650267,MLGUAWO,MSCI AC World Index Large Growth USD,Large,Growth,Price,USD,
650267,MLGUAWOG,MSCI AC World Index Large Growth USD Gross,Large,Growth,Gross,USD,
650267,MLGUAWON,MSCI AC World Index Large Growth USD Net,Large,Growth,Net,USD,
650268,MLGLAWA,MSCI AC World Index Ex Australia Large Growth Loc,Large,Growth,Price,Local,
650268,MLGLAWAG,MSCI AC World Index Ex Australia Large Growth Loc Gross,Large,Growth,Gross,Local,
650268,MLGLAWAN,MSCI AC World Index Ex Australia Large Growth Loc Net,Large,Growth,Net,Local,
650268,MLGUAWA,MSCI AC World Index Ex Australia Large Growth USD,Large,Growth,Price,USD,
650268,MLGUAWAG,MSCI AC World Index Ex Australia Large Growth USD Gross,Large,Growth,Gross,USD,
650268,MLGUAWAN,MSCI AC World Index Ex Australia Large Growth USD Net,Large,Growth,Net,USD,
650269,MLGLAWM,MSCI AC World Index Ex EMU Large Growth Loc,Large,Growth,Price,Local,
650269,MLGLAWMG,MSCI AC World Index Ex EMU Large Growth Loc Gross,Large,Growth,Gross,Local,
650269,MLGLAWMN,MSCI AC World Index Ex EMU Large Growth Loc Net,Large,Growth,Net,Local,
650269,MLGUAWM,MSCI AC World Index Ex EMU Large Growth USD,Large,Growth,Price,USD,
650269,MLGUAWMG,MSCI AC World Index Ex EMU Large Growth USD Gross,Large,Growth,Gross,USD,
650269,MLGUAWMN,MSCI AC World Index Ex EMU Large Growth USD Net,Large,Growth,Net,USD,
650270,MLGLAWE,MSCI AC World Index Ex Europe Large Growth Loc,Large,Growth,Price,Local,
650270,MLGLAWEG,MSCI AC World Index Ex Europe Large Growth Loc Gross,Large,Growth,Gross,Local,
650270,MLGLAWEN,MSCI AC World Index Ex Europe Large Growth Loc Net,Large,Growth,Net,Local,
650270,MLGUAWE,MSCI AC World Index Ex Europe Large Growth USD,Large,Growth,Price,USD,
650270,MLGUAWEG,MSCI AC World Index Ex Europe Large Growth USD Gross,Large,Growth,Gross,USD,
650270,MLGUAWEN,MSCI AC World Index Ex Europe Large Growth USD Net,Large,Growth,Net,USD,
650271,MLGLAWJ,MSCI AC World Index Ex Japan Large Growth Loc,Large,Growth,Price,Local,
650271,MLGLAWJG,MSCI AC World Index Ex Japan Large Growth Loc Gross,Large,Growth,Gross,Local,
650271,MLGLAWJN,MSCI AC World Index Ex Japan Large Growth Loc Net,Large,Growth,Net,Local,
650271,MLGUAWJ,MSCI AC World Index Ex Japan Large Growth USD,Large,Growth,Price,USD,
650271,MLGUAWJG,MSCI AC World Index Ex Japan Large Growth USD Gross,Large,Growth,Gross,USD,
650271,MLGUAWJN,MSCI AC World Index Ex Japan Large Growth USD Net,Large,Growth,Net,USD,
650272,MLGLAWC,MSCI AC World Index Ex Ch Large Growth Loc,Large,Growth,Price,Local,
650272,MLGLAWCG,MSCI AC World Index Ex Ch Large Growth Loc Gross,Large,Growth,Gross,Local,
650272,MLGLAWCN,MSCI AC World Index Ex Ch Large Growth Loc Net,Large,Growth,Net,Local,
650272,MLGUAWC,MSCI AC World Index Ex Ch Large Growth USD,Large,Growth,Price,USD,
650272,MLGUAWCG,MSCI AC World Index Ex Ch Large Growth USD Gross,Large,Growth,Gross,USD,
650272,MLGUAWCN,MSCI AC World Index Ex Ch Large Growth USD Net,Large,Growth,Net,USD,
650273,MLGLAWK,MSCI AC World Index Ex UK Large Growth Loc,Large,Growth,Price,Local,
650273,MLGLAWKG,MSCI AC World Index Ex UK Large Growth Loc Gross,Large,Growth,Gross,Local,
650273,MLGLAWKN,MSCI AC World Index Ex UK Large Growth Loc Net,Large,Growth,Net,Local,
650273,MLGUAWK,MSCI AC World Index Ex UK Large Growth USD,Large,Growth,Price,USD,
650273,MLGUAWKG,MSCI AC World Index Ex UK Large Growth USD Gross,Large,Growth,Gross,USD,
650273,MLGUAWKN,MSCI AC World Index Ex UK Large Growth USD Net,Large,Growth,Net,USD,
650274,MLGLAWU,MSCI AC World Index Ex USA Large Growth Loc,Large,Growth,Price,Local,
650274,MLGLAWUG,MSCI AC World Index Ex USA Large Growth Loc Gross,Large,Growth,Gross,Local,
650274,MLGLAWUN,MSCI AC World Index Ex USA Large Growth Loc Net,Large,Growth,Net,Local,
650274,MLGUAWU,MSCI AC World Index Ex USA Large Growth USD,Large,Growth,Price,USD,
650274,MLGUAWUG,MSCI AC World Index Ex USA Large Growth USD Gross,Large,Growth,Gross,USD,
650274,MLGUAWUN,MSCI AC World Index Ex USA Large Growth USD Net,Large,Growth,Net,USD,
650275,MLGLARG,MSCI Argentina Large Growth Loc,Large,Growth,Price,Local,
650275,MLGLARGG,MSCI Argentina Large Growth Loc Gross,Large,Growth,Gross,Local,
650275,MLGLARGN,MSCI Argentina Large Growth Loc Net,Large,Growth,Net,Local,
650275,MLGUARG,MSCI Argentina Large Growth USD,Large,Growth,Price,USD,
650275,MLGUARGG,MSCI Argentina Large Growth USD Gross,Large,Growth,Gross,USD,
650275,MLGUARGN,MSCI Argentina Large Growth USD Net,Large,Growth,Net,USD,
650276,MLGLBRZ,MSCI Brazil Large Growth Loc,Large,Growth,Price,Local,
650276,MLGLBRZG,MSCI Brazil Large Growth Loc Gross,Large,Growth,Gross,Local,
650276,MLGLBRZN,MSCI Brazil Large Growth Loc Net,Large,Growth,Net,Local,
650276,MLGUBRZ,MSCI Brazil Large Growth USD,Large,Growth,Price,USD,
650276,MLGUBRZG,MSCI Brazil Large Growth USD Gross,Large,Growth,Gross,USD,
650276,MLGUBRZN,MSCI Brazil Large Growth USD Net,Large,Growth,Net,USD,
650277,MLGLBRI,MSCI BRIC Large Growth Loc,Large,Growth,Price,Local,
650277,MLGLBRIG,MSCI BRIC Large Growth Loc Gross,Large,Growth,Gross,Local,
650277,MLGLBRIN,MSCI BRIC Large Growth Loc Net,Large,Growth,Net,Local,
650277,MLGUBRI,MSCI BRIC Large Growth USD,Large,Growth,Price,USD,
650277,MLGUBRIG,MSCI BRIC Large Growth USD Gross,Large,Growth,Gross,USD,
650277,MLGUBRIN,MSCI BRIC Large Growth USD Net,Large,Growth,Net,USD,
650278,MLGLCHL,MSCI Chile Large Growth Loc,Large,Growth,Price,Local,
650278,MLGLCHLG,MSCI Chile Large Growth Loc Gross,Large,Growth,Gross,Local,
650278,MLGLCHLN,MSCI Chile Large Growth Loc Net,Large,Growth,Net,Local,
650278,MLGUCHL,MSCI Chile Large Growth USD,Large,Growth,Price,USD,
650278,MLGUCHLG,MSCI Chile Large Growth USD Gross,Large,Growth,Gross,USD,
650278,MLGUCHLN,MSCI Chile Large Growth USD Net,Large,Growth,Net,USD,
650279,MLGLCHN,MSCI China Large Growth Loc,Large,Growth,Price,Local,
650279,MLGLCHNG,MSCI China Large Growth Loc Gross,Large,Growth,Gross,Local,
650279,MLGLCHNN,MSCI China Large Growth Loc Net,Large,Growth,Net,Local,
650279,MLGUCHN,MSCI China Large Growth USD,Large,Growth,Price,USD,
650279,MLGUCHNG,MSCI China Large Growth USD Gross,Large,Growth,Gross,USD,
650279,MLGUCHNN,MSCI China Large Growth USD Net,Large,Growth,Net,USD,
650280,MLGLCOL,MSCI Colombia Large Growth Loc,Large,Growth,Price,Local,
650280,MLGLCOLG,MSCI Colombia Large Growth Loc Gross,Large,Growth,Gross,Local,
650280,MLGLCOLN,MSCI Colombia Large Growth Loc Net,Large,Growth,Net,Local,
650280,MLGUCOL,MSCI Colombia Large Growth USD,Large,Growth,Price,USD,
650280,MLGUCOLG,MSCI Colombia Large Growth USD Gross,Large,Growth,Gross,USD,
650280,MLGUCOLN,MSCI Colombia Large Growth USD Net,Large,Growth,Net,USD,
650281,MLGLCZE,MSCI Czech Republic Large Growth Loc,Large,Growth,Price,Local,
650281,MLGLCZEG,MSCI Czech Republic Large Growth Loc Gross,Large,Growth,Gross,Local,
650281,MLGLCZEN,MSCI Czech Republic Large Growth Loc Net,Large,Growth,Net,Local,
650281,MLGUCZE,MSCI Czech Republic Large Growth USD,Large,Growth,Price,USD,
650281,MLGUCZEG,MSCI Czech Republic Large Growth USD Gross,Large,Growth,Gross,USD,
650281,MLGUCZEN,MSCI Czech Republic Large Growth USD Net,Large,Growth,Net,USD,
650282,MLGLEGY,MSCI Egypt Large Growth Loc,Large,Growth,Price,Local,
650282,MLGLEGYG,MSCI Egypt Large Growth Loc Gross,Large,Growth,Gross,Local,
650282,MLGLEGYN,MSCI Egypt Large Growth Loc Net,Large,Growth,Net,Local,
650282,MLGUEGY,MSCI Egypt Large Growth USD,Large,Growth,Price,USD,
650282,MLGUEGYG,MSCI Egypt Large Growth USD Gross,Large,Growth,Gross,USD,
650282,MLGUEGYN,MSCI Egypt Large Growth USD Net,Large,Growth,Net,USD,
650283,MLGLEMR,MSCI EM EMerging Markets Large Growth Loc,Large,Growth,Price,Local,
650283,MLGLEMRG,MSCI EM EMerging Markets Large Growth Loc Gross,Large,Growth,Gross,Local,
650283,MLGLEMRN,MSCI EM EMerging Markets Large Growth Loc Net,Large,Growth,Net,Local,
650283,MLGUEMR,MSCI EM EMerging Markets Large Growth USD,Large,Growth,Price,USD,
650283,MLGUEMRG,MSCI EM EMerging Markets Large Growth USD Gross,Large,Growth,Gross,USD,
650283,MLGUEMRN,MSCI EM EMerging Markets Large Growth USD Net,Large,Growth,Net,USD,
650284,MLGLEMA,MSCI EM Asia Large Growth Loc,Large,Growth,Price,Local,
650284,MLGLEMAG,MSCI EM Asia Large Growth Loc Gross,Large,Growth,Gross,Local,
650284,MLGLEMAN,MSCI EM Asia Large Growth Loc Net,Large,Growth,Net,Local,
650284,MLGUEMA,MSCI EM Asia Large Growth USD,Large,Growth,Price,USD,
650284,MLGUEMAG,MSCI EM Asia Large Growth USD Gross,Large,Growth,Gross,USD,
650284,MLGUEMAN,MSCI EM Asia Large Growth USD Net,Large,Growth,Net,USD,
650285,MLGLEEE,MSCI EM Eastern Europe Large Growth Loc,Large,Growth,Price,Local,
650285,MLGLEEEG,MSCI EM Eastern Europe Large Growth Loc Gross,Large,Growth,Gross,Local,
650285,MLGLEEEN,MSCI EM Eastern Europe Large Growth Loc Net,Large,Growth,Net,Local,
650285,MLGUEEE,MSCI EM Eastern Europe Large Growth USD,Large,Growth,Price,USD,
650285,MLGUEEEG,MSCI EM Eastern Europe Large Growth USD Gross,Large,Growth,Gross,USD,
650285,MLGUEEEN,MSCI EM Eastern Europe Large Growth USD Net,Large,Growth,Net,USD,
650286,MLGLEEM,MSCI EM EMEA Large Growth Loc,Large,Growth,Price,Local,
650286,MLGLEEMG,MSCI EM EMEA Large Growth Loc Gross,Large,Growth,Gross,Local,
650286,MLGLEEMN,MSCI EM EMEA Large Growth Loc Net,Large,Growth,Net,Local,
650286,MLGUEEM,MSCI EM EMEA Large Growth USD,Large,Growth,Price,USD,
650286,MLGUEEMG,MSCI EM EMEA Large Growth USD Gross,Large,Growth,Gross,USD,
650286,MLGUEEMN,MSCI EM EMEA Large Growth USD Net,Large,Growth,Net,USD,
650287,MLGLEEU,MSCI EM Europe Large Growth Loc,Large,Growth,Price,Local,
650287,MLGLEEUG,MSCI EM Europe Large Growth Loc Gross,Large,Growth,Gross,Local,
650287,MLGLEEUN,MSCI EM Europe Large Growth Loc Net,Large,Growth,Net,Local,
650287,MLGUEEU,MSCI EM Europe Large Growth USD,Large,Growth,Price,USD,
650287,MLGUEEUG,MSCI EM Europe Large Growth USD Gross,Large,Growth,Gross,USD,
650287,MLGUEEUN,MSCI EM Europe Large Growth USD Net,Large,Growth,Net,USD,
650288,MLGLEME,MSCI EM Europe Middle East Large Growth Loc,Large,Growth,Price,Local,
650288,MLGLEMEG,MSCI EM Europe Middle East Large Growth Loc Gross,Large,Growth,Gross,Local,
650288,MLGLEMEN,MSCI EM Europe Middle East Large Growth Loc Net,Large,Growth,Net,Local,
650288,MLGUEME,MSCI EM Europe Middle East Large Growth USD,Large,Growth,Price,USD,
650288,MLGUEMEG,MSCI EM Europe Middle East Large Growth USD Gross,Large,Growth,Gross,USD,
650288,MLGUEMEN,MSCI EM Europe Middle East Large Growth USD Net,Large,Growth,Net,USD,
650289,MLGLEFE,MSCI EM Far East Large Growth Loc,Large,Growth,Price,Local,
650289,MLGLEFEG,MSCI EM Far East Large Growth Loc Gross,Large,Growth,Gross,Local,
650289,MLGLEFEN,MSCI EM Far East Large Growth Loc Net,Large,Growth,Net,Local,
650289,MLGUEFE,MSCI EM Far East Large Growth USD,Large,Growth,Price,USD,
650289,MLGUEFEG,MSCI EM Far East Large Growth USD Gross,Large,Growth,Gross,USD,
650289,MLGUEFEN,MSCI EM Far East Large Growth USD Net,Large,Growth,Net,USD,
650290,MLGLELA,MSCI EM Latin America Large Growth Loc,Large,Growth,Price,Local,
650290,MLGLELAG,MSCI EM Latin America Large Growth Loc Gross,Large,Growth,Gross,Local,
650290,MLGLELAN,MSCI EM Latin America Large Growth Loc Net,Large,Growth,Net,Local,
650290,MLGUELA,MSCI EM Latin America Large Growth USD,Large,Growth,Price,USD,
650290,MLGUELAG,MSCI EM Latin America Large Growth USD Gross,Large,Growth,Gross,USD,
650290,MLGUELAN,MSCI EM Latin America Large Growth USD Net,Large,Growth,Net,USD,
650291,MLGLEUU,MSCI EU Large Growth Loc,Large,Growth,Price,Local,
650291,MLGLEUUG,MSCI EU Large Growth Loc Gross,Large,Growth,Gross,Local,
650291,MLGLEUUN,MSCI EU Large Growth Loc Net,Large,Growth,Net,Local,
650291,MLGUEUU,MSCI EU Large Growth USD,Large,Growth,Price,USD,
650291,MLGUEUUG,MSCI EU Large Growth USD Gross,Large,Growth,Gross,USD,
650291,MLGUEUUN,MSCI EU Large Growth USD Net,Large,Growth,Net,USD,
650292,MLGLGDR,MSCI Golden Dragon Large Growth Loc,Large,Growth,Price,Local,
650292,MLGLGDRG,MSCI Golden Dragon Large Growth Loc Gross,Large,Growth,Gross,Local,
650292,MLGLGDRN,MSCI Golden Dragon Large Growth Loc Net,Large,Growth,Net,Local,
650292,MLGUGDR,MSCI Golden Dragon Large Growth USD,Large,Growth,Price,USD,
650292,MLGUGDRG,MSCI Golden Dragon Large Growth USD Gross,Large,Growth,Gross,USD,
650292,MLGUGDRN,MSCI Golden Dragon Large Growth USD Net,Large,Growth,Net,USD,
650293,MLGLHUN,MSCI Hungary Large Growth Loc,Large,Growth,Price,Local,
650293,MLGLHUNG,MSCI Hungary Large Growth Loc Gross,Large,Growth,Gross,Local,
650293,MLGLHUNN,MSCI Hungary Large Growth Loc Net,Large,Growth,Net,Local,
650293,MLGUHUN,MSCI Hungary Large Growth USD,Large,Growth,Price,USD,
650293,MLGUHUNG,MSCI Hungary Large Growth USD Gross,Large,Growth,Gross,USD,
650293,MLGUHUNN,MSCI Hungary Large Growth USD Net,Large,Growth,Net,USD,
650294,MLGLIND,MSCI India Large Growth Loc,Large,Growth,Price,Local,
650294,MLGLINDG,MSCI India Large Growth Loc Gross,Large,Growth,Gross,Local,
650294,MLGLINDN,MSCI India Large Growth Loc Net,Large,Growth,Net,Local,
650294,MLGUIND,MSCI India Large Growth USD,Large,Growth,Price,USD,
650294,MLGUINDG,MSCI India Large Growth USD Gross,Large,Growth,Gross,USD,
650294,MLGUINDN,MSCI India Large Growth USD Net,Large,Growth,Net,USD,
650295,MLGLINO,MSCI Indonesia Large Growth Loc,Large,Growth,Price,Local,
650295,MLGLINOG,MSCI Indonesia Large Growth Loc Gross,Large,Growth,Gross,Local,
650295,MLGLINON,MSCI Indonesia Large Growth Loc Net,Large,Growth,Net,Local,
650295,MLGUINO,MSCI Indonesia Large Growth USD,Large,Growth,Price,USD,
650295,MLGUINOG,MSCI Indonesia Large Growth USD Gross,Large,Growth,Gross,USD,
650295,MLGUINON,MSCI Indonesia Large Growth USD Net,Large,Growth,Net,USD,
650296,MLGLISR,MSCI Israel Large Growth Loc,Large,Growth,Price,Local,
650296,MLGLISRG,MSCI Israel Large Growth Loc Gross,Large,Growth,Gross,Local,
650296,MLGLISRN,MSCI Israel Large Growth Loc Net,Large,Growth,Net,Local,
650296,MLGUISR,MSCI Israel Large Growth USD,Large,Growth,Price,USD,
650296,MLGUISRG,MSCI Israel Large Growth USD Gross,Large,Growth,Gross,USD,
650296,MLGUISRN,MSCI Israel Large Growth USD Net,Large,Growth,Net,USD,
650297,MLGLJOR,MSCI Jordan Large Growth Loc,Large,Growth,Price,Local,
650297,MLGLJORG,MSCI Jordan Large Growth Loc Gross,Large,Growth,Gross,Local,
650297,MLGLJORN,MSCI Jordan Large Growth Loc Net,Large,Growth,Net,Local,
650297,MLGUJOR,MSCI Jordan Large Growth USD,Large,Growth,Price,USD,
650297,MLGUJORG,MSCI Jordan Large Growth USD Gross,Large,Growth,Gross,USD,
650297,MLGUJORN,MSCI Jordan Large Growth USD Net,Large,Growth,Net,USD,
650298,MLGLKOR,MSCI Korea Large Growth Loc,Large,Growth,Price,Local,
650298,MLGLKORG,MSCI Korea Large Growth Loc Gross,Large,Growth,Gross,Local,
650298,MLGLKORN,MSCI Korea Large Growth Loc Net,Large,Growth,Net,Local,
650298,MLGUKOR,MSCI Korea Large Growth USD,Large,Growth,Price,USD,
650298,MLGUKORG,MSCI Korea Large Growth USD Gross,Large,Growth,Gross,USD,
650298,MLGUKORN,MSCI Korea Large Growth USD Net,Large,Growth,Net,USD,
650299,MLGLMAL,MSCI Malaysia Large Growth Loc,Large,Growth,Price,Local,
650299,MLGLMALG,MSCI Malaysia Large Growth Loc Gross,Large,Growth,Gross,Local,
650299,MLGLMALN,MSCI Malaysia Large Growth Loc Net,Large,Growth,Net,Local,
650299,MLGUMAL,MSCI Malaysia Large Growth USD,Large,Growth,Price,USD,
650299,MLGUMALG,MSCI Malaysia Large Growth USD Gross,Large,Growth,Gross,USD,
650299,MLGUMALN,MSCI Malaysia Large Growth USD Net,Large,Growth,Net,USD,
