MSCI Index Code,BBG Ticker,Bloomberg Index Name,Size,Style,Variant,Currency,Extra Info
106998,MIULTOBA,MSCI EMU Tobacco Local,Standard,,Price,Local,
106998,MIUUTOBA,MSCI EMU Tobacco USD,Standard,,Price,USD,
106998,NDLMTOBA,MSCI Daily TR EMU Net Tobacco Local,Standard,,Net,Local,
106998,NDUMTOBA,MSCI Daily TR EMU Net Tobacco USD,Standard,,Net,USD,
106999,GDLMHPRO,MSCI Daily TR EMU Gross Household Products Local,Standard,,Gross,Local,
106999,GDUMHPRO,MSCI Daily TR EMU Gross Household Products USD,Standard,,Gross,USD,
106999,MIULHPRO,MSCI EMU Household Products Local,Standard,,Price,Local,
106999,MIUUHPRO,MSCI EMU Household Products USD,Standard,,Price,USD,
106999,NDLMHPRO,MSCI Daily TR EMU Net Household Products Local,Standard,,Net,Local,
106999,NDUMHPRO,MSCI Daily TR EMU Net Household Products USD,Standard,,Net,USD,
107000,GDLMPPRO,MSCI Daily TR EMU Gross Personal Products Local,Standard,,Gross,Local,
107000,GDUMPPRO,MSCI Daily TR EMU Gross Personal Products USD,Standard,,Gross,USD,
107000,MIULPPRO,MSCI EMU Personal Products Local,Standard,,Price,Local,
107000,MIUUPPRO,MSCI EMU Personal Products USD,Standard,,Price,USD,
107000,NDLMPPRO,MSCI Daily TR EMU Net Personal Products Local,Standard,,Net,Local,
107000,NDUMPPRO,MSCI Daily TR EMU Net Personal Products USD,Standard,,Net,USD,
107001,GDLMHEQU,MSCI Daily TR EMU Gross Health Care Equipment Local,Standard,,Gross,Local,
107001,GDUMHEQU,MSCI Daily TR EMU Gross Health Care Equipment USD,Standard,,Gross,USD,
107001,MIULHEQU,MSCI EMU Health Care Equipment Local,Standard,,Price,Local,
107001,MIUUHEQU,MSCI EMU Health Care Equipment USD,Standard,,Price,USD,
107001,NDLMHEQU,MSCI Daily TR EMU Net Health Care Equipment Local,Standard,,Net,Local,
107001,NDUMHEQU,MSCI Daily TR EMU Net Health Care Equipment USD,Standard,,Net,USD,
107002,GDLMHEPR,MSCI Daily TR EMU Gross Health Care Providers & Services Local,Standard,,Gross,Local,
107002,GDUMHEPR,MSCI Daily TR EMU Gross Health Care Providers & Services USD,Standard,,Gross,USD,
107002,MIULHEPR,MSCI EMU Health Care Providers & Services Local,Standard,,Price,Local,
107002,MIUUHEPR,MSCI EMU Health Care Providers & Services USD,Standard,,Price,USD,
107002,NDLMHEPR,MSCI Daily TR EMU Net Health Care Providers & Services Local,Standard,,Net,Local,
107002,NDUMHEPR,MSCI Daily TR EMU Net Health Care Providers & Services USD,Standard,,Net,USD,
107003,MIULBANK,MSCI EMU Banks Industry Local,Standard,,Price,Local,
107003,MIUUBANK,MSCI EMU Banks USD,Standard,,Price,USD,
107004,GDLMDFIN,MSCI Daily TR EMU Gross Diversified Financials Industry Local,Standard,,Gross,Local,
107004,GDUMDFIN,MSCI Daily TR EMU Gross Diversified Financials USD,Standard,,Gross,USD,
107004,MIULDFIN,MSCI EMU Diversified Financials Industry Local,Standard,,Price,Local,
107004,MIUUDFIN,MSCI EMU Diversified Financials USD,Standard,,Price,USD,
107004,NDLMDFIN,MSCI Daily TR EMU Net Diversified Financials Industry Local,Standard,,Net,Local,
107004,NDUMDFIN,MSCI Daily TR EMU Net Diversified Financials Industry USD,Standard,,Net,USD,
107005,GDLMINSU,MSCI Daily TR EMU Gross Insurance Industry Local,Standard,,Gross,Local,
107005,GDUMINSU,MSCI Daily TR EMU Gross Insurance Industry USD,Standard,,Gross,USD,
107005,MIULINSU,MSCI EMU Insurance Industry Local,Standard,,Price,Local,
107005,MIUUINSU,MSCI EMU Insurance USD,Standard,,Price,USD,
107005,NDLMINSU,MSCI Daily TR EMU Net Insurance Industry Local,Standard,,Net,Local,
107005,NDUMINSU,MSCI Daily TR EMU Net Insurance Industry USD,Standard,,Net,USD,
107006,GDUMREST,MSCI Daily TR EMU Gross Real Estate Industry USD,Standard,,Gross,USD,
107006,MIULREST,MSCI EMU Real Estate Industry Local,Standard,,Price,Local,
107006,MIUUREST,MSCI EMU Real Estate Industry USD,Standard,,Price,USD,
107006,NDLMREST,MSCI Daily TR EMU Net Real Estate Industry Local,Standard,,Net,Local,
107006,NDUMREST,MSCI Daily TR EMU Net Real Estate Industry USD,Standard,,Net,USD,
107007,GDLMICON,MSCI Daily TR EMU Gross IT Consulting & Services Local,Standard,,Gross,Local,
107007,GDUMICON,MSCI Daily TR EMU Gross IT Consulting & Services USD,Standard,,Gross,USD,
107007,MIULICON,MSCI EMU IT Consulting & Services Local,Standard,,Price,Local,
107007,MIUUICON,MSCI EMU IT Consulting & Services USD,Standard,,Price,USD,
107007,NDLMICON,MSCI Daily TR EMU Net IT Consulting & Services Local,Standard,,Net,Local,
107007,NDUMICON,MSCI Daily TR EMU Net IT Consulting & Services USD,Standard,,Net,USD,
107009,GDLMELEQ,MSCI Daily TR EMU Gross Electronic Equipment & Instruments Local,Standard,,Gross,Local,
107009,GDUMELEQ,MSCI Daily TR EMU Gross Electronic Equipment & Instruments USD,Standard,,Gross,USD,
107009,MIULELEQ,MSCI EMU Electronic Equipment & Instruments Local,Standard,,Price,Local,
107009,MIUUELEQ,MSCI EMU Electronic Equipment & Instruments USD,Standard,,Price,USD,
107009,NDLMELEQ,MSCI Daily TR EMU Net Electronic Equipment & Instruments Local,Standard,,Net,Local,
107009,NDUMELEQ,MSCI Daily TR EMU Net Electronic Equipment & Instruments USD,Standard,,Net,USD,
107010,GDLMOELE,MSCI Daily TR EMU Gross Office Electronics Local,Standard,,Gross,Local,
107010,GDUMOELE,MSCI Daily TR EMU Gross Office Electronics USD,Standard,,Gross,USD,
107010,MIULOELE,MSCI EMU Office Electronics Local,Standard,,Price,Local,
107010,MIUUOELE,MSCI EMU Office Electronics USD,Standard,,Price,USD,
107010,NDLMOELE,MSCI Daily TR EMU Net Office Electronics Local,Standard,,Net,Local,
107010,NDUMOELE,MSCI Daily TR EMU Net Office Electronics USD,Standard,,Net,USD,
107012,GDLMMUTI,MSCI Daily TR EMU Gross Multi Utilities Local,Standard,,Gross,Local,
107012,GDUMMUTI,MSCI Daily TR EMU Gross Multi Utilities USD,Standard,,Gross,USD,
107012,MIULMUTI,MSCI EMU Multi Utilities Local,Standard,,Price,Local,
107012,MIUUMUTI,MSCI EMU Multi Utilities USD,Standard,,Price,USD,
107012,NDLMMUTI,MSCI Daily TR EMU Net Multi Utilities Local,Standard,,Net,Local,
107012,NDUMMUTI,MSCI Daily TR EMU Net Multi Utilities USD,Standard,,Net,USD,
107013,GDLFEEQS,MSCI Daily TR EM Gross Energy Equipment Local,Standard,,Gross,Local,
107013,GDUFEEQS,MSCI Daily TR EM Gross Energy Equipment USD,Standard,,Gross,USD,
107013,MIFLEEQS,MSCI EM Energy Equipment Local,Standard,,Price,Local,
107013,MIFUEEQS,MSCI EM Energy Equipment USD,Standard,,Price,USD,
107013,NDLFEEQS,MSCI Daily TR EM Net Energy Equipment Local,Standard,,Net,Local,
107013,NDUFEEQS,MSCI Daily TR EM Net Energy Equipment USD,Standard,,Net,USD,
107014,GDLFCMAT,MSCI Daily TR EM Gross Construction Materials Local,Standard,,Gross,Local,
107014,GDUFCMAT,MSCI Daily TR EM Gross Construction Materials USD,Standard,,Gross,USD,
107014,MIFLCMAT,MSCI EM Construction Materials Local,Standard,,Price,Local,
107014,MIFUCMAT,MSCI EM Construction Materials USD,Standard,,Price,USD,
107014,NDLFCMAT,MSCI Daily TR EM Net Construction Materials Local,Standard,,Net,Local,
107014,NDUFCMAT,MSCI Daily TR EM Net Construction Materials USD,Standard,,Net,USD,
107015,GDLFCPAK,MSCI Daily TR EM Gross Containers & Packaging Local,Standard,,Gross,Local,
107015,GDUFCPAK,MSCI Daily TR EM Gross Containers & Packaging USD,Standard,,Gross,USD,
107015,MIFLCPAK,MSCI EM Containers & Packaging Local,Standard,,Price,Local,
107015,MIFUCPAK,MSCI EM Containers & Packaging USD,Standard,,Price,USD,
107015,NDLFCPAK,MSCI Daily TR EM Net Containers & Packaging Local,Standard,,Net,Local,
107015,NDUFCPAK,MSCI Daily TR EM Net Containers & Packaging USD,Standard,,Net,USD,
107016,GDLFBUIL,MSCI Daily TR EM Gross Building Products Local,Standard,,Gross,Local,
107016,GDUFBUIL,MSCI Daily TR EM Gross Building Products USD,Standard,,Gross,USD,
107016,MIFLBUIL,MSCI EM Building Products Local,Standard,,Price,Local,
107016,MIFUBUIL,MSCI EM Building Products USD,Standard,,Price,USD,
107016,NDLFBUIL,MSCI Daily TR EM Net Building Products Local,Standard,,Net,Local,
107016,NDUFBUIL,MSCI Daily TR EM Net Building Products USD,Standard,,Net,USD,
107017,GDLFCENG,MSCI Daily TR EM Gross Construction & Engineering Local,Standard,,Gross,Local,
107017,GDUFCENG,MSCI Daily TR EM Gross Construction & Engineering USD,Standard,,Gross,USD,
107017,MIFLCENG,MSCI EM Construction & Engineering Local,Standard,,Price,Local,
107017,MIFUCENG,MSCI EM Construction & Engineering USD,Standard,,Price,USD,
107017,NDLFCENG,MSCI Daily TR EM Net Construction & Engineering Local,Standard,,Net,Local,
107017,NDUFCENG,MSCI Daily TR EM Net Construction & Engineering USD,Standard,,Net,USD,
107018,GDLFTRDI,MSCI Daily TR EM Gross Trading Cos & Distributors Local,Standard,,Gross,Local,
107018,GDUFTRDI,MSCI Daily TR EM Gross Trading Cos & Distributors USD,Standard,,Gross,USD,
107018,MIFLTRDI,MSCI EM Trading Cos & Distributors Local,Standard,,Price,Local,
107018,MIFUTRDI,MSCI EM Trading Cos & Distributors USD,Standard,,Price,USD,
107018,NDLFTRDI,MSCI Daily TR EM Net Trading Cos & Distributors Local,Standard,,Net,Local,
107018,NDUFTRDI,MSCI Daily TR EM Net Trading Cos & Distributors USD,Standard,,Net,USD,
107019,GDLFCSER,MSCI Daily TR EM Gross Commercial Services & Supplies Local,Standard,,Gross,Local,
107019,GDUFCSER,MSCI Daily TR EM Gross Commercial Services & Supplies USD,Standard,,Gross,USD,
107019,MIFLCSER,MSCI EM Commercial Services & Supplies Local,Standard,,Price,Local,
107019,MIFUCSER,MSCI EM Commercial Services & Supplies USD,Standard,,Price,USD,
107019,NDLFCSER,MSCI Daily TR EM Net Commercial Services & Supplies Local,Standard,,Net,Local,
107019,NDUFCSER,MSCI Daily TR EM Net Commercial Services & Supplies USD,Standard,,Net,USD,
107020,GDLFACOU,SCI Daily TR EM Gross Air Freight Local,Standard,,Gross,Local,
107020,GDUFACOU,MSCI Daily TR EM Gross Air Freight USD,Standard,,Gross,USD,
107020,MIFLACOU,MSCI EM Air Freight Local,Standard,,Price,Local,
107020,MIFUACOU,MSCI EM Air Freight USD,Standard,,Price,USD,
107020,NDLFACOU,MSCI Daily TR EM Net Air Freight Local,Standard,,Net,Local,
107020,NDUFACOU,MSCI Daily TR EM Net Air Freight USD,Standard,,Net,USD,
107021,GDLFRRAI,MSCI Daily TR EM Gross Road & Rail Local,Standard,,Gross,Local,
107021,GDUFRRAI,MSCI Daily TR EM Gross Road & Rail USD,Standard,,Gross,USD,
107021,MIFLRRAI,MSCI EM Road & Rail Local,Standard,,Price,Local,
107021,MIFURRAI,MSCI EM Road & Rail USD,Standard,,Price,USD,
107021,NDLFRRAI,MSCI Daily TR EM Net Road & Rail Local,Standard,,Net,Local,
107021,NDUFRRAI,MSCI Daily TR EM Net Road & Rail USD,Standard,,Net,USD,
107022,GDLFTRIF,MSCI Daily TR EM Gross Transportation Infrastructure Local,Standard,,Gross,Local,
107022,GDUFTRIF,MSCI Daily TR EM Gross Transportation Infrastructure USD,Standard,,Gross,USD,
107022,MIFLTRIF,MSCI EM Transportation Infrastructure Local,Standard,,Price,Local,
107022,MIFUTRIF,MSCI EM Transportation Infrastructure USD,Standard,,Price,USD,
107022,NDLFTRIF,MSCI Daily TR EM Net Transportation Infrastructure Local,Standard,,Net,Local,
107022,NDUFTRIF,MSCI Daily TR EM Net Transportation Infrastructure USD,Standard,,Net,USD,
107023,GDLFACOM,MSCI Daily TR EM Gross Auto Components Local,Standard,,Gross,Local,
107023,GDUFACOM,MSCI Daily TR EM Gross Auto Components USD,Standard,,Gross,USD,
107023,MIFLACOM,MSCI EM Auto Components Local,Standard,,Price,Local,
107023,MIFUACOM,MSCI EM Auto Components USD,Standard,,Price,USD,
107023,NDLFACOM,MSCI Daily TR EM Net Auto Components Local,Standard,,Net,Local,
107023,NDUFACOM,MSCI Daily TR EM Net Auto Components USD,Standard,,Net,USD,
107024,GDLFLEQU,MSCI Daily TR EM Gross Leisure Equipment Local,Standard,,Gross,Local,
107024,GDUFLEQU,MSCI Daily TR EM Gross Leisure Equipment USD,Standard,,Gross,USD,
107024,MIFLLEQU,MSCI EM Leisure Equipment Local,Standard,,Price,Local,
107024,MIFULEQU,MSCI EM Leisure Equipment USD,Standard,,Price,USD,
107024,NDLFLEQU,MSCI Daily TR EM Net Leisure Equipment Local,Standard,,Net,Local,
107024,NDUFLEQU,MSCI Daily TR EM Net Leisure Equipment USD,Standard,,Net,USD,
107025,GDLFHOTE,MSCI Daily TR EM Gross Hotels Restaurants & Leisure Local,Standard,,Gross,Local,
107025,GDUFHOTE,MSCI Daily TR EM Gross Hotels Restaurants & Leisure USD,Standard,,Gross,USD,
107025,MIFLHOTE,MSCI EM Hotels Restaurants & Leisure Industry Local,Standard,,Price,Local,
107025,MIFUHOTE,MSCI EM Hotels Restaurants & Leisure Industry USD,Standard,,Price,USD,
107025,NDLFHOTE,MSCI Daily TR EM Net Hotels Restaurants & Leisure Local,Standard,,Net,Local,
107025,NDUFHOTE,MSCI Daily TR EM Net Hotels Restaurants & Leisure USD,Standard,,Net,USD,
107026,GDLFMED,MSCI Daily TR EM Gross Media Local,Standard,,Gross,Local,
107026,GDUFMED,MSCI Daily TR EM Gross Media USD,Standard,,Gross,USD,
107026,MIFLMED,MSCI EM Media Industry Local,Standard,,Price,Local,
107026,MIFUMED,MSCI EM Media Industry USD,Standard,,Price,USD,
107026,NDLFMED,MSCI Daily TR EM Net Media Local,Standard,,Net,Local,
107026,NDUFMED,MSCI Daily TR EM Net Media USD,Standard,,Net,USD,
107027,GDLFDIS,MSCI Daily TR EM Gross Distributors Local,Standard,,Gross,Local,
107027,GDUFDIS,MSCI Daily TR EM Gross Distributors USD,Standard,,Gross,USD,
107027,MIFLDIS,MSCI EM Distributors Local,Standard,,Price,Local,
107027,MIFUDIS,MSCI EM Distributors USD,Standard,,Price,USD,
107027,NDLFDIS,MSCI Daily TR EM Net Distributors Local,Standard,,Net,Local,
107027,NDUFDIS,MSCI Daily TR EM Net Distributors USD,Standard,,Net,USD,
107028,GDLFINCR,MSCI Daily TR EM Gross Internet & Catalog Retail Local,Standard,,Gross,Local,
107028,GDUFINCR,MSCI Daily TR EM Gross Internet & Catalog Retail USD,Standard,,Gross,USD,
107028,NDLFINCR,MSCI Daily TR EM Net Internet & Catalog Retail Local,Standard,,Net,Local,
107028,NDUFINCR,MSCI Daily TR EM Net Internet & Catalog Retail USD,Standard,,Net,USD,
107029,GDLFSRET,MSCI Daily TR EM Gross Specialty Retail Local,Standard,,Gross,Local,
107029,GDUFSRET,MSCI Daily TR EM Gross Specialty Retail USD,Standard,,Gross,USD,
107029,MIFLSRET,MSCI EM Specialty Retail Local,Standard,,Price,Local,
107029,MIFUSRET,MSCI EM Specialty Retail USD,Standard,,Price,USD,
107029,NDLFSRET,MSCI Daily TR EM Net Specialty Retail Local,Standard,,Net,Local,
107029,NDUFSRET,MSCI Daily TR EM Net Specialty Retail USD,Standard,,Net,USD,
107030,GDLFTOBA,MSCI Daily TR EM Gross Tobacco Local,Standard,,Gross,Local,
107030,GDUFTOBA,MSCI Daily TR EM Gross Tobacco USD,Standard,,Gross,USD,
107030,MIFLTOBA,MSCI EM Tobacco Local,Standard,,Price,Local,
107030,MIFUTOBA,MSCI EM Tobacco USD,Standard,,Price,USD,
107030,NDLFTOBA,MSCI Daily TR EM Net Tobacco Local,Standard,,Net,Local,
107030,NDUFTOBA,MSCI Daily TR EM Net Tobacco USD,Standard,,Net,USD,
107031,GDLFHPRO,MSCI Daily TR EM Gross Household Products Local,Standard,,Gross,Local,
107031,GDUFHPRO,MSCI Daily TR EM Gross Household Products USD,Standard,,Gross,USD,
107031,MIFLHPRO,MSCI EM Household Products Local,Standard,,Price,Local,
107031,MIFUHPRO,MSCI EM Household Products USD,Standard,,Price,USD,
107031,NDLFHPRO,MSCI Daily TR EM Net Household Products Local,Standard,,Net,Local,
107031,NDUFHPRO,MSCI Daily TR EM Net Household Products USD,Standard,,Net,USD,
107032,GDLFPPRO,MSCI Daily TR EM Gross Personal Products Local,Standard,,Gross,Local,
107032,GDUFPPRO,MSCI Daily TR EM Gross Personal Products USD,Standard,,Gross,USD,
107032,MIFLPPRO,MSCI EM Personal Products Local,Standard,,Price,Local,
107032,MIFUPPRO,MSCI EM Personal Products USD,Standard,,Price,USD,
107032,NDLFPPRO,MSCI Daily TR EM Net Personal Products Local,Standard,,Net,Local,
107032,NDUFPPRO,MSCI Daily TR EM Net Personal Products USD,Standard,,Net,USD,
107034,GDLFHCP,MSCI Daily TR EM Gross Health Care Providers & Services Local,Standard,,Gross,Local,
107034,GDUFHCP,MSCI Daily TR EM Gross Health Care Providers & Services USD,Standard,,Gross,USD,
107034,NDLFHCP,MSCI Daily TR EM Net Health Care Providers & Services Local,Standard,,Net,Local,
107034,NDUFHCP,MSCI Daily TR EM Net Health Care Providers & Services USD,Standard,,Net,USD,
107035,GDLFBANK,MSCI Daily TR EM Gross Banks Local,Standard,,Gross,Local,
107035,GDUFBANK,MSCI Daily TR EM Gross Banks USD,Standard,,Gross,USD,
107035,MIFLBANK,MSCI EM Commercial Commercial Banks Local,Standard,,Price,Local,
107035,MIFUBANK,MSCI EM Commercial Banks USD,Standard,,Price,USD,
107035,NDLFBANK,MSCI Daily TR EM Net Banks Local,Standard,,Net,Local,
107035,NDUFBANK,MSCI Daily TR EM Net Banks USD,Standard,,Net,USD,
107036,GDLFDFIN,MSCI Daily TR EM Gross Diversified Financials Local,Standard,,Gross,Local,
107036,GDUFDFIN,MSCI Daily TR EM Gross Diversified Financials USD,Standard,,Gross,USD,
107036,MIFLDFIN,MSCI EM Diversified Financials Services Local,Standard,,Price,Local,
107036,MIFUDFIN,MSCI EM Diversified Financials USD,Standard,,Price,USD,
107036,NDLFDFIN,MSCI Daily TR EM Net Diversified Financials Local,Standard,,Net,Local,
107036,NDUFDFIN,MSCI Daily TR EM Net Diversified Financials USD,Standard,,Net,USD,
107037,GDLFINSU,MSCI Daily TR EM Gross Insurance Local,Standard,,Gross,Local,
107037,GDUFINSU,MSCI Daily TR EM Gross Insurance USD,Standard,,Gross,USD,
107037,MIFLINSU,MSCI EM Insurance Industry Local,Standard,,Price,Local,
107037,MIFUINSU,MSCI EM Insurance Industry USD,Standard,,Price,USD,
107037,NDLFINSU,MSCI Daily TR EM Net Insurance Local,Standard,,Net,Local,
107037,NDUFINSU,MSCI Daily TR EM Net Insurance USD,Standard,,Net,USD,
107038,GDUFREST,MSCI Daily TR EM Gross Real Estate USD,Standard,,Gross,USD,
107038,NDLFREST,MSCI Daily TR EM Net Real Estate Local,Standard,,Net,Local,
107038,NDUFREST,MSCI Daily TR EM Net Real Estate USD,Standard,,Net,USD,
107039,GDLFICON,MSCI Daily TR EM Gross IT Consulting & Services Local,Standard,,Gross,Local,
107039,GDUFICON,MSCI Daily TR EM Gross IT Consulting & Services USD,Standard,,Gross,USD,
107039,MIFLICON,MSCI EM IT Consulting & Services Local,Standard,,Price,Local,
107039,MIFUICON,MSCI EM IT Consulting & Services USD,Standard,,Price,USD,
107039,NDLFICON,MSCI Daily TR EM Net IT Consulting & Services Local,Standard,,Net,Local,
107039,NDUFICON,MSCI Daily TR EM Net IT Consulting & Services USD,Standard,,Net,USD,
107040,GDLFCPER,MSCI Daily TR EM Gross Computers & Peripherals Local,Standard,,Gross,Local,
107040,GDUFCPER,MSCI Daily TR EM Gross Computers & Peripherals USD,Standard,,Gross,USD,
107040,MIFLCPER,MSCI EM Computers & Peripherals Local,Standard,,Price,Local,
107040,MIFUCPER,MSCI EM Computers & Peripherals USD,Standard,,Price,USD,
107040,NDLFCPER,MSCI Daily TR EM Net Computers & Peripherals Local,Standard,,Net,Local,
107040,NDUFCPER,MSCI Daily TR EM Net Computers & Peripherals USD,Standard,,Net,USD,
107041,GDLFELEQ,MSCI Daily TR EM Gross Electronic Equipment & Instruments Local,Standard,,Gross,Local,
107041,GDUFELEQ,MSCI Daily TR EM Gross Electronic Equipment & Instruments USD,Standard,,Gross,USD,
107041,MIFLELEQ,MSCI EM Electronic Equipment & Instruments Local,Standard,,Price,Local,
107041,MIFUELEQ,MSCI EM Electronic Equipment & Instruments USD,Standard,,Price,USD,
107041,NDLFELEQ,MSCI Daily TR EM Net Electronic Equipment & Instruments Local,Standard,,Net,Local,
107041,NDUFELEQ,MSCI Daily TR EM Net Electronic Equipment & Instruments USD,Standard,,Net,USD,
107042,GDLFOELE,MSCI Daily TR EM Gross Office Electronics Local,Standard,,Gross,Local,
107042,GDUFOELE,MSCI Daily TR EM Gross Office Electronics USD,Standard,,Gross,USD,
107042,MIFLOELE,MSCI EM Office Electronics Local,Standard,,Price,Local,
107042,MIFUOELE,MSCI EM Office Electronics USD,Standard,,Price,USD,
107042,NDLFOELE,MSCI Daily TR EM Net Office Electronics Local,Standard,,Net,Local,
107042,NDUFOELE,MSCI Daily TR EM Net Office Electronics USD,Standard,,Net,USD,
107044,GDLFMULU,MSCI Daily TR EM Gross Multi-Utilities & Unregulated Power Local,Standard,,Gross,Local,
107044,GDUFMULU,MSCI Daily TR EM Gross Multi-Utilities & Unregulated Power USD,Standard,,Gross,USD,
107044,NDLFMULU,MSCI Daily TR EM Net Multi-Utilities & Unregulated Power Local,Standard,,Net,Local,
107044,NDUFMULU,MSCI Daily TR EM Net Multi-Utilities & Unregulated Power USD,Standard,,Net,USD,
107045,GDLWEEQS,MSCI Daily TR World Gross Energy Equipment Local,Standard,,Gross,Local,
107045,GDUWEEQS,MSCI Daily TR World Gross Energy Equipment USD,Standard,,Gross,USD,
107045,MIGLEEQS,MSCI World Energy Equipment Local,Standard,,Price,Local,
107045,MIGUEEQS,MSCI World Energy Equipment USD,Standard,,Price,USD,
107045,NDUWEEQS,MSCI Daily TR World Net Energy Equipment USD,Standard,,Net,USD,
107045,NLLWEEQS,MSCI Daily TR World Net Energy Equipment Local,Standard,,Net,Local,
107046,GDLWCMAT,MSCI Daily TR World Gross Construction Materials Local,Standard,,Gross,Local,
107046,GDUWCMAT,MSCI Daily TR World Gross Construction Materials USD,Standard,,Gross,USD,
107046,MIGLCMAT,MSCI World Construction Materials Local,Standard,,Price,Local,
107046,MIGUCMAT,MSCI World Construction Materials USD,Standard,,Price,USD,
107046,NDUWCMAT,MSCI Daily TR World Net Construction Materials USD,Standard,,Net,USD,
107046,NLLWCMAT,MSCI Daily TR World Net Construction Materials Local,Standard,,Net,Local,
107047,GDLWCPAK,MSCI Daily TR World Gross Containers & Packaging Local,Standard,,Gross,Local,
107047,GDUWCPAK,MSCI Daily TR World Gross Containers & Packaging USD,Standard,,Gross,USD,
107047,MIGLCPAK,MSCI World Containers & Packaging Local,Standard,,Price,Local,
107047,MIGUCPAK,MSCI World Containers & Packaging USD,Standard,,Price,USD,
107047,NDUWCPAK,MSCI Daily TR World Net Containers & Packaging USD,Standard,,Net,USD,
107047,NLLWCPAK,MSCI Daily TR World Net Containers & Packaging Local,Standard,,Net,Local,
107048,GDLWBUIL,MSCI Daily TR World Gross Building Products Local,Standard,,Gross,Local,
107048,GDUWBUIL,MSCI Daily TR World Gross Building Products USD,Standard,,Gross,USD,
107048,MIGLBUIL,MSCI World Building Products Local,Standard,,Price,Local,
107048,MIGUBUIL,MSCI World Building Products USD,Standard,,Price,USD,
107048,NDUWBUIL,MSCI Daily TR World Net Building Products USD,Standard,,Net,USD,
107048,NLLWBUIL,MSCI Daily TR World Net Building Products Local,Standard,,Net,Local,
107049,GDLWCENG,MSCI Daily TR World Gross Construction & Engineering Local,Standard,,Gross,Local,
107049,GDUWCENG,MSCI Daily TR World Gross Construction & Engineering USD,Standard,,Gross,USD,
107049,MIGLCENG,MSCI World Construction & Engineering Local,Standard,,Price,Local,
107049,MIGUCENG,MSCI World Construction & Engineering USD,Standard,,Price,USD,
107049,NDUWCENG,MSCI Daily TR World Net Construction & Engineering USD,Standard,,Net,USD,
107049,NLLWCENG,MSCI Daily TR World Net Construction & Engineering Local,Standard,,Net,Local,
107050,GDLWTRDI,MSCI Daily TR World Gross Trading Cos & Distributors Local,Standard,,Gross,Local,
107050,GDUWTRDI,MSCI Daily TR World Gross Trading Cos & Distributors USD,Standard,,Gross,USD,
107050,MIGLTRDI,MSCI World Trading Cos & Distributors Local,Standard,,Price,Local,
107050,MIGUTRDI,MSCI World Trading Cos & Distributors USD,Standard,,Price,USD,
107050,NDUWTRDI,MSCI Daily TR World Net Trading Cos & Distributors USD,Standard,,Net,USD,
107050,NLLWTRDI,MSCI Daily TR World Net Trading Cos & Distributors Local,Standard,,Net,Local,
107051,GDLWCSER,MSCI Daily TR World Gross Commercial Services & Supplies Industry Local,Standard,,Gross,Local,
107051,GDUWCSER,MSCI Daily TR World Gross Commercial Services & Supplies Industry USD,Standard,,Gross,USD,
107051,MIGLCSER,MSCI World Commercial Services & Supplies Local,Standard,,Price,Local,
107051,MIGUCSER,MSCI World Commercial Services & Supplies USD,Standard,,Price,USD,
107051,NDUWCSER,MSCI Daily TR World Net Commercial Services & Supplies Industry USD,Standard,,Net,USD,
107051,NLLWCSER,MSCI Daily TR World Net Commercial Services & Supplies Industry Local,Standard,,Net,Local,
107052,GDLWACOU,MSCI Daily TR World Gross Air Freight Local,Standard,,Gross,Local,
107052,GDUWACOU,MSCI Daily TR World Gross Air Freight USD,Standard,,Gross,USD,
107052,MIGLACOU,MSCI World Air Freight Local,Standard,,Price,Local,
107052,MIGUACOU,MSCI World Air Freight USD,Standard,,Price,USD,
107052,NDUWACOU,MSCI Daily TR World Net Air Freight USD,Standard,,Net,USD,
107052,NLLWACOU,MSCI Daily TR World Net Air Freight Local,Standard,,Net,Local,
107053,GDLWRRAI,MSCI Daily TR World Gross Road & Rail Local,Standard,,Gross,Local,
107053,GDUWRRAI,MSCI Daily TR World Gross Road & Rail USD,Standard,,Gross,USD,
107053,MIGLRRAI,MSCI World Road & Rail Local,Standard,,Price,Local,
107053,MIGURRAI,MSCI World Road & Rail USD,Standard,,Price,USD,
107053,NDUWRRAI,MSCI Daily TR World Net Road & Rail USD,Standard,,Net,USD,
107053,NLLWRRAI,MSCI Daily TR World Net Road & Rail Local,Standard,,Net,Local,
107054,GDLWTRIF,MSCI Daily TR World Gross Transportation Infrastructure Local,Standard,,Gross,Local,
107054,GDUWTRIF,MSCI Daily TR World Gross Transportation Infrastructure USD,Standard,,Gross,USD,
107054,MIGLTRIF,MSCI World Transportation Infrastructure Local,Standard,,Price,Local,
107054,MIGUTRIF,MSCI World Transportation Infrastructure USD,Standard,,Price,USD,
107054,NDUWTRIF,MSCI Daily TR World Net Transportation Infrastructure USD,Standard,,Net,USD,
107054,NLLWTRIF,MSCI Daily TR World Net Transportation Infrastructure Local,Standard,,Net,Local,
107055,GDLWACOM,MSCI Daily TR World Gross Auto Components Local,Standard,,Gross,Local,
107055,GDUWACOM,MSCI Daily TR World Gross Auto Components USD,Standard,,Gross,USD,
107055,MIGLACOM,MSCI World Auto Components Local,Standard,,Price,Local,
107055,MIGUACOM,MSCI World Auto Components USD,Standard,,Price,USD,
107055,NDUWACOM,MSCI Daily TR World Net Auto Components USD,Standard,,Net,USD,
