datetime,CN_Quality2
2016-07-06,0.05879427701154394
2016-07-07,0.05740277870459298
2016-07-08,0.04574149284557416
2016-07-09,0.04574149284557416
2016-07-10,0.04574149284557416
2016-07-11,0.05120375053025117
2016-07-12,0.08128334502807433
2016-07-13,0.08315343917710005
2016-07-14,0.07915911690323152
2016-07-15,0.08016192729420357
2016-07-16,0.08016192729420357
2016-07-17,0.08016192729420357
2016-07-18,0.08168264630152544
2016-07-19,0.07353859176725241
2016-07-20,0.07373657166295344
2016-07-21,0.07680957992521731
2016-07-22,0.05933583235642215
2016-07-23,0.05933583235642215
2016-07-24,0.05933583235642215
2016-07-25,0.05858352540465561
2016-07-26,0.07647691806893553
2016-07-27,0.039323960324021634
2016-07-28,0.04697276281043394
2016-07-29,0.052740821087031486
2016-07-30,0.052740821087031486
2016-07-31,0.052740821087031486
2016-08-01,0.03475489455807468
2016-08-02,0.041837285416508774
2016-08-03,0.04376182295560471
2016-08-04,0.044755881040305256
2016-08-05,0.04096015892905758
2016-08-06,0.04096015892905758
2016-08-07,0.04096015892905758
2016-08-08,0.04875614256280225
2016-08-09,0.06510525566342618
2016-08-10,0.061028675521510145
2016-08-11,0.05492094007759207
2016-08-12,0.06291428114751385
2016-08-13,0.06291428114751385
2016-08-14,0.06291428114751385
2016-08-15,0.08208979937794947
2016-08-16,0.0794295921373962
2016-08-17,0.07795535014404753
2016-08-18,0.06946515844643475
2016-08-19,0.06708107459803991
2016-08-20,0.06708107459803991
2016-08-21,0.06708107459803991
2016-08-22,0.061258208796436175
2016-08-23,0.05820882564795604
2016-08-24,0.056774055035690996
2016-08-25,0.048383462114500064
2016-08-26,0.049259286874976604
2016-08-27,0.049259286874976604
2016-08-28,0.049259286874976604
2016-08-29,0.0478833944128878
2016-08-30,0.0452225445452441
2016-08-31,0.04515668642264381
2016-09-01,0.04104421198290509
2016-09-02,0.03834414323710167
2016-09-03,0.03834414323710167
2016-09-04,0.03834414323710167
2016-09-05,0.03997308697481916
2016-09-06,0.048049574559628105
2016-09-07,0.04055592935682606
2016-09-08,0.038000777479889836
2016-09-09,0.030545713529885443
2016-09-10,0.030545713529885443
2016-09-11,0.030545713529885443
2016-09-12,0.00611419138546343
2016-09-13,0.006283560082476658
2016-09-14,0.0033583981583467093
2016-09-15,0.0033583981583467093
2016-09-16,0.0033583981583467093
2016-09-17,0.0033583981583467093
2016-09-18,0.0033583981583467093
2016-09-19,0.013335878719005434
2016-09-20,0.013817303159085803
2016-09-21,0.01731884991740018
2016-09-22,0.022201268416805586
2016-09-23,0.02491885541694261
2016-09-24,0.02491885541694261
2016-09-25,0.02491885541694261
2016-09-26,0.009454733558716955
2016-09-27,0.022222301343731488
2016-09-28,0.02213190153609257
2016-09-29,0.02818214691387455
2016-09-30,0.03053296561213159
2016-10-01,0.03053296561213159
2016-10-02,0.03053296561213159
2016-10-03,0.03053296561213159
2016-10-04,0.03053296561213159
2016-10-05,0.03053296561213159
2016-10-06,0.03053296561213159
2016-10-07,0.03053296561213159
2016-10-08,0.03053296561213159
2016-10-09,0.03053296561213159
2016-10-10,0.053732164441003594
2016-10-11,0.060796876055996485
2016-10-12,0.06735484466072483
2016-10-13,0.0693681092659999
2016-10-14,0.062400104787940114
2016-10-15,0.062400104787940114
2016-10-16,0.062400104787940114
2016-10-17,0.05797212903574023
2016-10-18,0.07087109270554626
2016-10-19,0.07015776810655461
2016-10-20,0.07153600264388627
2016-10-21,0.06442086629816601
2016-10-22,0.06442086629816601
2016-10-23,0.06442086629816601
2016-10-24,0.07060560335269495
2016-10-25,0.07389050716284395
2016-10-26,0.08262554975165814
2016-10-27,0.08149903437802819
2016-10-28,0.07563244428925575
2016-10-29,0.07563244428925575
2016-10-30,0.07563244428925575
2016-10-31,0.07076076267967024
2016-11-01,0.08174353340414409
2016-11-02,0.07393512506890065
2016-11-03,0.07093965921751355
2016-11-04,0.06431306397923642
2016-11-05,0.06431306397923642
2016-11-06,0.06431306397923642
2016-11-07,0.05729040704963828
2016-11-08,0.066733958922373
2016-11-09,0.05896238557323996
2016-11-10,0.06472454140886907
2016-11-11,0.0673552344133086
2016-11-12,0.0673552344133086
2016-11-13,0.0673552344133086
2016-11-14,0.059094976634750385
2016-11-15,0.06412086932651606
2016-11-16,0.06734621384481021
2016-11-17,0.06159541961607862
2016-11-18,0.056037707374370305
2016-11-19,0.056037707374370305
2016-11-20,0.056037707374370305
2016-11-21,0.05703170431347515
2016-11-22,0.06733178184555144
2016-11-23,0.06188945451786543
2016-11-24,0.07539479262616999
2016-11-25,0.07585588796133647
2016-11-26,0.07585588796133647
2016-11-27,0.07585588796133647
2016-11-28,0.07412464777657934
2016-11-29,0.08652751491525201
2016-11-30,0.0753829253919891
2016-12-01,0.08905433631441051
2016-12-02,0.07577286489859159
2016-12-03,0.07577286489859159
2016-12-04,0.07577286489859159
2016-12-05,0.048612644383820625
2016-12-06,0.05243733067559608
2016-12-07,0.059897316703576786
2016-12-08,0.05014620058704655
2016-12-09,0.043576319115718354
2016-12-10,0.043576319115718354
2016-12-11,0.043576319115718354
2016-12-12,0.009183190438686761
2016-12-13,0.009945950247758795
2016-12-14,-0.0014410293764984816
2016-12-15,-0.0007287583654060903
2016-12-16,0.00988589966631137
2016-12-17,0.00988589966631137
2016-12-18,0.00988589966631137
2016-12-19,0.0038597837588632
2016-12-20,0.010514835090981833
2016-12-21,0.02621063562840864
2016-12-22,0.019434140015013757
2016-12-23,0.01729644553335885
2016-12-24,0.01729644553335885
2016-12-25,0.01729644553335885
2016-12-26,0.006371162205240477
2016-12-27,0.002579997786525734
2016-12-28,-0.005081350439471999
2016-12-29,-0.00654878047838181
2016-12-30,0.0016889020038617364
2016-12-31,0.0016889020038617364
2017-01-01,0.0016889020038617364
2017-01-02,0.0016889020038617364
2017-01-03,0.007346772943623181
2017-01-04,0.023302610968960247
2017-01-05,0.022805997504874442
2017-01-06,0.015072968917907659
2017-01-07,0.015072968917907659
2017-01-08,0.015072968917907659
2017-01-09,0.012923225049314091
2017-01-10,0.012189095052768106
2017-01-11,0.004065460314803371
2017-01-12,-0.004551492503633958
2017-01-13,-0.008905443431290627
2017-01-14,-0.008905443431290627
2017-01-15,-0.008905443431290627
2017-01-16,-0.01815632775087861
2017-01-17,-0.013233856410247435
2017-01-18,-0.01081513793184441
2017-01-19,-0.008521502758628174
2017-01-20,0.0003404683162224753
2017-01-21,0.0003404683162224753
2017-01-22,0.0003404683162224753
2017-01-23,0.0046908728687873325
2017-01-24,0.004505407476453893
2017-01-25,0.01802915316051057
2017-01-26,0.023290381797733906
2017-01-27,0.023290381797733906
2017-01-28,0.023290381797733906
2017-01-29,0.023290381797733906
2017-01-30,0.023290381797733906
2017-01-31,0.023290381797733906
2017-02-01,0.023290381797733906
2017-02-02,0.023290381797733906
2017-02-03,0.022723317401237786
2017-02-04,0.022723317401237786
2017-02-05,0.022723317401237786
2017-02-06,0.020951135980313618
2017-02-07,0.018694418139696634
2017-02-08,0.02397210926887805
2017-02-09,0.027065628107673323
2017-02-10,0.02258032895459694
2017-02-11,0.02258032895459694
2017-02-12,0.02258032895459694
2017-02-13,0.03619339497946461
2017-02-14,0.03212366676882761
2017-02-15,0.014933466313465482
2017-02-16,0.02006094185358287
2017-02-17,0.031481507160307176
2017-02-18,0.031481507160307176
2017-02-19,0.031481507160307176
2017-02-20,0.04557025271077353
2017-02-21,0.05473345491174442
2017-02-22,0.07174204241665172
2017-02-23,0.08143863206076052
2017-02-24,0.08112963216379931
2017-02-25,0.08112963216379931
2017-02-26,0.08112963216379931
2017-02-27,0.08018686327558044
2017-02-28,0.08470050496721804
2017-03-01,0.07869260094574337
2017-03-02,0.07358108769051896
2017-03-03,0.07606801299547872
2017-03-04,0.07606801299547872
2017-03-05,0.07606801299547872
2017-03-06,0.08450798730650688
2017-03-07,0.08681887193168913
2017-03-08,0.08400538298736993
2017-03-09,0.08057108538464663
2017-03-10,0.09157794958964094
2017-03-11,0.09157794958964094
2017-03-12,0.09157794958964094
2017-03-13,0.09866603905076321
2017-03-14,0.0986406142533578
2017-03-15,0.0978268826182509
2017-03-16,0.09877316668154767
2017-03-17,0.10142850711974982
2017-03-18,0.10142850711974982
2017-03-19,0.10142850711974982
2017-03-20,0.10115824201159418
2017-03-21,0.1065817574249901
2017-03-22,0.11845615647936336
2017-03-23,0.11662484647005011
2017-03-24,0.1280089189714977
2017-03-25,0.1280089189714977
2017-03-26,0.1280089189714977
2017-03-27,0.12921428722932826
2017-03-28,0.12790200463433954
2017-03-29,0.13359833181795322
2017-03-30,0.13133141935394765
2017-03-31,0.14067141587807908
2017-04-01,0.14067141587807908
2017-04-02,0.14067141587807908
2017-04-03,0.14067141587807908
2017-04-04,0.14067141587807908
2017-04-05,0.14870889663260778
2017-04-06,0.14893740628448082
2017-04-07,0.14269384123780315
2017-04-08,0.14269384123780315
2017-04-09,0.14269384123780315
2017-04-10,0.13728874413249836
2017-04-11,0.13085322739203442
2017-04-12,0.12077892917354527
2017-04-13,0.1187219559710544
2017-04-14,0.10965370039175482
2017-04-15,0.10965370039175482
2017-04-16,0.10965370039175482
2017-04-17,0.10434439341583546
2017-04-18,0.12224515765558452
2017-04-19,0.12319769952971238
2017-04-20,0.14205789140312586
2017-04-21,0.1434725161122088
2017-04-22,0.1434725161122088
2017-04-23,0.1434725161122088
2017-04-24,0.1271240865328338
2017-04-25,0.13919849577539245
2017-04-26,0.13708208666748956
2017-04-27,0.13363093674073756
2017-04-28,0.125813558346215
2017-04-29,0.125813558346215
2017-04-30,0.125813558346215
2017-05-01,0.125813558346215
2017-05-02,0.12591064568915522
2017-05-03,0.12253455390256796
2017-05-04,0.12551122390396552
2017-05-05,0.11059567052090968
2017-05-06,0.11059567052090968
2017-05-07,0.11059567052090968
2017-05-08,0.10100504082306228
2017-05-09,0.10880625404264443
2017-05-10,0.10577452324681569
2017-05-11,0.10135795899871014
2017-05-12,0.10130238550783144
2017-05-13,0.10130238550783144
2017-05-14,0.10130238550783144
2017-05-15,0.10330509668174903
2017-05-16,0.11939029450187033
2017-05-17,0.11380636586062032
2017-05-18,0.1133284605906002
2017-05-19,0.11818990323002021
2017-05-20,0.11818990323002021
2017-05-21,0.11818990323002021
2017-05-22,0.11742803784875178
2017-05-23,0.10976440227294493
2017-05-24,0.11090463070061052
2017-05-25,0.10963927075091484
2017-05-26,0.10806360492096245
2017-05-27,0.10806360492096245
2017-05-28,0.10806360492096245
2017-05-29,0.10806360492096245
2017-05-30,0.10806360492096245
2017-05-31,0.10393471698540835
2017-06-01,0.11375828471830762
2017-06-02,0.11452796065621107
2017-06-03,0.11452796065621107
2017-06-04,0.11452796065621107
2017-06-05,0.12117624181599584
2017-06-06,0.13209454190554193
2017-06-07,0.16006236326206857
2017-06-08,0.1685800531514825
2017-06-09,0.18797346694706785
2017-06-10,0.18797346694706785
2017-06-11,0.18797346694706785
2017-06-12,0.1862357908040757
2017-06-13,0.19743566865971918
2017-06-14,0.1743087667793506
2017-06-15,0.17534922017662824
2017-06-16,0.1749768526767561
2017-06-17,0.1749768526767561
2017-06-18,0.1749768526767561
2017-06-19,0.16306364321335498
2017-06-20,0.16224332986170187
2017-06-21,0.18307404535056926
2017-06-22,0.17526129511075617
2017-06-23,0.1810122807552046
2017-06-24,0.1810122807552046
2017-06-25,0.1810122807552046
2017-06-26,0.19040837295364743
2017-06-27,0.19729189894596155
2017-06-28,0.18418297099413405
2017-06-29,0.19488139023904938
2017-06-30,0.19695707992100142
2017-07-01,0.19695707992100142
2017-07-02,0.19695707992100142
2017-07-03,0.1880296684909688
2017-07-04,0.17299752256215384
2017-07-05,0.18252165530320585
2017-07-06,0.17887970758191352
2017-07-07,0.17331468668126493
2017-07-08,0.17331468668126493
2017-07-09,0.17331468668126493
2017-07-10,0.16745041856000586
2017-07-11,0.16597280494271227
2017-07-12,0.16138825662889555
2017-07-13,0.15675940202555805
2017-07-14,0.15848909176814074
2017-07-15,0.15848909176814074
2017-07-16,0.15848909176814074
2017-07-17,0.12963475188538864
2017-07-18,0.1342046712577949
2017-07-19,0.15048498306039848
2017-07-20,0.15519811564310126
2017-07-21,0.15911037261366778
2017-07-22,0.15911037261366778
2017-07-23,0.15911037261366778
2017-07-24,0.15887266270009448
2017-07-25,0.1567817076228204
2017-07-26,0.15305251995716684
2017-07-27,0.16495994456167362
2017-07-28,0.16841309443358066
2017-07-29,0.16841309443358066
2017-07-30,0.16841309443358066
2017-07-31,0.16733492366221792
2017-08-01,0.1650012987527827
2017-08-02,0.15162649992172872
2017-08-03,0.14496985080104774
2017-08-04,0.14181903937522655
2017-08-05,0.14181903937522655
2017-08-06,0.14181903937522655
2017-08-07,0.15337721979530938
2017-08-08,0.15131587660043544
2017-08-09,0.1707175393719471
2017-08-10,0.1736785887029595
2017-08-11,0.16519718594633792
2017-08-12,0.16519718594633792
2017-08-13,0.16519718594633792
2017-08-14,0.1823377061193856
2017-08-15,0.18826126624712303
2017-08-16,0.1833108685926137
2017-08-17,0.18864510874640383
2017-08-18,0.18635573975728414
2017-08-19,0.18635573975728414
2017-08-20,0.18635573975728414
2017-08-21,0.19106137353281616
2017-08-22,0.1815138031432102
2017-08-23,0.18299974608526148
2017-08-24,0.1774397839504369
2017-08-25,0.18383832664826194
2017-08-26,0.18383832664826194
2017-08-27,0.18383832664826194
2017-08-28,0.1877985637647186
2017-08-29,0.18783166844830257
2017-08-30,0.19125100052287047
2017-08-31,0.18567158008856266
2017-09-01,0.19276323118145688
2017-09-02,0.19276323118145688
2017-09-03,0.19276323118145688
2017-09-04,0.20199307480283024
2017-09-05,0.208627000790941
2017-09-06,0.2107496685696204
2017-09-07,0.20415242031468184
2017-09-08,0.20638411659344813
2017-09-09,0.20638411659344813
2017-09-10,0.20638411659344813
2017-09-11,0.20698813415851514
2017-09-12,0.20399329058663507
2017-09-13,0.21456035081028513
2017-09-14,0.21206709243283672
2017-09-15,0.2167449084706834
2017-09-16,0.2167449084706834
2017-09-17,0.2167449084706834
2017-09-18,0.23468529314414965
2017-09-19,0.24595687397906651
2017-09-20,0.2567438421471355
2017-09-21,0.24826646803655827
2017-09-22,0.24147047501639007
2017-09-23,0.24147047501639007
2017-09-24,0.24147047501639007
2017-09-25,0.24006173387284035
2017-09-26,0.23874174403615966
2017-09-27,0.25236788646885056
2017-09-28,0.26428090840946394
2017-09-29,0.2699392933203786
2017-09-30,0.2699392933203786
2017-10-01,0.2699392933203786
2017-10-02,0.2699392933203786
2017-10-03,0.2699392933203786
2017-10-04,0.2699392933203786
2017-10-05,0.2699392933203786
2017-10-06,0.2699392933203786
2017-10-07,0.2699392933203786
2017-10-08,0.2699392933203786
2017-10-09,0.2821618034133875
2017-10-10,0.29066804156493387
2017-10-11,0.31415026520915745
2017-10-12,0.31529341339215744
2017-10-13,0.32408389658914016
2017-10-14,0.32408389658914016
2017-10-15,0.32408389658914016
2017-10-16,0.31983196859303376
2017-10-17,0.3278428131844304
2017-10-18,0.33067402906964594
2017-10-19,0.3379723636146199
2017-10-20,0.3403475959724258
2017-10-21,0.3403475959724258
2017-10-22,0.3403475959724258
2017-10-23,0.35495270477827723
2017-10-24,0.35182532673681544
2017-10-25,0.361394617622514
2017-10-26,0.3769258955222363
2017-10-27,0.3728686270867567
2017-10-28,0.3728686270867567
2017-10-29,0.3728686270867567
2017-10-30,0.3622426232459359
2017-10-31,0.3762610417030343
2017-11-01,0.37470241128951365
2017-11-02,0.3793641510474006
2017-11-03,0.38176904723839233
2017-11-04,0.38176904723839233
2017-11-05,0.38176904723839233
2017-11-06,0.43006339556549844
2017-11-07,0.4266351630249352
2017-11-08,0.4098394045251017
2017-11-09,0.41988482025923357
2017-11-10,0.4317751517914692
2017-11-11,0.4317751517914692
2017-11-12,0.4317751517914692
2017-11-13,0.42911973312413965
2017-11-14,0.40293878451034604
2017-11-15,0.3959614709126271
2017-11-16,0.41579689564637845
2017-11-17,0.40236001720090053
2017-11-18,0.40236001720090053
2017-11-19,0.40236001720090053
2017-11-20,0.4313508520984808
2017-11-21,0.46562670364317693
2017-11-22,0.4492821140010146
2017-11-23,0.3808647399046301
2017-11-24,0.3825026157089575
2017-11-25,0.3825026157089575
2017-11-26,0.3825026157089575
2017-11-27,0.3452879422150308
2017-11-28,0.37373090304606227
2017-11-29,0.3598959733407654
2017-11-30,0.34586527889813823
2017-12-01,0.3749020802162064
2017-12-02,0.3749020802162064
2017-12-03,0.3749020802162064
2017-12-04,0.38247400034546164
2017-12-05,0.36218719726969106
2017-12-06,0.3591370844773041
2017-12-07,0.3424026231768549
2017-12-08,0.3735894961523192
2017-12-09,0.3735894961523192
2017-12-10,0.3735894961523192
2017-12-11,0.41266699330841394
2017-12-12,0.40418619507921694
2017-12-13,0.41996909339918465
2017-12-14,0.42432789180436004
2017-12-15,0.40937727211853603
2017-12-16,0.40937727211853603
2017-12-17,0.40937727211853603
2017-12-18,0.4113397360135438
2017-12-19,0.42489035278663567
2017-12-20,0.43262036091012956
2017-12-21,0.45268479504648274
2017-12-22,0.4414432690269061
2017-12-23,0.4414432690269061
2017-12-24,0.4414432690269061
2017-12-25,0.43441733281141937
2017-12-26,0.42784524544002545
2017-12-27,0.4066652502824639
2017-12-28,0.4339839185005008
2017-12-29,0.43959510144822556
2017-12-30,0.43959510144822556
2017-12-31,0.43959510144822556
2018-01-01,0.43959510144822556
2018-01-02,0.4402988466363238
2018-01-03,0.448825460334638
2018-01-04,0.47229260691000885
2018-01-05,0.46450916404852705
2018-01-06,0.46450916404852705
2018-01-07,0.46450916404852705
2018-01-08,0.4828445898802627
2018-01-09,0.5019501255664485
2018-01-10,0.5030057592279393
2018-01-11,0.49246322786164654
2018-01-12,0.503456808016558
2018-01-13,0.503456808016558
2018-01-14,0.503456808016558
2018-01-15,0.4790567295825534
2018-01-16,0.48723320068068765
2018-01-17,0.4733005672043187
2018-01-18,0.4689213600483866
2018-01-19,0.46324052948171546
2018-01-20,0.46324052948171546
2018-01-21,0.46324052948171546
2018-01-22,0.49857226913643893
2018-01-23,0.5211517496215468
2018-01-24,0.5240809119618468
2018-01-25,0.5167299789329676
2018-01-26,0.5131648518659091
2018-01-27,0.5131648518659091
2018-01-28,0.5131648518659091
2018-01-29,0.47528859071585194
2018-01-30,0.4756635087690346
2018-01-31,0.4763269950416813
2018-02-01,0.46401092155465484
2018-02-02,0.48032842216414107
2018-02-03,0.48032842216414107
2018-02-04,0.48032842216414107
2018-02-05,0.46226039756068027
2018-02-06,0.3872518982373667
2018-02-07,0.3666922122798706
2018-02-08,0.3959501654720263
2018-02-09,0.35408128787985915
2018-02-10,0.35408128787985915
2018-02-11,0.35408128787985915
2018-02-12,0.4180046616080366
2018-02-13,0.4264161700097002
2018-02-14,0.44811061672781305
2018-02-15,0.44811061672781305
2018-02-16,0.44811061672781305
2018-02-17,0.44811061672781305
2018-02-18,0.44811061672781305
2018-02-19,0.44811061672781305
2018-02-20,0.44811061672781305
2018-02-21,0.44811061672781305
2018-02-22,0.4809113814810644
2018-02-23,0.4830917521540252
2018-02-24,0.4830917521540252
2018-02-25,0.4830917521540252
2018-02-26,0.5212740299329808
2018-02-27,0.5100623863499987
2018-02-28,0.5182518818466249
2018-03-01,0.5371662112378495
2018-03-02,0.5128046145548149
2018-03-03,0.5128046145548149
2018-03-04,0.5128046145548149
2018-03-05,0.5082402348346589
2018-03-06,0.5300488889329571
2018-03-07,0.5051293108618091
2018-03-08,0.5322923026291455
2018-03-09,0.5548444020912597
2018-03-10,0.5548444020912597
2018-03-11,0.5548444020912597
2018-03-12,0.5775442053200182
2018-03-13,0.5600980728685183
2018-03-14,0.5593582600853981
2018-03-15,0.5702932827043503
2018-03-16,0.5470192333160835
2018-03-17,0.5470192333160835
2018-03-18,0.5470192333160835
2018-03-19,0.5526752282073837
2018-03-20,0.5708711167435245
2018-03-21,0.5551740230060129
2018-03-22,0.5473247166176538
2018-03-23,0.492412056328247
2018-03-24,0.492412056328247
2018-03-25,0.492412056328247
2018-03-26,0.5158698531763002
2018-03-27,0.5421063358214759
2018-03-28,0.49685233648126625
2018-03-29,0.4993108573754035
2018-03-30,0.5165800896382908
2018-03-31,0.5165800896382908
2018-04-01,0.5165800896382908
2018-04-02,0.4923148797363208
2018-04-03,0.4868510459450537
2018-04-04,0.48036612209102847
2018-04-05,0.48036612209102847
2018-04-06,0.48036612209102847
2018-04-07,0.48036612209102847
2018-04-08,0.48036612209102847
2018-04-09,0.4624896210796574
2018-04-10,0.4934459166553191
2018-04-11,0.509528509311209
2018-04-12,0.49946080630097134
2018-04-13,0.49458318010458324
2018-04-14,0.49458318010458324
2018-04-15,0.49458318010458324
2018-04-16,0.47132455829337405
2018-04-17,0.42736457204467704
2018-04-18,0.4380127427448053
2018-04-19,0.4683472308813137
2018-04-20,0.4413114892650647
2018-04-21,0.4413114892650647
2018-04-22,0.4413114892650647
2018-04-23,0.4455851293840929
2018-04-24,0.4902670472015056
2018-04-25,0.4985420786407828
2018-04-26,0.4724666074204358
2018-04-27,0.4866786944343855
2018-04-28,0.4866786944343855
2018-04-29,0.4866786944343855
2018-04-30,0.4866786944343855
2018-05-01,0.4866786944343855
2018-05-02,0.5039701550952287
2018-05-03,0.5059971067060269
2018-05-04,0.4974227067457613
2018-05-05,0.4974227067457613
2018-05-06,0.4974227067457613
2018-05-07,0.5144950661907983
2018-05-08,0.5366379353838777
2018-05-09,0.533487743055769
