,SmartGlobal Max-Growth,Benchmark-Growth
2019/1/14,1.233054928,1.165172832
2019/1/15,1.240580243,1.171510017
2019/1/16,1.244080211,1.172725109
2019/1/17,1.248877206,1.175677757
2019/1/18,1.256386198,1.184646813
2019/1/21,1.256386198,1.184678527
2019/1/22,1.244974236,1.177702995
2019/1/23,1.247843011,1.177926038
2019/1/24,1.25170125,1.180685415
2019/1/25,1.259494726,1.187515775
2019/1/28,1.253412925,1.183133611
2019/1/29,1.253956339,1.184189043
2019/1/30,1.266387732,1.192559603
2019/1/31,1.273035671,1.201332256
2019/2/1,1.272314751,1.20065892
2019/2/4,1.275823955,1.202771817
2019/2/5,1.2821216,1.208501484
2019/2/6,1.27806122,1.206814394
2019/2/7,1.27028377,1.200246063
2019/2/8,1.269094979,1.197977233
2019/2/11,1.26912172,1.197786286
2019/2/12,1.278540689,1.206020754
2019/2/13,1.278954461,1.208170898
2019/2/14,1.279474816,1.207020524
2019/2/15,1.286110084,1.212672847
2019/2/18,1.286110084,1.215257551
2019/2/19,1.290302434,1.216973672
2019/2/20,1.292950424,1.220541256
2019/2/21,1.289269175,1.217749345
2019/2/22,1.296501254,1.222497803
2019/2/25,1.301665904,1.224747802
2019/2/26,1.300970539,1.225179276
2019/2/27,1.29890473,1.223891711
2019/2/28,1.295826021,1.220575507
2019/3/1,1.299820588,1.223343785
