,Total Return,Return p.a.,Volatility,Sharpe Ratio,Max Drawdown,Max Daily Drop,Calmar Ratio,99% VaR,Total Return_1825,Return p.a._1825,Volatility_1825,Sharpe Ratio_1825,Max Drawdown_1825,Max Daily Drop_1825,Calmar Ratio_1825,99% VaR_1825,Total Return_1095,Return p.a._1095,Volatility_1095,Sharpe Ratio_1095,Max Drawdown_1095,Max Daily Drop_1095,Calmar Ratio_1095,99% VaR_1095,Total Return_365,Return p.a._365,Volatility_365,Sharpe Ratio_365,Max Drawdown_365,Max Daily Drop_365,Calmar Ratio_365,99% VaR_365,Total Return_YTD,Return p.a._YTD,Volatility_YTD,Sharpe Ratio_YTD,Max Drawdown_YTD,Max Daily Drop_YTD,Calmar Ratio_YTD,99% VaR_YTD,Total Return_180,Return p.a._180,Volatility_180,Sharpe Ratio_180,Max Drawdown_180,Max Daily Drop_180,Calmar Ratio_180,99% VaR_180,Total Return_90,Return p.a._90,Volatility_90,Sharpe Ratio_90,Max Drawdown_90,Max Daily Drop_90,Calmar Ratio_90,99% VaR_90,Total Return_30,Return p.a._30,Volatility_30,Sharpe Ratio_30,Max Drawdown_30,Max Daily Drop_30,Calmar Ratio_30,99% VaR_30,Total Return2016,Return p.a.2016,Volatility2016,Sharpe Ratio2016,Max Drawdown2016,Max Daily Drop2016,Calmar Ratio2016,99% VaR2016,Total Return2017,Return p.a.2017,Volatility2017,Sharpe Ratio2017,Max Drawdown2017,Max Daily Drop2017,Calmar Ratio2017,99% VaR2017,Total Return2018,Return p.a.2018,Volatility2018,Sharpe Ratio2018,Max Drawdown2018,Max Daily Drop2018,Calmar Ratio2018,99% VaR2018,Total Return2019,Return p.a.2019,Volatility2019,Sharpe Ratio2019,Max Drawdown2019,Max Daily Drop2019,Calmar Ratio2019,99% VaR2019
ACCT_RCV_TO',2.129075501,0.226546699,0.281121127,0.805868636,-0.406867944,-0.086915601,0.556806459,-0.040105582,2.807010515,0.306522265,0.264023071,1.16096773,-0.331868277,-0.086915601,0.92362629,-0.037370869,1.05139087,0.270621324,0.283466261,0.954686187,-0.331868277,-0.086915601,0.815448003,-0.040307331,0.74803976,0.74803976,0.33264916,2.248734854,-0.331868277,-0.086915601,2.254026104,-0.046160007,0.501108854,1.005869032,0.39392392,2.553460148,-0.331868277,-0.086915601,3.030928538,-0.054478294,0.543045201,1.409850144,0.403809277,3.49137631,-0.298609024,-0.086915601,4.72139162,-0.055245783,0.538336881,4.73584697,0.379601597,12.47583521,-0.088161164,-0.086915601,53.71806303,-0.048443574,0.131299741,3.486026818,0.473990246,7.354638303,-0.088161164,-0.086915601,39.54152436,-0.063221415,0.293609228,0.293609228,0.231169896,1.270101485,-0.183694087,-0.086915601,1.598359715,-0.032631922,0.459134586,0.46065,0.161091448,2.859555905,-0.132159721,-0.086915601,3.485555177,-0.021973061,-0.061209496,-0.061372385,0.285512956,-0.214954816,-0.225923127,-0.086915601,-0.271651627,-0.041819574,0.384851724,0.386091009,0.236278956,1.634047378,-0.149493715,-0.086915601,2.582657134,-0.033107054
ACCT_RCV_TO_TTM',2.711122556,0.264581299,0.270338348,0.97870428,-0.4491314,-0.077392167,0.589095527,-0.038417613,2.788943958,0.305279858,0.257311219,1.186422649,-0.283038668,-0.077392167,1.078580039,-0.036400644,1.493027805,0.355945937,0.272676312,1.305379019,-0.278319322,-0.077392167,1.278912058,-0.038481174,0.927853778,0.927853778,0.344138377,2.6961648,-0.278319322,-0.077392167,3.33377421,-0.047431062,0.675261757,1.420981316,0.411858667,3.450167326,-0.278319322,-0.077392167,5.105579107,-0.056316466,0.630797397,1.695876664,0.423495515,4.004473725,-0.278319322,-0.077392167,6.093276786,-0.057649659,0.51723932,4.423440967,0.380478906,11.62598215,-0.079837335,-0.077392167,55.40566932,-0.048786847,0.114814358,2.752301579,0.475445859,5.788885377,-0.079837335,-0.077392167,34.473866,-0.064099942,0.258267595,0.258267595,0.226112443,1.14220868,-0.175968057,-0.077392167,1.467695895,-0.032010184,0.504232077,0.505920253,0.156718655,3.228206972,-0.099010382,-0.077392167,5.109769729,-0.021214265,-0.041413151,-0.041524528,0.255974139,-0.162221573,-0.22957848,-0.077392167,-0.180872909,-0.037449795,0.423434763,0.424816136,0.214545141,1.980078102,-0.143128117,-0.077392167,2.968083046,-0.029839249
ACCT_PAY_TO',1.327605445,0.163269108,0.263566497,0.619460781,-0.36598099,-0.08456405,0.446113631,-0.03777227,1.199280921,0.170728367,0.254652482,0.670436688,-0.36598099,-0.08456405,0.466495176,-0.03645296,0.82437039,0.221905646,0.275205287,0.806327702,-0.36598099,-0.08456405,0.606331073,-0.039267038,0.638704277,0.638704277,0.318355033,2.00626411,-0.289391478,-0.08456405,2.207059733,-0.04435611,0.433446467,0.853436242,0.384671073,2.218613,-0.289391478,-0.08456405,2.949071788,-0.053473482,0.484261304,1.227331747,0.391319608,3.136392153,-0.264200082,-0.08456405,4.645463152,-0.053773681,0.477280894,3.86706269,0.377305327,10.24916007,-0.078090404,-0.08456405,49.5203316,-0.048843615,0.190518726,7.345598248,0.517299036,14.19990709,-0.078090404,-0.08456405,94.06531266,-0.067137267,-0.191331833,-0.191331833,0.203615486,-0.939672305,-0.205177339,-0.08456405,-0.932519323,-0.030538172,0.625728228,0.627900095,0.203402346,3.086985511,-0.13348196,-0.08456405,4.704007152,-0.027683296,-0.16413558,-0.164547185,0.268306696,-0.613280204,-0.36598099,-0.08456405,-0.449605825,-0.039789683,0.410580387,0.411914098,0.217811596,1.891148613,-0.19287364,-0.08456405,2.135668189,-0.030350551
ACCT_PAY_TO_TTM',0.773513821,0.108010072,0.266355534,0.405510897,-0.39334073,-0.077106416,0.274596713,-0.038372765,0.706388719,0.112796098,0.25931355,0.434979577,-0.39334073,-0.077106416,0.286764349,-0.03733358,0.474585158,0.13821233,0.279097059,0.495212422,-0.39334073,-0.077106416,0.351380673,-0.040114615,0.424634931,0.424634931,0.31610065,1.343353551,-0.289077959,-0.077106416,1.468928773,-0.044577113,0.328448532,0.626916966,0.378389666,1.656802555,-0.289077959,-0.077106416,2.168677849,-0.053057336,0.375482658,0.908781487,0.384548172,2.363244852,-0.263903719,-0.077106416,3.443609999,-0.053355733,0.372265926,2.609014105,0.347451167,7.509009481,-0.050037973,-0.077106416,52.14068289,-0.045587839,0.179560473,6.457545274,0.47109919,13.70740049,-0.050037973,-0.077106416,129.0528939,-0.06089852,-0.216136585,-0.216136585,0.208474976,-1.036750738,-0.235793785,-0.077106416,-0.916633934,-0.031370973,0.558102324,0.560001749,0.20450378,2.738344245,-0.133701329,-0.077106416,4.188453132,-0.028022093,-0.215191704,-0.215713979,0.276086093,-0.781328668,-0.385907439,-0.077106416,-0.558978546,-0.041171333,0.348796325,0.349905508,0.2335687,1.498083897,-0.195483608,-0.077106416,1.789948079,-0.032820058
EBITDAOA',0.561368228,0.083026937,0.274255106,0.302736158,-0.425799783,-0.116421977,0.194990558,-0.039610104,0.486381826,0.082495444,0.275110284,0.299863179,-0.425799783,-0.116421977,0.193742335,-0.0397363,0.462380747,0.135063487,0.302175776,0.446969936,-0.425799783,-0.116421977,0.317199522,-0.043473022,0.194774484,0.194774484,0.336691605,0.578495221,-0.266236337,-0.116421977,0.731584901,-0.048272396,0.130663935,0.234221634,0.396188628,0.59118717,-0.266236337,-0.116421977,0.879750813,-0.056755491,0.164191788,0.361078199,0.401077883,0.900269534,-0.24921471,-0.116421977,1.448863909,-0.05710102,0.10267959,0.486468261,0.318096886,1.529308467,-0.089604758,-0.116421977,5.429044962,-0.044785137,0.033434626,0.492026741,0.348723585,1.41093623,-0.07201302,-0.116421977,6.832469187,-0.049238006,-0.016365209,-0.016365209,0.245774621,-0.066586244,-0.173043723,-0.116421977,-0.094572681,-0.035864114,0.452533997,0.454024445,0.221438599,2.050340129,-0.1695858,-0.116421977,2.677255078,-0.030758571,-0.13536518,-0.135710604,0.314957122,-0.430885967,-0.425799783,-0.116421977,-0.318719289,-0.046417673,0.320582708,0.321591936,0.229628102,1.40049033,-0.158738678,-0.116421977,2.025920457,-0.032333097
EBITDAOE',0.23080601,0.037874353,0.277109974,0.136676254,-0.450604418,-0.06294896,0.084052335,-0.040196503,0.174579941,0.032705562,0.275704909,0.118625243,-0.450604418,-0.06294896,0.072581538,-0.040012776,0.025386332,0.008391496,0.296948213,0.028259124,-0.450604418,-0.06294896,0.018622757,-0.043189668,-0.099151978,-0.099151978,0.326742259,-0.303456243,-0.393074096,-0.06294896,-0.252247551,-0.047958424,-0.112249443,-0.184562647,0.382894364,-0.482019754,-0.393074096,-0.06294896,-0.46953653,-0.056484331,-0.048837717,-0.096547752,0.388855813,-0.248286765,-0.334051197,-0.06294896,-0.289020823,-0.0569293,0.116935133,0.565957703,0.319308289,1.772449139,-0.081699549,-0.06294896,6.9273051,-0.044736142,0.052332469,0.860063649,0.32467291,2.649015738,-0.067860409,-0.06294896,12.67401217,-0.044928474,0.093719027,0.093719027,0.240371252,0.389892829,-0.170677471,-0.06294896,0.549100163,-0.034650415,0.456629343,0.458135272,0.194698626,2.35304831,-0.107460357,-0.06294896,4.26329565,-0.02686765,-0.197131276,-0.197615418,0.316387438,-0.624599445,-0.353184935,-0.06294896,-0.559523917,-0.046923149,0.198801941,0.19939926,0.245340483,0.812745037,-0.204355086,-0.06294896,0.975748949,-0.035005175
EBITOA',0.523908339,0.078329132,0.269126795,0.291049176,-0.401418719,-0.127152634,0.195130741,-0.038883711,0.480490729,0.081636013,0.271604804,0.300569104,-0.370252305,-0.127152634,0.22048752,-0.039230823,0.685933353,0.190182246,0.295407831,0.643795545,-0.351783941,-0.127152634,0.540622307,-0.042300926,0.30327151,0.30327151,0.33369669,0.90882385,-0.296147831,-0.127152634,1.024054468,-0.047487868,0.094713777,0.167739768,0.402150182,0.417107277,-0.296147831,-0.127152634,0.566405524,-0.057833314,0.145239625,0.316523884,0.408608106,0.774639267,-0.270783749,-0.127152634,1.16891758,-0.058310503,0.134732179,0.669641054,0.341465115,1.961081891,-0.102070538,-0.127152634,6.560571385,-0.047697726,0.076307602,1.446581163,0.399605321,3.620024781,-0.102070538,-0.127152634,14.17236731,-0.054748552,-0.076424996,-0.076424996,0.247078214,-0.309314992,-0.19849843,-0.127152634,-0.385015618,-0.036308729,0.366385169,0.367557492,0.227067664,1.618713491,-0.179682031,-0.127152634,2.045599604,-0.031828125,-0.051434888,-0.051572484,0.300341743,-0.171712676,-0.351783941,-0.127152634,-0.146602725,-0.043927511,0.437905821,0.439341234,0.213217743,2.060528488,-0.137547674,-0.127152634,3.194101525,-0.029605399
EBITOE',0.537192768,0.080005859,0.279400276,0.286348532,-0.412972118,-0.06377158,0.193731866,-0.040368342,0.482315426,0.081902503,0.277672114,0.294961211,-0.357671933,-0.06377158,0.228987783,-0.040110631,0.30688959,0.0933175,0.299911204,0.311150429,-0.355964252,-0.06377158,0.262154133,-0.043294628,0.053906185,0.053906185,0.319597077,0.168669206,-0.328403961,-0.06377158,0.164145966,-0.046295144,-0.002898978,-0.004962591,0.36925333,-0.013439531,-0.328403961,-0.06377158,-0.015111241,-0.053714736,0.038339359,0.079275958,0.374992567,0.211406744,-0.276564394,-0.06377158,0.286645568,-0.054226991,0.155105224,0.794589685,0.340197751,2.335670011,-0.076467504,-0.06377158,10.39120734,-0.047235258,0.058156919,0.989264778,0.355904133,2.779582158,-0.075966331,-0.06377158,13.02241084,-0.049198613,0.111797483,0.111797483,0.230754291,0.484487124,-0.170370256,-0.06377158,0.656203055,-0.033187426,0.689050943,0.69148496,0.22680873,3.048758137,-0.115368701,-0.06377158,5.993696352,-0.030937989,-0.211152639,-0.211666484,0.326232886,-0.648820193,-0.350620852,-0.06377158,-0.603690519,-0.048420198,0.272057002,0.272898219,0.237264433,1.150185955,-0.170042039,-0.06377158,1.604886774,-0.03359327
EBTDAOA',0.677202402,0.096990566,0.259890268,0.373198146,-0.351873528,-0.063132568,0.275640419,-0.037474923,0.598843191,0.098401644,0.259871574,0.378654898,-0.351873528,-0.063132568,0.279650603,-0.037467049,0.653442281,0.182486922,0.286500667,0.636951124,-0.351873528,-0.063132568,0.518615093,-0.041035448,0.257064515,0.257064515,0.330383991,0.778078002,-0.277795603,-0.063132568,0.925372875,-0.047152342,0.090106393,0.159330461,0.39504088,0.403326515,-0.277795603,-0.063132568,0.573552856,-0.056833905,0.147243884,0.321200125,0.403061451,0.796901128,-0.252003637,-0.063132568,1.274585276,-0.057494145,0.134690943,0.669394999,0.341339961,1.961080083,-0.102070404,-0.063132568,6.558169378,-0.047680173,0.076307488,1.446577997,0.399604762,3.62002192,-0.102070404,-0.063132568,14.17235495,-0.054748476,0.044050179,0.044050179,0.2180288,0.202038352,-0.129878408,-0.063132568,0.339164762,-0.031594508,0.296875288,0.297801808,0.195590013,1.522581871,-0.12947164,-0.063132568,2.300131584,-0.027464213,-0.022070321,-0.022130278,0.292517176,-0.075654628,-0.351873528,-0.063132568,-0.062892705,-0.042670761,0.394744743,0.396020181,0.218396027,1.813312202,-0.137547826,-0.063132568,2.87914534,-0.030480826
EBTDAOE',0.701432746,0.099810845,0.271574363,0.367526756,-0.401382225,-0.062155684,0.248667824,-0.039160052,0.790158949,0.123513561,0.272491187,0.453275433,-0.328405108,-0.062155684,0.376101217,-0.039207281,0.487324566,0.141480729,0.300526277,0.470776565,-0.328405108,-0.062155684,0.430811595,-0.043210982,0.182724258,0.182724258,0.319433852,0.572025341,-0.328405108,-0.062155684,0.556398951,-0.04581004,0.016001896,0.027577415,0.370302794,0.074472609,-0.328405108,-0.062155684,0.08397377,-0.053738032,0.058022104,0.121165928,0.376156648,0.32211561,-0.276565435,-0.062155684,0.438109441,-0.054246389,0.160926873,0.831554001,0.327747919,2.537175532,-0.076418397,-0.062155684,10.88159439,-0.045353029,0.058074669,0.987384325,0.355431577,2.777987067,-0.075869708,-0.062155684,13.01421023,-0.049133741,0.117852839,0.117852839,0.220939528,0.533416723,-0.163698282,-0.062155684,0.719939373,-0.031739702,0.630690716,0.632882885,0.219027696,2.889510765,-0.11879382,-0.062155684,5.327574156,-0.029949231,-0.157773144,-0.158170345,0.315430288,-0.501443112,-0.304498547,-0.062155684,-0.51944532,-0.046592766,0.352710127,0.353833305,0.259604886,1.362968591,-0.192973727,-0.062155684,1.833582793,-0.036588193
ROE',0.683377791,0.097712508,0.287899194,0.339398338,-0.425964127,-0.060229105,0.229391401,-0.041535489,0.565308984,0.09375491,0.286683338,0.327032992,-0.425964127,-0.060229105,0.220100483,-0.04137374,0.206274051,0.064507344,0.308153578,0.209335047,-0.425964127,-0.060229105,0.151438442,-0.044596939,0.153802542,0.153802542,0.302271972,0.50882171,-0.282873022,-0.060229105,0.543715837,-0.043424465,0.012976234,0.022339096,0.345182903,0.064716694,-0.282873022,-0.060229105,0.07897217,-0.050123422,0.048042986,0.099826747,0.350270664,0.28499888,-0.234747421,-0.060229105,0.425251731,-0.050578576,0.114344922,0.551282007,0.316079489,1.74412458,-0.085618116,-0.060229105,6.438847669,-0.044330518,0.041650107,0.642918406,0.328783205,1.955447837,-0.076956518,-0.060229105,8.354307343,-0.045988555,0.221151272,0.221151272,0.229052567,0.965504445,-0.162605085,-0.060229105,1.360051386,-0.032558579,0.75352727,0.756234942,0.241783198,3.127739839,-0.1155886,-0.060229105,6.542469957,-0.032952897,-0.295953472,-0.296631874,0.334673689,-0.886331625,-0.411685172,-0.060229105,-0.720530869,-0.050098889,0.307977624,0.308942728,0.270782196,1.140927036,-0.212628942,-0.060229105,1.452966495,-0.038346111
ROA',0.516478165,0.077386075,0.282974609,0.273473564,-0.476446039,-0.145112468,0.162423587,-0.040895654,0.479706483,0.081521395,0.281547405,0.289547671,-0.476446039,-0.145112468,0.171103102,-0.04067311,0.324660886,0.098250908,0.305263615,0.32185594,-0.476446039,-0.145112468,0.206216234,-0.044052213,0.239562434,0.239562434,0.320261336,0.748021715,-0.308179055,-0.145112468,0.7773482,-0.045745713,0.05909551,0.103390418,0.37995893,0.272109458,-0.308179055,-0.145112468,0.335488141,-0.054853485,0.131566522,0.284846642,0.386098,0.737757362,-0.268717147,-0.145112468,1.060024063,-0.055158902,0.192716498,1.043623904,0.343343348,3.039592614,-0.089832253,-0.145112468,11.61747449,-0.047233394,0.089911654,1.85054196,0.446803151,4.141738827,-0.089832253,-0.145112468,20.59997279,-0.061001767,0.103047184,0.103047184,0.249484489,0.413040445,-0.171420265,-0.145112468,0.601137703,-0.035934643,0.443558724,0.445015356,0.230302766,1.932305734,-0.179681385,-0.145112468,2.476691486,-0.032077245,-0.269683503,-0.270313786,0.340585557,-0.793673661,-0.476446039,-0.145112468,-0.567354461,-0.05080616,0.496831049,0.498490615,0.216053394,2.307256581,-0.137623208,-0.145112468,3.622140647,-0.029855249
GPOA',0.673359414,0.096540195,0.267488823,0.360913005,-0.476308382,-0.058996089,0.202684224,-0.038579533,0.97772685,0.146128368,0.263692069,0.554162923,-0.373614842,-0.058996089,0.39112035,-0.037850779,0.701888449,0.193924956,0.282896246,0.685498514,-0.371774355,-0.058996089,0.521620046,-0.040475072,0.17917466,0.17917466,0.313517756,0.571497646,-0.269815158,-0.058996089,0.66406447,-0.044967188,0.036391439,0.063167877,0.350022297,0.180468152,-0.269815158,-0.058996089,0.234115376,-0.050668149,0.071131604,0.149514977,0.355061767,0.421095683,-0.238161633,-0.058996089,0.627787841,-0.051099901,0.093119227,0.434889078,0.319581844,1.360806586,-0.078783921,-0.058996089,5.520023251,-0.045132994,0.033009602,0.484578021,0.31530443,1.536857636,-0.078783921,-0.058996089,6.150722283,-0.044412369,0.197049642,0.197049642,0.25672783,0.767542973,-0.19789089,-0.058996089,0.995748929,-0.036658379,0.549314367,0.551178975,0.154008218,3.578893273,-0.070085293,-0.058996089,7.864402762,-0.020701099,-0.081266514,-0.081480421,0.288799678,-0.282134735,-0.333528318,-0.058996089,-0.244298358,-0.042382593,0.434145544,0.435566876,0.271981498,1.601457746,-0.201904122,-0.058996089,2.157295608,-0.038147746
GPOE',0.212006534,0.035018628,0.265463123,0.131915227,-0.50498967,-0.065481735,0.069345236,-0.038517941,0.399117086,0.069475431,0.258668169,0.268589024,-0.419078674,-0.065481735,0.165781356,-0.037399873,0.493640047,0.1430941,0.267069386,0.535793719,-0.325415432,-0.065481735,0.439727455,-0.038352423,0.023230087,0.023230087,0.291293187,0.079748131,-0.325415432,-0.065481735,0.071385942,-0.042310406,-0.0628822,-0.105323366,0.344888973,-0.305383396,-0.325415432,-0.065481735,-0.323658177,-0.050615845,-0.013452756,-0.027090636,0.351904388,-0.076982944,-0.265735511,-0.065481735,-0.101945862,-0.051292319,0.113527251,0.546670819,0.332196462,1.645625052,-0.082477173,-0.065481735,6.628146938,-0.046650239,0.04881417,0.785797918,0.347445903,2.26164105,-0.082477173,-0.065481735,9.527459448,-0.048378168,0.020650264,0.020650264,0.25291918,0.081647679,-0.193341091,-0.065481735,0.106807425,-0.036753642,0.518363032,0.520106115,0.149762763,3.472866723,-0.100838542,-0.065481735,5.157810749,-0.020164352,-0.00241661,-0.002423241,0.284209946,-0.008526234,-0.191852871,-0.065481735,-0.012630723,-0.041386928,0.312718441,0.313700101,0.233291906,1.344667745,-0.173284753,-0.065481735,1.810315656,-0.03288942
EBITDAOA_TTM',0.468994674,0.071268108,0.287335268,0.248031188,-0.465364692,-0.092278523,0.153144639,-0.041551756,0.421291642,0.072844157,0.289375526,0.251728812,-0.465364692,-0.092278523,0.156531337,-0.041841704,0.267878376,0.082328759,0.317938334,0.258945682,-0.465364692,-0.092278523,0.176912344,-0.045947683,0.141310903,0.141310903,0.333383727,0.423868627,-0.309959677,-0.092278523,0.455900923,-0.047975474,0.061935109,0.108464758,0.39546459,0.274271732,-0.284969404,-0.092278523,0.38061896,-0.057077042,0.117915403,0.25361036,0.400700328,0.632917776,-0.242582158,-0.092278523,1.045461721,-0.057365398,0.120871755,0.588461921,0.328738524,1.790060728,-0.094404181,-0.092278523,6.233430706,-0.046074403,0.055456344,0.928368405,0.37032505,2.506901447,-0.088472754,-0.092278523,10.49326901,-0.051404252,0.047646055,0.047646055,0.239225624,0.199167857,-0.182725491,-0.092278523,0.260752095,-0.034658958,0.511330935,0.513046649,0.230326204,2.227478414,-0.172750689,-0.092278523,2.969867443,-0.031896018,-0.245539682,-0.246123442,0.348826218,-0.7055761,-0.453005304,-0.092278523,-0.543312495,-0.051869781,0.384583763,0.385822072,0.241531178,1.597400699,-0.140248025,-0.092278523,2.750998266,-0.033870614
EBITDAOE_TTM',0.461659884,0.070308634,0.272866364,0.257666914,-0.378646026,-0.071724798,0.185684331,-0.03945675,0.400199225,0.069640816,0.272172761,0.255869896,-0.376015134,-0.071724798,0.185207481,-0.039358886,0.081217095,0.026370831,0.300004262,0.087901523,-0.376015134,-0.071724798,0.070132367,-0.043561467,-0.020634544,-0.020634544,0.325837355,-0.063327744,-0.334519178,-0.071724798,-0.06168419,-0.047492153,-0.093750632,-0.155228906,0.382759969,-0.405551568,-0.334519178,-0.071724798,-0.464035894,-0.056322122,-0.020043282,-0.040224774,0.389134639,-0.10336981,-0.273561106,-0.071724798,-0.147041275,-0.056731233,0.070639069,0.31892223,0.32518535,0.980739845,-0.085986006,-0.071724798,3.70900154,-0.046249314,0.064322746,1.13497281,0.34816798,3.259842587,-0.071258793,-0.071724798,15.92747743,-0.047814165,0.203560294,0.203560294,0.22507566,0.904408296,-0.160250596,-0.071724798,1.270262322,-0.032040539,0.495549447,0.497204068,0.179487567,2.770130965,-0.108044562,-0.071724798,4.601842583,-0.024549909,-0.147311924,-0.147685154,0.316337842,-0.466858954,-0.346331233,-0.071724798,-0.426427477,-0.046674249,0.194993375,0.195578345,0.253340582,0.771997693,-0.209956322,-0.071724798,0.931519197,-0.03617938
EBITOA_TTM',0.343657335,0.054301542,0.27891781,0.194686536,-0.476463777,-0.092284945,0.113967829,-0.040394899,0.278828722,0.050418777,0.281285376,0.179244216,-0.476463777,-0.092284945,0.105818698,-0.040753235,0.201994614,0.063247019,0.310802092,0.203496118,-0.476463777,-0.092284945,0.132742555,-0.04498467,0.190804406,0.190804406,0.330498059,0.577323831,-0.271903563,-0.092284945,0.701735585,-0.047388102,0.072477334,0.127388352,0.392162354,0.324835748,-0.256957608,-0.092284945,0.495756294,-0.05653209,0.113166682,0.24283575,0.395383382,0.614177938,-0.235195929,-0.092284945,1.032482794,-0.056630046,0.050718507,0.222191378,0.314682264,0.706081668,-0.105888486,-0.092284945,2.09835258,-0.045032837,-0.020586436,-0.223596074,0.341439974,-0.654862028,-0.105888486,-0.092284945,-2.111618386,-0.050621123,0.027065804,0.027065804,0.234263304,0.115535823,-0.172524685,-0.092284945,0.156880759,-0.034018473,0.449634291,0.451113797,0.224891029,2.005921705,-0.17991622,-0.092284945,2.507354795,-0.031274338,-0.28617293,-0.286833727,0.335644583,-0.854575769,-0.463756196,-0.092284945,-0.618501122,-0.050182654,0.399607163,0.400900442,0.239108911,1.676643669,-0.125885098,-0.092284945,3.184653701,-0.033475254
EBITOE_TTM',0.433584434,0.066599128,0.279571964,0.238218192,-0.389522028,-0.066198542,0.170976538,-0.040443388,0.424017734,0.073255393,0.279408334,0.262180416,-0.389522028,-0.066198542,0.188064828,-0.040394806,0.005013805,0.001668483,0.310803782,0.005368284,-0.389522028,-0.066198542,0.004283411,-0.045224348,0.010674147,0.010674147,0.324912416,0.032852382,-0.341890799,-0.066198542,0.031220924,-0.047232171,-0.085893145,-0.142638822,0.374485077,-0.380893208,-0.341890799,-0.066198542,-0.417205794,-0.055065954,-0.009791121,-0.019754329,0.380190255,-0.051959063,-0.279122155,-0.066198542,-0.070773061,-0.055354911,0.096547996,0.453229951,0.338721222,1.338061871,-0.091020329,-0.066198542,4.979436513,-0.047835525,0.058185269,0.989913301,0.356066992,2.780132173,-0.075999629,-0.066198542,13.02523863,-0.04922097,0.245425209,0.245425209,0.228417212,1.074460222,-0.16645011,-0.066198542,1.474467085,-0.032386764,0.390661508,0.391922001,0.20488026,1.912931976,-0.149809093,-0.066198542,2.616142932,-0.028533844,-0.218749226,-0.219278879,0.329819693,-0.664844712,-0.369116499,-0.066198542,-0.594064149,-0.048978604,0.293237494,0.294151428,0.264764396,1.110993139,-0.209744378,-0.066198542,1.402428186,-0.037518296
EBTOA_TTM',0.372089498,0.058260867,0.281302139,0.207111356,-0.482256624,-0.092284958,0.120808848,-0.040725773,0.316477612,0.056532098,0.283416543,0.199466472,-0.482256624,-0.092284958,0.117224098,-0.041039142,0.190030509,0.059707558,0.313985481,0.190160252,-0.482256624,-0.092284958,0.123808684,-0.045459344,0.183095337,0.183095337,0.330166518,0.554554525,-0.264606796,-0.092284958,0.691952511,-0.047365972,0.072478319,0.127390126,0.392159925,0.324842285,-0.256955301,-0.092284958,0.495767652,-0.056531732,0.113167286,0.242837118,0.395381112,0.614184923,-0.235193756,-0.092284958,1.032498151,-0.056629714,0.050718507,0.222191375,0.314682262,0.706081664,-0.105888486,-0.092284958,2.098352558,-0.045032837,-0.020586436,-0.223596074,0.341439974,-0.654862028,-0.105888486,-0.092284958,-2.111618386,-0.050621123,0.091282754,0.091282754,0.226610196,0.402818386,-0.166121951,-0.092284958,0.549492425,-0.032661278,0.412009824,0.413348819,0.225038399,1.836792393,-0.179916118,-0.092284958,2.297452965,-0.031401519,-0.285265122,-0.285924266,0.336630106,-0.849372235,-0.463439189,-0.092284958,-0.616961777,-0.050320257,0.383969816,0.385205888,0.250121104,1.540077515,-0.134638598,-0.092284958,2.861036096,-0.035119421
EBTOE_TTM',0.904148294,0.122196846,0.28187172,0.433519355,-0.377118646,-0.065871386,0.32402759,-0.040572054,0.919289321,0.139273746,0.283962761,0.490464826,-0.377118646,-0.065871386,0.369310156,-0.040814515,0.311582893,0.094624711,0.314022291,0.30133119,-0.377118646,-0.065871386,0.250914962,-0.045334301,0.120719976,0.120719976,0.324101872,0.372475403,-0.301332775,-0.065871386,0.40062013,-0.046699607,-0.039453435,-0.066652632,0.370231928,-0.180029399,-0.301332775,-0.065871386,-0.221192771,-0.054113653,0.029351201,0.060415675,0.376061633,0.160653654,-0.250448037,-0.065871386,0.241230381,-0.054448602,0.091810199,0.427933144,0.320342822,1.335859946,-0.0802468,-0.065871386,5.33271288,-0.045241052,0.007846816,0.099765504,0.313105523,0.318632209,-0.075432031,-0.065871386,1.322588079,-0.045215906,0.281862843,0.281862843,0.226721884,1.243209688,-0.166451011,-0.065871386,1.693368161,-0.032023152,0.525011714,0.526780756,0.237852632,2.214735866,-0.148202026,-0.065871386,3.554477431,-0.032952779,-0.179614879,-0.180060969,0.331106129,-0.543816479,-0.355756751,-0.065871386,-0.506135072,-0.048968825,0.385518751,0.386760467,0.268496801,1.440465832,-0.215112298,-0.065871386,1.797946797,-0.037781445
