datetime,HK_HSTECH
2014-12-31,0.0
2015-01-01,-0.0030000000000000027
2015-01-02,-0.005640214264794885
2015-01-03,-0.005640214264794885
2015-01-04,-0.005640214264794885
2015-01-05,-0.0024957107492616926
2015-01-06,0.008328847421468666
2015-01-07,0.02502166057947064
2015-01-08,0.03528687277859399
2015-01-09,0.04605058492433045
2015-01-10,0.04605058492433045
2015-01-11,0.04605058492433045
2015-01-12,0.03565169017255654
2015-01-13,0.04365008519369029
2015-01-14,0.04001899683470267
2015-01-15,0.03954008446077251
2015-01-16,0.03148281672897002
2015-01-17,0.03148281672897002
2015-01-18,0.03148281672897002
2015-01-19,0.006430652849787721
2015-01-20,0.003233300964122554
2015-01-21,0.024735659887342498
2015-01-22,0.0195639920858639
2015-01-23,0.026633061060993724
2015-01-24,0.026633061060993724
2015-01-25,0.026633061060993724
2015-01-26,0.04148025484149187
2015-01-27,0.03935639652909173
2015-01-28,0.050145842702464805
2015-01-29,0.03706180894355904
2015-01-30,0.038028710913067254
2015-01-31,0.03776801477310765
2015-02-01,0.03776801477310765
2015-02-02,0.031659044709091644
2015-02-03,0.029998174856421533
2015-02-04,0.01901851011094724
2015-02-05,-0.005759996703068482
2015-02-06,-0.006160142446942851
2015-02-07,-0.006160142446942851
2015-02-08,-0.006160142446942851
2015-02-09,-0.012591030295983519
2015-02-10,-0.02382127998790695
2015-02-11,-0.006411645362946583
2015-02-12,0.013182269153160009
2015-02-13,0.02216722781936742
2015-02-14,0.02216722781936742
2015-02-15,0.02216722781936742
2015-02-16,0.026083830269104658
2015-02-17,0.026767986462449045
2015-02-18,0.02671932194457649
2015-02-19,0.02671932194457649
2015-02-20,0.02671932194457649
2015-02-21,0.02671932194457649
2015-02-22,0.02671932194457649
2015-02-23,0.040790941547977244
2015-02-24,0.05881655667623242
2015-02-25,0.07625214364504074
2015-02-26,0.08866783735654438
2015-02-27,0.07610779269943113
2015-02-28,0.07592381569671591
2015-03-01,0.07592381569671591
2015-03-02,0.08954963434693353
2015-03-03,0.08795907592395369
2015-03-04,0.08816762412453971
2015-03-05,0.10283194435007181
2015-03-06,0.10918511228157901
2015-03-07,0.10918511228157901
2015-03-08,0.10918511228157901
2015-03-09,0.1060385548688052
2015-03-10,0.10109149161240083
2015-03-11,0.09990906882023665
2015-03-12,0.11575870666764931
2015-03-13,0.10379946251169758
2015-03-14,0.10379946251169758
2015-03-15,0.10379946251169758
2015-03-16,0.11734236497152262
2015-03-17,0.10804865273946263
2015-03-18,0.10635100729845015
2015-03-19,0.1288664906561392
2015-03-20,0.11959134762554013
2015-03-21,0.11959134762554013
2015-03-22,0.11959134762554013
2015-03-23,0.11722197184085759
2015-03-24,0.11902585317536762
2015-03-25,0.12054654901474882
2015-03-26,0.08625979233028858
2015-03-27,0.10288126908642226
2015-03-28,0.10288126908642226
2015-03-29,0.10288126908642226
2015-03-30,0.1035750581200412
2015-03-31,0.1284389765212124
2015-04-01,0.1384947281836002
2015-04-02,0.16499775258201943
2015-04-03,0.16499775258201943
2015-04-04,0.16499775258201943
2015-04-05,0.16499775258201943
2015-04-06,0.16499775258201987
2015-04-07,0.16499775258201987
2015-04-08,0.2420551042458572
2015-04-09,0.2494959078167489
2015-04-10,0.27215453928383004
2015-04-11,0.27215453928383004
2015-04-12,0.27215453928383004
2015-04-13,0.3046159884645512
2015-04-14,0.27502958236220554
2015-04-15,0.2726303556668892
2015-04-16,0.285681047551555
2015-04-17,0.29061645596908514
2015-04-18,0.29061645596908514
2015-04-19,0.29061645596908514
2015-04-20,0.25556970882348695
2015-04-21,0.29370187833181927
2015-04-22,0.31691792564859433
2015-04-23,0.3131700371718289
2015-04-24,0.3094949636263511
2015-04-25,0.3094949636263511
2015-04-26,0.3094949636263511
2015-04-27,0.3160751265334474
2015-04-28,0.32117133679593324
2015-04-29,0.321072544727004
2015-04-30,0.3100573166437335
2015-05-01,0.3100573166437335
2015-05-02,0.3100573166437335
2015-05-03,0.3100573166437335
2015-05-04,0.320837025051814
2015-05-05,0.30721909393926916
2015-05-06,0.3000913173319213
2015-05-07,0.27964409635972687
2015-05-08,0.32814203258272423
2015-05-09,0.32814203258272423
2015-05-10,0.32814203258272423
2015-05-11,0.3418075718262834
2015-05-12,0.3175706431533101
2015-05-13,0.3163036234897789
2015-05-14,0.3143268970344235
2015-05-15,0.3253647883444406
2015-05-16,0.3253647883444406
2015-05-17,0.3253647883444406
2015-05-18,0.34156374395493594
2015-05-19,0.36954646729006924
2015-05-20,0.35562946469347323
2015-05-21,0.3350958965186819
2015-05-22,0.3541313727680331
2015-05-23,0.3541313727680331
2015-05-24,0.3541313727680331
2015-05-25,0.3541313727680331
2015-05-26,0.3539914269973996
2015-05-27,0.36175328031564713
2015-05-28,0.32860320111528885
2015-05-29,0.33070483064508327
2015-05-30,0.33070483064508327
2015-05-31,0.33050536136597475
2015-06-01,0.3785815124163565
2015-06-02,0.3597325021669131
2015-06-03,0.35010677339597085
2015-06-04,0.34563604886939014
2015-06-05,0.350230641406992
2015-06-06,0.350230641406992
2015-06-07,0.350230641406992
2015-06-08,0.31904699772482314
2015-06-09,0.29187823970687266
2015-06-10,0.28774495720349447
2015-06-11,0.30495788889434117
2015-06-12,0.32031582709644546
2015-06-13,0.32031582709644546
2015-06-14,0.32031582709644546
2015-06-15,0.30822447073335146
2015-06-16,0.294912529309703
2015-06-17,0.29934878954276867
2015-06-18,0.32086430880879657
2015-06-19,0.3061123780474184
2015-06-20,0.3061123780474184
2015-06-21,0.3061123780474184
2015-06-22,0.3204490498400394
2015-06-23,0.3388541173835513
2015-06-24,0.35737755193368015
2015-06-25,0.34144923406833705
2015-06-26,0.3173801832243661
2015-06-27,0.3173801832243661
2015-06-28,0.3173801832243661
2015-06-29,0.26049441319523936
2015-06-30,0.3068408590215568
2015-07-01,0.3068408590215568
2015-07-02,0.298694656427138
2015-07-03,0.27417217983377684
2015-07-04,0.27417217983377684
2015-07-05,0.27417217983377684
2015-07-06,0.20218703721030717
2015-07-07,0.17982050238104108
2015-07-08,0.1031362771487605
2015-07-09,0.21093562964482748
2015-07-10,0.2515016858911989
2015-07-11,0.2515016858911989
2015-07-12,0.2515016858911989
2015-07-13,0.3039945327078719
2015-07-14,0.2918837409965971
2015-07-15,0.2844694614763179
2015-07-16,0.3043719724405136
2015-07-17,0.32167004365737406
2015-07-18,0.32167004365737406
2015-07-19,0.32167004365737406
2015-07-20,0.328316889298532
2015-07-21,0.33955385442655306
2015-07-22,0.31394089055486774
2015-07-23,0.3328018343774457
2015-07-24,0.3318089141345506
2015-07-25,0.3318089141345506
2015-07-26,0.3318089141345506
2015-07-27,0.2567105197273767
2015-07-28,0.25309238854606364
2015-07-29,0.26159878756946275
