,datetime,timestamp,1093 HK Equity_pv,1169 HK Equity_pv,1177 HK Equity_pv,1347 HK Equity_pv,1349 HK Equity_pv,1789 HK Equity_pv,1810 HK Equity_pv,2018 HK Equity_pv,2020 HK Equity_pv,2238 HK Equity_pv,2331 HK Equity_pv,2382 HK Equity_pv,241 HK Equity_pv,268 HK Equity_pv,285 HK Equity_pv,3690 HK Equity_pv,3888 HK Equity_pv,522 HK Equity_pv,700 HK Equity_pv,777 HK Equity_pv,9618 HK Equity_pv,981 HK Equity_pv,992 HK Equity_pv,9988 HK Equity_pv,9999 HK Equity_pv,pv,1093 HK Equity_cost,1169 HK Equity_cost,1177 HK Equity_cost,1347 HK Equity_cost,1349 HK Equity_cost,1789 HK Equity_cost,1810 HK Equity_cost,2018 HK Equity_cost,2020 HK Equity_cost,2238 HK Equity_cost,2331 HK Equity_cost,2382 HK Equity_cost,241 HK Equity_cost,268 HK Equity_cost,285 HK Equity_cost,3690 HK Equity_cost,3888 HK Equity_cost,522 HK Equity_cost,700 HK Equity_cost,777 HK Equity_cost,9618 HK Equity_cost,981 HK Equity_cost,992 HK Equity_cost,9988 HK Equity_cost,9999 HK Equity_cost,1093 HK Equity_position,1169 HK Equity_position,1177 HK Equity_position,1347 HK Equity_position,1349 HK Equity_position,1789 HK Equity_position,1810 HK Equity_position,2018 HK Equity_position,2020 HK Equity_position,2238 HK Equity_position,2331 HK Equity_position,2382 HK Equity_position,241 HK Equity_position,268 HK Equity_position,285 HK Equity_position,3690 HK Equity_position,3888 HK Equity_position,522 HK Equity_position,700 HK Equity_position,777 HK Equity_position,9618 HK Equity_position,981 HK Equity_position,992 HK Equity_position,9988 HK Equity_position,9999 HK Equity_position
10,2015-01-15 23:59:59,1421366399,0.0,2984.7391682563757,2327.4993493266084,0.0,0.0,0.0,0.0,2586.2679004703423,-344.670175230789,0.0,0.0,-1831.9223103964796,0.0,0.0,1609.7119049838184,0.0,995.9930544822055,0.0,6250.01242981125,-312.03033667323507,0.0,0.0,1742.8165751674314,0.0,0.0,16008.417560197528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
11,2015-01-16 23:59:59,1421452799,0.0,2340.4200032197914,2546.847158858698,0.0,0.0,0.0,0.0,2714.7555848775482,-230.31357288843355,0.0,0.0,-1738.4645038238523,0.0,0.0,1364.0821255154933,0.0,618.859089806072,0.0,4027.795542615,-421.8446591678894,0.0,0.0,579.1448774737219,0.0,0.0,11801.28164648615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
12,2015-01-19 23:59:59,1421711999,0.0,1667.47692240767,1203.3859396179141,0.0,0.0,0.0,0.0,2457.746836278111,-630.5653127482583,0.0,0.0,-1813.2262927532647,0.0,0.0,1083.3695024399149,0.0,1121.7166351057676,0.0,4516.695969007356,-696.3862955400618,0.0,0.0,310.58111126963195,0.0,0.0,9220.795015084781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
13,2015-01-20 23:59:59,1421798399,0.0,1925.1908845450307,1148.5559161365964,0.0,0.0,0.0,0.0,2811.1199484975077,-1145.1696853129033,0.0,0.0,-1869.2958635034338,0.0,0.0,1188.6372345958898,0.0,3196.001768388105,0.0,5005.580230479252,-293.73339492064406,0.0,0.0,489.5854301286163,0.0,0.0,12456.472469034017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
14,2015-01-21 23:59:59,1421884799,0.0,2011.0945072653303,1340.4811114934746,0.0,0.0,0.0,0.0,4320.961608960268,-344.67778962215016,0.0,0.0,-1981.4466479906914,0.0,0.0,1083.370450620694,0.0,3541.72177014935,0.0,7050.032120482771,-74.10666086096171,0.0,0.0,668.5906453460702,0.0,0.0,17616.021115844153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
15,2015-01-22 23:59:59,1421971199,0.0,2125.6364339317333,1422.7377230820603,0.0,0.0,0.0,0.0,3164.4792038938394,-601.970394652064,0.0,0.0,-1831.91706548621,0.0,0.0,504.39074465433987,0.0,3258.877786712994,0.0,8338.92044279485,54.01045748475735,0.0,0.0,310.54269804666546,0.0,0.0,16745.708030462964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
16,2015-01-23 23:59:59,1422057599,0.0,2097.0004959227954,1367.9031686897615,0.0,0.0,0.0,0.0,3935.46706895679,-459.0170595110867,0.0,0.0,-1701.0803563202771,0.0,0.0,557.0215011666041,0.0,3384.5865795535465,0.0,8827.82932823502,90.61564645590988,0.0,0.0,1384.7060146033837,0.0,0.0,19485.03238775245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
17,2015-01-26 23:59:59,1422316799,0.0,2011.0927678038097,1313.0685864443076,0.0,0.0,0.0,0.0,3967.5908810790716,-401.8322725642538,0.0,0.0,-1140.3347376076472,0.0,0.0,732.466380877253,0.0,5176.026451736379,0.0,10738.946907689387,182.1231302712913,0.0,0.0,1653.2654030589838,0.0,0.0,24232.413498788585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
18,2015-01-27 23:59:59,1422403199,0.0,1782.0089284423339,1230.8178229330551,0.0,0.0,0.0,0.0,4063.97089229252,-287.4680878907493,0.0,0.0,-1084.2604073892362,0.0,0.0,662.2848569600046,0.0,5678.891441110609,0.0,10294.518484682689,17.39657986993734,0.0,0.0,1295.2193152551627,0.0,0.0,23653.379826266326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
19,2015-01-28 23:59:59,1422489599,0.0,2197.226877390949,1422.7324998128497,0.0,0.0,0.0,0.0,3806.9844615054135,-201.7076890632452,0.0,0.0,-1159.023405991944,0.0,0.0,1557.06114306561,0.0,5867.46612121888,0.0,10694.54030758587,145.51259974774803,0.0,0.0,400.1029579399474,0.0,0.0,24730.89587321208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
20,2015-01-29 23:59:59,1422575999,0.0,2841.538645976543,1230.8116077393533,0.0,0.0,0.0,0.0,5156.228439836086,-30.165617874547024,0.0,0.0,-1458.0933741723838,0.0,0.0,1223.7155448162503,0.0,5930.33832896503,0.0,9672.291186965813,-147.32604332480332,0.0,0.0,-853.0973058169475,0.0,0.0,23566.241413110394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
21,2015-01-30 23:59:59,1422662399,0.0,3414.2517523683564,1971.0801472702296,0.0,0.0,0.0,0.0,5156.228439836079,-115.92863142758506,0.0,0.0,-1458.0933741723857,0.0,0.0,1065.8125414499373,0.0,4987.492756933858,0.0,8516.763811648845,-147.32604332480514,0.0,0.0,-853.0973058169548,0.0,0.0,22537.184094765573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.1275850185398,9713.62270333368,0.0,0.0,0.0,0.0,707.4447565902883,1658.1340309727896,0.0,0.0,980.6978879886566,0.0,0.0,1870.9309366526984,0.0,1617.9640712307396,0.0,451.3023165714793,992.0456249318506,0.0,0.0,5995.313206775017,0.0,0.0
22,2015-01-31 23:59:59,1422748799,0.0,3410.9192841001495,1970.2061204752463,0.0,0.0,0.0,0.0,5147.739204274858,-121.39641138892694,0.0,0.0,-1465.7369547443159,0.0,0.0,1065.5697413188354,0.0,4978.857280650114,0.0,8504.285830653891,-151.03624864122867,0.0,0.0,-867.5921277392699,0.0,0.0,22471.815718959355,0.0,3.3324682682028,0.8740267949824498,0.0,0.0,0.0,0.0,8.489235561222726,5.467779961343457,0.0,0.0,7.6435805719317615,0.0,0.0,0.2428001311026439,0.0,8.635476283746755,0.0,12.477980994962092,3.710205316423353,0.0,0.0,14.494821922315612,0.0,0.0,0.0,1483.9197272198385,9580.779856071778,0.0,0.0,0.0,0.0,644.7522539330614,1812.9059565640587,0.0,0.0,1206.127250023168,0.0,0.0,1881.546689463092,0.0,1458.7952486338725,0.0,419.30610969328296,1091.0628653356416,0.0,0.0,6639.943807947759,0.0,0.0
23,2015-02-02 23:59:59,1422921599,0.0,2997.326995479616,1483.4434892112076,0.0,0.0,0.0,0.0,4474.345304222923,-121.3964113889233,0.0,0.0,-1902.5048904804298,0.0,0.0,994.9937532282547,0.0,5148.886789043827,0.0,10073.445919772326,-251.68883714909134,0.0,0.0,-173.63524164463888,0.0,0.0,22723.216870295073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.9197272198385,9580.779856071778,0.0,0.0,0.0,0.0,644.7522539330614,1812.9059565640587,0.0,0.0,1206.127250023168,0.0,0.0,1881.546689463092,0.0,1458.7952486338725,0.0,419.30610969328296,1091.0628653356416,0.0,0.0,6639.943807947759,0.0,0.0
24,2015-02-03 23:59:59,1423007999,0.0,3617.7280162648967,1564.5795203365524,0.0,0.0,0.0,0.0,5586.903407751914,66.15253562262296,0.0,0.0,-1971.462953987253,0.0,0.0,1030.2794199873024,0.0,5630.613274567739,0.0,9784.371063073922,9.98769472506865,0.0,0.0,3494.503071113919,0.0,0.0,28813.655049456684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.9197272198385,9580.779856071778,0.0,0.0,0.0,0.0,644.7522539330614,1812.9059565640587,0.0,0.0,1206.127250023168,0.0,0.0,1881.546689463092,0.0,1458.7952486338725,0.0,419.30610969328296,1091.0628653356416,0.0,0.0,6639.943807947759,0.0,0.0
25,2015-02-04 23:59:59,1423094399,0.0,3548.8042354191493,1240.071277049341,0.0,0.0,0.0,0.0,6699.457623226488,-58.88733387664615,0.0,0.0,-2017.444144840727,0.0,0.0,695.0382648496488,0.0,4808.852864421377,0.0,9288.866292838604,-191.3107163026507,0.0,0.0,6171.261662010547,0.0,0.0,30184.71002479513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.9197272198385,9580.779856071778,0.0,0.0,0.0,0.0,644.7522539330614,1812.9059565640587,0.0,0.0,1206.127250023168,0.0,0.0,1881.546689463092,0.0,1458.7952486338725,0.0,419.30610969328296,1091.0628653356416,0.0,0.0,6639.943807947759,0.0,0.0
26,2015-02-05 23:59:59,1423180799,0.0,3066.267659503552,428.79902032614336,0.0,0.0,0.0,0.0,6055.359219973998,-559.0119973799228,0.0,0.0,-2615.133127368066,0.0,0.0,306.8634497517487,0.0,4440.474889890458,0.0,9825.69648793801,-130.92916214458273,0.0,0.0,6766.080141056838,0.0,0.0,27584.46658154818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.9197272198385,9580.779856071778,0.0,0.0,0.0,0.0,644.7522539330614,1812.9059565640587,0.0,0.0,1206.127250023168,0.0,0.0,1881.546689463092,0.0,1458.7952486338725,0.0,419.30610969328296,1091.0628653356416,0.0,0.0,6639.943807947759,0.0,0.0
27,2015-02-06 23:59:59,1423267199,0.0,3066.267659503552,536.9773081266394,0.0,0.0,0.0,0.0,6143.197722089688,-746.5641439343744,0.0,0.0,-2546.166973027617,0.0,0.0,395.0909774886677,0.0,4695.495908847744,0.0,9412.786332524163,-231.5801381037527,0.0,0.0,6369.553404772298,0.0,0.0,27095.05805828701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.9197272198385,9580.779856071778,0.0,0.0,0.0,0.0,644.7522539330614,1812.9059565640587,0.0,0.0,1206.127250023168,0.0,0.0,1881.546689463092,0.0,1458.7952486338725,0.0,419.30610969328296,1091.0628653356416,0.0,0.0,6639.943807947759,0.0,0.0
28,2015-02-09 23:59:59,1423526399,0.0,2859.4682700346348,293.5943336711607,0.0,0.0,0.0,0.0,5674.759046782936,-465.24123919546037,0.0,0.0,-2592.1432201865427,0.0,0.0,183.35913416484982,0.0,4780.497920772628,0.0,8752.062112686908,-251.71088943486757,0.0,0.0,8154.024282927261,0.0,0.0,27388.669752223508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.9197272198385,9580.779856071778,0.0,0.0,0.0,0.0,644.7522539330614,1812.9059565640587,0.0,0.0,1206.127250023168,0.0,0.0,1881.546689463092,0.0,1458.7952486338725,0.0,419.30610969328296,1091.0628653356416,0.0,0.0,6639.943807947759,0.0,0.0
