,0,1,2,3,4,5,6,7
1991-12-31,0.5991052512197828,0.4618958079858422,0.4604395358715821,0.3569613675800389,0.30465413595190816,0.16003142401626658,0.12496831902676032,-0.08196692567774888
1992-12-31,0.1840977282468923,0.18014678066126955,0.14589631217010224,0.11403686143612934,0.07620457435940198,0.07401653221790673,0.03704175287813682,-0.11849344800532954
1993-12-31,0.7483684830752977,0.3294491142560629,0.2463136299525581,0.1965457961001862,0.1887912087912087,0.1007787980936885,0.09749448266908978,-0.010661373495948312
1994-12-31,0.1661013092849608,0.08061348877197871,0.031707029608600834,0.013199577613516313,-0.018237577893054024,-0.02916624421237624,-0.061574074074074114,-0.07316419372032779
1995-12-31,0.3757859996525968,0.2845086180158625,0.20539384969577368,0.18474552670054997,0.1526689547442428,0.15212629151700585,0.11551133765149735,-0.05208596290321221
1996-12-31,0.3526665075917004,0.2316485512824462,0.22960961567597596,0.17844474761255102,0.16494265709902445,0.06360800429146529,0.060309448350908124,0.036303000029383366
1997-12-31,0.3336276825136051,0.2236305317088012,0.20260214166596316,0.12842478968897142,0.09654507563406443,0.02057961894138272,-0.03388728820444875,-0.11585066657795605
1998-12-31,0.2857901787776598,0.20333187156307764,0.08686826896970777,-0.025452413750546854,-0.04821831612064842,-0.17502220114869838,-0.2533980491200345,-0.27030191681923155
1999-12-31,0.6640805321775938,0.2729826432941822,0.24345721479485086,0.2125607193516648,0.2104119137011156,0.10434032768036804,-0.008219732115242741,-0.04619978029537719
2000-12-31,0.3184154801542882,0.2636538421886039,0.11625787106446772,0.010378709005726128,-0.030209777464690668,-0.09104086276837843,-0.13958013578243222,-0.3060991176653185
2001-12-31,0.13932901782934334,0.08444363261271337,0.024860911608990843,0.022637256480437795,-0.02372031414686515,-0.11886010983089955,-0.1950821179231764,-0.21205395282379147
2002-12-31,0.2590514837782092,0.1025493673645308,0.041343913344669136,0.03820806389951148,-0.06000174345700692,-0.15657189033815888,-0.204835909061174,-0.22100334778687813
2003-12-31,0.5627771714188561,0.4725378726535667,0.3916544150504486,0.3713370922407504,0.3242115448580327,0.2868424808512662,0.23931569201871936,0.04104172470501544
2004-12-31,0.3157747467164129,0.25951933537731176,0.2069768609756284,0.18329399809519176,0.13173338204735918,0.10882102850382623,0.09147940357116703,0.04338593280618763
2005-12-31,0.3454223671891514,0.2136334049981261,0.14015336342704154,0.1216267366566508,0.049117835014309115,0.04553809160186173,0.035874258504499316,0.024290560105898917
2006-12-31,0.35060872129578624,0.32551829161529944,0.26857480425893976,0.18367208337229848,0.15794463807112513,0.1369497467861318,0.04333392565788419,0.02071509832601981
2007-12-31,0.3982214262053772,0.16230339815873385,0.11631745006706184,0.06966734019245813,0.05493726356621065,0.03164242517688565,-0.015659231475632196,-0.15691743285568172
2008-12-31,0.05239921835420125,-0.2687568501112624,-0.33787103218381753,-0.35649195868379946,-0.36997610819389215,-0.3772763644137678,-0.4305814075162699,-0.531834801359812
2009-12-31,0.7902144577914283,0.5939501294454286,0.3246044362819316,0.2799021473439713,0.2717172625014692,0.2646423212982973,0.1890583887531188,0.059308163124957014
2010-12-31,0.2796045522473847,0.2685487509853486,0.19195728463556727,0.16832134472027782,0.15063401360544226,0.14823046674645224,0.08209345091535769,0.06541412934806612
2011-12-31,0.08293146280870968,0.07841691548351726,0.03123138773079215,0.021118200436080148,-0.04175652001001085,-0.11733453096096412,-0.13320154771482218,-0.1817334467484173
2012-12-31,0.1960437497743925,0.18627155811059093,0.180597756174502,0.17898068597418848,0.16349850357514062,0.16003223804274325,0.0421518937275045,-0.01056941470977668
2013-12-31,0.3882233526472523,0.3238847806296019,0.2329437382591901,0.07325305325848586,0.024673117497816976,-0.020239754065029758,-0.022667911007016484,-0.0952332114286859
2014-12-31,0.3013895149544068,0.1368836315708517,0.0596604429293992,0.0489436084791901,0.00010498343230191942,-0.01816305290191711,-0.044832055775942965,-0.17008134319957813
2015-12-31,0.03196263941016686,0.013837599218982087,0.005499067821836512,-0.003930668221404643,-0.02719347821400675,-0.04414094354916198,-0.14598741183520736,-0.2465717894464321
2016-12-31,0.2130799159227428,0.14274235427527593,0.11959912078710475,0.11766652875465455,0.11604125109126627,0.08518658969738112,0.026472421315051342,0.015121795610357537
2017-12-31,0.37752138871803176,0.2561617850576654,0.2183160148270722,0.14647238274525431,0.10433525280543644,0.052260005746787686,0.035418469213760684,0.01704233654361853
2018-10-31,0.03006660579040643,-0.005987690234459886,-0.012053781436449309,-0.023754257538959208,-0.024031924485491074,-0.041403733776697926,-0.08855409356635269,-0.15447172848303736
