date,sp500
2012-03-28,0.260460945
2012-03-29,0.258434221
2012-03-30,0.263088512
2012-03-31,0.263088512
2012-04-01,0.263088512
2012-04-02,0.272567483
2012-04-03,0.267491705
2012-04-04,0.25456012899999997
2012-04-05,0.253770962
2012-04-06,0.253770962
2012-04-07,0.253770962
2012-04-08,0.253770962
2012-04-09,0.239530087
2012-04-10,0.218357098
2012-04-11,0.227432517
2012-04-12,0.24434579899999997
2012-04-13,0.228822527
2012-04-14,0.228822527
2012-04-15,0.228822527
2012-04-16,0.22820374899999998
2012-04-17,0.24722446399999998
2012-04-18,0.242166622
2012-04-19,0.23479508600000001
2012-04-20,0.236238902
2012-04-21,0.236238902
2012-04-22,0.236238902
2012-04-23,0.22584521600000002
2012-04-24,0.230356022
2012-04-25,0.247143754
2012-04-26,0.255474845
2012-04-27,0.258505964
2012-04-28,0.258505964
2012-04-29,0.258505964
2012-04-30,0.25361851
2012-05-01,0.260712044
2012-05-02,0.257564344
2012-05-03,0.24793292100000003
2012-05-04,0.22778226199999999
2012-05-05,0.22778226199999999
2012-05-06,0.22778226199999999
2012-05-07,0.228212716
2012-05-08,0.222957582
2012-05-09,0.214761008
2012-05-10,0.21781903
2012-05-11,0.213693839
2012-05-12,0.213693839
2012-05-13,0.213693839
2012-05-14,0.20020626
2012-05-15,0.193310017
2012-05-16,0.188054883
2012-05-17,0.17017307899999998
2012-05-18,0.161528114
2012-05-19,0.161528114
2012-05-20,0.161528114
2012-05-21,0.18015424600000002
2012-05-22,0.180728186
2012-05-23,0.18272800600000003
2012-05-24,0.184360147
2012-05-25,0.181795355
2012-05-26,0.181795355
2012-05-27,0.181795355
2012-05-28,0.181795355
2012-05-29,0.19488835100000002
2012-05-30,0.177759842
2012-05-31,0.17507846800000001
2012-06-01,0.146121424
2012-06-02,0.146121424
2012-06-03,0.146121424
2012-06-04,0.146246973
2012-06-05,0.15281140699999998
2012-06-06,0.179383015
2012-06-07,0.179257466
2012-06-08,0.188826114
2012-06-09,0.188826114
2012-06-10,0.188826114
2012-06-11,0.17382297600000002
2012-06-12,0.18749887899999998
2012-06-13,0.17915882
2012-06-14,0.19191103899999998
2012-06-15,0.204232804
2012-06-16,0.204232804
2012-06-17,0.204232804
2012-06-18,0.20597255899999997
2012-06-19,0.217810062
2012-06-20,0.215756434
2012-06-21,0.188691597
2012-06-22,0.19721998
2012-06-23,0.19721998
2012-06-24,0.19721998
2012-06-25,0.17811855399999998
2012-06-26,0.18374136800000002
2012-06-27,0.194377186
2012-06-28,0.19185723300000002
2012-06-29,0.221558605
2012-06-30,0.221558605
2012-07-01,0.221558605
2012-07-02,0.224562819
2012-07-03,0.23219442199999998
2012-07-04,0.23219442199999998
2012-07-05,0.226419155
2012-07-06,0.214850686
2012-07-07,0.214850686
2012-07-08,0.214850686
2012-07-09,0.212859833
2012-07-10,0.203004215
2012-07-11,0.202986279
2012-07-12,0.19698681699999998
2012-07-13,0.216733925
2012-07-14,0.216733925
2012-07-15,0.216733925
2012-07-16,0.21391803399999998
2012-07-17,0.222912743
2012-07-18,0.23108241399999999
2012-07-19,0.234427406
2012-07-20,0.222006995
2012-07-21,0.222006995
2012-07-22,0.222006995
2012-07-23,0.211120079
2012-07-24,0.200170388
2012-07-25,0.19979374
2012-07-26,0.219639494
2012-07-27,0.24291095
2012-07-28,0.24291095
2012-07-29,0.24291095
2012-07-30,0.242310107
2012-07-31,0.236947359
2012-08-01,0.233198816
2012-08-02,0.224105461
2012-08-03,0.247412788
2012-08-04,0.247412788
2012-08-05,0.247412788
2012-08-06,0.250318357
2012-08-07,0.256703435
2012-08-08,0.25748363399999996
2012-08-09,0.258003766
2012-08-10,0.260756883
2012-08-11,0.260756883
2012-08-12,0.260756883
2012-08-13,0.259178549
2012-08-14,0.259017129
2012-08-15,0.260451977
2012-08-16,0.26940184699999997
2012-08-17,0.271778316
2012-08-18,0.271778316
2012-08-19,0.271778316
2012-08-20,0.27175141199999997
2012-08-21,0.267303381
2012-08-22,0.267590351
2012-08-23,0.257358084
2012-08-24,0.265473949
2012-08-25,0.265473949
2012-08-26,0.265473949
2012-08-27,0.26485517
2012-08-28,0.26383284
2012-08-29,0.264900009
2012-08-30,0.255026455
2012-08-31,0.261393597
2012-09-01,0.261393597
2012-09-02,0.261393597
2012-09-03,0.261393597
2012-09-04,0.259922877
2012-09-05,0.258577706
2012-09-06,0.284297372
2012-09-07,0.2894987
2012-09-08,0.2894987
2012-09-09,0.2894987
