datetime,US_Tech
2010-07-11,-0.10653863133990837
2010-07-12,-0.1058679735802519
2010-07-13,-0.08828943612428586
2010-07-14,-0.08441864947981181
2010-07-15,-0.08649894116639012
2010-07-16,-0.11904528331900244
2010-07-17,-0.11904528331900244
2010-07-18,-0.11904528331900244
2010-07-19,-0.11083313392289684
2010-07-20,-0.09750253434825695
2010-07-21,-0.12161639254676171
2010-07-22,-0.10946642164721498
2010-07-23,-0.09925841377620703
2010-07-24,-0.09925841377620703
2010-07-25,-0.09925841377620703
2010-07-26,-0.07071859857048957
2010-07-27,-0.07905300360115264
2010-07-28,-0.09666688711604732
2010-07-29,-0.09346378810745304
2010-07-30,-0.09620487075200179
2010-07-31,-0.09620487075200179
2010-08-01,-0.09620487075200179
2010-08-02,-0.07292129752668763
2010-08-03,-0.09118342601345486
2010-08-04,-0.07290025517185539
2010-08-05,-0.08161383486086515
2010-08-06,-0.08634923671270889
2010-08-07,-0.08634923671270889
2010-08-08,-0.08634923671270889
2010-08-09,-0.07577291862620117
2010-08-10,-0.10022694093720064
2010-08-11,-0.13063286838832877
2010-08-12,-0.14970819095017718
2010-08-13,-0.1541428827386817
2010-08-14,-0.1541428827386817
2010-08-15,-0.1541428827386817
2010-08-16,-0.15616623413357444
2010-08-17,-0.14761190156873272
2010-08-18,-0.13196782357916104
2010-08-19,-0.14150331074832134
2010-08-20,-0.14032026729852276
2010-08-21,-0.14032026729852276
2010-08-22,-0.14032026729852276
2010-08-23,-0.1443536920687225
2010-08-24,-0.16138740352310543
2010-08-25,-0.14545063120395219
2010-08-26,-0.1577164244062771
2010-08-27,-0.14405294418099446
2010-08-28,-0.14405294418099446
2010-08-29,-0.14405294418099446
2010-08-30,-0.15528283331114634
2010-08-31,-0.18087380414788157
2010-09-01,-0.15764532407224807
2010-09-02,-0.13571075461763227
2010-09-03,-0.12557886978835697
2010-09-04,-0.12557886978835697
2010-09-05,-0.12557886978835697
2010-09-06,-0.12557886978835697
2010-09-07,-0.14665065033262714
2010-09-08,-0.14537750531467808
2010-09-09,-0.14519397074452123
2010-09-10,-0.1510190503089257
2010-09-11,-0.1510190503089257
2010-09-12,-0.1510190503089257
2010-09-13,-0.11992979348668265
2010-09-14,-0.11474894137553204
2010-09-15,-0.10205037778922932
2010-09-16,-0.10002344590366241
2010-09-17,-0.09843284710433209
2010-09-18,-0.09843284710433209
2010-09-19,-0.09843284710433209
2010-09-20,-0.08626967780177952
2010-09-21,-0.0853357644999323
2010-09-22,-0.09454147778160782
2010-09-23,-0.0971703650021748
2010-09-24,-0.06355261217167385
2010-09-25,-0.06355261217167385
2010-09-26,-0.06355261217167385
2010-09-27,-0.07242363837258836
2010-09-28,-0.07213435705632609
2010-09-29,-0.06629224808700251
2010-09-30,-0.07596581031690808
2010-10-01,-0.06432575545105346
2010-10-02,-0.06432575545105346
2010-10-03,-0.06432575545105346
2010-10-04,-0.08017506302608202
2010-10-05,-0.04551554793965018
2010-10-06,-0.07401667539244738
2010-10-07,-0.07079442747030196
2010-10-08,-0.0703381853376086
2010-10-09,-0.0703381853376086
2010-10-10,-0.0703381853376086
2010-10-11,-0.06518653005340058
2010-10-12,-0.05395810232468279
2010-10-13,-0.04293112170707292
2010-10-14,-0.03801301835651927
2010-10-15,-0.014968777215609408
2010-10-16,-0.014968777215609408
2010-10-17,-0.014968777215609408
2010-10-18,-0.011372059305897575
2010-10-19,-0.04095006930620704
2010-10-20,-0.030886911345394896
2010-10-21,-0.031283174417736315
2010-10-22,-0.01661236295825963
2010-10-23,-0.01661236295825963
2010-10-24,-0.01661236295825963
2010-10-25,0.003190372573576461
2010-10-26,-0.0050099670264452945
2010-10-27,-0.0041750862379918985
2010-10-28,-0.027834169429068134
2010-10-29,-0.012536205174688675
2010-10-30,-0.012536205174688675
2010-10-31,-0.012536205174688675
2010-11-01,-0.01734402500403831
2010-11-02,0.004561659268186302
2010-11-03,0.012401350362532204
2010-11-04,0.02278097118577116
2010-11-05,0.029150750370455114
2010-11-06,0.029150750370455114
2010-11-07,0.029150750370455114
2010-11-08,0.03911644382465962
2010-11-09,0.01658828429319259
2010-11-10,0.020819270294443193
2010-11-11,0.007456361039981152
2010-11-12,0.006896289771698649
2010-11-13,0.006896289771698649
2010-11-14,0.006896289771698649
2010-11-15,0.005514172454998523
2010-11-16,-0.012888908534704258
2010-11-17,-0.008562238273737921
2010-11-18,0.007941929302545336
2010-11-19,0.021832344407939575
2010-11-20,0.021832344407939575
2010-11-21,0.021832344407939575
2010-11-22,0.037021618291143366
2010-11-23,0.02287974009673488
2010-11-24,0.043270090785928916
2010-11-25,0.043270090785928916
2010-11-26,0.03886234930465182
2010-11-27,0.03886234930465182
2010-11-28,0.03886234930465182
2010-11-29,0.02725574378146134
2010-11-30,0.0225817697814521
2010-12-01,0.046321011098470644
2010-12-02,0.08446932926071815
2010-12-03,0.10475565922553298
2010-12-04,0.10475565922553298
2010-12-05,0.10475565922553298
2010-12-06,0.11138963365401455
2010-12-07,0.10723068668290692
2010-12-08,0.11247850537956272
2010-12-09,0.12444558771641412
2010-12-10,0.13886714596054595
2010-12-11,0.13886714596054595
2010-12-12,0.13886714596054595
2010-12-13,0.13236631986796565
2010-12-14,0.12693099046733036
2010-12-15,0.13204915671274375
2010-12-16,0.15179262920999426
2010-12-17,0.1736489967029824
2010-12-18,0.1736489967029824
2010-12-19,0.1736489967029824
2010-12-20,0.16843284930816882
2010-12-21,0.1801660473955633
2010-12-22,0.17700018460635203
2010-12-23,0.17570397921154846
2010-12-24,0.17570397921154846
2010-12-25,0.17570397921154846
2010-12-26,0.17570397921154846
2010-12-27,0.1807311559761391
2010-12-28,0.1704846796698838
2010-12-29,0.17107497798006865
2010-12-30,0.17039429547342322
2010-12-31,0.17345830508838933
2011-01-01,0.17345830508838933
2011-01-02,0.17345830508838933
2011-01-03,0.1794001571152939
2011-01-04,0.17870049647703068
2011-01-05,0.18630802566943983
2011-01-06,0.19806634516556398
2011-01-07,0.20162414614254698
2011-01-08,0.20162414614254698
2011-01-09,0.20162414614254698
2011-01-10,0.21988784690567797
2011-01-11,0.22218986811153196
2011-01-12,0.24098058969054148
2011-01-13,0.2507221470880181
2011-01-14,0.26881723058678175
2011-01-15,0.26881723058678175
2011-01-16,0.26881723058678175
2011-01-17,0.26881723058678175
2011-01-18,0.2716397903197454
2011-01-19,0.24272951133515552
2011-01-20,0.21886824901878033
2011-01-21,0.2135025299149842
2011-01-22,0.2135025299149842
2011-01-23,0.2135025299149842
2011-01-24,0.23897144325984154
2011-01-25,0.22315618279414529
2011-01-26,0.2499251313649229
2011-01-27,0.27471522831496586
2011-01-28,0.24629509304065667
2011-01-29,0.24629509304065667
2011-01-30,0.24629509304065667
2011-01-31,0.2541047143328088
2011-02-01,0.29168535474468316
2011-02-02,0.3027657455521058
2011-02-03,0.3172055150788071
2011-02-04,0.34453130953612066
2011-02-05,0.34453130953612066
2011-02-06,0.34453130953612066
2011-02-07,0.34835170396562476
2011-02-08,0.35097495483590024
2011-02-09,0.36760486313006613
2011-02-10,0.3860501824271967
2011-02-11,0.399908802099483
2011-02-12,0.399908802099483
2011-02-13,0.399908802099483
2011-02-14,0.4074962393438113
2011-02-15,0.38947908387141594
2011-02-16,0.411404460665153
2011-02-17,0.41912724628390907
2011-02-18,0.40136878854457336
2011-02-19,0.40136878854457336
2011-02-20,0.40136878854457336
2011-02-21,0.40136878854457336
2011-02-22,0.3528096516371604
2011-02-23,0.31788484236411896
2011-02-24,0.3378397574080907
2011-02-25,0.3669623916722282
2011-02-26,0.3669623916722282
2011-02-27,0.3669623916722282
2011-02-28,0.3521562444740891
2011-03-01,0.33623538407519415
2011-03-02,0.36219608367949196
2011-03-03,0.40302996496221577
2011-03-04,0.4087663892525748
2011-03-05,0.4087663892525748
2011-03-06,0.4087663892525748
2011-03-07,0.3731904849732788
2011-03-08,0.3760721959685025
2011-03-09,0.300557894625771
2011-03-10,0.2550311532770708
2011-03-11,0.26341477889253695
2011-03-12,0.26341477889253695
2011-03-13,0.26341477889253695
2011-03-14,0.2444524652534561
2011-03-15,0.24034069861165586
2011-03-16,0.2167758414756744
2011-03-17,0.22175485677322104
2011-03-18,0.21694105727955626
2011-03-19,0.21694105727955626
2011-03-20,0.21694105727955626
2011-03-21,0.2549772226376117
2011-03-22,0.24895384324682235
2011-03-23,0.262051237881451
2011-03-24,0.29615046998161
2011-03-25,0.2899017417729024
2011-03-26,0.2899017417729024
2011-03-27,0.2899017417729024
2011-03-28,0.2899590997548065
2011-03-29,0.29786400622579556
2011-03-30,0.3085012962441185
2011-03-31,0.3025199357463806
2011-04-01,0.29208383521782344
2011-04-02,0.29208383521782344
2011-04-03,0.29208383521782344
2011-04-04,0.28728240862008514
2011-04-05,0.2884099356522478
2011-04-06,0.28899829794136456
2011-04-07,0.2819863987459459
2011-04-08,0.2807407463482854
2011-04-09,0.2807407463482854
2011-04-10,0.2807407463482854
2011-04-11,0.2770757348485071
2011-04-12,0.26079009813887044
2011-04-13,0.27738156167257255
2011-04-14,0.2647259543174143
2011-04-15,0.2675554000311353
2011-04-16,0.2675554000311353
2011-04-17,0.2675554000311353
2011-04-18,0.2622110224026115
2011-04-19,0.2645092179568096
2011-04-20,0.29934681035746236
2011-04-21,0.30505891528465945
2011-04-22,0.30505891528465945
2011-04-23,0.30505891528465945
2011-04-24,0.30505891528465945
2011-04-25,0.3095336762410923
2011-04-26,0.32488953306939705
2011-04-27,0.3245674967666492
2011-04-28,0.31845330142124784
2011-04-29,0.2977643835465782
2011-04-30,0.2977643835465782
2011-05-01,0.2977643835465782
2011-05-02,0.2844610865110586
2011-05-03,0.27323933794304534
2011-05-04,0.3303535956517858
2011-05-05,0.32912964100180053
2011-05-06,0.31960343565316807
2011-05-07,0.31960343565316807
2011-05-08,0.31960343565316807
2011-05-09,0.32840568696065
2011-05-10,0.3407260656806419
2011-05-11,0.3226389220762136
2011-05-12,0.32795924923533026
2011-05-13,0.3115480396653545
2011-05-14,0.3115480396653545
2011-05-15,0.3115480396653545
2011-05-16,0.2814153682501168
2011-05-17,0.2722369860407725
2011-05-18,0.29907287759809287
2011-05-19,0.29402299688344
2011-05-20,0.28809696693113107
2011-05-21,0.28809696693113107
2011-05-22,0.28809696693113107
2011-05-23,0.26638485833016
2011-05-24,0.2613779417962394
2011-05-25,0.28525236034600043
2011-05-26,0.2813800143701244
2011-05-27,0.2912694151565798
2011-05-28,0.2912694151565798
2011-05-29,0.2912694151565798
2011-05-30,0.2912694151565798
2011-05-31,0.30197212587718125
2011-06-01,0.2734383288599276
2011-06-02,0.2780644617470105
2011-06-03,0.25226568306490726
2011-06-04,0.25226568306490726
2011-06-05,0.25226568306490726
2011-06-06,0.2389424030822631
2011-06-07,0.2403867164037934
2011-06-08,0.20934496102949085
2011-06-09,0.21848205989175518
2011-06-10,0.19930758472388188
2011-06-11,0.19930758472388188
2011-06-12,0.19930758472388188
2011-06-13,0.1888120311962831
2011-06-14,0.20874356351201673
2011-06-15,0.18092522258540633
2011-06-16,0.16491892627221882
2011-06-17,0.13594970299410525
2011-06-18,0.13594970299410525
2011-06-19,0.13594970299410525
2011-06-20,0.1318428929981561
2011-06-21,0.168362063780354
2011-06-22,0.1607779479197884
2011-06-23,0.1836981455182567
2011-06-24,0.16757498074158472
2011-06-25,0.16757498074158472
2011-06-26,0.16757498074158472
2011-06-27,0.18296916165757504
2011-06-28,0.2089860021421941
2011-06-29,0.21379504044099162
2011-06-30,0.2244898908079691
2011-07-01,0.24669099641378134
2011-07-02,0.24669099641378134
2011-07-03,0.24669099641378134
2011-07-04,0.24669099641378134
2011-07-05,0.2475994982387839
2011-07-06,0.23679213239358798
2011-07-07,0.2625862292346104
2011-07-08,0.24572840161858545
2011-07-09,0.24572840161858545
2011-07-10,0.24572840161858545
2011-07-11,0.22104686041942223
2011-07-12,0.1981447669810037
2011-07-13,0.20218364532718036
2011-07-14,0.18461529711874314
2011-07-15,0.1965520247527095
2011-07-16,0.1965520247527095
2011-07-17,0.1965520247527095
2011-07-18,0.18081411729312924
2011-07-19,0.20740502976326058
2011-07-20,0.20868172645342953
2011-07-21,0.20532364792531888
2011-07-22,0.2199414715610104
2011-07-23,0.2199414715610104
2011-07-24,0.2199414715610104
2011-07-25,0.20643983923583153
2011-07-26,0.2118555803407327
2011-07-27,0.17114684304108474
2011-07-28,0.15957698303811996
2011-07-29,0.15247962678708005
2011-07-30,0.15247962678708005
2011-07-31,0.15247962678708005
2011-08-01,0.14825300084238746
2011-08-02,0.11751529355871804
2011-08-03,0.14398273718353005
2011-08-04,0.0747587986496474
2011-08-05,0.07342057326894214
2011-08-06,0.07342057326894214
2011-08-07,0.07342057326894214
2011-08-08,0.007202129853625783
2011-08-09,0.06520955317438837
2011-08-10,0.027149361823146645
2011-08-11,0.07849669937029269
2011-08-12,0.08929489774780475
2011-08-13,0.08929489774780475
2011-08-14,0.08929489774780475
2011-08-15,0.10605041265165416
2011-08-16,0.08699180385141969
2011-08-17,0.08232008638678412
2011-08-18,0.01581992559386758
2011-08-19,0.004100130291400994
2011-08-20,0.004100130291400994
2011-08-21,0.004100130291400994
2011-08-22,0.01395582578445076
2011-08-23,0.06222862918053229
2011-08-24,0.06684517530095802
2011-08-25,0.04102209273374946
2011-08-26,0.08982105797527007
2011-08-27,0.08982105797527007
2011-08-28,0.08982105797527007
2011-08-29,0.11830349424732178
2011-08-30,0.11703186018642775
2011-08-31,0.11545048040083583
2011-09-01,0.10284984954145382
2011-09-02,0.07013030725744152
2011-09-03,0.07013030725744152
2011-09-04,0.07013030725744152
2011-09-05,0.07013030725744152
2011-09-06,0.06337504841617436
2011-09-07,0.09912377855665189
2011-09-08,0.09453529475212274
2011-09-09,0.07297591725327823
2011-09-10,0.07297591725327823
2011-09-11,0.07297591725327823
2011-09-12,0.08789001120491124
2011-09-13,0.11425645051893651
2011-09-14,0.13341986855212773
2011-09-15,0.15629100995926315
2011-09-16,0.17692115958786014
2011-09-17,0.17692115958786014
2011-09-18,0.17692115958786014
2011-09-19,0.1800861084668619
2011-09-20,0.17182571920862322
2011-09-21,0.1542105848086337
2011-09-22,0.11632312049187754
2011-09-23,0.1348321108359405
2011-09-24,0.1348321108359405
2011-09-25,0.1348321108359405
2011-09-26,0.15676565899440909
2011-09-27,0.17295198243667853
2011-09-28,0.13649728029026398
2011-09-29,0.11583948578289172
2011-09-30,0.09160324360273342
2011-10-01,0.09160324360273342
2011-10-02,0.09160324360273342
2011-10-03,0.048663974679304056
2011-10-04,0.09902959693042046
2011-10-05,0.12283075170510926
2011-10-06,0.13986219375615216
2011-10-07,0.14061372709366093
2011-10-08,0.14061372709366093
2011-10-09,0.14061372709366093
2011-10-10,0.1767706742961872
2011-10-11,0.1860928080206976
2011-10-12,0.2207790061974948
2011-10-13,0.23022267260027385
2011-10-14,0.25657226939622046
2011-10-15,0.25657226939622046
2011-10-16,0.25657226939622046
2011-10-17,0.2315066549680289
2011-10-18,0.25147966547203815
2011-10-19,0.22467247794634027
2011-10-20,0.21986468016707095
2011-10-21,0.24476942783560007
2011-10-22,0.24476942783560007
2011-10-23,0.24476942783560007
2011-10-24,0.2918265325705178
2011-10-25,0.26966750319324206
2011-10-26,0.2867930332878632
2011-10-27,0.3391492383927013
2011-10-28,0.3378169029936322
2011-10-29,0.3378169029936322
2011-10-30,0.3378169029936322
2011-10-31,0.3049206990576141
2011-11-01,0.2528984833766532
2011-11-02,0.2836265761448671
2011-11-03,0.3229207827492129
2011-11-04,0.3206650044788393
2011-11-05,0.3206650044788393
2011-11-06,0.3206650044788393
2011-11-07,0.3217208415602244
2011-11-08,0.33187807028421723
2011-11-09,0.2702752609018848
2011-11-10,0.2809866056846755
2011-11-11,0.3198447654822396
2011-11-12,0.3198447654822396
2011-11-13,0.3198447654822396
2011-11-14,0.31806400923958655
2011-11-15,0.32416720624145157
2011-11-16,0.31489106489594
2011-11-17,0.27421108796250615
2011-11-18,0.2652315812213113
2011-11-19,0.2652315812213113
2011-11-20,0.2652315812213113
2011-11-21,0.22499479954484314
2011-11-22,0.2158738847301016
2011-11-23,0.18332898287210253
2011-11-24,0.18332898287210253
2011-11-25,0.17389410214592793
2011-11-26,0.17389410214592793
2011-11-27,0.17389410214592793
2011-11-28,0.2324012243271678
2011-11-29,0.2251922760289422
2011-11-30,0.2943981468577799
2011-12-01,0.29487732377145925
2011-12-02,0.29807429986016354
2011-12-03,0.29807429986016354
2011-12-04,0.29807429986016354
2011-12-05,0.3184288115210274
2011-12-06,0.3076627793859319
2011-12-07,0.2960239557049307
2011-12-08,0.2539315498602328
2011-12-09,0.28581341092568957
2011-12-10,0.28581341092568957
2011-12-11,0.28581341092568957
2011-12-12,0.26291610042726754
2011-12-13,0.23944407171611992
2011-12-14,0.20720389768518555
2011-12-15,0.20890545316832854
2011-12-16,0.2040791674532627
2011-12-17,0.2040791674532627
2011-12-18,0.2040791674532627
2011-12-19,0.16786116006045382
2011-12-20,0.2150648209906172
2011-12-21,0.17134447585034263
2011-12-22,0.19269363864779998
2011-12-23,0.19815059571534377
2011-12-24,0.19815059571534377
2011-12-25,0.19815059571534377
2011-12-26,0.19815059571534377
2011-12-27,0.19883157374646565
2011-12-28,0.17570507404994284
2011-12-29,0.18866409216907454
2011-12-30,0.18368686318371097
2011-12-31,0.18368686318371097
2012-01-01,0.18368686318371097
2012-01-02,0.18368686318371097
2012-01-03,0.18930703437129393
2012-01-04,0.18226817532483897
2012-01-05,0.1953744454628743
2012-01-06,0.19622150233879387
2012-01-07,0.19622150233879387
2012-01-08,0.19622150233879387
2012-01-09,0.21349966078135973
2012-01-10,0.2540658847469994
2012-01-11,0.2615350424716576
2012-01-12,0.2688298851158868
2012-01-13,0.26297437126817313
2012-01-14,0.26297437126817313
2012-01-15,0.26297437126817313
2012-01-16,0.26297437126817313
2012-01-17,0.2762844623224454
2012-01-18,0.32101533651124114
2012-01-19,0.36122137991298353
2012-01-20,0.37556824548408074
2012-01-21,0.37556824548408074
2012-01-22,0.37556824548408074
2012-01-23,0.3725869678377749
2012-01-24,0.390468862725442
2012-01-25,0.4001392153653178
2012-01-26,0.4110985771661593
2012-01-27,0.4128417825011983
2012-01-28,0.4128417825011983
2012-01-29,0.4128417825011983
2012-01-30,0.3967550562414659
2012-01-31,0.40716053850197365
2012-02-01,0.4656926416898035
2012-02-02,0.4798881035173794
2012-02-03,0.5187209511251163
2012-02-04,0.5187209511251163
2012-02-05,0.5187209511251163
2012-02-06,0.5004347550458661
2012-02-07,0.4815757533844989
2012-02-08,0.4877996760550951
2012-02-09,0.49466058866980567
2012-02-10,0.47418569534125576
2012-02-11,0.47418569534125576
2012-02-12,0.47418569534125576
2012-02-13,0.493851751823714
2012-02-14,0.5064916929664527
2012-02-15,0.49828233925956944
2012-02-16,0.5156410073749078
2012-02-17,0.4960209404732625
2012-02-18,0.4960209404732625
2012-02-19,0.4960209404732625
2012-02-20,0.4960209404732625
2012-02-21,0.4881905423483741
2012-02-22,0.48187535486373445
2012-02-23,0.502429838318837
2012-02-24,0.5105167101695998
2012-02-25,0.5105167101695998
2012-02-26,0.5105167101695998
2012-02-27,0.5123232720052227
2012-02-28,0.5259054300331725
2012-02-29,0.48033570632312084
2012-03-01,0.4936391369551967
2012-03-02,0.4896627025681086
2012-03-03,0.4896627025681086
2012-03-04,0.4896627025681086
2012-03-05,0.4783795305185128
2012-03-06,0.468074091768673
2012-03-07,0.48873961273862254
2012-03-08,0.49653980961512034
2012-03-09,0.5134698893632603
2012-03-10,0.5134698893632603
2012-03-11,0.5134698893632603
2012-03-12,0.5118541817933231
2012-03-13,0.5461042049830245
2012-03-14,0.553190126333881
2012-03-15,0.546845002876255
2012-03-16,0.5385913027723379
2012-03-17,0.5385913027723379
2012-03-18,0.5385913027723379
2012-03-19,0.5523681215429181
2012-03-20,0.5513925181578396
2012-03-21,0.5520644145615909
2012-03-22,0.5508704196318157
2012-03-23,0.5657426238377956
2012-03-24,0.5657426238377956
2012-03-25,0.5657426238377956
2012-03-26,0.5945075128194441
2012-03-27,0.5934911865239776
2012-03-28,0.5738665430470022
2012-03-29,0.5785221933218356
2012-03-30,0.5758548842844284
2012-03-31,0.5758548842844284
2012-04-01,0.5758548842844284
2012-04-02,0.6011997789182879
2012-04-03,0.6085513199579593
2012-04-04,0.5936410072203777
2012-04-05,0.5917291546153298
2012-04-06,0.5917291546153298
2012-04-07,0.5917291546153298
2012-04-08,0.5917291546153298
2012-04-09,0.5826202117859245
2012-04-10,0.5569466387089081
2012-04-11,0.567851397929716
2012-04-12,0.5851359841741826
2012-04-13,0.5710265311312626
2012-04-14,0.5710265311312626
2012-04-15,0.5710265311312626
2012-04-16,0.5389951930233909
2012-04-17,0.5637969072252296
2012-04-18,0.5476035255682286
2012-04-19,0.5473872155322017
2012-04-20,0.5323786748501034
2012-04-21,0.5323786748501034
2012-04-22,0.5323786748501034
2012-04-23,0.5248085817414727
2012-04-24,0.5265021843950168
2012-04-25,0.5828242076028964
2012-04-26,0.6062849033686362
2012-04-27,0.6029648699064862
2012-04-28,0.6029648699064862
2012-04-29,0.6029648699064862
2012-04-30,0.5862389366501299
2012-05-01,0.5819445596932782
2012-05-02,0.5896002515760175
2012-05-03,0.5558638084545331
2012-05-04,0.5483199633290163
2012-05-05,0.5483199633290163
2012-05-06,0.5483199633290163
2012-05-07,0.5596218267428177
