datetime,US_Tech
2009-12-31,0.0
2010-01-01,-0.0030000000000000027
2010-01-02,-0.0030000000000000027
2010-01-03,-0.0030000000000000027
2010-01-04,0.010448084873841745
2010-01-05,0.0075684019283781545
2010-01-06,0.0032175135921512776
2010-01-07,0.014850296292721277
2010-01-08,0.021808365273677133
2010-01-09,0.021808365273677133
2010-01-10,0.021808365273677133
2010-01-11,0.01845992426436105
2010-01-12,-0.014355708897824448
2010-01-13,0.007135526532900283
2010-01-14,0.01584889621983332
2010-01-15,-0.0032281816990050727
2010-01-16,-0.0032281816990050727
2010-01-17,-0.0032281816990050727
2010-01-18,-0.0032281816990050727
2010-01-19,0.009287577244752931
2010-01-20,-0.010171234996390943
2010-01-21,-0.012187491842976073
2010-01-22,-0.03529599637766623
2010-01-23,-0.03529599637766623
2010-01-24,-0.03529599637766623
2010-01-25,-0.0361620984508263
2010-01-26,-0.034568944525693035
2010-01-27,-0.02402330867457625
2010-01-28,-0.032096322718996095
2010-01-29,-0.043492308732080875
2010-01-30,-0.043492308732080875
2010-01-31,-0.043492308732080875
2010-02-01,-0.014342295672664429
2010-02-02,0.0003003177300802129
2010-02-03,0.013719087885158077
2010-02-04,-0.037049590992242365
2010-02-05,-0.0305652312035829
2010-02-06,-0.0305652312035829
2010-02-07,-0.0305652312035829
2010-02-08,-0.03623102992873806
2010-02-09,-0.016212051850225673
2010-02-10,-0.01265539204139332
2010-02-11,0.009707685211634232
2010-02-12,0.017155734471546946
2010-02-13,0.017155734471546946
2010-02-14,0.017155734471546946
2010-02-15,0.017155734471546946
2010-02-16,0.03679159815560573
2010-02-17,0.03197101579047712
2010-02-18,0.03636790240373111
2010-02-19,0.05320771720012263
2010-02-20,0.05320771720012263
2010-02-21,0.05320771720012263
2010-02-22,0.04854592287987747
2010-02-23,0.026479353676951867
2010-02-24,0.032628470136140564
2010-02-25,0.026601084955476084
2010-02-26,0.03283546260810444
2010-02-27,0.03283546260810444
2010-02-28,0.03283546260810444
2010-03-01,0.04452916626010173
2010-03-02,0.06893555991456912
2010-03-03,0.07469336740196586
2010-03-04,0.07730659177019628
2010-03-05,0.0843533070088669
2010-03-06,0.0843533070088669
2010-03-07,0.0843533070088669
2010-03-08,0.09935704011375446
2010-03-09,0.0996896771483109
2010-03-10,0.11014698445422932
2010-03-11,0.1051655215424332
2010-03-12,0.11166079025825448
2010-03-13,0.11166079025825448
2010-03-14,0.11166079025825448
2010-03-15,0.10751180668474247
2010-03-16,0.12893031043270065
2010-03-17,0.135190430258056
2010-03-18,0.12311330747481897
2010-03-19,0.10850686789049058
2010-03-20,0.10850686789049058
2010-03-21,0.10850686789049058
2010-03-22,0.13186950367169747
2010-03-23,0.1435908805493269
2010-03-24,0.10439330956405257
2010-03-25,0.11271619726183468
2010-03-26,0.11931647631969455
2010-03-27,0.11931647631969455
2010-03-28,0.11931647631969455
2010-03-29,0.12830283924263974
2010-03-30,0.13595150270050138
2010-03-31,0.13991795556438436
2010-04-01,0.14638881195310072
2010-04-02,0.14638881195310072
2010-04-03,0.14638881195310072
2010-04-04,0.14638881195310072
2010-04-05,0.16740205773393368
2010-04-06,0.16284564907027232
2010-04-07,0.15635697388308922
2010-04-08,0.15164872495209436
2010-04-09,0.15777780578748302
2010-04-10,0.15777780578748302
2010-04-11,0.15777780578748302
2010-04-12,0.17273506457537002
2010-04-13,0.17740518652353532
2010-04-14,0.21564050769288778
2010-04-15,0.211113529352718
2010-04-16,0.18564566086751233
2010-04-17,0.18564566086751233
2010-04-18,0.18564566086751233
2010-04-19,0.18239489897539718
2010-04-20,0.20562431811458537
2010-04-21,0.19657086655002498
2010-04-22,0.18229941483440082
2010-04-23,0.19507148887189474
2010-04-24,0.19507148887189474
2010-04-25,0.19507148887189474
2010-04-26,0.19685734283017586
2010-04-27,0.1658549004166272
2010-04-28,0.16391176495219573
2010-04-29,0.18229708858710847
2010-04-30,0.13820381857400488
2010-05-01,0.13820381857400488
2010-05-02,0.13820381857400488
2010-05-03,0.13758013756529097
2010-05-04,0.08535542544409891
2010-05-05,0.06109473972631596
2010-05-06,0.017576172645030308
2010-05-07,0.002311238251300196
2010-05-08,0.002311238251300196
2010-05-09,0.002311238251300196
2010-05-10,0.0627253695816592
2010-05-11,0.049199985606492636
2010-05-12,0.07423950155344272
2010-05-13,0.04757454765417779
