date,close
2005-12-29,932.03
2005-12-30,923.45
2006-01-04,941.43
2006-01-05,959.13
2006-01-06,970.03
2006-01-09,975.25
2006-01-10,978.15
2006-01-11,973.48
2006-01-12,983.72
2006-01-13,978.81
2006-01-16,961.44
2006-01-17,964.29
2006-01-18,983.62
2006-01-19,991.22
2006-01-20,993.34
2006-01-23,996.16
2006-01-24,999.09
2006-01-25,1009.6
2006-02-06,1033.23
2006-02-07,1029.94
2006-02-08,1033.07
2006-02-09,1019.6
2006-02-10,1032.34
2006-02-13,1031.61
2006-02-14,1038.53
2006-02-15,1041.66
2006-02-16,1020.12
2006-02-17,1020.37
2006-02-20,1021.64
2006-02-21,1038.82
2006-02-22,1037.89
2006-02-23,1041.37
2006-02-24,1049.44
2006-02-27,1047.85
2006-02-28,1053.01
2006-03-01,1056.62
2006-03-02,1038.67
2006-03-03,1041.68
2006-03-06,1038.87
2006-03-07,1014.97
2006-03-08,1009.27
2006-03-09,1004.34
2006-03-10,1008.9
2006-03-13,1019.86
2006-03-14,1018.27
2006-03-15,1028.96
2006-03-16,1027.62
2006-03-17,1024.02
2006-03-20,1037.66
2006-03-21,1040.76
2006-03-22,1047.67
2006-03-23,1048.54
2006-03-24,1042.6
2006-03-27,1050.71
2006-03-28,1055.98
2006-03-29,1065.29
2006-03-30,1055.63
2006-03-31,1061.09
2006-04-03,1079.32
2006-04-04,1089.37
2006-04-05,1099.97
2006-04-06,1103.24
2006-04-07,1103.15
2006-04-10,1117.91
2006-04-11,1123.31
2006-04-12,1117.07
2006-04-13,1093.93
2006-04-14,1118.61
2006-04-17,1124.41
2006-04-18,1131.28
2006-04-19,1138.24
2006-04-20,1134.38
2006-04-21,1149.16
2006-04-24,1142.7
2006-04-25,1141.93
2006-04-26,1155.73
2006-04-27,1155.27
2006-04-28,1172.35
2006-05-08,1218.45
2006-05-09,1251.61
2006-05-10,1265.93
2006-05-11,1255.04
2006-05-12,1296.26
2006-05-15,1352.16
2006-05-16,1331.13
2006-05-17,1335.52
2006-05-18,1331.2
2006-05-19,1366.1
2006-05-22,1373.67
2006-05-23,1317.65
2006-05-24,1308.24
2006-05-25,1307.7
2006-05-26,1331.02
2006-05-29,1366.29
2006-05-30,1378.76
2006-05-31,1365.45
2006-06-01,1402.88
2006-06-02,1390.12
2006-06-05,1403.16
2006-06-06,1399.14
2006-06-07,1320.23
2006-06-08,1325.98
2006-06-09,1294.19
2006-06-12,1297.67
2006-06-13,1298.28
2006-06-14,1283.88
2006-06-15,1285.39
2006-06-16,1318.01
2006-06-19,1334.89
2006-06-20,1338.22
2006-06-21,1333.53
2006-06-22,1331.55
2006-06-23,1339.45
2006-06-26,1363.41
2006-06-27,1363.9
2006-06-28,1362.89
2006-06-29,1395.12
2006-06-30,1393.96
2006-07-03,1420.33
2006-07-04,1411.01
2006-07-05,1393.01
2006-07-06,1418.68
2006-07-07,1410.43
2006-07-10,1412.12
2006-07-11,1418.58
2006-07-12,1419.2
2006-07-13,1346.09
2006-07-14,1357.13
2006-07-17,1372.25
2006-07-18,1373.42
2006-07-19,1336.64
2006-07-20,1345.19
2006-07-21,1356.03
2006-07-24,1358.12
2006-07-25,1374.17
2006-07-26,1371.3
2006-07-27,1355.55
2006-07-28,1341.39
2006-07-31,1294.33
2006-08-01,1282.06
2006-08-02,1275.09
2006-08-03,1271.74
2006-08-04,1241.91
2006-08-07,1224.1
2006-08-08,1252.39
2006-08-09,1251.3
2006-08-10,1271.47
2006-08-11,1275.65
2006-08-14,1245.72
2006-08-15,1265.86
2006-08-16,1283.57
2006-08-17,1271.63
2006-08-18,1267.87
2006-08-21,1270.56
2006-08-22,1285.27
2006-08-23,1285.68
2006-08-24,1292.4
2006-08-25,1295.44
2006-08-28,1325.89
2006-08-29,1330.16
2006-08-30,1334.67
2006-08-31,1338.69
2006-09-01,1318.1
2006-09-04,1337.24
2006-09-05,1340.68
2006-09-06,1346.37
2006-09-07,1328.38
2006-09-08,1332.15
2006-09-11,1338.76
2006-09-12,1347.64
2006-09-13,1338.39
2006-09-14,1338.28
2006-09-15,1362.32
2006-09-18,1375.56
2006-09-19,1378.31
2006-09-20,1378.46
2006-09-21,1387.37
2006-09-22,1374.85
2006-09-25,1372.4
2006-09-26,1357.65
2006-09-27,1371.12
2006-09-28,1387.0
2006-09-29,1403.27
2006-10-09,1436.07
2006-10-10,1437.25
2006-10-11,1435.91
2006-10-12,1426.5
2006-10-13,1430.88
2006-10-16,1418.52
2006-10-17,1414.45
2006-10-18,1437.59
2006-10-19,1439.38
2006-10-20,1440.18
2006-10-23,1408.72
2006-10-24,1440.05
2006-10-25,1446.83
2006-10-26,1456.1
2006-10-27,1439.05
2006-10-30,1446.24
2006-10-31,1464.47
2006-11-01,1479.41
2006-11-02,1479.66
2006-11-03,1488.29
2006-11-06,1507.89
2006-11-07,1516.1
2006-11-08,1498.17
2006-11-09,1524.71
2006-11-10,1504.06
2006-11-13,1475.78
2006-11-14,1493.78
2006-11-15,1534.76
2006-11-16,1533.29
2006-11-17,1562.08
2006-11-20,1593.16
2006-11-21,1612.25
2006-11-22,1624.03
2006-11-23,1634.91
2006-11-24,1636.58
2006-11-27,1651.8
2006-11-28,1644.01
2006-11-29,1667.14
2006-11-30,1714.36
2006-12-01,1729.22
2006-12-04,1780.74
2006-12-05,1794.23
