date,close
2002-01-04,1316.46
2002-01-07,1302.08
2002-01-08,1292.71
2002-01-09,1272.65
2002-01-10,1281.26
2002-01-11,1249.81
2002-01-15,1186.43
2002-01-16,1201.88
2002-01-17,1152.15
2002-01-18,1149.48
2002-01-21,1108.61
2002-01-22,1109.99
2002-01-23,1183.15
2002-01-24,1189.58
2002-01-25,1189.43
2002-01-28,1112.84
2002-01-29,1140.38
2002-01-30,1145.86
2002-01-31,1221.76
2002-02-01,1215.74
2002-02-04,1236.97
2002-02-05,1246.84
2002-02-06,1216.79
2002-02-07,1241.02
2002-02-08,1235.09
2002-02-25,1254.61
2002-02-26,1253.12
2002-02-27,1256.0
2002-02-28,1244.6
2002-03-01,1227.23
2002-03-04,1245.87
2002-03-05,1275.61
2002-03-06,1288.44
2002-03-07,1328.39
2002-03-08,1351.85
2002-03-11,1377.04
2002-03-12,1362.4
2002-03-13,1343.14
2002-03-14,1376.33
2002-03-15,1338.7
2002-03-18,1341.91
2002-03-19,1368.38
2002-03-20,1382.42
2002-03-21,1385.79
2002-03-22,1369.9
2002-03-25,1373.01
2002-03-26,1350.01
2002-03-27,1354.1
2002-03-28,1352.53
2002-03-29,1313.47
2002-04-01,1317.58
2002-04-02,1296.57
2002-04-03,1302.25
2002-04-04,1337.73
2002-04-05,1332.2
2002-04-08,1333.71
2002-04-09,1357.74
2002-04-10,1366.72
2002-04-11,1344.73
2002-04-12,1350.69
2002-04-15,1344.58
2002-04-16,1341.5
2002-04-17,1341.77
2002-04-18,1326.55
2002-04-19,1330.64
2002-04-22,1324.87
2002-04-23,1318.66
2002-04-24,1309.73
2002-04-25,1312.48
2002-04-26,1331.71
2002-04-29,1349.79
2002-04-30,1353.61
2002-05-08,1342.29
2002-05-09,1344.78
2002-05-10,1335.45
2002-05-13,1319.81
2002-05-14,1311.68
2002-05-15,1300.12
2002-05-16,1261.52
2002-05-17,1277.23
2002-05-20,1258.83
2002-05-21,1298.88
2002-05-22,1280.16
2002-05-23,1284.84
2002-05-24,1265.97
2002-05-27,1270.34
2002-05-28,1270.38
2002-05-29,1246.02
2002-05-30,1245.89
2002-05-31,1238.58
2002-06-03,1213.39
2002-06-04,1219.52
2002-06-05,1196.62
2002-06-06,1245.61
2002-06-07,1252.51
2002-06-10,1243.74
2002-06-11,1252.85
2002-06-12,1246.84
2002-06-13,1235.57
2002-06-14,1222.12
2002-06-17,1224.65
2002-06-18,1248.84
2002-06-19,1236.05
2002-06-20,1245.08
2002-06-21,1288.52
2002-06-24,1409.51
2002-06-25,1409.23
2002-06-26,1417.31
2002-06-27,1422.51
2002-06-28,1431.18
2002-07-01,1415.33
2002-07-02,1425.81
2002-07-03,1427.39
2002-07-04,1412.62
2002-07-05,1415.4
2002-07-08,1423.7
2002-07-09,1419.47
2002-07-10,1392.9
2002-07-11,1390.93
2002-07-12,1389.45
2002-07-15,1379.38
2002-07-16,1382.41
2002-07-17,1393.02
2002-07-18,1397.41
2002-07-19,1403.25
2002-07-22,1380.28
2002-07-23,1375.61
2002-07-24,1372.89
2002-07-25,1365.0
2002-07-26,1361.41
2002-07-29,1368.8
2002-07-30,1371.91
2002-07-31,1358.16
2002-08-01,1355.3
2002-08-02,1359.99
2002-08-05,1353.48
2002-08-06,1368.99
2002-08-07,1366.8
2002-08-08,1359.68
2002-08-09,1350.31
2002-08-12,1340.22
2002-08-13,1342.36
2002-08-14,1351.51
2002-08-15,1340.97
2002-08-16,1349.62
2002-08-19,1347.16
2002-08-20,1370.05
2002-08-21,1370.96
2002-08-22,1381.55
2002-08-23,1379.42
2002-08-26,1366.18
2002-08-27,1369.76
2002-08-28,1368.4
2002-08-29,1362.67
2002-08-30,1361.3
2002-09-02,1362.15
2002-09-03,1366.71
2002-09-04,1358.78
2002-09-05,1341.47
2002-09-06,1334.34
2002-09-09,1323.13
2002-09-10,1324.21
2002-09-11,1319.03
2002-09-12,1322.23
2002-09-13,1321.81
2002-09-16,1302.62
2002-09-17,1304.38
2002-09-18,1295.56
2002-09-19,1319.82
2002-09-20,1305.75
2002-09-23,1304.92
2002-09-24,1299.19
2002-09-25,1299.52
2002-09-26,1291.38
2002-09-27,1285.65
2002-10-08,1272.94
2002-10-09,1247.53
2002-10-10,1241.55
2002-10-11,1237.14
2002-10-14,1243.74
2002-10-15,1238.97
2002-10-16,1247.72
2002-10-17,1228.26
2002-10-18,1233.67
2002-10-21,1237.36
2002-10-22,1254.74
2002-10-23,1255.64
2002-10-24,1244.56
2002-10-25,1233.58
2002-10-28,1219.43
2002-10-29,1226.78
2002-10-30,1225.94
2002-10-31,1225.34
2002-11-01,1227.85
2002-11-04,1246.8
2002-11-05,1265.73
2002-11-06,1260.05
2002-11-07,1259.87
2002-11-08,1232.95
2002-11-11,1218.36
2002-11-12,1200.92
2002-11-13,1206.42
2002-11-14,1183.64
2002-11-15,1186.92
2002-11-18,1174.83
2002-11-19,1182.64
2002-11-20,1154.9
2002-11-21,1125.38
2002-11-22,1128.07
2002-11-25,1133.17
2002-11-26,1111.05
2002-11-27,1118.96
2002-11-28,1150.59
2002-11-29,1164.62
2002-12-02,1132.93
2002-12-03,1144.63
2002-12-04,1147.54
2002-12-05,1139.75
2002-12-06,1139.8
2002-12-09,1136.25
2002-12-10,1122.91
2002-12-11,1117.44
2002-12-12,1122.23
2002-12-13,1132.08
2002-12-16,1141.52
2002-12-17,1148.6
2002-12-18,1143.94
2002-12-19,1145.07
2002-12-20,1157.34
2002-12-23,1159.43
2002-12-24,1159.06
2002-12-25,1151.16
2002-12-26,1119.36
2002-12-27,1120.28
2002-12-30,1108.94
2002-12-31,1103.64
2003-01-02,1074.98
2003-01-03,1073.52
2003-01-06,1084.88
2003-01-07,1081.62
2003-01-08,1111.83
2003-01-09,1132.17
2003-01-10,1121.58
2003-01-13,1124.33
2003-01-14,1185.87
2003-01-15,1177.97
2003-01-16,1196.39
2003-01-17,1190.9
2003-01-20,1194.72
2003-01-21,1172.13
2003-01-22,1174.57
2003-01-23,1167.64
2003-01-24,1187.69
2003-01-27,1203.32
2003-01-28,1206.86
2003-01-29,1207.6
2003-02-10,1190.46
2003-02-11,1201.29
2003-02-12,1214.8
2003-02-13,1208.84
2003-02-14,1213.7
2003-02-17,1204.7
2003-02-18,1204.94
2003-02-19,1216.58
2003-02-20,1215.15
2003-02-21,1191.63
2003-02-24,1192.99
2003-02-25,1214.85
2003-02-26,1214.4
2003-02-27,1215.46
2003-02-28,1213.86
2003-03-03,1223.41
2003-03-04,1222.38
2003-03-05,1217.89
2003-03-06,1202.44
2003-03-07,1198.74
2003-03-10,1178.15
2003-03-11,1177.8
2003-03-12,1182.42
2003-03-13,1175.16
2003-03-14,1177.61
2003-03-17,1179.23
2003-03-18,1173.79
2003-03-19,1180.23
2003-03-20,1175.86
2003-03-21,1185.42
2003-03-24,1187.64
2003-03-25,1176.1
2003-03-26,1171.2
2003-03-27,1201.37
2003-03-28,1199.26
2003-03-31,1215.17
2003-04-01,1223.56
2003-04-02,1222.97
2003-04-03,1215.34
2003-04-04,1223.56
2003-04-07,1217.92
2003-04-08,1221.57
2003-04-09,1243.06
2003-04-10,1255.24
2003-04-11,1275.0
2003-04-14,1306.51
2003-04-15,1317.29
2003-04-16,1304.1
2003-04-17,1307.71
2003-04-18,1300.41
2003-04-21,1274.61
2003-04-22,1274.69
2003-04-23,1254.13
2003-04-24,1218.69
2003-04-25,1205.38
2003-04-28,1250.68
2003-04-29,1231.57
2003-04-30,1239.95
2003-05-12,1251.31
2003-05-13,1216.43
2003-05-14,1243.1
2003-05-15,1273.37
2003-05-16,1274.26
2003-05-19,1275.86
2003-05-20,1261.33
2003-05-21,1259.02
2003-05-22,1270.43
2003-05-23,1283.67
2003-05-26,1292.69
2003-05-27,1293.68
2003-05-28,1277.69
2003-05-29,1294.77
2003-05-30,1300.87
2003-06-02,1300.49
2003-06-03,1285.65
2003-06-04,1296.44
2003-06-05,1279.54
2003-06-06,1262.06
2003-06-09,1249.17
2003-06-10,1255.93
2003-06-11,1278.27
2003-06-12,1273.51
2003-06-13,1277.32
2003-06-16,1273.56
2003-06-17,1268.92
2003-06-18,1266.72
2003-06-19,1253.68
2003-06-20,1244.66
2003-06-23,1231.94
2003-06-24,1235.12
2003-06-25,1226.64
2003-06-26,1238.48
2003-06-27,1220.74
2003-06-30,1214.55
2003-07-01,1215.2
2003-07-02,1227.95
2003-07-03,1231.17
2003-07-04,1229.97
2003-07-07,1232.08
2003-07-08,1239.85
2003-07-09,1231.8
2003-07-10,1257.82
2003-07-11,1255.93
2003-07-14,1251.09
2003-07-15,1254.36
2003-07-16,1259.9
2003-07-17,1269.4
2003-07-18,1241.57
2003-07-21,1232.15
2003-07-22,1235.3
2003-07-23,1239.45
2003-07-24,1231.02
2003-07-25,1218.67
2003-07-28,1213.15
2003-07-29,1219.76
2003-07-30,1221.76
2003-07-31,1222.74
2003-08-01,1226.24
2003-08-04,1240.07
2003-08-05,1239.05
2003-08-06,1232.94
2003-08-07,1232.97
2003-08-08,1218.11
2003-08-11,1222.2
2003-08-12,1225.86
2003-08-13,1210.56
2003-08-14,1203.24
2003-08-15,1201.32
2003-08-18,1197.99
2003-08-19,1201.66
2003-08-20,1195.68
2003-08-21,1194.63
2003-08-22,1191.43
2003-08-25,1177.3
2003-08-26,1179.33
2003-08-27,1178.4
2003-08-28,1169.38
2003-08-29,1178.57
2003-09-01,1199.81
2003-09-02,1197.3
2003-09-03,1198.44
2003-09-04,1196.5
2003-09-05,1183.91
2003-09-08,1177.83
2003-09-09,1172.05
2003-09-10,1176.04
2003-09-11,1176.93
2003-09-12,1164.18
2003-09-15,1152.36
2003-09-16,1159.72
2003-09-17,1147.3
2003-09-18,1148.08
2003-09-19,1149.29
2003-09-22,1141.14
2003-09-23,1147.29
2003-09-24,1150.49
2003-09-25,1136.69
2003-09-26,1131.3
2003-09-29,1116.55
2003-09-30,1127.14
2003-10-08,1131.27
2003-10-09,1128.77
2003-10-10,1155.42
2003-10-13,1151.78
2003-10-14,1142.3
2003-10-15,1139.02
2003-10-16,1124.37
2003-10-17,1128.1
2003-10-20,1120.36
2003-10-21,1124.54
2003-10-22,1152.83
2003-10-23,1143.71
2003-10-24,1140.03
2003-10-27,1130.46
2003-10-28,1130.71
2003-10-29,1123.22
2003-10-30,1110.8
2003-10-31,1111.62
2003-11-03,1123.48
2003-11-04,1145.17
2003-11-05,1138.91
2003-11-06,1118.92
2003-11-07,1103.78
2003-11-10,1108.03
2003-11-11,1108.89
2003-11-12,1089.31
2003-11-13,1091.71
2003-11-14,1100.02
2003-11-17,1095.95
2003-11-18,1081.0
2003-11-19,1098.05
2003-11-20,1129.13
2003-11-21,1115.47
2003-11-24,1147.59
2003-11-25,1151.54
2003-11-26,1155.27
2003-11-27,1136.02
2003-11-28,1142.97
2003-12-01,1168.51
2003-12-02,1168.4
2003-12-03,1172.47
2003-12-04,1178.65
2003-12-05,1176.66
2003-12-08,1164.43
2003-12-09,1169.28
2003-12-10,1184.68
2003-12-11,1184.63
2003-12-12,1183.11
2003-12-15,1184.67
2003-12-16,1178.35
2003-12-17,1169.41
2003-12-18,1173.4
2003-12-19,1163.64
2003-12-22,1195.44
2003-12-23,1201.08
2003-12-24,1212.33
2003-12-25,1209.06
2003-12-26,1208.52
2003-12-29,1199.25
2003-12-30,1207.1
2003-12-31,1194.74
2004-01-02,1204.61
2004-01-05,1240.47
2004-01-06,1251.14
2004-01-07,1266.27
2004-01-08,1284.34
2004-01-09,1266.41
2004-01-12,1294.68
2004-01-13,1293.18
2004-01-14,1277.96
2004-01-15,1273.62
2004-01-16,1284.3
2004-01-29,1311.95
2004-01-30,1281.33
2004-02-02,1307.27
2004-02-03,1321.0
2004-02-04,1348.86
2004-02-05,1353.85
2004-02-06,1347.22
2004-02-09,1368.84
2004-02-10,1363.06
2004-02-11,1354.75
2004-02-12,1345.66
2004-02-13,1342.34
2004-02-16,1373.3
2004-02-17,1380.37
2004-02-18,1391.36
2004-02-19,1385.98
2004-02-20,1391.1
2004-02-23,1359.24
2004-02-24,1356.31
2004-02-25,1329.44
2004-02-26,1335.86
2004-02-27,1351.61
2004-03-01,1366.91
2004-03-02,1363.19
2004-03-03,1341.22
2004-03-04,1349.85
2004-03-05,1341.76
2004-03-08,1317.3
2004-03-09,1314.17
2004-03-10,1344.99
2004-03-11,1357.84
2004-03-12,1358.51
2004-03-15,1389.68
2004-03-16,1395.37
2004-03-17,1398.02
2004-03-18,1372.16
2004-03-19,1393.57
2004-03-22,1399.55
2004-03-23,1389.52
2004-03-24,1385.37
2004-03-25,1385.86
2004-03-26,1386.48
2004-03-29,1371.7
2004-03-30,1372.05
2004-03-31,1384.95
2004-04-01,1396.63
2004-04-02,1405.92
2004-04-05,1401.97
2004-04-06,1410.43
2004-04-07,1408.77
2004-04-08,1402.77
2004-04-09,1370.28
2004-04-12,1364.68
2004-04-13,1353.83
2004-04-14,1332.08
2004-04-15,1318.85
2004-04-16,1331.08
2004-04-19,1312.0
2004-04-20,1301.09
2004-04-21,1289.65
2004-04-22,1296.44
2004-04-23,1276.31
2004-04-26,1276.95
2004-04-27,1264.34
2004-04-28,1258.11
2004-04-29,1233.6
2004-04-30,1239.72
2004-05-10,1206.59
2004-05-11,1212.58
2004-05-12,1240.02
2004-05-13,1234.58
2004-05-14,1207.26
2004-05-17,1195.19
2004-05-18,1209.61
2004-05-19,1209.58
2004-05-20,1201.71
2004-05-21,1209.21
2004-05-24,1200.79
2004-05-25,1177.71
2004-05-26,1183.01
2004-05-27,1208.68
2004-05-28,1201.72
2004-05-31,1206.84
2004-06-01,1224.11
2004-06-02,1211.93
2004-06-03,1193.55
2004-06-04,1192.78
2004-06-07,1176.26
2004-06-08,1160.33
2004-06-09,1137.55
2004-06-10,1139.51
2004-06-11,1140.53
2004-06-14,1115.41
2004-06-15,1134.9
2004-06-16,1141.09
2004-06-17,1116.5
2004-06-18,1103.4
2004-06-21,1109.39
2004-06-22,1119.88
2004-06-23,1110.32
2004-06-24,1099.9
2004-06-25,1081.96
2004-06-28,1069.51
2004-06-29,1084.62
2004-06-30,1078.48
2004-07-01,1112.39
2004-07-02,1114.95
2004-07-05,1116.42
2004-07-06,1121.28
2004-07-07,1110.62
2004-07-08,1113.03
2004-07-09,1106.92
2004-07-12,1083.18
2004-07-13,1086.82
2004-07-14,1088.78
2004-07-15,1104.01
2004-07-16,1132.8
2004-07-19,1134.5
2004-07-20,1125.88
2004-07-21,1125.66
2004-07-22,1097.86
2004-07-23,1101.6
2004-07-26,1087.27
2004-07-27,1083.4
2004-07-28,1089.52
2004-07-29,1104.17
2004-07-30,1088.68
2004-08-02,1080.55
2004-08-03,1073.58
2004-08-04,1103.55
2004-08-05,1088.81
2004-08-06,1088.24
2004-08-09,1093.48
2004-08-10,1098.59
2004-08-11,1086.08
2004-08-12,1074.82
2004-08-13,1077.24
2004-08-16,1067.6
2004-08-17,1072.51
2004-08-18,1071.83
2004-08-19,1059.2
2004-08-20,1060.23
2004-08-23,1047.21
2004-08-24,1059.42
2004-08-25,1055.53
2004-08-26,1050.99
2004-08-27,1039.24
2004-08-30,1038.34
2004-08-31,1055.97
2004-09-01,1040.06
2004-09-02,1045.37
2004-09-03,1043.54
2004-09-06,1039.67
2004-09-07,1041.48
2004-09-08,1031.61
2004-09-09,1012.56
2004-09-10,1015.15
2004-09-13,993.26
2004-09-14,1023.41
2004-09-15,1066.28
2004-09-16,1077.92
2004-09-17,1112.77
2004-09-20,1152.13
2004-09-21,1143.46
2004-09-22,1120.11
2004-09-23,1157.93
2004-09-24,1135.97
2004-09-27,1128.05
2004-09-28,1136.34
2004-09-29,1124.01
2004-09-30,1109.32
2004-10-08,1131.92
2004-10-11,1126.33
2004-10-12,1103.55
2004-10-13,1104.18
2004-10-14,1060.13
2004-10-15,1061.64
2004-10-18,1063.47
2004-10-19,1066.64
2004-10-20,1062.9
2004-10-21,1049.97
2004-10-22,1063.14
2004-10-25,1049.19
2004-10-26,1059.25
2004-10-27,1069.69
2004-10-28,1068.68
2004-10-29,1050.3
2004-11-01,1038.43
2004-11-02,1035.73
2004-11-03,1054.69
2004-11-04,1032.72
2004-11-05,1033.8
2004-11-08,1034.81
2004-11-09,1037.21
2004-11-10,1076.28
2004-11-11,1070.27
2004-11-12,1072.62
2004-11-15,1084.71
2004-11-16,1084.65
2004-11-17,1074.39
2004-11-18,1085.03
2004-11-19,1091.37
2004-11-22,1094.35
2004-11-23,1084.88
2004-11-24,1077.67
2004-11-25,1076.34
2004-11-26,1074.99
2004-11-29,1061.35
2004-11-30,1062.81
2004-12-01,1058.15
2004-12-02,1056.06
2004-12-03,1058.33
2004-12-06,1060.25
2004-12-07,1048.18
2004-12-08,1049.18
2004-12-09,1059.53
2004-12-10,1043.55
2004-12-13,1037.45
2004-12-14,1034.29
2004-12-15,1037.88
2004-12-16,1033.27
2004-12-17,1023.0
2004-12-20,1009.37
2004-12-21,1008.12
2004-12-22,1034.03
2004-12-23,1015.51
2004-12-24,1016.4
2004-12-27,1012.45
2004-12-28,1010.7
2004-12-29,1005.53
2004-12-30,1003.99
2004-12-31,1000.0
2005-01-04,982.79
2005-01-05,992.56
2005-01-06,983.17
2005-01-07,983.96
2005-01-10,993.88
2005-01-11,997.14
2005-01-12,996.75
2005-01-13,996.88
2005-01-14,988.31
2005-01-17,967.45
2005-01-18,974.69
2005-01-19,967.21
2005-01-20,956.25
2005-01-21,982.6
2005-01-24,998.13
2005-01-25,997.78
2005-01-26,989.93
2005-01-27,974.63
2005-01-28,969.21
2005-01-31,954.88
2005-02-01,955.95
2005-02-02,1006.91
2005-02-03,993.22
2005-02-04,1016.86
2005-02-16,1023.58
2005-02-17,1020.61
2005-02-18,1006.06
2005-02-21,1025.63
2005-02-22,1046.74
2005-02-23,1043.94
2005-02-24,1045.46
2005-02-25,1046.76
2005-02-28,1039.99
2005-03-01,1035.93
2005-03-02,1021.32
2005-03-03,1027.71
2005-03-04,1023.67
2005-03-07,1029.87
2005-03-08,1048.99
2005-03-09,1046.54
2005-03-10,1022.41
2005-03-11,1027.43
2005-03-14,1031.03
2005-03-15,1013.52
2005-03-16,1003.07
2005-03-17,992.86
2005-03-18,978.67
2005-03-21,981.89
2005-03-22,964.02
2005-03-23,959.01
2005-03-24,964.8
2005-03-25,962.96
2005-03-28,960.7
2005-03-29,955.19
2005-03-30,937.03
2005-03-31,942.2
2005-04-01,978.15
2005-04-04,962.17
2005-04-05,955.6
2005-04-06,973.67
2005-04-07,984.73
2005-04-08,1003.45
2005-04-11,995.42
2005-04-12,978.7
2005-04-13,1000.9
2005-04-14,986.98
2005-04-15,974.08
2005-04-18,963.77
2005-04-19,965.89
2005-04-20,950.87
2005-04-21,943.98
2005-04-22,939.1
2005-04-25,930.07
2005-04-26,937.08
2005-04-27,926.6
2005-04-28,942.07
2005-04-29,932.4
2005-05-09,909.17
2005-05-10,913.08
2005-05-11,901.85
2005-05-12,885.82
2005-05-13,887.54
2005-05-16,875.27
2005-05-17,881.46
2005-05-18,883.2
2005-05-19,884.17
2005-05-20,882.76
2005-05-23,863.34
2005-05-24,868.46
2005-05-25,868.45
2005-05-26,857.33
2005-05-27,849.51
2005-05-30,855.61
2005-05-31,855.95
2005-06-01,837.53
2005-06-02,818.38
2005-06-03,818.03
2005-06-06,839.0
2005-06-07,837.28
2005-06-08,905.77
2005-06-09,912.6
2005-06-10,894.56
2005-06-13,892.96
2005-06-14,883.54
2005-06-15,866.83
2005-06-16,879.24
2005-06-17,880.35
2005-06-20,906.26
2005-06-21,896.17
2005-06-22,900.65
2005-06-23,893.57
2005-06-24,898.3
2005-06-27,916.04
2005-06-28,903.72
2005-06-29,898.9
2005-06-30,878.69
2005-07-01,859.49
2005-07-04,855.93
2005-07-05,849.68
2005-07-06,842.56
2005-07-07,844.73
2005-07-08,829.49
2005-07-11,824.1
2005-07-12,851.82
2005-07-13,846.23
2005-07-14,849.59
2005-07-15,841.0
2005-07-18,833.0
2005-07-19,835.61
2005-07-20,842.64
2005-07-21,843.99
2005-07-22,859.69
2005-07-25,856.86
2005-07-26,876.48
2005-07-27,894.01
2005-07-28,890.89
2005-07-29,888.16
2005-08-01,891.61
2005-08-02,903.6
2005-08-03,909.57
2005-08-04,904.15
2005-08-05,923.8
2005-08-08,927.47
2005-08-09,933.09
2005-08-10,940.37
2005-08-11,953.99
2005-08-12,938.32
2005-08-15,954.5
2005-08-16,945.06
2005-08-17,953.01
2005-08-18,920.67
2005-08-19,923.04
2005-08-22,931.67
2005-08-23,923.41
2005-08-24,930.65
2005-08-25,930.12
2005-08-26,928.26
2005-08-29,917.37
2005-08-30,914.88
2005-08-31,927.92
2005-09-01,944.56
2005-09-02,947.87
2005-09-05,952.72
2005-09-06,936.61
2005-09-07,952.76
2005-09-08,955.28
2005-09-09,949.07
2005-09-12,949.51
2005-09-13,963.77
2005-09-14,970.19
2005-09-15,969.6
2005-09-16,967.5
2005-09-19,971.14
2005-09-20,961.92
2005-09-21,944.41
2005-09-22,923.27
2005-09-23,916.15
2005-09-26,918.49
2005-09-27,904.21
2005-09-28,903.72
2005-09-29,915.98
2005-09-30,917.39
2005-10-10,907.32
2005-10-11,919.72
2005-10-12,923.49
2005-10-13,916.5
2005-10-14,904.83
2005-10-17,897.62
2005-10-18,902.37
2005-10-19,898.74
2005-10-20,899.92
2005-10-21,904.41
2005-10-24,906.65
2005-10-25,894.27
2005-10-26,875.82
2005-10-27,875.85
2005-10-28,867.73
2005-10-31,876.28
2005-11-01,872.87
2005-11-02,882.48
2005-11-03,874.58
2005-11-04,878.36
2005-11-07,877.28
2005-11-08,881.52
2005-11-09,879.25
2005-11-10,862.97
2005-11-11,864.79
2005-11-14,862.15
2005-11-15,856.64
2005-11-16,863.12
2005-11-17,862.66
2005-11-18,882.24
2005-11-21,883.87
2005-11-22,869.62
2005-11-23,876.23
2005-11-24,881.49
2005-11-25,884.11
2005-11-28,880.17
2005-11-29,871.31
2005-11-30,873.83
2005-12-01,873.07
2005-12-02,869.94
2005-12-05,859.61
2005-12-06,866.08
2005-12-07,873.84
2005-12-08,874.06
2005-12-09,887.36
2005-12-12,888.52
2005-12-13,889.1
2005-12-14,898.15
2005-12-15,896.43
2005-12-16,902.56
2005-12-19,902.91
2005-12-20,907.32
2005-12-21,903.14
2005-12-22,908.75
2005-12-23,915.89
2005-12-26,922.38
2005-12-27,919.36
2005-12-28,920.92
