,SPX Index,NDX Index,INDU Index,ACDER Index,DAX Index,NKY Index,HSI Index,SHSZ300 Index,SENSEX Index,UKX Index,LBUSTRUU Index,IBOXHY Index,IDCOTCPR Index,IDCOTSPR Index,LBUTTRUU Index,GOLDLNAM Index,CL1 Comdty
2015/4/9,2091.18,4403.953,17958.73,1267.86,12166.44,19937.72,26944.39,4262.14,28885.21,7015.36,1946.07,238.3129,102.1811,100.4442,284.1269,1196,50.79
2015/4/10,2102.06,4422.022,18057.65,1273.52,12374.73,19907.63,27272.39,4344.42,28879.38,7089.77,1946.45,238.4308,102.1662,100.4383,283.8739,1201.9,51.64
2015/4/13,2092.43,4409.208,17977.04,1269.44,12338.73,19905.46,28016.34,4421.07,29044.44,7064.3,1948.46,238.7229,102.2425,100.4391,284.0214,1197.85,51.91
2015/4/14,2095.84,4397.645,18036.7,1278.78,12227.6,19908.68,27561.49,4438.18,29044.44,7075.26,1951.46,238.5807,102.4245,100.4406,284.7157,1191.45,53.29
2015/4/15,2106.63,4424.529,18112.61,1276.3,12231.34,19869.76,27618.82,4380.51,28799.69,7096.78,1951.67,239.0076,102.462,100.4398,285.4478,1189.85,56.39
2015/4/16,2104.99,4418.831,18105.77,1278.14,11998.86,19885.77,27739.71,4513.55,28666.04,7060.45,1953.08,238.9961,102.5565,100.4396,286.1252,1204.6,56.71
2015/4/17,2081.18,4351.799,17826.3,1264.76,11688.7,19652.88,27653.12,4596.14,28442.1,6994.63,1954.95,238.8687,102.6672,100.4381,287.6431,1204.55,55.74
2015/4/20,2100.4,4417.397,18034.93,1272.98,11891.91,19634.49,27094.93,4521.92,27886.21,7052.13,1951.12,239.0631,102.4099,100.4261,286.7876,1203.25,56.38
2015/4/21,2097.29,4435.977,17949.59,1278.61,11939.58,19909.09,27850.49,4619.16,27676.04,7062.93,1950.36,239.1641,102.313,100.4284,285.9945,1197.7,55.26
2015/4/22,2107.96,4460.813,18038.27,1275.88,11867.37,20133.9,27933.85,4739.81,27890.13,7028.24,1945.36,239.177,102.0092,100.4276,284.8393,1202.4,56.16
2015/4/23,2112.93,4477.067,18058.69,1280.47,11723.58,20187.65,27827.7,4740.89,27735.02,7053.67,1947.65,239.1541,102.1414,100.4266,285.7073,1187.75,57.74
2015/4/24,2117.69,4536.778,18080.14,1292.38,11810.85,20020.04,28060.98,4702.64,27437.94,7070.7,1950.27,239.1799,102.2739,100.4339,286.3975,1192.15,57.15
2015/4/27,2108.92,4525.036,18037.97,1307.33,12039.16,19983.32,28433.59,4807.59,27176.99,7103.98,1949.92,239.3574,102.2345,100.4179,286.6875,1182.75,56.99
2015/4/28,2114.76,4515.265,18110.14,1299.9,11811.66,20058.95,28442.75,4741.86,27396.38,7030.53,1945.11,239.1295,101.9833,100.4129,285.3356,1201.4,57.06
2015/4/29,2106.85,4488.152,18035.53,1291.41,11432.72,20058.95,28400.34,4774.33,27225.93,6946.28,1939.82,238.8969,101.7078,100.4271,284.5946,1204.8,58.58
2015/4/30,2085.51,4414.252,17840.52,1293.89,11454.38,19520.01,28133,4749.89,27011.31,6960.63,1938.65,238.7464,101.6346,100.4222,285.0055,1204.3,59.63
2015/5/1,2108.29,4479.056,18024.06,1291.66,11454.38,19531.63,28133,4749.89,27011.31,6985.95,1932.34,238.6665,101.2461,100.4163,283.6553,1179,59.15
2015/5/4,2114.49,4482.61,18070.4,1292.53,11619.85,19531.63,28123.82,4787.74,27490.59,6985.95,1930.5,238.8958,101.1538,100.4153,282.5853,1179,58.93
2015/5/5,2089.46,4409.394,17928.2,1278.33,11327.68,19531.63,27755.54,4596.84,27440.14,6927.58,1927.11,238.8748,100.9458,100.4176,282.1994,1187.4,60.4
2015/5/6,2080.15,4379.748,17841.98,1289.87,11350.15,19531.63,27640.91,4553.33,26717.37,6933.74,1921.99,238.42,100.6525,100.4105,280.4639,1191.25,60.93
2015/5/7,2088,4401.552,17924.06,1280.91,11407.97,19291.99,27289.97,4470.09,26599.11,6886.95,1926.75,238.0998,100.8821,100.4094,281.2854,1183,58.94
2015/5/8,2116.1,4458.65,18191.11,1312.77,11709.73,19379.19,27577.34,4558.4,27105.39,7046.82,1930.66,238.6217,101.0945,100.4079,281.9113,1185.25,59.39
2015/5/11,2105.33,4438.635,18105.17,1310.36,11673.35,19620.91,27718.2,4690.53,27507.3,7029.85,1919.93,238.9231,100.5125,100.4036,279.6213,1184.75,59.25
2015/5/12,2099.12,4420.647,18068.23,1304.88,11472.41,19624.84,27407.18,4747.42,26877.48,6933.8,1920.98,237.9084,100.5762,100.4019,280.0207,1184.45,60.75
2015/5/13,2098.48,4426.56,18060.49,1315.96,11351.46,19764.72,27249.28,4718.44,27251.1,6949.63,1919.49,238.3339,100.4992,100.4055,279.6957,1193,60.5
2015/5/14,2121.1,4495.037,18252.24,1328,11559.82,19570.24,27286.55,4700.78,27206.06,6973.04,1923,238.5045,100.6685,100.4045,280.1538,1214.75,59.88
2015/5/15,2122.73,4494.291,18272.56,1330.26,11447.03,19732.92,27822.28,4617.47,27324,6960.49,1931.33,238.7204,101.0988,100.3997,281.836,1216.3,59.69
2015/5/18,2129.2,4512.948,18298.88,1327.31,11594.28,19890.27,27591.25,4575.14,27687.3,6968.87,1924.26,238.8502,100.6722,100.3978,280.5469,1228.15,59.43
2015/5/19,2127.83,4503.718,18312.39,1321,11853.33,20026.38,27693.54,4731.22,27645.53,6995.1,1920.85,238.6219,100.4857,100.3996,279.5827,1219.65,57.26
2015/5/20,2125.85,4505.3,18285.4,1323.49,11848.47,20196.56,27585.05,4754.92,27837.21,7007.26,1921.34,238.4595,100.5265,100.3936,280.2971,1206.75,58.98
2015/5/21,2130.82,4529.467,18285.74,1331.07,11864.59,20202.87,27523.72,4840.98,27809.35,7013.47,1926.32,238.6195,100.8356,100.4011,281.0484,1209.6,60.72
2015/5/22,2126.06,4527.157,18232.02,1319.18,11815.01,20264.41,27992.83,4951.34,27957.5,7031.72,1922.15,238.6432,100.5915,100.3855,280.6997,1211,59.72
2015/5/25,2126.06,4527.157,18232.02,1315.75,11815.01,20413.77,27992.83,5099.49,27643.88,7031.72,1922.15,238.7677,100.5915,100.3855,280.6997,1211,59.72
2015/5/26,2104.2,4472.96,18041.54,1291.24,11625.13,20437.48,28249.86,5198.92,27531.41,6948.99,1929.9,238.8117,100.9918,100.3901,281.8953,1194,58.03
2015/5/27,2123.48,4546.06,18162.99,1304.84,11771.13,20472.58,28081.21,5181.43,27564.66,7033.33,1930.22,238.913,101.04,100.388,281.3276,1187.85,57.51
2015/5/28,2120.79,4535.657,18126.12,1304.21,11677.57,20551.46,27454.31,4834.01,27506.71,7040.92,1930.89,238.9725,101.0889,100.387,281.3005,1189.45,57.68
2015/5/29,2107.39,4508.253,18010.68,1287.94,11413.82,20563.15,27424.19,4840.83,27828.44,6984.43,1933.98,238.9813,101.2707,100.3779,282.6659,1190.4,60.3
2015/6/1,2111.73,4521.847,18040.37,1282.44,11436.05,20569.87,27597.16,5076.18,27848.99,6953.58,1924.8,239.0115,100.7688,100.3831,280.4113,1187.3,60.2
2015/6/2,2109.6,4508.886,18011.94,1296.75,11328.8,20543.19,27466.72,5161.87,27188.38,6928.27,1918.64,238.7622,100.4519,100.3816,279.4359,1188.75,61.26
2015/6/3,2114.07,4519.863,18076.27,1311.1,11419.62,20473.51,27657.47,5143.59,26837.2,6950.46,1910.67,238.3156,100.0222,100.3758,277.6791,1186.6,59.64
2015/6/4,2095.84,4487.031,17905.58,1302.49,11340.6,20488.19,27551.89,5181.42,26813.42,6859.24,1916.28,237.7986,100.3121,100.3768,278.6629,1182.45,58
2015/6/5,2092.83,4477.185,17849.46,1270.87,11197.15,20460.9,27260.16,5230.55,26768.49,6804.6,1907.8,236.9817,99.8521,100.3632,277.6948,1175.9,59.13
2015/6/8,2079.28,4431.515,17766.55,1270.14,11064.92,20457.19,27316.28,5353.75,26523.09,6790.04,1910.41,236.8178,99.9761,100.3665,278.1175,1173.4,58.14
2015/6/9,2080.15,4427.608,17764.04,1269.67,11001.29,20096.3,26989.52,5317.46,26481.25,6753.8,1906.42,236.1449,99.7757,100.3588,277.606,1181,60.14
2015/6/10,2105.2,4485.463,18000.4,1299.09,11265.39,20046.36,26687.64,5309.11,26840.5,6830.27,1900.87,236.1202,99.5043,100.3565,276.5175,1186,61.43
2015/6/11,2108.86,4488.47,18039.37,1298.85,11332.78,20382.97,26907.85,5306.59,26370.98,6846.74,1909.44,236.5323,99.9385,100.3581,277.7634,1180.5,60.77
2015/6/12,2094.11,4453.794,17898.84,1290.7,11196.49,20407.08,27280.54,5335.12,26425.3,6784.92,1908.7,236.387,99.9151,100.3542,277.7856,1179.25,59.96
2015/6/15,2084.43,4432.916,17791.17,1268.03,10984.97,20387.79,26861.81,5221.17,26586.55,6710.52,1910.11,235.7893,100.0255,100.3548,278.7833,1178.25,59.52
2015/6/16,2096.29,4455.897,17904.48,1274.03,11044.01,20257.94,26566.7,5064.82,26686.51,6710.1,1913.02,235.5191,100.1979,100.3523,280.2176,1182.1,59.97
2015/6/17,2100.44,4468.982,17935.74,1268.43,10978.01,20219.27,26753.79,5138.83,26832.66,6680.55,1914.37,235.7688,100.271,100.3484,280.5887,1178.5,59.92
2015/6/18,2121.24,4531.848,18115.84,1288.96,11100.3,19990.82,26694.66,4930.55,27115.83,6707.88,1911.33,236.1,100.0597,100.3526,279.5102,1198,60.45
2015/6/19,2109.99,4513.424,18015.95,1285.22,11040.1,20174.24,26760.53,4637.05,27316.17,6710.45,1918.29,236.5567,100.4526,100.3505,280.643,1198.15,59.61
2015/6/22,2122.85,4544.04,18119.78,1321.09,11460.5,20428.19,27080.85,4637.05,27730.21,6825.67,1910.28,236.9865,100.0121,100.3548,279.5812,1193.7,59.68
2015/6/23,2124.2,4548.74,18144.07,1311.64,11542.54,20809.42,27333.46,4786.09,27804.37,6834.87,1906.36,236.9417,99.7767,100.3458,278.8934,1183.35,61.01
2015/6/24,2108.58,4524.597,17966.07,1306.85,11471.26,20868.03,27404.97,4880.13,27729.67,6844.8,1910.16,236.8907,99.9823,100.3486,279.6069,1175.75,60.27
2015/6/25,2102.31,4514.008,17890.36,1304.82,11473.13,20771.4,27145.75,4706.52,27895.97,6807.82,1908.44,236.5172,99.9019,100.3491,279.2408,1174.6,59.7
2015/6/26,2101.49,4484.281,17946.68,1300.37,11492.43,20706.15,26663.87,4336.19,27811.84,6753.7,1900.97,236.144,99.5456,100.3447,277.724,1174.4,59.63
2015/6/29,2057.64,4379.865,17596.35,1267.2,11083.2,20109.95,25966.98,4191.55,27645.15,6620.48,1912.24,234.9263,100.2353,100.3442,279.8025,1176.5,58.33
2015/6/30,2063.11,4396.761,17619.51,1250.87,10944.97,20235.73,26250.03,4473,27780.83,6520.98,1912.89,234.8657,100.2105,100.3395,279.9142,1175,59.47
2015/7/1,2077.42,4429.226,17757.91,1264.78,11180.5,20329.32,26250.03,4253.02,28020.87,6608.59,1905.57,235.3264,99.7776,100.3372,278.5445,1171.7,56.96
2015/7/2,2076.78,4433.394,17730.11,1259.97,11099.35,20522.5,26282.32,4108,27945.8,6630.47,1908.84,235.4729,99.9494,100.3444,279.2495,1164.3,56.93
2015/7/3,2076.78,4433.394,17730.11,1253.14,11058.39,20539.79,26064.11,3885.92,28092.79,6585.78,1908.84,235.5148,99.9494,100.3444,279.2495,1168.25,56.93
2015/7/6,2068.76,4418.662,17683.58,1234.97,10890.63,20112.12,25236.28,3998.54,28208.76,6535.68,1918.65,234.8686,100.4994,100.3341,281.1022,1164.25,52.53
2015/7/7,2081.34,4429.061,17776.91,1200.55,10676.78,20376.59,24975.31,3928,28171.69,6432.21,1922.34,234.5659,100.7223,100.3281,282.1446,1166.25,52.33
2015/7/8,2046.68,4351.578,17515.42,1214.85,10747.3,19737.64,23516.56,3663.04,27687.72,6490.7,1925.01,234.2061,100.8812,100.3408,281.8387,1154.25,51.65
2015/7/9,2051.31,4352.033,17548.62,1238.87,10996.41,19855.5,24392.79,3897.63,27573.66,6581.63,1916.49,234.5142,100.3998,100.3301,280.2803,1162.1,52.78
2015/7/10,2076.62,4420.152,17760.41,1277.86,11315.63,19779.83,24901.28,4106.56,27661.4,6673.38,1906.79,234.7709,99.8141,100.3171,278.3405,1162.4,52.74
2015/7/13,2099.6,4494.469,17977.68,1284.27,11484.38,20089.77,25224.01,4211.81,27961.19,6737.95,1906.61,235.123,99.7731,100.3214,278.0005,1154.95,52.2
2015/7/14,2108.95,4523.466,18053.58,1288.73,11516.9,20385.33,25120.91,4112.15,27932.9,6753.75,1909.48,235.2806,99.9255,100.3261,278.4091,1153.2,53.04
2015/7/15,2107.4,4528.358,18050.17,1289.01,11539.66,20463.33,25055.76,3966.76,28198.29,6753.75,1913.81,235.586,100.1676,100.3175,279.2484,1154.75,51.41
2015/7/16,2124.29,4594.896,18120.25,1300.15,11716.76,20600.12,25162.78,3997.36,28446.12,6796.45,1913.66,235.669,100.144,100.3207,279.1765,1145.1,50.91
2015/7/17,2126.64,4661.597,18086.45,1295.04,11673.42,20650.92,25415.27,4151.5,28463.31,6775.08,1914.74,235.0239,100.1871,100.314,279.1121,1143,50.89
2015/7/20,2128.28,4679.675,18100.41,1299.95,11735.72,20650.92,25404.81,4160.61,28420.12,6788.69,1912.24,234.724,100.0318,100.3047,278.5959,1115,50.15
2015/7/21,2119.21,4674.405,17919.29,1295.49,11604.8,20841.97,25536.43,4166.01,28182.14,6769.07,1915.16,234.0579,100.197,100.304,279.2888,1108,50.36
2015/7/22,2114.15,4623.242,17851.04,1283.09,11520.67,20593.67,25282.62,4157.16,28504.93,6667.34,1916.71,232.8303,100.2816,100.2975,279.5073,1096.8,49.19
2015/7/23,2102.15,4602.83,17731.92,1286.3,11512.11,20683.95,25398.85,4250.81,28370.84,6655.01,1920.11,232.6164,100.5113,100.3037,279.8651,1101.65,48.45
2015/7/24,2079.65,4557.375,17568.53,1273.94,11347.45,20544.53,25128.51,4176.28,28112.31,6579.81,1920,232.4371,100.5723,100.299,279.3211,1083.75,48.14
2015/7/27,2067.64,4519.093,17440.59,1261.48,11056.4,20350.1,24351.96,3818.73,27561.38,6505.13,1922.9,231.4965,100.7775,100.2966,279.7335,1098.6,47.39
2015/7/28,2093.25,4560.233,17630.27,1267.26,11173.91,20328.89,24503.94,3811.09,27459.23,6555.28,1921.7,231.5712,100.6652,100.2926,279.5432,1095.6,47.98
2015/7/29,2108.57,4581.604,17751.39,1279.63,11211.85,20302.91,24619.45,3930.38,27563.43,6631,1919.74,232.851,100.5581,100.2912,279.5149,1096.75,48.79
2015/7/30,2108.63,4598.593,17745.98,1274.62,11257.15,20522.83,24497.98,3815.41,27705.35,6668.87,1920.96,233.7562,100.596,100.2856,279.7173,1085.65,48.52
2015/7/31,2103.84,4588.907,17689.86,1289.16,11308.99,20585.24,24636.28,3816.7,28114.56,6696.28,1926.19,233.8616,100.8737,100.2817,280.4899,1080.05,47.12
2015/8/3,2098.04,4580.463,17598.2,1289.98,11443.72,20548.11,24411.42,3829.24,28187.06,6688.62,1930.78,233.6926,101.1583,100.2792,280.6984,1093,45.17
2015/8/4,2093.32,4567.465,17550.69,1286.37,11456.07,20520.36,24406.12,3948.16,28071.93,6686.57,1924.9,233.616,100.8404,100.262,279.5583,1092.6,45.74
2015/8/5,2099.84,4602.238,17540.47,1292.55,11636.3,20614.06,24514.16,3866.9,28223.08,6752.41,1920.1,233.4763,100.5737,100.2532,278.2246,1086.5,45.15
2015/8/6,2083.56,4528.507,17419.75,1287.52,11585.1,20664.44,24375.28,3831.85,28298.13,6747.09,1923,232.7491,100.754,100.2647,278.5254,1085,44.66
2015/8/7,2077.57,4520.08,17373.38,1279.12,11490.83,20724.56,24552.47,3906.94,28236.39,6718.49,1927.35,231.7679,101.0317,100.2484,279.5712,1091.35,43.87
2015/8/10,2104.18,4573.113,17615.17,1292.71,11604.78,20808.69,24521.12,4084.36,28101.72,6736.22,1922.38,231.5683,100.7184,100.2417,279.0236,1094.8,44.96
2015/8/11,2084.07,4513.992,17402.84,1280.83,11293.65,20720.75,24498.21,4066.67,27866.09,6664.54,1930.92,230.7084,101.2368,100.2479,280.3623,1113.25,43.08
2015/8/12,2086.05,4528.189,17402.51,1263.05,10924.61,20392.77,23916.02,4016.13,27512.26,6571.19,1930.58,229.6446,101.2622,100.2452,280.0679,1116.8,43.3
2015/8/13,2083.39,4519.316,17408.25,1270.05,11014.63,20595.55,24018.8,4075.46,27549.53,6568.33,1925.41,230.2394,100.9438,100.2397,278.8222,1117.35,42.23
2015/8/14,2091.54,4530.739,17477.4,1266.88,10985.14,20519.45,23991.03,4073.54,28067.31,6550.74,1924.64,230.3109,100.93,100.2386,278.7351,1116.75,42.5
2015/8/17,2102.44,4566.37,17545.18,1265.82,10940.33,20620.26,23814.65,4077.87,27878.27,6550.3,1928.71,230.3127,101.1524,100.2396,279.1865,1117.3,41.87
2015/8/18,2096.92,4542.07,17511.34,1263.99,10915.92,20554.47,23474.97,3825.41,27831.54,6526.29,1924.94,230.2236,100.9201,100.2368,278.0668,1119.15,42.62
2015/8/19,2079.61,4510.899,17348.73,1244.48,10682.15,20222.63,23167.85,3886.14,27931.64,6403.45,1930.96,229.7851,101.2555,100.2414,278.714,1123.2,40.8
2015/8/20,2035.73,4385.126,16990.69,1235.08,10432.19,20033.52,22757.47,3761.45,27607.82,6367.89,1933.73,229.2233,101.4535,100.2484,279.493,1137.95,41.14
2015/8/21,1970.89,4197.271,16459.75,1207.94,10124.52,19435.83,22409.62,3589.54,27366.07,6187.65,1935.92,228.633,101.5912,100.248,279.4298,1149.35,40.45
2015/8/24,1893.21,4038.602,15871.35,1169.95,9648.43,18540.68,21251.57,3275.53,25741.56,5898.87,1938.83,226.1856,101.8703,100.2459,279.4519,1153.5,38.24
2015/8/25,1867.61,4016.324,15666.44,1201.54,10128.12,17806.7,21404.96,3042.93,26032.38,6081.34,1927.04,227.6073,101.1455,100.2402,277.6143,1154.25,39.31
2015/8/26,1940.51,4219.6,16285.51,1180.23,9997.43,18376.83,21080.39,3025.69,25714.66,5979.2,1923.97,227.7504,100.9508,100.2395,276.7483,1134.4,38.6
2015/8/27,1987.66,4324.821,16654.77,1200.45,10315.62,18574.44,21838.54,3205.64,26231.19,6192.03,1926.17,228.8424,101.0015,100.2395,278.3093,1128.5,42.56
2015/8/28,1988.87,4329.121,16643.01,1204.76,10298.53,19136.32,21612.39,3342.29,26392.38,6247.94,1924.58,229.5772,100.8692,100.2294,278.4756,1125.5,45.22
2015/8/31,1972.18,4274.584,16528.03,1201.68,10259.46,18890.48,21670.58,3366.54,26283.09,6247.94,1923.42,229.832,100.745,100.2287,278.3515,1125.5,49.2
2015/9/1,1913.85,4142.634,16058.35,1174.71,10015.57,18165.69,21185.43,3362.08,25696.44,6058.54,1925.13,229.5353,100.8517,100.2286,277.6387,1141.9,45.41
2015/9/2,1948.86,4256.23,16351.38,1174.7,10048.05,18095.4,20934.94,3365.83,25453.56,6083.31,1923.09,229.6306,100.7186,100.226,276.8956,1140,46.25
2015/9/3,1951.13,4234.654,16374.76,1187.97,10317.84,18182.39,20934.94,3365.83,25764.78,6194.1,1926.28,230.2943,100.8619,100.2269,276.8798,1130.05,46.75
2015/9/4,1921.22,4184.721,16102.38,1160.4,10038.04,17792.16,20840.61,3365.83,25201.9,6042.92,1929.86,230.2076,101.078,100.2138,277.3127,1125,46.05
2015/9/7,1921.22,4184.721,16102.38,1170.2,10108.61,17860.47,20583.52,3250.49,24893.81,6074.52,1929.86,230.3333,101.078,100.2138,277.3127,1121,46.05
2015/9/8,1969.41,4303.526,16492.68,1186.82,10271.36,17427.08,21259.04,3334.02,25317.87,6146.1,1924.73,230.8666,100.7053,100.2098,276.1729,1120.85,45.94
2015/9/9,1942.04,4253.448,16253.57,1200.43,10303.12,18770.51,22131.31,3399.31,25719.58,6229.01,1927.57,231.5727,100.8079,100.2091,276.9352,1122.3,44.15
2015/9/10,1952.29,4296.298,16330.4,1192.47,10210.44,18299.62,21562.5,3357.56,25622.17,6155.81,1924.28,231.3697,100.637,100.2092,276.9835,1107.75,45.92
2015/9/11,1961.05,4323.23,16433.09,1187.43,10123.56,18264.22,21504.37,3347.19,25610.21,6117.76,1927.61,231.4522,100.8636,100.2059,277.7201,1106.35,44.63
2015/9/14,1953.03,4308.76,16370.96,1181,10131.74,17965.7,21561.9,3281.13,25856.7,6084.59,1927.8,231.457,100.8538,100.1992,277.3159,1108,44
2015/9/15,1978.09,4360.28,16599.85,1188.09,10188.13,18026.48,21455.23,3152.23,25705.93,6137.6,1918.23,231.1809,100.2891,100.1906,275.2074,1105.5,44.59
2015/9/16,1995.31,4383.67,16739.95,1208.15,10227.21,18171.6,21966.66,3309.25,25963.97,6229.21,1917.21,230.407,100.1692,100.1873,275.0025,1109.75,47.15
2015/9/17,1990.2,4384.961,16674.74,1208.31,10229.58,18432.27,21854.63,3237,25963.97,6186.99,1926.62,230.2063,100.6418,100.2062,277.1233,1118.15,46.9
2015/9/18,1958.03,4323.858,16384.58,1193.88,9916.16,18070.21,21920.83,3251.27,26218.91,6104.11,1934.26,229.9402,101.0918,100.2237,278.1866,1136,44.68
2015/9/21,1966.97,4336.13,16510.19,1184.56,9948.51,18070.21,21756.93,3308.25,26192.98,6108.71,1926.41,229.7242,100.6376,100.226,276.2207,1136.85,46.68
2015/9/22,1942.74,4274.098,16330.47,1141.97,9570.66,18070.21,21796.58,3339.03,25651.84,5935.84,1933.77,228.2781,101.1124,100.2339,277.3249,1129.3,45.83
2015/9/23,1938.76,4273.531,16279.89,1144.22,9612.62,18070.21,21302.91,3263.03,25822.99,6032.24,1932.32,227.9577,101.0374,100.2376,277.1778,1124.6,44.48
2015/9/24,1932.24,4261.104,16201.32,1134.49,9427.64,17571.83,21095.98,3285,25863.5,5961.49,1933.78,226.6062,101.1899,100.2372,277.1408,1134.45,44.91
2015/9/25,1931.34,4224.74,16314.67,1153.98,9688.53,17880.51,21186.32,3231.95,25863.5,6109.01,1929.59,226.1093,100.9512,100.232,275.6826,1145.5,45.7
2015/9/28,1881.77,4103.47,16001.89,1132.48,9483.55,17645.11,21186.32,3242.75,25616.84,5958.86,1934.72,223.6572,101.3417,100.2249,275.96,1137.5,44.43
2015/9/29,1884.09,4083.372,16049.13,1125.98,9450.4,16930.84,20556.6,3178.85,25778.66,5909.24,1936.71,222.5495,101.517,100.2269,276.5181,1124.6,45.23
2015/9/30,1920.03,4181.06,16284.7,1147.82,9660.44,17388.15,20846.3,3202.95,26154.83,6061.61,1936.43,222.8198,101.4585,100.2264,276.7073,1122.5,45.09
2015/10/1,1923.82,4192.963,16272.01,1147.5,9509.25,17722.42,20846.3,3202.95,26220.95,6072.47,1937.67,222.4049,101.5316,100.2272,277.9351,1114.2,44.74
2015/10/2,1951.36,4267.45,16472.37,1160.07,9553.07,17725.13,21506.09,3202.95,26220.95,6129.98,1942.76,221.4747,101.8541,100.2335,279.5916,1106.3,45.54
2015/10/5,1987.05,4331.432,16776.43,1188.08,9814.79,18005.49,21854.5,3202.95,26785.55,6298.92,1938.2,223.0607,101.4869,100.2253,278.7449,1134.35,46.26
2015/10/6,1979.92,4306.7,16790.19,1200.81,9902.83,18186.1,21831.62,3202.95,26932.88,6326.16,1941.08,224.5495,101.5976,100.2253,279.6514,1136.9,48.53
2015/10/7,1995.83,4333.464,16912.29,1200.49,9970.4,18322.98,22515.76,3202.95,27035.85,6336.35,1940.33,226.7318,101.4857,100.2325,279.5123,1147.9,47.81
2015/10/8,2013.43,4350.149,17050.75,1207.12,9993.07,18141.17,22354.91,3296.48,26845.81,6374.82,1936.25,227.2354,101.234,100.2256,279.2385,1143.3,49.43
2015/10/9,2014.89,4370.009,17084.49,1219.46,10096.6,18438.67,22458.8,3340.12,27079.51,6416.16,1937.49,228.8166,101.2628,100.2143,278.5996,1151.5,49.63
2015/10/12,2017.46,4382.563,17131.86,1217.82,10119.83,18438.67,22730.93,3447.69,26904.11,6371.18,1937.49,228.9437,101.2628,100.2143,278.5996,1164.2,47.1
2015/10/13,2003.69,4352.938,17081.89,1206.67,10032.82,18234.74,22600.46,3445.04,26846.53,6342.28,1941.21,228.6168,101.4764,100.2124,278.8635,1154.4,46.66
2015/10/14,1994.24,4346.922,16924.75,1204.77,9915.85,17891,22439.91,3406.11,26779.66,6269.61,1948.19,228.3905,101.8862,100.2155,279.7888,1173.7,46.64
2015/10/15,2023.86,4418.221,17141.75,1216.56,10064.8,18096.9,22888.17,3486.82,27010.14,6338.67,1944.43,228.2307,101.6454,100.2148,279.242,1183.35,46.38
2015/10/16,2033.11,4438.622,17215.97,1221.92,10104.43,18291.8,23067.37,3534.07,27214.6,6378.04,1944.74,228.9269,101.6278,100.2055,278.7797,1176.35,47.26
2015/10/19,2033.66,4462.066,17230.54,1218.82,10164.31,18131.23,23075.61,3534.18,27364.92,6352.33,1944.64,229.3291,101.5783,100.2021,278.0451,1171.65,45.89
2015/10/20,2030.77,4438.181,17217.11,1217.43,10147.68,18207.15,22989.22,3577.7,27306.83,6345.13,1940.97,229.9363,101.342,100.2026,277.6485,1173.7,45.55
2015/10/21,2018.94,4413.524,17168.61,1218.99,10238.1,18554.28,22989.22,3473.25,27287.66,6348.42,1945.17,230.0058,101.5607,100.1985,278.1419,1174.4,45.2
2015/10/22,2052.51,4503.216,17489.16,1222.09,10491.97,18435.87,22845.37,3524.53,27287.66,6376.28,1947.13,229.6956,101.6125,100.1927,278.661,1166.45,45.38
2015/10/23,2075.15,4624.09,17646.7,1231.33,10794.54,18825.3,23151.94,3571.24,27470.81,6444.08,1942.97,230.4675,101.3105,100.1808,278.5211,1171.55,44.6
2015/10/26,2071.18,4630.846,17623.05,1228.69,10801.34,18947.12,23116.25,3589.26,27361.96,6417.02,1945.84,230.4261,101.4393,100.1817,278.4511,1168.5,43.98
2015/10/27,2065.89,4639.233,17581.43,1215.8,10692.19,18777.04,23142.73,3592.88,27253.44,6365.27,1948.21,229.9183,101.5911,100.1721,278.9804,1165.75,43.2
2015/10/28,2090.35,4678.575,17779.52,1230.08,10831.96,18903.02,22956.57,3524.92,27039.76,6437.8,1942.15,230.1588,101.2617,100.1605,277.632,1171.5,45.94
2015/10/29,2089.41,4670.765,17755.8,1218.3,10800.84,18935.71,22819.94,3533.31,26838.14,6395.8,1934.59,230.1975,100.8301,100.1549,276.877,1159,46.06
2015/10/30,2079.36,4648.831,17663.54,1227.19,10850.14,19083.1,22640.04,3534.08,26656.83,6361.09,1936.76,230.1023,100.9299,100.1454,277.4069,1147.75,46.59
2015/11/2,2104.05,4703.915,17828.76,1230.52,10950.67,18683.24,22370.04,3475.96,26559.15,6361.8,1934.63,230.5558,100.7471,100.1322,277.1769,1135.8,46.14
2015/11/3,2109.79,4719.053,17918.15,1226.73,10951.15,18683.24,22568.43,3465.49,26590.59,6383.61,1931.73,230.9753,100.5455,100.1333,277.1289,1130.9,47.9
2015/11/4,2102.31,4717.553,17867.58,1222.69,10845.24,18926.91,23053.57,3628.54,26552.92,6412.88,1930.3,231.1429,100.4403,100.1219,276.5252,1118,46.32
2015/11/5,2099.93,4702.896,17863.43,1217.85,10887.74,19116.41,23051.04,3705.97,26304.2,6364.9,1929.33,230.2561,100.362,100.1159,275.7373,1107.3,45.2
2015/11/6,2099.2,4707.231,17910.33,1208.03,10988.03,19265.6,22867.33,3793.37,26265.24,6353.83,1921.29,229.3305,99.89,100.0993,274.7117,1107.7,44.29
2015/11/9,2078.58,4655.515,17730.48,1196.11,10815.45,19642.74,22726.77,3840.35,26121.4,6295.16,1920.36,228.5184,99.8425,100.096,274.8755,1095.6,43.87
