,SPX Index,NDX Index,INDU Index,ACDER Index,DAX Index,NKY Index,HSI Index,SHSZ300 Index,SENSEX Index,UKX Index,LBUSTRUU Index,IBOXHY Index,IDCOTCPR Index,IDCOTSPR Index,LBUTTRUU Index,GOLDLNAM Index,CL1 Comdty
2015/11/10,2081.72,4641.729,17758.21,1191.21,10832.52,19671.26,22401.7,3833.24,25743.26,6275.28,1922.35,227.7966,99.9716,100.0954,274.867,1092.5,44.21
2015/11/11,2075,4636.937,17702.22,1202.6,10907.87,19691.39,22352.17,3833.65,25866.95,6297.2,1922.35,227.8392,99.9716,100.0954,274.867,1088.6,42.93
2015/11/12,2045.97,4588.931,17448.07,1186.65,10782.63,19697.77,22888.92,3795.32,25866.95,6178.68,1921.66,226.6365,99.9331,100.0895,274.5356,1087.6,41.75
2015/11/13,2023.04,4502.137,17245.24,1174.67,10708.4,19596.91,22396.14,3746.24,25610.53,6118.28,1924.94,225.6841,100.114,100.0903,274.9008,1083.75,40.74
2015/11/16,2053.19,4565.468,17483.01,1176.9,10713.23,19393.69,22010.82,3764.13,25760.1,6146.38,1925.51,225.2054,100.137,100.0916,274.62,1094.5,41.74
2015/11/17,2050.44,4565.817,17489.5,1198.12,10971.04,19630.63,22264.25,3758.39,25864.47,6268.76,1927.25,226.0557,100.2035,100.0891,275.2616,1080.8,40.67
2015/11/18,2083.58,4653.444,17737.16,1196.51,10959.95,19649.18,22188.26,3715.58,25482.52,6278.97,1927,226.0453,100.174,100.0888,275.5365,1070.5,40.75
2015/11/19,2081.24,4655.355,17732.75,1211.95,11085.44,19859.81,22500.22,3774.97,25841.92,6329.93,1929.54,225.1086,100.2838,100.0866,276.351,1073.1,40.54
2015/11/20,2089.17,4686.358,17823.81,1206.93,11119.83,19879.81,22754.72,3774.38,25868.49,6334.63,1927.84,224.6409,100.1892,100.0844,276.6372,1085.15,40.39
2015/11/23,2086.59,4674.793,17792.68,1196.83,11092.31,19879.81,22665.9,3753.34,25819.34,6305.49,1928.67,224.3701,100.2446,100.0815,277.0136,1068.35,41.75
2015/11/24,2089.14,4669.409,17812.19,1184.51,10933.99,19924.89,22587.63,3753.89,25775.74,6277.23,1929.16,223.937,100.2811,100.0766,277.2392,1073,42.87
2015/11/25,2088.87,4672.884,17813.39,1196.05,11169.54,19847.58,22498,3781.61,25775.74,6337.64,1929.94,224.2678,100.3183,100.0656,277.3275,1072.2,43.04
2015/11/26,2088.87,4672.884,17813.39,1209.14,11320.77,19944.41,22488.94,3759.43,25958.63,6393.13,1929.94,224.3103,100.3183,100.0656,277.3275,1070.5,43.04
2015/11/27,2090.11,4680.465,17798.49,1204.45,11293.76,19883.94,22068.32,3556.99,26128.2,6375.15,1930.55,224.3739,100.3318,100.0655,277.3276,1064.65,41.71
2015/11/30,2080.41,4664.51,17719.92,1206.51,11382.23,19747.47,21996.42,3566.41,26145.67,6356.09,1931.64,224.6631,100.3445,100.0573,277.1367,1055.65,41.65
2015/12/1,2102.63,4716.158,17888.35,1208.47,11261.24,20012.4,22381.35,3591.7,26169.41,6395.65,1937.98,225.5028,100.7051,100.0617,278.1499,1069.25,41.85
2015/12/2,2079.51,4686.223,17729.68,1204.63,11190.02,19938.13,22479.69,3721.95,26117.85,6420.93,1936.6,226.1254,100.6324,100.0534,277.454,1066.9,39.94
2015/12/3,2049.62,4606.755,17477.67,1198.64,10789.24,19939.9,22417.01,3749.3,25886.62,6275,1922.56,225.3411,99.8628,100.0417,275.4356,1050.6,41.08
2015/12/4,2091.69,4716.12,17847.63,1198,10752.1,19504.48,22235.89,3677.59,25638.11,6238.29,1928.15,224.5961,100.1295,100.0304,276.3161,1063,39.97
2015/12/7,2077.07,4693.621,17730.51,1199.57,10886.09,19698.15,22203.22,3687.61,25530.11,6223.52,1933.22,223.525,100.3958,100.0111,276.4594,1082.7,37.65
2015/12/8,2063.59,4694.767,17568,1180.04,10673.6,19492.6,21905.13,3623.02,25310.33,6135.22,1930.6,221.9726,100.3122,99.9977,276.2667,1071.75,37.51
2015/12/9,2047.62,4622.138,17492.3,1185.3,10592.49,19301.07,21803.76,3635.94,25036.05,6126.68,1933.02,221.9049,100.4667,100.0049,276.1155,1078.4,37.16
2015/12/10,2052.23,4643.048,17574.75,1179.12,10598.93,19046.55,21704.61,3623.08,25252.32,6088.05,1929.73,221.5607,100.3067,100.0004,275.0339,1072,36.76
2015/12/11,2012.37,4537.563,17265.21,1161.17,10340.06,19230.48,21464.05,3608.06,25044.43,5952.78,1937.3,218.6777,100.8599,100.0081,276.1461,1067.2,35.62
2015/12/14,2021.94,4570.157,17368.5,1144.05,10139.34,18883.42,21309.85,3711.32,25150.35,5874.06,1928.09,215.9468,100.3953,100.0031,274.1996,1068,36.31
2015/12/15,2043.41,4597.327,17524.91,1164.65,10450.38,18565.9,21274.37,3694.39,25320.44,6017.79,1924.83,217.3851,100.2017,100.0061,274.0367,1069.15,37.35
2015/12/16,2073.07,4664.564,17749.09,1170.06,10469.26,19049.91,21701.21,3685.44,25494.37,6061.19,1922.9,218.5491,100.0355,99.9999,273.2057,1065.75,35.52
2015/12/17,2041.89,4598.138,17495.84,1172.44,10738.12,19353.56,21872.06,3755.89,25803.78,6102.54,1927.69,218.4111,100.2906,100.0091,274.2374,1065.85,34.95
2015/12/18,2005.55,4514.825,17128.55,1162.31,10608.19,18986.8,21755.56,3767.91,25519.22,6052.42,1930.46,216.896,100.4932,100.0142,274.9317,1055.25,34.73
2015/12/21,2021.15,4560.552,17251.62,1157.33,10497.77,18916.02,21791.68,3865.96,25735.9,6034.84,1930.12,216.7784,100.4749,100.0158,274.4881,1071.15,34.74
2015/12/22,2038.97,4589.256,17417.27,1161.86,10488.75,18886.7,21830.02,3876.73,25590.65,6083.1,1926.12,217.2367,100.2424,100.0197,273.9288,1077,36.14
2015/12/23,2064.29,4624.587,17602.61,1183.11,10727.64,18886.7,22040.59,3866.38,25850.3,6240.98,1924.05,218.1696,100.101,100.0173,274.3892,1071.5,37.5
2015/12/24,2060.99,4622.772,17552.17,1191.48,10727.64,18789.69,22138.13,3829.4,25838.71,6254.64,1926.02,218.4292,100.2041,100.0098,274.8767,1071.9,38.1
2015/12/25,2060.99,4622.772,17552.17,1191.48,10727.64,18769.06,22138.13,3838.2,25838.71,6254.64,1926.02,218.4292,100.2041,100.0098,274.8767,1071.9,38.1
2015/12/28,2056.5,4621.35,17528.27,1187.57,10653.91,18873.35,21919.62,3727.63,26034.13,6254.64,1928.23,218.4006,100.2759,100.0048,275.0212,1071.9,36.81
2015/12/29,2078.36,4691.077,17720.98,1196.81,10860.14,18982.23,21999.62,3761.87,26079.48,6314.57,1920.87,219.2819,99.8256,100.0021,273.8145,1067.25,37.87
2015/12/30,2063.36,4652.008,17603.87,1191.45,10743.01,19033.71,21882.15,3765.18,25960.03,6274.05,1921.91,219.443,99.8383,100.0118,274.0129,1067.8,36.6
2015/12/31,2043.94,4593.271,17425.03,1179.97,10743.01,19033.71,21914.4,3731,26117.54,6242.32,1925.4,219.5191,100,100,274.9417,1062.25,37.04
2016/1/1,2043.94,4593.271,17425.03,1179.97,10743.01,19033.71,21914.4,3731,26160.9,6242.32,1925.4,219.5191,100,100,274.9417,1062.25,37.04
2016/1/4,2012.66,4497.857,17148.94,1145.14,10283.44,18450.98,21327.12,3469.07,25623.35,6093.43,1927.68,218.6868,100.159,100.0064,275.328,1072.7,36.76
2016/1/5,2016.71,4484.18,17158.66,1142.94,10310.1,18374,21188.72,3478.78,25580.34,6137.24,1927.32,219.5615,100.1167,100.0054,275.4001,1078,35.97
2016/1/6,1990.26,4443.985,16906.51,1131.48,10214.02,18191.32,20980.81,3539.81,25406.33,6073.38,1934.18,219.8199,100.5206,100.0044,276.3205,1083.85,33.97
2016/1/7,1943.09,4305.725,16514.1,1114.75,9979.85,17767.34,20333.34,3294.38,24851.83,5954.08,1935.66,218.9272,100.6535,100.0067,276.1047,1096,33.27
2016/1/8,1922.03,4270.782,16346.45,1105.51,9849.34,17697.96,20453.71,3361.56,24934.33,5912.44,1937.73,219.2651,100.7614,100.0038,276.1345,1097.45,33.16
2016/1/11,1923.67,4283.547,16398.57,1096.4,9825.07,17697.96,19888.5,3192.45,24825.04,5871.83,1935.88,218.484,100.67,100.0021,275.2483,1104.7,31.41
2016/1/12,1938.68,4333.717,16516.22,1102.86,9985.43,17218.96,19711.76,3215.71,24682.03,5929.24,1941.11,218.1935,100.9995,100.003,275.8342,1094.85,30.44
2016/1/13,1890.28,4183.116,16151.41,1109.6,9960.96,17715.63,19934.88,3155.88,24854.11,5960.97,1943.24,217.1195,101.1785,100.0055,276.3377,1081.8,30.48
2016/1/14,1921.84,4272.967,16379.05,1091.78,9794.2,17240.95,19817.41,3221.57,24772.97,5918.23,1939.19,215.8451,101.0277,100.0114,275.9289,1090.75,31.2
2016/1/15,1880.33,4141.082,15988.08,1071.87,9545.27,17147.11,19520.77,3118.73,24455.04,5804.1,1944.16,213.298,101.4154,100.0189,275.9747,1081.1,29.42
2016/1/18,1880.33,4141.082,15988.08,1059.75,9521.85,16955.57,19237.45,3130.73,24188.37,5779.92,1944.16,213.4255,101.4154,100.0189,275.9747,1090.45,29.42
2016/1/19,1881.33,4147.075,16016.02,1075.52,9664.21,17048.37,19635.81,3223.13,24479.84,5876.8,1943.51,213.236,101.4014,100.0229,276.1135,1087,28.46
2016/1/20,1859.33,4136.281,15766.74,1040.84,9391.64,16416.19,18886.3,3174.38,24062.04,5673.58,1945.99,210.0557,101.709,100.0353,275.9313,1093.2,26.55
2016/1/21,1868.99,4142.599,15882.68,1053.54,9574.16,16017.26,18542.15,3081.35,23962.21,5773.79,1942.9,211.3834,101.5334,100.0279,275.2727,1096.8,29.53
2016/1/22,1906.9,4259.773,16093.51,1085.69,9764.88,16958.53,19080.51,3113.46,24435.66,5900.01,1941.88,213.8459,101.3573,100.0183,275.558,1097.65,32.19
2016/1/25,1877.08,4196.532,15885.22,1080.49,9736.15,17110.91,19340.14,3128.89,24485.95,5877,1943.49,214.5907,101.4533,100.0159,275.8018,1103.7,30.34
2016/1/26,1903.63,4233.85,16167.23,1091.3,9822.75,16708.9,18860.8,2940.51,24485.95,5911.46,1945.57,214.9315,101.6126,100.0138,276.616,1114.7,31.45
2016/1/27,1882.95,4128.861,15944.46,1097.29,9880.82,17163.92,19052.45,2930.35,24492.39,5990.37,1945.22,215.4458,101.6036,100.0128,277.3234,1116.5,32.3
2016/1/28,1893.36,4186.061,16069.64,1087.99,9639.59,17041.45,19195.83,2853.76,24469.57,5931.78,1946.68,216.0477,101.6726,100.0123,277.8152,1119,33.22
2016/1/29,1940.24,4279.169,16466.3,1099.4,9798.11,17518.3,19683.11,2946.09,24870.69,6083.79,1951.89,216.7884,101.9637,100.0102,279.0242,1112.9,33.62
2016/2/1,1939.38,4286.556,16449.18,1105.31,9757.88,17865.23,19595.5,2901.05,24824.83,6060.1,1947.44,216.5341,101.7462,100.001,278.0149,1122,31.62
2016/2/2,1903.03,4193.101,16153.54,1083.6,9581.04,17750.68,19446.84,2961.33,24539,5922.01,1956.07,215.1914,102.3455,99.9982,279.2473,1123.6,29.88
2016/2/3,1912.53,4171.968,16336.66,1081.66,9434.82,17191.25,18991.59,2948.64,24223.32,5837.14,1954.27,214.5569,102.2768,99.9983,279.5118,1130,32.28
2016/2/4,1915.45,4167.771,16416.58,1091.9,9393.36,17044.99,19183.09,2984.76,24338.43,5898.76,1955.8,214.9292,102.3677,100.0022,279.4428,1146.25,31.72
2016/2/5,1880.05,4024.473,16204.97,1080.15,9286.23,16819.59,19288.17,2963.79,24616.97,5848.06,1956.58,213.9956,102.4235,99.9988,278.9879,1158.5,30.89
2016/2/8,1853.44,3960.671,16027.05,1041.72,8979.36,17004.3,19288.17,2963.79,24287.42,5689.36,1964.78,211.0884,103.0684,100.0139,279.4119,1173.4,29.69
2016/2/9,1852.21,3947.804,16014.38,1039.63,8879.4,16085.44,19288.17,2963.79,24020.98,5632.19,1963.8,209.7837,103.0406,100.0112,278.4688,1188.9,27.94
2016/2/10,1851.86,3966.275,15914.74,1048.4,9017.29,15713.39,19288.17,2963.79,23758.9,5672.3,1966.18,210.682,103.1642,100.0087,279.4771,1183.4,27.45
2016/2/11,1829.08,3962.224,15660.18,1024.16,8752.87,15713.39,18545.8,2963.79,22951.83,5536.97,1968.72,207.8774,103.4359,100.0239,280.0543,1223.25,26.21
2016/2/12,1864.78,4019.191,15973.84,1044.33,8967.51,14952.61,18319.58,2963.79,22986.12,5707.6,1959.73,209.4966,102.893,100.0156,279.2798,1239.5,29.44
2016/2/15,1864.78,4019.191,15973.84,1066.09,9206.84,16022.58,18918.14,2946.71,23554.12,5824.28,1959.73,209.6246,102.893,100.0156,279.2798,1208.45,29.44
2016/2/16,1895.58,4104.331,16196.41,1061.28,9135.11,16054.43,19122.08,3037.04,23191.97,5862.17,1958.71,211.0809,102.7259,100.0127,278.4051,1212,29.04
2016/2/17,1926.82,4199.103,16453.83,1088.42,9377.21,15836.36,18924.57,3063.32,23381.87,6030.32,1955.63,213.2414,102.4581,100.0078,277.9423,1202.4,30.66
2016/2/18,1917.83,4151.492,16413.43,1086.79,9463.64,16196.8,19363.08,3053.7,23649.22,5971.95,1961.97,214.1814,102.7856,100.0037,278.3984,1204.4,30.77
2016/2/19,1917.78,4164.088,16391.99,1078.77,9388.05,15967.17,19285.5,3051.59,23709.15,5950.23,1962.61,213.492,102.8147,99.9981,278.8003,1221.5,29.64
2016/2/22,1945.5,4231.268,16620.66,1089.07,9573.59,16111.05,19464.09,3118.87,23788.79,6037.73,1962.22,214.7918,102.7199,99.9928,279.3434,1203.65,31.48
2016/2/23,1921.27,4162.54,16431.78,1075.78,9416.77,16052.05,19414.78,3089.36,23410.18,5962.31,1964.58,214.765,102.8513,99.9909,280.1805,1218.75,31.87
2016/2/24,1929.8,4200.659,16484.99,1051.17,9167.8,15915.79,19192.45,3109.55,23088.93,5867.18,1964.59,214.17,102.862,99.9887,280.8052,1232.25,32.15
2016/2/25,1951.7,4241.059,16697.29,1073.66,9331.48,16140.34,18888.75,2918.75,22976,6012.81,1968.97,215.5961,103.0966,99.9925,282.2488,1235.4,33.07
2016/2/26,1948.05,4235.616,16639.97,1079.89,9513.3,16188.41,19364.15,2948.03,23154.3,6096.01,1963,217.5907,102.6251,99.9807,281.1249,1231,32.78
2016/2/29,1932.23,4201.118,16516.5,1081.91,9495.4,16026.76,19111.93,2877.47,23002,6097.09,1965.74,218.8781,102.7201,99.9753,282.1279,1234.15,33.75
2016/3/1,1978.35,4333.614,16865.08,1096.57,9717.16,16085.51,19407.46,2930.69,23779.35,6152.88,1958.43,220.7075,102.1578,99.9674,281.2394,1240,34.4
2016/3/2,1986.45,4334.386,16899.32,1100.67,9776.62,16746.55,20003.49,3051.33,24242.98,6147.06,1959.02,222.1847,102.1208,99.9689,281.6457,1229.35,34.66
2016/3/3,1993.4,4325.862,16943.9,1108.09,9751.92,16960.16,19941.76,3058.42,24606.99,6130.46,1962.16,222.83,102.2604,99.9735,282.6328,1241.95,34.57
2016/3/4,1999.99,4329,17006.77,1123.96,9824.17,17014.78,20176.7,3093.89,24646.48,6199.43,1958.75,224.1792,101.9592,99.9718,281.5573,1271.5,35.92
2016/3/7,2001.76,4303.333,17073.95,1118.73,9778.93,16911.32,20159.72,3104.84,24646.48,6182.4,1958.54,224.7402,101.8757,99.9692,280.8835,1267.6,37.9
2016/3/8,1979.26,4265.51,16964.1,1114.21,9692.82,16783.15,20011.58,3107.67,24659.23,6125.44,1964.71,224.0807,102.2545,99.9726,281.7306,1274.1,36.5
2016/3/9,1989.26,4293.232,17000.36,1115.11,9723.09,16642.2,19996.26,3071.91,24793.96,6146.32,1960.34,223.6296,101.9744,99.9706,281.3451,1258.25,38.29
2016/3/10,1989.57,4286.966,16995.13,1110.43,9498.15,16852.35,19984.42,3013.15,24623.34,6036.7,1958.98,224.1503,101.7849,99.9676,280.4317,1247.25,37.84
2016/3/11,2022.19,4361.83,17213.31,1140.24,9831.13,16938.87,20199.6,3018.28,24717.99,6139.79,1957.25,226.343,101.5245,99.9602,280.3752,1262.25,38.5
2016/3/14,2019.64,4367.329,17229.13,1143.32,9990.26,17233.75,20435.34,3065.69,24804.28,6174.57,1960.42,226.8221,101.5941,99.9587,280.1929,1256.55,37.18
2016/3/15,2015.93,4367.082,17251.53,1131.08,9933.85,17117.07,20288.77,3074.78,24551.17,6139.97,1960.52,225.7583,101.606,99.9567,279.8053,1233.6,36.34
2016/3/16,2027.22,4404.202,17325.76,1128.46,9983.41,16974.45,20257.7,3090.03,24682.48,6175.49,1964.12,225.214,101.7979,99.9637,282.0869,1233.1,38.46
2016/3/17,2040.59,4400.263,17481.49,1153.28,9892.2,16936.38,20503.81,3124.2,24677.37,6201.12,1968.71,226.8408,102.0113,99.9685,283.2121,1269.6,40.2
2016/3/18,2049.58,4410.828,17602.3,1154.58,9950.8,16724.81,20671.63,3171.96,24952.74,6189.64,1972.23,228.1448,102.1746,99.9725,284.3789,1254.5,39.44
2016/3/21,2051.6,4426.977,17623.87,1148.54,9948.64,16724.81,20684.15,3249.44,25285.37,6184.58,1968.09,228.4587,101.8735,99.972,284.1833,1244.25,39.91
2016/3/22,2049.8,4437.619,17582.57,1143.31,9990,17048.55,20666.75,3225.79,25330.49,6192.74,1967.83,228.0807,101.8152,99.9684,283.7114,1251.8,41.45
2016/3/23,2036.71,4402.559,17502.59,1137.46,10022.93,17000.98,20615.23,3236.09,25337.56,6199.11,1974.13,227.4869,102.1916,99.9722,284.2159,1232.2,39.79
2016/3/24,2035.94,4405.532,17515.73,1120.37,9851.35,16892.33,20345.61,3181.85,25337.56,6106.48,1971.46,225.8307,102.0695,99.966,283.3738,1216.45,39.46
2016/3/25,2035.94,4405.532,17515.73,1120.37,9851.35,17002.75,20345.61,3197.82,25337.56,6106.48,1971.46,225.8307,102.0695,99.966,283.3738,1216.45,39.46
2016/3/28,2037.05,4398.065,17535.39,1126.52,9851.35,17134.37,20345.61,3169.73,24966.4,6106.48,1973.75,225.6444,102.189,99.9628,283.5693,1216.45,39.39
2016/3/29,2055.01,4467.719,17633.11,1127.76,9887.94,17103.53,20366.3,3135.41,24900.46,6105.9,1979.73,224.9052,102.5788,99.9771,286.0456,1216.45,38.28
2016/3/30,2063.95,4490.875,17716.66,1160.21,10046.61,16878.96,20803.39,3216.28,25338.58,6203.17,1979,226.0516,102.4589,99.985,286.4166,1238.2,38.32
2016/3/31,2059.74,4483.655,17685.09,1152.41,9965.51,16758.67,20776.7,3218.09,25341.86,6174.9,1983.77,226.8005,102.7,99.9884,287.1973,1233.6,38.34
2016/4/1,2072.78,4532.082,17792.75,1133.46,9794.64,16164.16,20498.92,3221.89,25269.64,6146.05,1982.94,226.8068,102.6355,99.9798,286.9256,1232.1,36.79
2016/4/4,2066.13,4511.704,17737,1141.45,9822.08,16123.27,20498.92,3221.89,25399.65,6164.72,1984.67,227.2186,102.719,99.9864,287.3448,1215,35.7
2016/4/5,2045.17,4470.748,17603.32,1119.56,9563.36,15732.82,20177,3264.49,24883.59,6091.23,1989.44,226.4077,103.0324,99.9919,287.5724,1231.5,35.89
2016/4/6,2066.66,4543.781,17716.05,1127.98,9624.51,15715.36,20206.67,3257.53,24900.63,6161.63,1987.07,227.3516,102.8711,99.9922,286.9595,1225.75,37.75
2016/4/7,2041.91,4475.286,17541.96,1121.43,9530.62,15749.84,20266.05,3209.29,24685.42,6136.89,1993.21,226.9666,103.2659,99.9945,287.9927,1237.5,37.26
2016/4/8,2047.6,4474.925,17576.96,1137.11,9622.26,15821.52,20370.4,3185.73,24673.84,6204.41,1990.4,227.777,103.0761,99.9937,287.4968,1235,39.72
2016/4/11,2041.99,4458.706,17556.41,1145.25,9682.99,15751.13,20440.81,3230.1,25022.16,6200.12,1991.38,228.3548,103.0659,99.9943,286.8784,1247.25,40.36
2016/4/12,2061.72,4496.044,17721.25,1144.38,9761.47,15928.79,20504.44,3218.45,25145.59,6242.39,1987.29,229.162,102.7611,99.9889,285.6502,1259.2,42.17
2016/4/13,2082.42,4554.722,17908.28,1163.21,10026.1,16381.22,21158.71,3261.38,25626.75,6362.89,1989.88,230.7774,102.8545,99.9911,286.146,1245.75,41.76
2016/4/14,2082.78,4554.625,17926.43,1164.58,10093.65,16911.05,21337.81,3275.83,25626.75,6365.1,1988.8,231.3476,102.7247,99.9912,285.6208,1240.3,41.5
2016/4/15,2080.73,4543.161,17897.46,1163.86,10051.57,16848.03,21316.47,3272.21,25626.75,6343.75,1991.97,231.0287,102.9157,99.9914,286.2349,1229.75,40.36
2016/4/18,2094.34,4565.421,18004.16,1171.83,10120.31,16275.95,21161.5,3228.45,25816.36,6353.52,1990.51,231.0587,102.7812,99.9914,286.1378,1237.7,39.78
2016/4/19,2100.8,4537.09,18053.6,1193.64,10349.59,16874.44,21436.21,3238.3,25816.36,6405.35,1990.62,232.4973,102.6955,99.9927,286.6792,1241.7,41.08
2016/4/20,2102.4,4540.438,18096.27,1194.39,10421.29,16906.54,21236.31,3181.03,25844.18,6410.26,1985.29,233.2815,102.2796,99.9899,285.5618,1247.75,42.63
2016/4/21,2091.48,4540.798,17982.52,1186.11,10435.73,17363.62,21622.25,3160.6,25880.38,6381.44,1984.49,233.2848,102.162,99.9889,285.2901,1257.65,43.18
2016/4/22,2091.58,4474.192,18003.75,1177.69,10373.49,17572.49,21467.04,3174.9,25838.14,6310.44,1983.47,233.0567,102.07,99.9816,285.1351,1245.4,43.73
2016/4/25,2087.79,4474.131,17977.24,1174.77,10294.35,17439.3,21304.44,3162.03,25678.93,6260.92,1982.4,232.8077,101.9701,99.9759,284.9434,1230.85,42.64
2016/4/26,2091.7,4452.966,17990.32,1181.48,10259.59,17353.28,21407.27,3179.16,26007.3,6284.52,1980.34,233.095,101.8108,99.9725,284.8126,1234.5,44.04
2016/4/27,2095.15,4416.635,18041.55,1185.91,10299.83,17290.49,21361.6,3165.92,26064.12,6319.91,1986.32,233.8596,102.1645,99.9718,286.2862,1244.75,45.33
2016/4/28,2075.81,4363.993,17830.76,1189.58,10321.15,16666.05,21388.03,3160.58,25603.1,6322.4,1988.72,234.9333,102.2877,99.974,287.5462,1256.6,46.03
2016/4/29,2065.3,4341.299,17773.64,1179.84,10038.97,16666.05,21067.05,3156.75,25606.62,6241.89,1991.39,234.432,102.4176,99.9704,288.1918,1274.5,45.92
2016/5/2,2081.43,4381.304,17891.16,1185.87,10123.27,16147.38,21067.05,3156.75,25436.97,6241.89,1987.08,234.4683,102.1504,99.9728,286.44,1274.5,44.78
2016/5/3,2063.37,4341.392,17750.91,1166.97,9926.77,16147.38,20676.94,3213.54,25229.7,6185.59,1992.76,233.4481,102.5213,99.9755,287.0626,1296.5,43.65
2016/5/4,2051.12,4312.014,17651.26,1152.1,9828.25,16147.38,20525.83,3209.46,25101.73,6112.02,1993.54,232.7629,102.6254,99.9798,287.1204,1280.3,43.78
2016/5/5,2050.63,4309.484,17660.71,1147.92,9851.86,16147.38,20449.82,3213.92,25262.21,6117.25,1997.05,232.5189,102.8432,99.978,287.9442,1275.75,44.32
2016/5/6,2057.14,4330.168,17740.63,1146.71,9869.95,16106.72,20109.87,3130.35,25228.5,6125.7,1994.72,231.7021,102.7021,99.9764,287.1128,1280.25,44.66
2016/5/9,2058.69,4341.23,17705.91,1148.85,9980.49,16216.03,20156.81,3065.62,25688.86,6114.81,1996.48,231.7773,102.8215,99.9787,287.0191,1277.75,43.44
2016/5/10,2084.39,4402.038,17928.35,1159.11,10045.44,16565.19,20242.68,3069.11,25772.53,6156.65,1996.88,232.4919,102.8171,99.9747,287.9299,1264.85,44.66
2016/5/11,2064.46,4361.033,17711.12,1158.37,9975.32,16579.01,20055.29,3082.81,25597.02,6162.49,1999.15,233.2392,102.9362,99.9709,288.3088,1271.8,46.23
2016/5/12,2064.11,4342.809,17720.5,1150.96,9862.12,16646.34,19915.46,3090.14,25790.22,6104.19,1995.89,233.3201,102.7245,99.9663,287.8968,1268.3,46.7
2016/5/13,2046.61,4326.531,17535.32,1145.86,9952.9,16412.21,19719.29,3074.94,25489.57,6138.5,2000.31,233.0462,102.986,99.9638,288.6085,1275.15,46.21
2016/5/16,2066.66,4380.483,17710.71,1150.18,9952.9,16466.4,19883.95,3095.31,25653.23,6151.4,1995.97,233.5732,102.6937,99.9619,288.1483,1281,47.72
2016/5/17,2047.21,4322.557,17529.98,1151.44,9890.19,16652.8,20118.8,3086.02,25773.61,6167.77,1995.39,233.9249,102.6546,99.9541,288.4718,1270.1,48.31
2016/5/18,2047.63,4338.232,17526.62,1155.37,9943.23,16644.69,19826.41,3068.04,25704.61,6165.8,1984.01,233.7882,101.9738,99.9401,285.5713,1270.9,48.19
2016/5/19,2040.04,4315.579,17435.4,1136.24,9795.89,16646.66,19694.33,3062.5,25399.72,6053.35,1988.24,232.5295,102.2159,99.9367,285.9979,1253.75,48.16
2016/5/20,2052.32,4362.903,17500.94,1150.74,9916.02,16736.35,19852.2,3078.22,25301.9,6156.32,1987.85,233.4446,102.1982,99.9298,285.7752,1256.5,47.75
2016/5/23,2048.04,4355.099,17492.93,1146.16,9842.29,16654.6,19809.03,3087.22,25230.36,6136.43,1988.35,233.8546,102.2106,99.9217,285.7615,1250.4,48.08
2016/5/24,2076.06,4444.297,17706.05,1166.57,10057.31,16498.76,19830.43,3063.56,25305.47,6219.26,1987.1,234.6052,102.1153,99.9171,285.6045,1242.65,48.62
2016/5/25,2090.54,4476.434,17851.51,1180.38,10205.21,16757.35,20368.05,3059.23,25881.17,6262.85,1986.41,235.2778,102.0206,99.9187,285.784,1220.75,49.56
2016/5/26,2090.1,4487.96,17828.29,1185.88,10272.71,16772.46,20397.11,3064.21,26366.68,6265.65,1991.89,235.4622,102.3053,99.9216,286.856,1226.65,49.48
2016/5/27,2099.06,4512.541,17873.22,1182.93,10286.31,16834.84,20576.77,3062.5,26653.6,6270.79,1990.89,235.4411,102.224,99.9146,286.4956,1221.25,49.33
2016/5/30,2099.06,4512.541,17873.22,1185.33,10333.23,17068.02,20629.39,3066.71,26725.6,6270.79,1990.89,235.5674,102.224,99.9146,286.4956,1221.25,49.33
2016/5/31,2096.96,4523.893,17787.2,1176.18,10262.74,17234.98,20815.09,3169.56,26667.96,6230.79,1991.9,235.7339,102.2573,99.9098,286.1535,1210.5,49.1
2016/6/1,2099.33,4520.068,17789.67,1169.2,10204.44,16955.73,20760.98,3160.55,26713.93,6191.93,1990.86,235.0733,102.1973,99.9077,285.7399,1216.25,49.01
2016/6/2,2105.26,4531.349,17838.56,1169.62,10208,16562.55,20859.22,3167.1,26843.14,6185.61,1994.18,235.3648,102.4117,99.9122,286.5031,1215.5,49.17
2016/6/3,2099.13,4509.792,17807.06,1177.52,10103.26,16642.23,20947.24,3189.33,26843.03,6209.63,2004.15,235.7369,103.0266,99.928,288.3232,1211,48.62
2016/6/6,2109.41,4523.633,17920.33,1185.1,10121.08,16580.03,21030.22,3178.79,26777.45,6273.4,2002.75,236.6925,102.9114,99.9295,288.6117,1240.55,49.69
2016/6/7,2112.13,4513.087,17938.28,1197.37,10287.68,16675.45,21328.24,3177.05,27009.67,6284.53,2004.36,237.5735,102.977,99.9317,289.3277,1241.1,50.36
2016/6/8,2119.12,4520.628,18005.05,1196.42,10217.03,16830.92,21297.88,3163.99,27020.66,6301.52,2005.84,238.6021,103.0301,99.9326,289.8454,1252.4,51.23
2016/6/9,2115.48,4512.689,17985.19,1178.82,10088.87,16668.41,21297.88,3163.99,26763.46,6231.89,2008.81,238.3185,103.1971,99.9335,289.9831,1258.35,50.56
