,Dymon-AQUMON,Dymon-AQUMON (VaR-adjusted),PLMAX US Equity,MERKX US Equity,ICPHX US Equity
2012/3/30,1.010122662,1.032428372,1.054545455,1.010733453,1.020118343
2012/4/2,1.013818497,1.03835597,1.057142857,1.015205725,1.024852071
2012/4/3,1.016122431,1.044072631,1.054545455,1.008944544,1.021301775
2012/4/4,1.01557857,1.042720335,1.049350649,1.001788909,1.016568047
2012/4/5,1.014773368,1.039940551,1.048051948,1.001788909,1.015384615
2012/4/6,1.013418611,1.036580652,1.048051948,1.001788909,1.015384615
2012/4/9,1.010936539,1.029947076,1.045454545,1.003577818,1.014201183
2012/4/10,1.011481392,1.031397081,1.038961039,0.999105546,1.010650888
2012/4/11,1.009454008,1.025961062,1.041558442,1.000894454,1.01183432
2012/4/12,1.011212171,1.030237219,1.048051948,1.009838998,1.017751479
2012/4/13,1.013563118,1.039493834,1.044155844,1.004472272,1.014201183
2012/4/16,1.013475953,1.039071714,1.044155844,1.004472272,1.014201183
2012/4/17,1.014225375,1.043055608,1.046753247,1.008050089,1.016568047
2012/4/18,1.017286014,1.060771582,1.045454545,1.004472272,1.015384615
2012/4/19,1.017477827,1.061617506,1.044155844,1.003577818,1.014201183
2012/4/20,1.016951045,1.058743478,1.046753247,1.007155635,1.016568047
2012/4/23,1.016829136,1.058095917,1.042857143,1.004472272,1.014201183
2012/4/24,1.017633047,1.06180946,1.045454545,1.005366726,1.015384615
2012/4/25,1.018096393,1.063489803,1.049350649,1.008944544,1.018934911
2012/4/26,1.017749644,1.062211937,1.050649351,1.011627907,1.021301775
2012/4/27,1.018564102,1.065430796,1.054545455,1.01431127,1.023668639
2012/4/30,1.018949881,1.066892881,1.053246753,1.011627907,1.022485207
2012/5/1,1.01965697,1.069375492,1.057142857,1.010733453,1.022485207
2012/5/2,1.020980198,1.072209349,1.053246753,1.007155635,1.020118343
2012/5/3,1.020831087,1.071896527,1.050649351,1.002683363,1.017751479
2012/5/4,1.020670239,1.071515625,1.046753247,0.997316637,1.014201183
2012/5/7,1.019443128,1.068947672,1.046753247,0.997316637,1.014201183
2012/5/8,1.020752404,1.07185589,1.04025974,0.990161002,1.009467456
2012/5/9,1.019904791,1.069959274,1.032467532,0.986583184,1.004733728
2012/5/10,1.020044527,1.070265692,1.035064935,0.986583184,1.00591716
2012/5/11,1.01979429,1.069695545,1.031168831,0.983899821,1.002366864
2012/5/14,1.019003353,1.067925104,1.023376623,0.976744186,0.997633136
2012/5/15,1.019349276,1.068637345,1.015584416,0.969588551,0.992899408
2012/5/16,1.019008524,1.067931997,1.014285714,0.966010733,0.989349112
2012/5/17,1.018741052,1.067353934,1.012987013,0.966010733,0.986982249
2012/5/18,1.015529673,1.061107408,1.011688312,0.964221825,0.985798817
2012/5/21,1.015307347,1.060647469,1.015584416,0.970483005,0.989349112
2012/5/22,1.015512081,1.061043879,1.007792208,0.962432916,0.984615385
2012/5/23,1.015328518,1.060696465,1.002597403,0.960644007,0.979881657
2012/5/24,1.015970578,1.061901226,1.001298701,0.957960644,0.978698225
2012/5/25,1.017447487,1.064763998,1.001298701,0.957960644,0.977514793
2012/5/28,1.017337085,1.064550568,1.001298701,0.957960644,0.977514793
2012/5/29,1.017710568,1.06527373,1.005194805,0.961538462,0.979881657
2012/5/30,1.017522586,1.064909325,0.992207792,0.953488372,0.972781065
2012/5/31,1.015669825,1.061322632,0.990909091,0.952593918,0.970414201
2012/6/1,1.015344625,1.060468246,0.990909091,0.952593918,0.968047337
2012/6/4,1.013590909,1.056043604,0.994805195,0.956171735,0.971597633
2012/6/5,1.015315809,1.060734601,0.996103896,0.956171735,0.971597633
2012/6/6,1.015867153,1.06214549,1.006493506,0.966010733,0.979881657
2012/6/7,1.019460407,1.071066048,1.007792208,0.96332737,0.982248521
2012/6/8,1.017686192,1.067226268,1.005194805,0.96332737,0.981065089
2012/6/11,1.019216305,1.070721389,1,0.961538462,0.978698225
2012/6/12,1.018370615,1.069034318,1.002597403,0.966905188,0.982248521
2012/6/13,1.019120305,1.070650215,1.005194805,0.966905188,0.983431953
2012/6/14,1.019421142,1.071425037,1.009090909,0.972271914,0.986982249
2012/6/15,1.019066183,1.070566667,1.012987013,0.976744186,0.989349112
2012/6/18,1.020180462,1.073170945,1.01038961,0.976744186,0.990532544
2012/6/19,1.019601969,1.071910335,1.016883117,0.980322004,0.995266272
2012/6/20,1.020140103,1.073082306,1.016883117,0.978533095,0.995266272
2012/6/21,1.020921017,1.074914003,1.006493506,0.967799642,0.986982249
2012/6/22,1.020498263,1.073788398,1.006493506,0.97137746,0.98816568
2012/6/25,1.019301028,1.071003195,1.003896104,0.967799642,0.983431953
2012/6/26,1.018379856,1.068561451,1.007792208,0.970483005,0.986982249
2012/6/27,1.018845274,1.069758589,1.007792208,0.969588551,0.986982249
2012/6/28,1.0201941,1.072586753,1.005194805,0.965116279,0.984615385
2012/6/29,1.022969063,1.079277094,1.023376623,0.980322004,0.998816568
2012/7/2,1.023560395,1.080473791,1.023376623,0.980322004,0.998816568
2012/7/3,1.026027625,1.086056385,1.028571429,0.984794275,1.002366864
2012/7/4,1.025607783,1.085227803,1.028571429,0.984794275,1.002366864
2012/7/5,1.025310039,1.084631645,1.020779221,0.980322004,1
2012/7/6,1.024651103,1.083655294,1.015584416,0.974060823,0.99408284
2012/7/9,1.023266159,1.081609678,1.016883117,0.974955277,0.99408284
2012/7/10,1.022672446,1.080745627,1.016883117,0.97137746,0.99408284
2012/7/11,1.02421725,1.082991561,1.019480519,0.974955277,0.996449704
2012/7/12,1.022238035,1.080111553,1.015584416,0.970483005,0.990532544
2012/7/13,1.022599996,1.080637612,1.020779221,0.975849732,0.995266272
2012/7/16,1.024043863,1.082716381,1.022077922,0.976744186,0.996449704
2012/7/17,1.024922631,1.083975919,1.025974026,0.978533095,1
2012/7/18,1.025549639,1.084867321,1.025974026,0.979427549,1.001183432
2012/7/19,1.027671958,1.087946202,1.027272727,0.983899821,1.003550296
2012/7/20,1.027831939,1.088166816,1.022077922,0.980322004,1.001183432
2012/7/23,1.024044336,1.082841058,1.014285714,0.975849732,0.995266272
2012/7/24,1.023453669,1.082003213,1.01038961,0.973166369,0.991715976
2012/7/25,1.020748955,1.078217977,1.014285714,0.97763864,0.996449704
2012/7/26,1.024623786,1.083444534,1.023376623,0.986583184,1.002366864
2012/7/27,1.02930017,1.089595527,1.027272727,0.990161002,1.00591716
2012/7/30,1.030662586,1.091511434,1.025974026,0.991055456,1.008284024
2012/7/31,1.032873921,1.094619665,1.028571429,0.991055456,1.010650888
2012/8/1,1.031802985,1.093089971,1.024675325,0.988372093,1.009467456
2012/8/2,1.031013073,1.091950678,1.023376623,0.987477639,1.007100592
2012/8/3,1.032220381,1.093645427,1.033766234,0.995527728,1.013017751
2012/8/6,1.034046907,1.096251463,1.036363636,0.997316637,1.014201183
2012/8/7,1.034611545,1.097075493,1.036363636,0.996422182,1.015384615
2012/8/8,1.032921741,1.094704612,1.037662338,0.998211091,1.015384615
2012/8/9,1.034479601,1.096880399,1.036363636,0.997316637,1.017751479
2012/8/10,1.033530979,1.095623489,1.035064935,0.998211091,1.016568047
2012/8/13,1.033682532,1.095824087,1.032467532,0.994633274,1.014201183
2012/8/14,1.032506176,1.094265478,1.032467532,0.993738819,1.014201183
2012/8/15,1.032213975,1.093875398,1.031168831,0.993738819,1.014201183
2012/8/16,1.034134793,1.096426961,1.032467532,0.996422182,1.014201183
2012/8/17,1.033456962,1.095516191,1.032467532,0.994633274,1.01183432
2012/8/20,1.033339638,1.095335834,1.032467532,0.995527728,1.013017751
2012/8/21,1.033846068,1.096119936,1.035064935,1,1.014201183
2012/8/22,1.033023073,1.094967322,1.036363636,1.002683363,1.014201183
2012/8/23,1.033322588,1.095377204,1.037662338,1.003577818,1.014201183
2012/8/24,1.03144598,1.092765164,1.035064935,1.001788909,1.014201183
2012/8/27,1.03084091,1.091881326,1.032467532,1.000894454,1.013017751
2012/8/28,1.030493315,1.091372588,1.032467532,1.001788909,1.014201183
2012/8/29,1.030065993,1.090754445,1.028571429,0.999105546,1.01183432
2012/8/30,1.029598891,1.090045274,1.028571429,0.996422182,1.009467456
2012/8/31,1.028870842,1.088301216,1.033766234,1.003577818,1.014201183
2012/9/3,1.029241187,1.088891586,1.033766234,1.003577818,1.014201183
2012/9/4,1.029280469,1.088952933,1.033766234,1.000894454,1.013017751
2012/9/5,1.027631568,1.08625031,1.035064935,0.999105546,1.009467456
2012/9/6,1.03036067,1.092894783,1.04025974,1.003577818,1.014201183
2012/9/7,1.033313668,1.099636573,1.045454545,1.016100179,1.021301775
2012/9/10,1.03657418,1.107415101,1.045454545,1.012522361,1.020118343
2012/9/11,1.035728762,1.105285502,1.050649351,1.018783542,1.024852071
2012/9/12,1.037957212,1.110673547,1.049350649,1.019677996,1.026035503
2012/9/13,1.037800044,1.11022977,1.054545455,1.02862254,1.028402367
2012/9/14,1.045309346,1.135418412,1.063636364,1.031305903,1.034319527
2012/9/17,1.045330933,1.135496866,1.05974026,1.02862254,1.030769231
2012/9/18,1.043916426,1.129988675,1.055844156,1.027728086,1.029585799
2012/9/19,1.045487566,1.136221234,1.054545455,1.029516995,1.030769231
2012/9/20,1.04054392,1.115093496,1.054545455,1.025939177,1.029585799
2012/9/21,1.042935538,1.124759295,1.057142857,1.025939177,1.028402367
2012/9/24,1.040663974,1.115480821,1.054545455,1.021466905,1.026035503
2012/9/25,1.040191216,1.113701233,1.054545455,1.020572451,1.026035503
2012/9/26,1.039485894,1.111043884,1.051948052,1.017889088,1.024852071
2012/9/27,1.04099367,1.117108539,1.057142857,1.025044723,1.028402367
2012/9/28,1.04212498,1.121634723,1.055844156,1.021466905,1.027218935
2012/10/1,1.041036352,1.117863394,1.057142857,1.021466905,1.027218935
2012/10/2,1.042399643,1.122986563,1.058441558,1.020572451,1.026035503
2012/10/3,1.04223695,1.12253256,1.058441558,1.016994633,1.023668639
2012/10/4,1.043266539,1.126184782,1.063636364,1.023255814,1.027218935
2012/10/5,1.043512397,1.127001627,1.061038961,1.02236136,1.027218935
2012/10/8,1.041393889,1.120068724,1.058441558,1.020572451,1.026035503
2012/10/9,1.04038623,1.116525326,1.055844156,1.017889088,1.024852071
2012/10/10,1.038450735,1.109724681,1.055844156,1.017889088,1.024852071
2012/10/11,1.03858404,1.110221216,1.058441558,1.019677996,1.026035503
2012/10/12,1.040846126,1.119097462,1.058441558,1.019677996,1.026035503
2012/10/15,1.040116246,1.116254626,1.05974026,1.019677996,1.027218935
2012/10/16,1.041563179,1.12149092,1.063636364,1.021466905,1.029585799
2012/10/17,1.042636917,1.12538535,1.066233766,1.027728086,1.034319527
2012/10/18,1.044019988,1.131164721,1.063636364,1.024150268,1.031952663
2012/10/19,1.043126362,1.128000331,1.061038961,1.018783542,1.028402367
2012/10/22,1.043955699,1.130953547,1.062337662,1.019677996,1.028402367
2012/10/23,1.043578322,1.129602781,1.055844156,1.01431127,1.026035503
2012/10/24,1.041890364,1.123656798,1.055844156,1.01431127,1.024852071
2012/10/25,1.044953037,1.133781836,1.058441558,1.015205725,1.026035503
2012/10/26,1.043433051,1.129060712,1.058441558,1.01431127,1.026035503
2012/10/29,1.04299121,1.127586809,1.058441558,1.01431127,1.026035503
2012/10/30,1.042791641,1.12692378,1.058441558,1.01431127,1.026035503
2012/10/31,1.044155708,1.131464195,1.058441558,1.017889088,1.028402367
2012/11/1,1.045816706,1.137256307,1.05974026,1.017889088,1.028402367
2012/11/2,1.046204148,1.137812565,1.057142857,1.010733453,1.027218935
2012/11/5,1.044839363,1.135853566,1.054545455,1.010733453,1.026035503
2012/11/6,1.044393209,1.135214636,1.058441558,1.016100179,1.029585799
2012/11/7,1.045403546,1.136653592,1.055844156,1.012522361,1.027218935
2012/11/8,1.042991103,1.13325303,1.053246753,1.011627907,1.026035503
2012/11/9,1.042673703,1.132799313,1.051948052,1.009838998,1.026035503
2012/11/12,1.041977575,1.131756225,1.051948052,1.010733453,1.024852071
2012/11/13,1.041145372,1.130502057,1.049350649,1.009838998,1.023668639
2012/11/14,1.04256098,1.132346934,1.049350649,1.008050089,1.023668639
2012/11/15,1.044644903,1.13506234,1.049350649,1.008050089,1.023668639
2012/11/16,1.043906418,1.133999428,1.048051948,1.007155635,1.022485207
2012/11/19,1.045094691,1.136465495,1.053246753,1.013416816,1.027218935
2012/11/20,1.045133741,1.136517232,1.053246753,1.012522361,1.027218935
2012/11/21,1.045846734,1.137712823,1.053246753,1.013416816,1.028402367
2012/11/22,1.046854313,1.139417198,1.053246753,1.013416816,1.028402367
2012/11/23,1.046722938,1.139238742,1.055844156,1.02236136,1.031952663
2012/11/26,1.047179762,1.139864487,1.055844156,1.02236136,1.031952663
2012/11/27,1.048124283,1.141610208,1.055844156,1.017889088,1.029585799
2012/11/28,1.046719621,1.1398004,1.057142857,1.018783542,1.031952663
2012/11/29,1.048605979,1.14228102,1.05974026,1.019677996,1.031952663
2012/11/30,1.04921789,1.143085811,1.061038961,1.020572451,1.033136095
2012/12/3,1.048100257,1.141753682,1.05974026,1.021466905,1.033136095
2012/12/4,1.046988728,1.139325207,1.061038961,1.023255814,1.034319527
2012/12/5,1.047881813,1.142388886,1.062337662,1.02236136,1.035502959
2012/12/6,1.048518398,1.143737107,1.063636364,1.019677996,1.034319527
2012/12/7,1.048293236,1.143336708,1.063636364,1.017889088,1.034319527
2012/12/10,1.048970827,1.1446607,1.063636364,1.019677996,1.035502959
2012/12/11,1.048905923,1.144533798,1.066233766,1.02236136,1.037869822
2012/12/12,1.049760785,1.147008468,1.067532468,1.025939177,1.037869822
2012/12/13,1.05264857,1.154516994,1.066233766,1.025044723,1.037869822
2012/12/14,1.053106345,1.15579887,1.067532468,1.027728086,1.037869822
2012/12/17,1.052859167,1.155132576,1.066233766,1.02862254,1.039053254
2012/12/18,1.05309208,1.155822405,1.068831169,1.030411449,1.040236686
2012/12/19,1.054494725,1.159637684,1.068831169,1.030411449,1.040236686
2012/12/20,1.052903813,1.155208084,1.07012987,1.029516995,1.040236686
2012/12/21,1.052141991,1.15364236,1.064935065,1.025044723,1.036686391
2012/12/24,1.051458815,1.152233598,1.064935065,1.025044723,1.036686391
2012/12/25,1.052595003,1.15508508,1.064935065,1.025044723,1.036686391
2012/12/26,1.054358847,1.1598651,1.066233766,1.025939177,1.035502959
2012/12/27,1.056047909,1.164055972,1.068831169,1.02862254,1.036686391
2012/12/28,1.058696288,1.169937475,1.068831169,1.025939177,1.036686391
2012/12/31,1.057369267,1.166692958,1.071428571,1.029516995,1.039053254
2013/1/1,1.059307275,1.171623485,1.071428571,1.029516995,1.039053254
2013/1/2,1.062844937,1.182982919,1.076623377,1.033989267,1.043786982
2013/1/3,1.06083086,1.175741215,1.074025974,1.025939177,1.040236686
2013/1/4,1.060675743,1.175299194,1.072727273,1.026833631,1.040236686
2013/1/7,1.061231261,1.176832182,1.072727273,1.02862254,1.040236686
2013/1/8,1.060814163,1.175396841,1.072727273,1.025939177,1.039053254
2013/1/9,1.06109217,1.176323937,1.075324675,1.026833631,1.041420118
2013/1/10,1.063923726,1.185310634,1.079220779,1.037567084,1.046153846
2013/1/11,1.066665456,1.193212962,1.077922078,1.038461538,1.046153846
2013/1/14,1.068938498,1.199233339,1.080519481,1.042039356,1.047337278
2013/1/15,1.068210444,1.197223189,1.079220779,1.037567084,1.044970414
2013/1/16,1.065685255,1.19049231,1.077922078,1.037567084,1.044970414
2013/1/17,1.067117772,1.195381786,1.081818182,1.041144902,1.046153846
2013/1/18,1.073209785,1.211814035,1.079220779,1.037567084,1.04260355
2013/1/21,1.071158817,1.204973605,1.079220779,1.037567084,1.04260355
2013/1/22,1.071483026,1.206053336,1.079220779,1.037567084,1.041420118
2013/1/23,1.068695903,1.19676688,1.079220779,1.03667263,1.039053254
2013/1/24,1.070723234,1.203833649,1.079220779,1.037567084,1.039053254
2013/1/25,1.07425165,1.215742696,1.077922078,1.039355993,1.036686391
2013/1/28,1.076327901,1.222821727,1.075324675,1.038461538,1.031952663
2013/1/29,1.077053738,1.225312675,1.079220779,1.04293381,1.036686391
2013/1/30,1.078787203,1.231271098,1.079220779,1.046511628,1.035502959
2013/1/31,1.078256065,1.2294218,1.080519481,1.047406082,1.035502959
2013/2/1,1.083387483,1.247072649,1.083116883,1.051878354,1.035502959
2013/2/4,1.087820426,1.260694074,1.079220779,1.046511628,1.035502959
2013/2/5,1.083719128,1.247727639,1.083116883,1.050089445,1.037869822
2013/2/6,1.089056703,1.265109093,1.080519481,1.046511628,1.034319527
2013/2/7,1.086337351,1.256576022,1.079220779,1.040250447,1.033136095
2013/2/8,1.084003386,1.249021224,1.079220779,1.037567084,1.030769231
2013/2/11,1.079894774,1.236313096,1.079220779,1.039355993,1.029585799
2013/2/12,1.085268989,1.253135003,1.080519481,1.042039356,1.031952663
2013/2/13,1.084025179,1.248784845,1.081818182,1.04293381,1.036686391
2013/2/14,1.087514322,1.261217811,1.081818182,1.038461538,1.035502959
2013/2/15,1.084911652,1.252003625,1.080519481,1.037567084,1.034319527
2013/2/18,1.087215478,1.259481143,1.080519481,1.037567084,1.034319527
2013/2/19,1.085789158,1.254453652,1.081818182,1.037567084,1.034319527
2013/2/20,1.08563046,1.253853747,1.079220779,1.026833631,1.029585799
2013/2/21,1.085265968,1.252851582,1.074025974,1.021466905,1.026035503
2013/2/22,1.083799314,1.248295045,1.076623377,1.023255814,1.027218935
2013/2/25,1.08752234,1.258960893,1.074025974,1.015205725,1.023668639
2013/2/26,1.080457905,1.240825921,1.072727273,1.016994633,1.023668639
2013/2/27,1.079157815,1.237383876,1.076623377,1.019677996,1.027218935
2013/2/28,1.08146162,1.243497203,1.075324675,1.013416816,1.023668639
2013/3/1,1.078961213,1.236823093,1.074025974,1.013416816,1.023668639
2013/3/4,1.080622721,1.241208711,1.074025974,1.013416816,1.021301775
2013/3/5,1.080363663,1.240436085,1.076623377,1.016100179,1.023668639
2013/3/6,1.081567354,1.24375979,1.074025974,1.01431127,1.022485207
2013/3/7,1.082894336,1.247301546,1.076623377,1.020572451,1.024852071
2013/3/8,1.086711362,1.258480689,1.077922078,1.015205725,1.023668639
2013/3/11,1.089036316,1.264802213,1.079220779,1.017889088,1.023668639
2013/3/12,1.090131143,1.268022583,1.079220779,1.019677996,1.024852071
2013/3/13,1.088404048,1.262724762,1.077922078,1.01431127,1.022485207
2013/3/14,1.089263597,1.2653603,1.079220779,1.015205725,1.021301775
2013/3/15,1.089976452,1.26748677,1.079220779,1.017889088,1.022485207
2013/3/18,1.085542541,1.253425596,1.076623377,1.012522361,1.020118343
2013/3/19,1.089126448,1.264944061,1.074025974,1.009838998,1.017751479
2013/3/20,1.087555486,1.259694126,1.075324675,1.011627907,1.017751479
2013/3/21,1.089735332,1.267000442,1.074025974,1.010733453,1.017751479
2013/3/22,1.088246007,1.262168624,1.075324675,1.013416816,1.018934911
2013/3/25,1.088680858,1.263618676,1.075324675,1.008944544,1.022485207
2013/3/26,1.087319502,1.259506639,1.075324675,1.011627907,1.024852071
2013/3/27,1.089391877,1.265895423,1.074025974,1.008050089,1.022485207
2013/3/28,1.08710715,1.258617076,1.076623377,1.008944544,1.023668639
2013/3/29,1.087204566,1.258914468,1.076623377,1.008944544,1.023668639
2013/4/1,1.085807059,1.254271603,1.076623377,1.008944544,1.023668639
2013/4/2,1.083986271,1.248709949,1.076623377,1.008944544,1.024852071
2013/4/3,1.085299007,1.252449264,1.075324675,1.008050089,1.023668639
2013/4/4,1.087845434,1.259808005,1.076623377,1.013416816,1.023668639
2013/4/5,1.092398958,1.272394782,1.081818182,1.019677996,1.022485207
2013/4/8,1.098876277,1.289568827,1.084415584,1.020572451,1.022485207
2013/4/9,1.097618716,1.285829457,1.088311688,1.024150268,1.026035503
2013/4/10,1.097525452,1.285563305,1.090909091,1.023255814,1.027218935
2013/4/11,1.097217981,1.284705624,1.090909091,1.026833631,1.029585799
2013/4/12,1.097573239,1.285749296,1.08961039,1.020572451,1.028402367
2013/4/15,1.097850987,1.286644977,1.083116883,1.003577818,1.024852071
2013/4/16,1.093413455,1.272160504,1.08961039,1.012522361,1.029585799
2013/4/17,1.097965639,1.287130053,1.084415584,1.002683363,1.023668639
2013/4/18,1.097640569,1.285988778,1.085714286,1.003577818,1.022485207
2013/4/19,1.099747964,1.293607425,1.085714286,1.005366726,1.021301775
2013/4/22,1.099880096,1.29410455,1.085714286,1.005366726,1.021301775
2013/4/23,1.099722611,1.293507604,1.083116883,1.000894454,1.018934911
2013/4/24,1.101172804,1.298981217,1.085714286,1.003577818,1.020118343
2013/4/25,1.100668087,1.296982311,1.088311688,1.006261181,1.024852071
2013/4/26,1.099703944,1.293320099,1.088311688,1.007155635,1.026035503
2013/4/29,1.098141586,1.28729059,1.090909091,1.013416816,1.029585799
2013/4/30,1.098168563,1.287385547,1.093506494,1.017889088,1.033136095
2013/5/1,1.098699746,1.288986403,1.090909091,1.016100179,1.031952663
2013/5/2,1.097626446,1.285422433,1.092207792,1.011627907,1.029585799
2013/5/3,1.097252699,1.284120028,1.094805195,1.016100179,1.034319527
2013/5/6,1.098892515,1.289057214,1.094805195,1.013416816,1.034319527
2013/5/7,1.099275974,1.290272688,1.096103896,1.010733453,1.036686391
2013/5/8,1.098656704,1.288283831,1.098701299,1.016994633,1.039053254
2013/5/9,1.099244288,1.289813561,1.096103896,1.010733453,1.034319527
2013/5/10,1.099623445,1.290921279,1.08961039,1.006261181,1.027218935
2013/5/13,1.09994309,1.29183161,1.087012987,1.004472272,1.024852071
2013/5/14,1.099567864,1.290741998,1.085714286,1,1.022485207
2013/5/15,1.100086918,1.292248104,1.083116883,0.995527728,1.020118343
2013/5/16,1.099873611,1.291620712,1.081818182,0.993738819,1.017751479
2013/5/17,1.09967363,1.29105289,1.077922078,0.988372093,1.01183432
2013/5/20,1.098667883,1.288228115,1.080519481,0.994633274,1.015384615
2013/5/21,1.098632069,1.288123676,1.079220779,0.994633274,1.015384615
2013/5/22,1.100119828,1.292945472,1.074025974,0.989266547,1.009467456
2013/5/23,1.09901001,1.289301346,1.074025974,0.993738819,1.009467456
2013/5/24,1.098841123,1.288774795,1.071428571,0.991055456,1.007100592
2013/5/27,1.097291515,1.283473767,1.071428571,0.991055456,1.007100592
2013/5/28,1.099214314,1.289675931,1.066233766,0.986583184,1.002366864
2013/5/29,1.101351997,1.296489161,1.062337662,0.991055456,1.002366864
2013/5/30,1.098677342,1.287456918,1.061038961,0.998211091,1.00591716
2013/5/31,1.100956305,1.294827283,1.057142857,0.990161002,1.002366864
2013/6/3,1.099008443,1.28854756,1.05974026,1,1.009467456
2013/6/4,1.097819904,1.284813191,1.061038961,0.997316637,1.008284024
2013/6/5,1.09800427,1.28540592,1.055844156,0.996422182,1.007100592
2013/6/6,1.099692641,1.290519528,1.057142857,1.005366726,1.010650888
2013/6/7,1.098756703,1.287688526,1.057142857,1,1.01183432
2013/6/10,1.102410139,1.299295381,1.048051948,1.001788909,1.00591716
2013/6/11,1.103251922,1.302116007,1.049350649,1.001788909,1.00591716
2013/6/12,1.100798918,1.293807525,1.049350649,1.004472272,1.007100592
2013/6/13,1.096696754,1.281661929,1.057142857,1.006261181,1.01183432
2013/6/14,1.093948815,1.273941638,1.057142857,1.007155635,1.014201183
2013/6/17,1.093894873,1.273792034,1.054545455,1.006261181,1.010650888
2013/6/18,1.095191122,1.277527442,1.048051948,1.005366726,1.00591716
2013/6/19,1.096875627,1.282500933,1.038961039,0.999105546,1.002366864
2013/6/20,1.103496095,1.301230583,1.024675325,0.983005367,0.986982249
2013/6/21,1.104680426,1.305103741,1.027272727,0.97763864,0.982248521
2013/6/24,1.102161799,1.297268846,1.025974026,0.973166369,0.978698225
2013/6/25,1.102085076,1.297022731,1.031168831,0.973166369,0.983431953
2013/6/26,1.100756526,1.292592012,1.028571429,0.966010733,0.982248521
2013/6/27,1.101767312,1.295786171,1.035064935,0.966010733,0.98816568
2013/6/28,1.102158722,1.296998251,1.036363636,0.968694097,0.986982249
2013/7/1,1.102166597,1.29702357,1.037662338,0.974060823,0.990532544
2013/7/2,1.102788199,1.298902507,1.033766234,0.968694097,0.985798817
2013/7/3,1.101932364,1.296264361,1.032467532,0.970483005,0.985798817
2013/7/4,1.10335521,1.301363702,1.032467532,0.970483005,0.985798817
2013/7/5,1.098864192,1.286928615,1.025974026,0.957960644,0.978698225
2013/7/8,1.099380391,1.288647928,1.028571429,0.96332737,0.979881657
2013/7/9,1.099258548,1.288321194,1.031168831,0.962432916,0.982248521
2013/7/10,1.095683093,1.278199531,1.032467532,0.966010733,0.985798817
2013/7/11,1.098204526,1.284968338,1.038961039,0.980322004,0.995266272
2013/7/12,1.098177161,1.284895644,1.037662338,0.97763864,0.99408284
2013/7/15,1.099106568,1.287625272,1.042857143,0.978533095,0.995266272
2013/7/16,1.097718664,1.283807856,1.045454545,0.98568873,1.001183432
2013/7/17,1.098742666,1.286620795,1.048051948,0.982110912,1
2013/7/18,1.098170388,1.284818479,1.045454545,0.983005367,0.997633136
2013/7/19,1.099596506,1.287889023,1.046753247,0.986583184,1
2013/7/22,1.09866597,1.285852964,1.049350649,0.992844365,1.002366864
2013/7/23,1.09817491,1.284736283,1.050649351,0.997316637,1.004733728
2013/7/24,1.098979944,1.286574098,1.045454545,0.991055456,1
2013/7/25,1.100405493,1.289662724,1.046753247,0.997316637,1.003550296
2013/7/26,1.098742842,1.285998427,1.044155844,0.996422182,1.002366864
2013/7/29,1.097458911,1.283043726,1.041558442,0.994633274,1.002366864
2013/7/30,1.098469937,1.285344694,1.037662338,0.991055456,0.996449704
2013/7/31,1.097768222,1.283797199,1.037662338,0.993738819,0.996449704
2013/8/1,1.100541188,1.29010544,1.033766234,0.986583184,0.990532544
2013/8/2,1.101494807,1.29286575,1.04025974,0.988372093,0.991715976
2013/8/5,1.098337139,1.283925392,1.04025974,0.987477639,0.996449704
2013/8/6,1.097198248,1.280715155,1.04025974,0.987477639,0.996449704
2013/8/7,1.096638041,1.279173172,1.038961039,0.988372093,0.995266272
2013/8/8,1.09562903,1.276378828,1.044155844,0.994633274,1.002366864
2013/8/9,1.0961883,1.277934533,1.045454545,0.993738819,1.003550296
2013/8/12,1.094163687,1.271122,1.042857143,0.994633274,1.001183432
2013/8/13,1.094920212,1.273410727,1.037662338,0.991055456,0.996449704
2013/8/14,1.094298459,1.271620505,1.037662338,0.992844365,0.996449704
2013/8/15,1.093675213,1.269747743,1.035064935,0.999105546,0.997633136
2013/8/16,1.094679344,1.272931326,1.02987013,1,0.996449704
2013/8/19,1.093833971,1.270247079,1.022077922,0.998211091,0.991715976
2013/8/20,1.095158078,1.274511857,1.024675325,1.000894454,0.991715976
2013/8/21,1.094189362,1.271376276,1.015584416,0.993738819,0.984615385
2013/8/22,1.092123947,1.26469391,1.016883117,0.995527728,0.985798817
2013/8/23,1.094110014,1.271083111,1.023376623,1,0.990532544
2013/8/26,1.093483832,1.269100494,1.018181818,0.999105546,0.98816568
2013/8/27,1.091248564,1.261858918,1.012987013,1.000894454,0.985798817
2013/8/28,1.090465138,1.259334633,1.012987013,0.999105546,0.985798817
2013/8/29,1.092454636,1.26754709,1.012987013,0.992844365,0.984615385
2013/8/30,1.091589883,1.263764079,1.012987013,0.989266547,0.984615385
2013/9/2,1.09428336,1.275708239,1.012987013,0.989266547,0.984615385
2013/9/3,1.095708872,1.281542225,1.01038961,0.991949911,0.985798817
2013/9/4,1.098837348,1.295923956,1.014285714,0.992844365,0.991715976
2013/9/5,1.100271535,1.301026099,1.011688312,0.98568873,0.986982249
2013/9/6,1.102484872,1.309542991,1.019480519,0.991949911,0.99408284
2013/9/9,1.10715124,1.325672124,1.025974026,0.997316637,1
2013/9/10,1.110358811,1.336330587,1.027272727,0.997316637,1.002366864
